STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,lon,lat,state,ABBR
48,327,48327,Menard,Menard County,-99.8588613,30.8852677,Texas,TX
48,189,48189,Hale,Hale County,-101.8228879,34.0684364,Texas,TX
48,011,48011,Armstrong,Armstrong County,-101.3566363,34.964179,Texas,TX
48,057,48057,Calhoun,Calhoun County,-96.5795739,28.4417191,Texas,TX
48,077,48077,Clay,Clay County,-98.2129174,33.7859042,Texas,TX
48,361,48361,Orange,Orange County,-93.8940999,30.1223229,Texas,TX
48,177,48177,Gonzales,Gonzales County,-97.4919205,29.4619121,Texas,TX
48,147,48147,Fannin,Fannin County,-96.1049882,33.5911611,Texas,TX
48,265,48265,Kerr,Kerr County,-99.3533388,30.059953,Texas,TX
48,391,48391,Refugio,Refugio County,-97.1624723,28.3221157,Texas,TX
48,247,48247,Jim Hogg,Jim Hogg County,-98.7475708,27.0532308,Texas,TX
48,127,48127,Dimmit,Dimmit County,-99.7658713,28.4235871,Texas,TX
48,353,48353,Nolan,Nolan County,-100.4181078,32.3123379,Texas,TX
48,041,48041,Brazos,Brazos County,-96.3023935,30.6567132,Texas,TX
48,245,48245,Jefferson,Jefferson County,-94.1493306,29.8539997,Texas,TX
48,027,48027,Bell,Bell County,-97.4812697,31.0427479,Texas,TX
48,019,48019,Bandera,Bandera County,-99.2482849,29.756389,Texas,TX
48,215,48215,Hidalgo,Hidalgo County,-98.18099,26.3963839,Texas,TX
48,413,48413,Schleicher,Schleicher County,-100.5272161,30.8962331,Texas,TX
48,181,48181,Grayson,Grayson County,-96.675693,33.624524,Texas,TX
48,107,48107,Crosby,Crosby County,-101.2987099,33.609144,Texas,TX
48,119,48119,Delta,Delta County,-95.6733504,33.3859329,Texas,TX
48,507,48507,Zavala,Zavala County,-99.7598304,28.8646523,Texas,TX
48,397,48397,Rockwall,Rockwall County,-96.4044017,32.8986766,Texas,TX
48,133,48133,Eastland,Eastland County,-98.8365596,32.3246454,Texas,TX
48,123,48123,DeWitt,DeWitt County,-97.3616543,29.0823457,Texas,TX
48,005,48005,Angelina,Angelina County,-94.6111337,31.2518963,Texas,TX
48,309,48309,McLennan,McLennan County,-97.2015108,31.5495958,Texas,TX
48,277,48277,Lamar,Lamar County,-95.5703477,33.6672628,Texas,TX
48,289,48289,Leon,Leon County,-95.9956219,31.3004926,Texas,TX
48,433,48433,Stonewall,Stonewall County,-100.2538069,33.1795797,Texas,TX
48,311,48311,McMullen,McMullen County,-98.5788529,28.384922,Texas,TX
48,435,48435,Sutton,Sutton County,-100.5133594,30.5221852,Texas,TX
48,157,48157,Fort Bend,Fort Bend County,-95.7710149,29.5266017,Texas,TX
48,367,48367,Parker,Parker County,-97.8059049,32.7770964,Texas,TX
48,271,48271,Kinney,Kinney County,-100.4177003,29.3470865,Texas,TX
48,149,48149,Fayette,Fayette County,-96.9212309,29.8778861,Texas,TX
48,045,48045,Briscoe,Briscoe County,-101.205893,34.5251725,Texas,TX
48,203,48203,Harrison,Harrison County,-94.3744344,32.5479914,Texas,TX
48,383,48383,Reagan,Reagan County,-101.5143954,31.3751911,Texas,TX
48,083,48083,Coleman,Coleman County,-99.3466223,31.9142052,Texas,TX
48,357,48357,Ochiltree,Ochiltree County,-100.8158636,36.2787442,Texas,TX
48,103,48103,Crane,Crane County,-102.4877739,31.4227965,Texas,TX
48,477,48477,Washington,Washington County,-96.4102717,30.2150752,Texas,TX
48,305,48305,Lynn,Lynn County,-101.8184933,33.1784124,Texas,TX
48,333,48333,Mills,Mills County,-98.5946231,31.4948885,Texas,TX
48,359,48359,Oldham,Oldham County,-102.5976203,35.4019206,Texas,TX
48,403,48403,Sabine,Sabine County,-93.8519129,31.3432997,Texas,TX
48,223,48223,Hopkins,Hopkins County,-95.5654337,33.1489673,Texas,TX
48,225,48225,Houston,Houston County,-95.4215995,31.3230362,Texas,TX
48,029,48029,Bexar,Bexar County,-98.5201465,29.4486708,Texas,TX
48,461,48461,Upton,Upton County,-102.0415461,31.3538163,Texas,TX
48,143,48143,Erath,Erath County,-98.2205073,32.2366609,Texas,TX
48,381,48381,Randall,Randall County,-101.8955472,34.962529,Texas,TX
48,401,48401,Rusk,Rusk County,-94.7563823,32.1094232,Texas,TX
48,099,48099,Coryell,Coryell County,-97.7980223,31.3911774,Texas,TX
48,091,48091,Comal,Comal County,-98.260544,29.8054913,Texas,TX
48,007,48007,Aransas,Aransas County,-96.9675012,28.1226209,Texas,TX
48,237,48237,Jack,Jack County,-98.1711758,33.2321615,Texas,TX
48,211,48211,Hemphill,Hemphill County,-100.2792102,35.8159564,Texas,TX
48,417,48417,Shackelford,Shackelford County,-99.3470045,32.7438198,Texas,TX
48,407,48407,San Jacinto,San Jacinto County,-95.1631363,30.5743884,Texas,TX
48,259,48259,Kendall,Kendall County,-98.7092693,29.9435246,Texas,TX
48,481,48481,Wharton,Wharton County,-96.2296745,29.2784805,Texas,TX
48,153,48153,Floyd,Floyd County,-101.3032742,34.0737305,Texas,TX
