	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp_reported	payann_reported	emp_est1	payann_est1	estimate_est1	emp_est3	payann_est3	estimate_est3
0	18001	18	1	Adams County, Indiana	1133	Logging	11	1.0	0.0	0.0	3.554549310710498	88.10671261930011	1.0	3.032860330505477	92.1817418551902	1.0
1	18001	18	1	Adams County, Indiana	1151	Support activities for crop production	11	1.0	0.0	0.0	14.133296241709655	728.2468538311985	1.0	12.16084243955504	632.8020313780688	1.0
2	18001	18	1	Adams County, Indiana	2123	Nonmetallic mineral mining and quarrying	21	2.4	0.0	0.0	29.272621256828323	1421.70652050764	1.0	36.023601107044385	1914.796713770273	1.0
3	18001	18	1	Adams County, Indiana	2211	Electric power generation, transmission and distribution	22	1.0	0.0	0.0	38.74391419302437	3623.314464210175	1.0	39.38995939504402	3946.296052060853	1.0
4	18001	18	1	Adams County, Indiana	2361	Residential building construction	23	15.6	44.8	1973.4	91.3	2445.733333333333	0.2	89.11855670103094	2755.182130584192	0.9484536082474226
5	18001	18	1	Adams County, Indiana	2362	Nonresidential building construction	23	3.2	5.4	207.6	44.075185185185184	2000.2066666666665	0.6	16.61528806584362	630.5670370370369	0.9666666666666668
6	18001	18	1	Adams County, Indiana	2371	Utility system construction	23	1.2	0.0	0.0	33.00809153872085	2689.066421528886	1.0	24.88580399796497	1824.256789912349	1.0
7	18001	18	1	Adams County, Indiana	2373	Highway, street, and bridge construction	23	2.6	0.0	0.0	62.60759693877551	5766.353173469389	1.0	78.97212220602532	7672.184220116613	1.0
8	18001	18	1	Adams County, Indiana	2379	Other heavy and civil engineering construction	23	1.2	0.0	0.0	12.42988707257364	984.1602975598198	1.0	9.284148038252528	719.3254365369291	1.0
9	18001	18	1	Adams County, Indiana	2381	Foundation, structure, and building exterior contractors	23	3.4	10.6	325.0	24.2	588.8769230769229	0.2	16.427083333333332	410.78525641025635	0.9479166666666666
10	18001	18	1	Adams County, Indiana	2382	Building equipment contractors	23	19.6	117.0	4390.8	117.0	4390.8	0.0	134.0721649484536	5245.5463917525785	0.9381443298969072
11	18001	18	1	Adams County, Indiana	2383	Building finishing contractors	23	12.4	21.0	1198.2	21.0	1198.2	0.0	35.21875	1026.4375	0.9375
12	18001	18	1	Adams County, Indiana	2389	Other specialty trade contractors	23	10.2	20.6	2218.8	20.6	2218.8	0.0	33.302083333333336	2283.4479166666665	0.9375
13	18001	18	1	Adams County, Indiana	3112	Grain and oilseed milling	31	1.0	0.0	0.0	89.02671014492753	5717.424028985507	1.0	101.68215062111805	6884.051909937886	1.0
14	18001	18	1	Adams County, Indiana	3114	Fruit and vegetable preserving and specialty food manufacturing	31	1.0	0.0	0.0	113.43264143264143	5457.240557590557	1.0	127.3495788272574	6337.948090641171	1.0
15	18001	18	1	Adams County, Indiana	3118	Bakeries and tortilla manufacturing	31	1.0	0.0	0.0	56.394614948146646	2220.2926141279313	1.0	56.394614948146646	2220.2926141279313	1.0
16	18001	18	1	Adams County, Indiana	3119	Other food manufacturing	31	1.0	0.0	0.0	108.75908736751198	5082.730429729322	1.0	93.16246892646696	4291.482883864078	1.0
17	18001	18	1	Adams County, Indiana	3121	Beverage manufacturing	31	1.2	0.0	0.0	21.264043338907467	885.0439437012262	1.0	25.911306889190787	1134.14207421339	1.0
18	18001	18	1	Adams County, Indiana	3149	Other textile product mills	31	1.0	0.0	0.0	18.446808510638302	600.9787234042552	1.0	14.74680953404358	497.4148373297312	1.0
19	18001	18	1	Adams County, Indiana	3219	Other wood product manufacturing	32	2.6	0.0	0.0	56.35847374847375	1735.1285736485736	1.0	58.06319007579797	2142.5905512230224	1.0
20	18001	18	1	Adams County, Indiana	3231	Printing and related support activities	32	3.2	31.0	1169.8	126.1100376579833	4770.522621323723	0.8	82.39032329956999	3324.9904341030065	0.9875
21	18001	18	1	Adams County, Indiana	3241	Petroleum and coal products manufacturing	32	1.0	0.0	0.0	56.3339312213122	5517.258576893267	1.0	60.215921730532855	6139.9032237510055	1.0
22	18001	18	1	Adams County, Indiana	3251	Basic chemical manufacturing	32	1.0	0.0	0.0	32.25080319289878	1976.953207803392	1.0	32.25080319289878	1976.953207803392	1.0
23	18001	18	1	Adams County, Indiana	3252	Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing	32	1.2	0.0	0.0	97.84523594053005	6567.383188967894	1.0	76.07842066152459	4985.355931274956	1.0
24	18001	18	1	Adams County, Indiana	3261	Plastics product manufacturing	32	2.0	0.0	0.0	157.9392944527746	6720.463378381467	1.0	164.5168466453032	7291.554335043916	1.0
25	18001	18	1	Adams County, Indiana	3273	Cement and concrete product manufacturing	32	4.0	134.0	6314.2	134.0	6314.2	0.0	130.23529411764707	6389.305882352941	0.9294117647058824
26	18001	18	1	Adams County, Indiana	3313	Alumina and aluminum production and processing	33	1.0	0.0	0.0	137.0	8329.527777777777	1.0	127.59496124031006	7657.052029500428	1.0
27	18001	18	1	Adams County, Indiana	3314	Nonferrous metal (except aluminum) production and processing	33	1.0	0.0	0.0	88.8271131482896	5053.575259032906	1.0	93.18171184050442	5434.916051944082	1.0
28	18001	18	1	Adams County, Indiana	3321	Forging and stamping	33	1.0	0.0	0.0	60.581200466200464	2695.686148018648	1.0	61.15425432840485	2701.52824139276	1.0
