STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,longitude,latitude,state,ABBR,sq_miles,totalpop18
18,073,18073,Jasper,Jasper County,-87.1188137,41.0176883,Indiana,IN,561.389615056222,33449
18,151,18151,Steuben,Steuben County,-85.0024051,41.643467,Indiana,IN,322.466383134547,34474
18,115,18115,Ohio,Ohio County,-84.9642994,38.940527,Indiana,IN,87.4440461334714,5887
18,123,18123,Perry,Perry County,-86.6265397,38.0814361,Indiana,IN,386.289934242531,19141
18,007,18007,Benton,Benton County,-87.3147862,40.6009394,Indiana,IN,406.508632284138,8667
18,069,18069,Huntington,Huntington County,-85.4785975,40.8263938,Indiana,IN,387.720092341351,36378
18,169,18169,Wabash,Wabash County,-85.7951915,40.8437475,Indiana,IN,420.975763312764,31631
18,003,18003,Allen,Allen County,-85.0717907,41.0919086,Indiana,IN,660.023882567213,370016
18,099,18099,Marshall,Marshall County,-86.2690363,41.3250032,Indiana,IN,449.74281951953,46595
18,117,18117,Orange,Orange County,-86.489257,38.5473812,Indiana,IN,408.191950753931,19547
18,111,18111,Newton,Newton County,-87.4021716,40.9623985,Indiana,IN,403.434029855855,14018
18,173,18173,Warrick,Warrick County,-87.2720486,38.0977282,Indiana,IN,391.052110973839,61928
18,179,18179,Wells,Wells County,-85.2129742,40.7352727,Indiana,IN,370.247909773224,27947
18,171,18171,Warren,Warren County,-87.3758466,40.3526584,Indiana,IN,366.405820672778,8247
18,089,18089,Lake,Lake County,-87.3743368,41.472247,Indiana,IN,626.652284161774,486849
18,157,18157,Tippecanoe,Tippecanoe County,-86.8935538,40.3891334,Indiana,IN,503.243370250248,189294
18,091,18091,LaPorte,LaPorte County,-86.7447386,41.5490129,Indiana,IN,613.259453643798,110552
18,057,18057,Hamilton,Hamilton County,-86.0217126,40.053507,Indiana,IN,402.436897688291,316095
18,129,18129,Posey,Posey County,-87.8686526,38.0276138,Indiana,IN,419.325176396492,25589
18,031,18031,Decatur,Decatur County,-85.499831,39.3059799,Indiana,IN,373.32278647691,26552
18,037,18037,Dubois,Dubois County,-86.8733845,38.3733441,Indiana,IN,435.333804976482,42418
18,143,18143,Scott,Scott County,-85.7518981,38.6794309,Indiana,IN,192.748008962854,23743
18,137,18137,Ripley,Ripley County,-85.2604937,39.1002257,Indiana,IN,448.061611252176,28425
18,161,18161,Union,Union County,-84.9251523,39.6231109,Indiana,IN,165.177242538656,7153
18,047,18047,Franklin,Franklin County,-85.0669641,39.409762,Indiana,IN,391.049749838062,22842
18,005,18005,Bartholomew,Bartholomew County,-85.8979988,39.205843,Indiana,IN,409.532364395643,81893
18,017,18017,Cass,Cass County,-86.3551685,40.7537986,Indiana,IN,414.847633530423,38084
18,015,18015,Carroll,Carroll County,-86.5651412,40.5849801,Indiana,IN,375.018608387,19994
18,107,18107,Montgomery,Montgomery County,-86.8927145,40.0402962,Indiana,IN,505.44567418503,38276
18,051,18051,Gibson,Gibson County,-87.5805231,38.3173981,Indiana,IN,499.164060262841,33596
18,165,18165,Vermillion,Vermillion County,-87.4620713,39.8540452,Indiana,IN,259.91255134502,15560
18,065,18065,Henry,Henry County,-85.3973629,39.9295911,Indiana,IN,394.831938526254,48483
18,049,18049,Fulton,Fulton County,-86.265006,41.0503837,Indiana,IN,371.265298697563,20212
18,127,18127,Porter,Porter County,-87.0713128,41.5099144,Indiana,IN,521.80396277237,168041
18,055,18055,Greene,Greene County,-87.0047712,39.0471466,Indiana,IN,545.911219500848,32295
