STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,lon,lat,state,ABBR
47,065,47065,Hamilton,Hamilton County,-85.2018432,35.163472,Tennessee,TN
47,115,47115,Marion,Marion County,-85.618399,35.1334215,Tennessee,TN
47,185,47185,White,White County,-85.4557854,35.9270486,Tennessee,TN
47,129,47129,Morgan,Morgan County,-84.6392616,36.138697,Tennessee,TN
47,013,47013,Campbell,Campbell County,-84.1592495,36.4015922,Tennessee,TN
47,123,47123,Monroe,Monroe County,-84.249705,35.4478181,Tennessee,TN
47,149,47149,Rutherford,Rutherford County,-86.4172127,35.8433688,Tennessee,TN
47,159,47159,Smith,Smith County,-85.9419149,36.2566451,Tennessee,TN
47,169,47169,Trousdale,Trousdale County,-86.1566909,36.3930297,Tennessee,TN
47,165,47165,Sumner,Sumner County,-86.4597975,36.473443,Tennessee,TN
47,061,47061,Grundy,Grundy County,-85.7103793,35.3933855,Tennessee,TN
47,003,47003,Bedford,Bedford County,-86.4582939,35.5136604,Tennessee,TN
47,027,47027,Clay,Clay County,-85.5457173,36.5457493,Tennessee,TN
47,097,47097,Lauderdale,Lauderdale County,-89.6277318,35.7629507,Tennessee,TN
47,105,47105,Loudon,Loudon County,-84.3140848,35.7350854,Tennessee,TN
47,041,47041,DeKalb,DeKalb County,-85.8335959,35.9822191,Tennessee,TN
47,081,47081,Hickman,Hickman County,-87.4671159,35.8023275,Tennessee,TN
47,141,47141,Putnam,Putnam County,-85.4961801,36.1409404,Tennessee,TN
47,177,47177,Warren,Warren County,-85.7773428,35.6782498,Tennessee,TN
47,095,47095,Lake,Lake County,-89.4855365,36.3339054,Tennessee,TN
47,089,47089,Jefferson,Jefferson County,-83.4411426,36.0483379,Tennessee,TN
47,075,47075,Haywood,Haywood County,-89.2826913,35.5866782,Tennessee,TN
47,099,47099,Lawrence,Lawrence County,-87.396546,35.2204764,Tennessee,TN
47,073,47073,Hawkins,Hawkins County,-82.931485,36.4520892,Tennessee,TN
47,173,47173,Union,Union County,-83.8360878,36.2841401,Tennessee,TN
47,009,47009,Blount,Blount County,-83.9229731,35.6881849,Tennessee,TN
47,023,47023,Chester,Chester County,-88.6113533,35.420253,Tennessee,TN
47,087,47087,Jackson,Jackson County,-85.6741278,36.3542499,Tennessee,TN
