State,County,ViolentCrime,MurderNonnegligentManslaughter,Rape1,Robbery,AggravatedAssault,PropertyCrime,Burglary,LarcenyTheft,MotorVehicleTheft,Arson2,Area,StateAbbrev
Iowa,Adair,5,0,0,0,5,53,19,30,4,0.0, Nonmetropolitan Counties,IA
Iowa,Adams,4,0,1,0,3,36,10,23,3,1.0, Nonmetropolitan Counties,IA
Iowa,Appanoose,11,0,0,0,11,105,46,44,15,4.0, Nonmetropolitan Counties,IA
Iowa,Boone,14,0,1,0,13,62,23,35,4,0.0, Nonmetropolitan Counties,IA
Iowa,Buena Vista,10,0,3,0,7,43,24,18,1,2.0, Nonmetropolitan Counties,IA
Iowa,Calhoun,4,0,1,0,3,70,26,41,3,0.0, Nonmetropolitan Counties,IA
Iowa,Cass,11,0,0,0,11,76,35,35,6,0.0, Nonmetropolitan Counties,IA
Iowa,Cedar,9,0,3,0,6,87,24,56,7,0.0, Nonmetropolitan Counties,IA
Iowa,Cerro Gordo,7,0,1,0,6,102,43,54,5,1.0, Nonmetropolitan Counties,IA
Iowa,Cherokee,2,0,0,0,2,25,6,18,1,0.0, Nonmetropolitan Counties,IA
Iowa,Clarke,4,0,0,0,4,59,17,30,12,0.0, Nonmetropolitan Counties,IA
Iowa,Clay,9,0,3,0,6,35,20,12,3,2.0, Nonmetropolitan Counties,IA
Iowa,Clayton,14,0,2,0,12,34,9,21,4,1.0, Nonmetropolitan Counties,IA
Iowa,Clinton,21,0,2,0,19,127,31,88,8,0.0, Nonmetropolitan Counties,IA
Iowa,Davis,4,0,1,0,3,5,1,4,0,0.0, Nonmetropolitan Counties,IA
Iowa,Delaware,14,0,2,0,12,77,29,41,7,0.0, Nonmetropolitan Counties,IA
Iowa,Des Moines,18,0,1,1,16,170,53,115,2,0.0, Nonmetropolitan Counties,IA
Iowa,Dickinson,6,0,0,0,6,25,8,15,2,2.0, Nonmetropolitan Counties,IA
Iowa,Emmet,17,0,0,0,17,48,12,32,4,0.0, Nonmetropolitan Counties,IA
Iowa,Fayette,24,0,3,0,21,58,16,37,5,3.0, Nonmetropolitan Counties,IA
Iowa,Floyd,10,0,6,0,4,15,10,5,0,0.0, Nonmetropolitan Counties,IA
Iowa,Greene,0,0,0,0,0,0,0,0,0,0.0, Nonmetropolitan Counties,IA
Iowa,Hamilton,12,0,0,1,11,61,32,25,4,0.0, Nonmetropolitan Counties,IA
Iowa,Hancock,9,0,0,0,9,27,14,11,2,1.0, Nonmetropolitan Counties,IA
Iowa,Hardin,8,0,1,0,7,96,32,50,14,1.0, Nonmetropolitan Counties,IA
Iowa,Henry,44,1,3,0,40,79,24,42,13,0.0, Nonmetropolitan Counties,IA
Iowa,Howard,6,0,2,0,4,66,25,37,4,0.0, Nonmetropolitan Counties,IA
Iowa,Humboldt,2,0,1,1,0,34,13,17,4,0.0, Nonmetropolitan Counties,IA
Iowa,Ida,12,0,1,2,9,82,16,62,4,0.0, Nonmetropolitan Counties,IA
Iowa,Iowa,11,0,0,0,11,66,16,41,9,1.0, Nonmetropolitan Counties,IA
Iowa,Jasper,29,0,4,0,25,157,86,69,2,3.0, Nonmetropolitan Counties,IA
Iowa,Jefferson,1,0,0,0,1,87,34,44,9,1.0, Nonmetropolitan Counties,IA
Iowa,Keokuk,12,0,0,0,12,41,20,19,2,0.0, Nonmetropolitan Counties,IA
Iowa,Kossuth,10,0,1,0,9,32,13,18,1,0.0, Nonmetropolitan Counties,IA
Iowa,Lee,27,2,1,0,24,99,35,57,7,0.0, Nonmetropolitan Counties,IA
Iowa,Louisa,12,0,4,0,8,55,21,30,4,1.0, Nonmetropolitan Counties,IA
Iowa,Lucas,5,0,2,0,3,54,18,31,5,2.0, Nonmetropolitan Counties,IA
Iowa,Lyon,13,0,3,0,10,89,25,49,15,0.0, Nonmetropolitan Counties,IA
Iowa,Mahaska,10,0,2,1,7,90,38,43,9,0.0, Nonmetropolitan Counties,IA
Iowa,Marion,49,0,8,0,41,121,47,68,6,1.0, Nonmetropolitan Counties,IA
Iowa,Marshall,15,0,0,0,15,48,19,26,3,0.0, Nonmetropolitan Counties,IA
Iowa,Monona,1,0,0,0,1,36,3,30,3,0.0, Nonmetropolitan Counties,IA
Iowa,Monroe,3,0,0,0,3,29,2,23,4,1.0, Nonmetropolitan Counties,IA
Iowa,Muscatine,21,0,5,0,16,88,38,43,7,3.0, Nonmetropolitan Counties,IA
Iowa,O'Brien,20,0,6,0,14,72,36,34,2,0.0, Nonmetropolitan Counties,IA
Iowa,Osceola,3,0,0,0,3,9,2,5,2,0.0, Nonmetropolitan Counties,IA
Iowa,Pocahontas,6,0,1,0,5,28,9,19,0,1.0, Nonmetropolitan Counties,IA
Iowa,Poweshiek,10,0,0,0,10,30,7,18,5,3.0, Nonmetropolitan Counties,IA
Iowa,Ringgold,4,0,0,0,4,25,14,11,0,0.0, Nonmetropolitan Counties,IA
Iowa,Sac,2,0,1,0,1,40,17,20,3,1.0, Nonmetropolitan Counties,IA
Iowa,Sioux,7,0,0,0,7,58,21,34,3,1.0, Nonmetropolitan Counties,IA
Iowa,Tama,43,0,8,1,34,75,39,25,11,1.0, Nonmetropolitan Counties,IA
Iowa,Taylor,2,0,0,0,2,24,6,14,4,1.0, Nonmetropolitan Counties,IA
Iowa,Union,1,0,0,0,1,37,9,23,5,1.0, Nonmetropolitan Counties,IA
Iowa,Van Buren,10,0,2,0,8,76,45,29,2,0.0, Nonmetropolitan Counties,IA
Iowa,Wapello,24,1,0,0,23,116,49,53,14,2.0, Nonmetropolitan Counties,IA
Iowa,Wayne,9,0,1,0,8,36,21,15,0,0.0, Nonmetropolitan Counties,IA
Iowa,Webster,14,0,0,2,12,188,104,68,16,6.0, Nonmetropolitan Counties,IA
Iowa,Winneshiek,1,0,0,0,1,7,3,4,0,0.0, Nonmetropolitan Counties,IA
Iowa,Worth,10,1,1,0,8,55,20,33,2,0.0, Nonmetropolitan Counties,IA
Iowa,Wright,2,0,1,0,1,13,5,8,0,0.0, Nonmetropolitan Counties,IA
Kansas,Butler,43,0,6,3,34,470,168,267,35,6.0, Metropolitan Counties,KS
Kansas,Doniphan,1,0,0,0,1,58,26,29,3,1.0, Metropolitan Counties,KS
Kansas,Harvey,7,0,1,0,6,78,28,43,7,2.0, Metropolitan Counties,KS
Kansas,Jackson,17,0,0,0,17,90,34,51,5,1.0, Metropolitan Counties,KS
Kansas,Jefferson,28,0,0,0,28,267,67,176,24,4.0, Metropolitan Counties,KS
Kansas,Johnson,50,0,14,0,36,223,55,140,28,2.0, Metropolitan Counties,KS
Kansas,Kingman,2,0,0,0,2,42,13,28,1,1.0, Metropolitan Counties,KS
Kansas,Leavenworth,46,0,4,0,42,228,95,115,18,8.0, Metropolitan Counties,KS
Kansas,Miami,26,0,4,1,21,227,79,125,23,6.0, Metropolitan Counties,KS
Kansas,Osage,7,0,1,0,6,79,33,34,12,0.0, Metropolitan Counties,KS
Kansas,Pottawatomie,37,2,2,0,33,184,44,130,10,3.0, Metropolitan Counties,KS
Kansas,Riley County Police Department,180,1,28,30,121,1108,203,876,29,18.0, Metropolitan Counties,KS
Kansas,Sumner,15,0,5,1,9,147,71,69,7,5.0, Metropolitan Counties,KS
Kansas,Wabaunsee,24,0,3,0,21,64,26,30,8,3.0, Metropolitan Counties,KS
Kansas,Wyandotte,23,0,2,0,21,43,11,24,8,4.0, Metropolitan Counties,KS
Kansas,Allen,11,0,1,0,10,75,34,34,7,13.0, Nonmetropolitan Counties,KS
Kansas,Anderson,8,0,0,0,8,43,19,24,0,0.0, Nonmetropolitan Counties,KS
Kansas,Barber,10,0,1,0,9,32,5,24,3,0.0, Nonmetropolitan Counties,KS
Kansas,Barton,8,0,0,0,8,173,76,86,11,0.0, Nonmetropolitan Counties,KS
Kansas,Bourbon,20,0,4,0,16,86,41,36,9,2.0, Nonmetropolitan Counties,KS
Kansas,Brown,9,0,0,0,9,53,17,32,4,2.0, Nonmetropolitan Counties,KS
Kansas,Chautauqua,2,0,0,1,1,14,7,7,0,0.0, Nonmetropolitan Counties,KS
Kansas,Cherokee,33,0,3,0,30,232,86,121,25,4.0, Nonmetropolitan Counties,KS
Kansas,Cheyenne,6,0,2,0,4,30,10,18,2,0.0, Nonmetropolitan Counties,KS
Kansas,Clark,6,0,1,0,5,36,10,21,5,0.0, Nonmetropolitan Counties,KS
Kansas,Clay,7,0,0,0,7,28,15,11,2,0.0, Nonmetropolitan Counties,KS
Kansas,Cloud,10,0,0,0,10,48,25,19,4,2.0, Nonmetropolitan Counties,KS
Kansas,Coffey,0,0,0,0,0,38,6,23,9,0.0, Nonmetropolitan Counties,KS
Kansas,Cowley,18,0,3,0,15,174,78,80,16,0.0, Nonmetropolitan Counties,KS
Kansas,Crawford,36,1,3,1,31,207,82,109,16,2.0, Nonmetropolitan Counties,KS
Kansas,Dickinson,9,0,1,0,8,120,62,50,8,1.0, Nonmetropolitan Counties,KS
Kansas,Ellis,15,0,0,0,15,56,21,33,2,22.0, Nonmetropolitan Counties,KS
Kansas,Ellsworth,5,0,1,0,4,52,22,28,2,2.0, Nonmetropolitan Counties,KS
Kansas,Finney,23,0,1,1,21,176,49,119,8,1.0, Nonmetropolitan Counties,KS
Kansas,Ford,21,0,3,0,18,116,43,70,3,2.0, Nonmetropolitan Counties,KS
Kansas,Franklin,37,0,3,4,30,220,79,130,11,7.0, Nonmetropolitan Counties,KS
Kansas,Geary,14,0,3,1,10,36,11,24,1,4.0, Nonmetropolitan Counties,KS
Kansas,Gove,3,0,0,0,3,21,5,13,3,0.0, Nonmetropolitan Counties,KS
Kansas,Graham,3,0,0,0,3,10,5,3,2,0.0, Nonmetropolitan Counties,KS
Kansas,Grant,4,0,0,0,4,33,13,18,2,1.0, Nonmetropolitan Counties,KS
Kansas,Gray,13,0,4,0,9,77,25,48,4,2.0, Nonmetropolitan Counties,KS
Kansas,Greeley,2,0,0,0,2,4,3,1,0,0.0, Nonmetropolitan Counties,KS
Kansas,Greenwood,7,0,1,0,6,117,50,54,13,0.0, Nonmetropolitan Counties,KS
Kansas,Harper,2,0,0,0,2,42,7,29,6,2.0, Nonmetropolitan Counties,KS
Kansas,Haskell,10,1,2,1,6,52,12,37,3,1.0, Nonmetropolitan Counties,KS
Kansas,Hodgeman,2,0,0,0,2,22,8,12,2,1.0, Nonmetropolitan Counties,KS
Kansas,Kearny,11,0,3,0,8,59,13,43,3,1.0, Nonmetropolitan Counties,KS
Kansas,Kiowa,6,0,2,0,4,20,8,12,0,0.0, Nonmetropolitan Counties,KS
Kansas,Labette,11,0,0,0,11,79,33,41,5,2.0, Nonmetropolitan Counties,KS
Kansas,Lane,3,0,0,0,3,32,5,24,3,0.0, Nonmetropolitan Counties,KS
Kansas,Lincoln,1,0,0,0,1,53,23,28,2,1.0, Nonmetropolitan Counties,KS
Kansas,Lyon,16,0,3,0,13,96,19,75,2,7.0, Nonmetropolitan Counties,KS
Kansas,Marion,6,0,0,0,6,85,33,47,5,1.0, Nonmetropolitan Counties,KS
Kansas,McPherson,9,1,0,0,8,76,25,40,11,3.0, Nonmetropolitan Counties,KS
Kansas,Mitchell,3,0,2,0,1,19,4,14,1,1.0, Nonmetropolitan Counties,KS
Kansas,Montgomery,34,0,3,0,31,164,63,83,18,5.0, Nonmetropolitan Counties,KS
Kansas,Morris,3,0,0,1,2,48,20,27,1,1.0, Nonmetropolitan Counties,KS
Kansas,Morton,4,0,0,0,4,25,11,10,4,3.0, Nonmetropolitan Counties,KS
Kansas,Nemaha,9,0,1,0,8,46,15,25,6,1.0, Nonmetropolitan Counties,KS
Kansas,Neosho,17,0,5,0,12,97,36,54,7,9.0, Nonmetropolitan Counties,KS
Kansas,Ness,8,0,0,0,8,31,11,17,3,0.0, Nonmetropolitan Counties,KS
Kansas,Norton,3,0,0,0,3,15,3,10,2,0.0, Nonmetropolitan Counties,KS
Kansas,Osborne,2,0,2,0,0,30,5,24,1,0.0, Nonmetropolitan Counties,KS
Kansas,Ottawa,5,0,0,0,5,47,22,21,4,2.0, Nonmetropolitan Counties,KS
Kansas,Phillips,4,0,1,0,3,7,2,5,0,0.0, Nonmetropolitan Counties,KS
Kansas,Pratt,2,0,0,0,2,55,23,29,3,2.0, Nonmetropolitan Counties,KS
Kansas,Reno,19,0,5,0,14,199,92,91,16,2.0, Nonmetropolitan Counties,KS
Kansas,Republic,4,0,0,0,4,34,4,24,6,0.0, Nonmetropolitan Counties,KS
Kansas,Rice,3,0,0,1,2,88,36,47,5,0.0, Nonmetropolitan Counties,KS
Kansas,Rooks,2,0,2,0,0,15,6,8,1,0.0, Nonmetropolitan Counties,KS
Kansas,Rush,5,0,0,0,5,71,24,47,0,3.0, Nonmetropolitan Counties,KS
Kansas,Russell,5,0,2,0,3,56,25,29,2,0.0, Nonmetropolitan Counties,KS
Kansas,Saline,14,1,6,0,7,126,37,70,19,0.0, Nonmetropolitan Counties,KS
Kansas,Scott,4,0,0,0,4,24,4,17,3,1.0, Nonmetropolitan Counties,KS
Kansas,Seward,6,0,0,0,6,20,5,11,4,0.0, Nonmetropolitan Counties,KS
Kansas,Thomas,5,0,0,0,5,27,6,19,2,1.0, Nonmetropolitan Counties,KS
Kansas,Washington,4,0,0,0,4,20,6,8,6,0.0, Nonmetropolitan Counties,KS
Kansas,Wichita,11,0,1,0,10,19,6,11,2,0.0, Nonmetropolitan Counties,KS
Kansas,Wilson,9,0,1,0,8,69,27,34,8,1.0, Nonmetropolitan Counties,KS
Kansas,Woodson,6,0,0,0,6,65,30,32,3,1.0, Nonmetropolitan Counties,KS
Kentucky,Allen,6,0,2,1,3,96,41,47,8,1.0, Metropolitan Counties,KY
Kentucky,Boone,68,0,26,21,21,1144,295,793,56,4.0, Metropolitan Counties,KY
Kentucky,Bourbon,7,0,1,3,3,92,50,39,3,0.0, Metropolitan Counties,KY
Kentucky,Boyd,6,0,0,0,6,94,15,71,8,0.0, Metropolitan Counties,KY
Kentucky,Bracken,1,0,0,0,1,62,29,28,5,0.0, Metropolitan Counties,KY
Kentucky,Bullitt,21,2,6,9,4,386,135,218,33,2.0, Metropolitan Counties,KY
Kentucky,Butler,5,0,0,1,4,53,23,24,6,1.0, Metropolitan Counties,KY
Kentucky,Campbell,0,0,0,0,0,5,0,5,0,0.0, Metropolitan Counties,KY
Kentucky,Campbell County Police Department,24,1,12,2,9,191,49,132,10,0.0, Metropolitan Counties,KY
Kentucky,Christian,22,0,8,5,9,307,114,171,22,1.0, Metropolitan Counties,KY
Kentucky,Clark7,8,0,1,3,4,307,114,128,6,0.0, Metropolitan Counties,KY
Kentucky,Daviess,22,0,4,1,17,465,129,317,19,1.0, Metropolitan Counties,KY
Kentucky,Edmonson,9,0,0,1,8,46,19,24,3,0.0, Metropolitan Counties,KY
Kentucky,Gallatin,3,0,2,1,0,65,28,33,4,0.0, Metropolitan Counties,KY
Kentucky,Grant,11,2,0,0,9,129,45,75,9,0.0, Metropolitan Counties,KY
Kentucky,Greenup,5,0,1,1,3,37,17,12,8,0.0, Metropolitan Counties,KY
Kentucky,Hancock,1,0,1,0,0,9,4,2,3,0.0, Metropolitan Counties,KY
Kentucky,Hardin,14,1,2,1,10,112,28,76,8,2.0, Metropolitan Counties,KY
Kentucky,Henderson,7,0,2,0,5,231,95,126,10,0.0, Metropolitan Counties,KY
Kentucky,Henry,1,0,1,0,0,9,6,1,2,0.0, Metropolitan Counties,KY
Kentucky,Jessamine,6,0,2,3,1,239,114,115,10,1.0, Metropolitan Counties,KY
Kentucky,Kenton,7,0,0,4,3,13,1,12,0,0.0, Metropolitan Counties,KY
Kentucky,Kenton County Police Department,10,1,4,1,4,163,65,91,7,1.0, Metropolitan Counties,KY
Kentucky,Larue,4,0,1,0,3,23,11,11,1,0.0, Metropolitan Counties,KY
Kentucky,McLean,4,0,0,0,4,54,23,27,4,0.0, Metropolitan Counties,KY
Kentucky,Meade,15,0,1,0,14,112,48,47,17,1.0, Metropolitan Counties,KY
Kentucky,Oldham,2,0,1,0,1,4,0,3,1,0.0, Metropolitan Counties,KY
Kentucky,Oldham County Police Department,14,1,6,4,3,425,136,280,9,2.0, Metropolitan Counties,KY
Kentucky,Pendleton,2,0,0,0,2,80,28,48,4,0.0, Metropolitan Counties,KY
Kentucky,Scott,12,0,1,5,6,193,70,111,12,0.0, Metropolitan Counties,KY
Kentucky,Shelby,17,0,3,6,8,405,110,276,19,2.0, Metropolitan Counties,KY
Kentucky,Spencer,4,0,0,1,3,85,33,46,6,0.0, Metropolitan Counties,KY
Kentucky,Trigg,5,0,2,0,3,74,29,38,7,0.0, Metropolitan Counties,KY
Kentucky,Trimble,0,0,0,0,0,4,3,1,0,0.0, Metropolitan Counties,KY
Kentucky,Warren,27,0,7,5,15,391,124,241,26,0.0, Metropolitan Counties,KY
Kentucky,Woodford,0,0,0,0,0,18,4,14,0,0.0, Metropolitan Counties,KY
Kentucky,Adair,2,0,0,1,1,48,28,16,4,0.0, Nonmetropolitan Counties,KY
Kentucky,Anderson,3,0,0,1,2,43,20,20,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Ballard,2,0,1,0,1,109,51,47,11,1.0, Nonmetropolitan Counties,KY
Kentucky,Barren,9,0,2,1,6,103,57,25,21,2.0, Nonmetropolitan Counties,KY
Kentucky,Bath,0,0,0,0,0,1,0,1,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Bell,18,0,1,2,15,133,52,76,5,2.0, Nonmetropolitan Counties,KY
Kentucky,Boyle,11,0,1,0,10,26,15,7,4,0.0, Nonmetropolitan Counties,KY
Kentucky,Breckinridge,3,0,0,0,3,21,10,8,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Caldwell,2,0,0,0,2,56,30,18,8,1.0, Nonmetropolitan Counties,KY
Kentucky,Calloway,14,0,0,0,14,216,95,108,13,0.0, Nonmetropolitan Counties,KY
Kentucky,Carlisle,1,0,0,1,0,29,6,20,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Carroll,2,0,0,0,2,24,8,14,2,0.0, Nonmetropolitan Counties,KY
Kentucky,Carter,4,0,0,1,3,61,23,35,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Casey,1,0,0,0,1,39,26,10,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Clay,5,0,0,0,5,81,18,51,12,1.0, Nonmetropolitan Counties,KY
Kentucky,Clinton,1,0,0,0,1,1,1,0,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Crittenden,2,0,1,0,1,14,4,9,1,0.0, Nonmetropolitan Counties,KY
Kentucky,Cumberland,0,0,0,0,0,28,20,7,1,0.0, Nonmetropolitan Counties,KY
Kentucky,Elliott,0,0,0,0,0,1,0,1,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Estill,4,0,0,0,4,42,15,27,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Fleming,2,0,0,1,1,32,20,9,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Floyd,2,0,0,1,1,19,3,12,4,0.0, Nonmetropolitan Counties,KY
Kentucky,Franklin,16,0,6,3,7,186,49,122,15,2.0, Nonmetropolitan Counties,KY
Kentucky,Fulton,0,0,0,0,0,29,8,19,2,1.0, Nonmetropolitan Counties,KY
Kentucky,Garrard,7,0,0,0,7,29,14,12,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Graves,17,1,3,1,12,218,94,116,8,1.0, Nonmetropolitan Counties,KY
Kentucky,Grayson,5,0,3,0,2,109,62,41,6,0.0, Nonmetropolitan Counties,KY
Kentucky,Green,0,0,0,0,0,6,2,1,3,1.0, Nonmetropolitan Counties,KY
Kentucky,Harlan,2,0,1,0,1,12,6,6,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Harrison,2,0,0,1,1,178,73,97,8,1.0, Nonmetropolitan Counties,KY
Kentucky,Hart,3,0,1,1,1,23,7,13,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Hickman,0,0,0,0,0,22,10,11,1,0.0, Nonmetropolitan Counties,KY
Kentucky,Hopkins,21,2,11,3,5,320,136,149,35,6.0, Nonmetropolitan Counties,KY
Kentucky,Jackson County Police Department,2,0,0,0,2,56,29,21,6,0.0, Nonmetropolitan Counties,KY
Kentucky,Johnson,8,0,2,0,6,56,17,30,9,0.0, Nonmetropolitan Counties,KY
Kentucky,Knott,0,0,0,0,0,21,4,13,4,0.0, Nonmetropolitan Counties,KY
Kentucky,Knox,4,0,0,3,1,83,35,32,16,0.0, Nonmetropolitan Counties,KY
Kentucky,Laurel,17,1,0,5,11,345,152,146,47,5.0, Nonmetropolitan Counties,KY
Kentucky,Lawrence,4,0,0,2,2,51,28,15,8,0.0, Nonmetropolitan Counties,KY
Kentucky,Lee,0,0,0,0,0,6,0,6,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Leslie,1,1,0,0,0,10,3,1,6,0.0, Nonmetropolitan Counties,KY
Kentucky,Letcher,1,0,1,0,0,62,27,28,7,0.0, Nonmetropolitan Counties,KY
Kentucky,Lewis,3,1,0,1,1,36,15,17,4,1.0, Nonmetropolitan Counties,KY
Kentucky,Lincoln,1,0,0,0,1,42,21,12,9,1.0, Nonmetropolitan Counties,KY
Kentucky,Livingston,5,0,0,1,4,70,31,34,5,0.0, Nonmetropolitan Counties,KY
Kentucky,Logan,21,0,10,2,9,140,58,72,10,0.0, Nonmetropolitan Counties,KY
Kentucky,Lyon,0,0,0,0,0,22,7,15,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Madison,14,0,1,7,6,303,87,197,19,2.0, Nonmetropolitan Counties,KY
Kentucky,Magoffin,0,0,0,0,0,7,1,5,1,0.0, Nonmetropolitan Counties,KY
Kentucky,Marion,5,0,1,1,3,47,24,19,4,0.0, Nonmetropolitan Counties,KY
Kentucky,Marshall,14,0,3,0,11,262,127,121,14,5.0, Nonmetropolitan Counties,KY
Kentucky,Martin,6,0,0,2,4,87,30,40,17,0.0, Nonmetropolitan Counties,KY
Kentucky,Mason,4,0,0,1,3,87,40,44,3,0.0, Nonmetropolitan Counties,KY
Kentucky,McCracken,43,1,21,8,13,346,139,182,25,2.0, Nonmetropolitan Counties,KY
Kentucky,McCreary,3,0,1,0,2,81,34,37,10,0.0, Nonmetropolitan Counties,KY
Kentucky,Menifee,0,0,0,0,0,44,20,21,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Mercer,6,0,3,0,3,41,16,22,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Metcalfe,0,0,0,0,0,49,31,13,5,1.0, Nonmetropolitan Counties,KY
Kentucky,Monroe,0,0,0,0,0,0,0,0,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Montgomery,19,0,2,8,9,425,174,237,14,0.0, Nonmetropolitan Counties,KY
Kentucky,Muhlenberg,4,0,0,1,3,53,25,22,6,0.0, Nonmetropolitan Counties,KY
Kentucky,Muhlenberg County Police Department,1,0,0,0,1,0,0,0,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Nelson,15,0,5,2,8,130,58,61,11,3.0, Nonmetropolitan Counties,KY
Kentucky,Nicholas,2,0,0,0,2,15,9,4,2,0.0, Nonmetropolitan Counties,KY
Kentucky,Ohio,17,0,5,2,10,120,58,53,9,2.0, Nonmetropolitan Counties,KY
Kentucky,Owen,0,0,0,0,0,21,11,10,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Owsley,0,0,0,0,0,4,2,2,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Perry,3,0,0,0,3,46,13,17,16,1.0, Nonmetropolitan Counties,KY
Kentucky,Perry County Police Department,0,0,0,0,0,0,0,0,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Pike,1,0,0,0,1,21,9,11,1,0.0, Nonmetropolitan Counties,KY
Kentucky,Powell,2,0,0,0,2,62,24,37,1,0.0, Nonmetropolitan Counties,KY
Kentucky,Pulaski,34,0,8,12,14,678,373,266,39,2.0, Nonmetropolitan Counties,KY
Kentucky,Robertson,0,0,0,0,0,0,0,0,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Rockcastle,8,0,0,3,5,34,17,9,8,1.0, Nonmetropolitan Counties,KY
Kentucky,Rowan,1,0,0,0,1,49,14,34,1,1.0, Nonmetropolitan Counties,KY
Kentucky,Russell,5,0,1,0,4,42,25,12,5,0.0, Nonmetropolitan Counties,KY
Kentucky,Simpson,2,0,1,0,1,112,35,68,9,1.0, Nonmetropolitan Counties,KY
Kentucky,Taylor,13,1,8,0,4,169,57,100,12,1.0, Nonmetropolitan Counties,KY
Kentucky,Todd,0,0,0,0,0,84,44,34,6,0.0, Nonmetropolitan Counties,KY
Kentucky,Union,12,0,1,0,11,69,17,48,4,0.0, Nonmetropolitan Counties,KY
Kentucky,Washington,0,0,0,0,0,25,10,11,4,0.0, Nonmetropolitan Counties,KY
Kentucky,Wayne,1,0,0,0,1,34,16,16,2,1.0, Nonmetropolitan Counties,KY
Kentucky,Webster,2,0,1,1,0,16,6,7,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Whitley,11,0,0,2,9,217,123,77,17,5.0, Nonmetropolitan Counties,KY
Kentucky,Wolfe,5,0,0,1,4,54,26,20,8,0.0, Nonmetropolitan Counties,KY
Louisiana,Acadia4,62,0,0,10,52,471,154,242,75,0.0, Metropolitan Counties,LA
Louisiana,Ascension,335,11,35,36,253,2705,627,1926,152,6.0, Metropolitan Counties,LA
Louisiana,Bossier,56,0,3,6,47,450,78,333,39,1.0, Metropolitan Counties,LA
Louisiana,Caddo,84,2,4,3,75,813,195,552,66,2.0, Metropolitan Counties,LA
Louisiana,Calcasieu,423,3,54,37,329,4187,1295,2714,178,5.0, Metropolitan Counties,LA
Louisiana,Cameron,15,0,2,0,13,134,26,102,6,0.0, Metropolitan Counties,LA
Louisiana,"De Soto4, 8",15,1,7,6,13,459,148,280,31,0.0, Metropolitan Counties,LA
Louisiana,East Baton Rouge4,295,10,20,159,106,6663,1240,5274,149,22.0, Metropolitan Counties,LA
Louisiana,East Feliciana,50,1,5,4,40,137,26,99,12,0.0, Metropolitan Counties,LA
Louisiana,Grant,8,1,0,0,7,166,74,88,4,0.0, Metropolitan Counties,LA
Louisiana,Iberia,143,2,7,44,90,1366,455,886,25,2.0, Metropolitan Counties,LA
Louisiana,Iberville4,284,3,8,20,253,548,129,410,9,0.0, Metropolitan Counties,LA
Louisiana,Jefferson4,1667,43,84,477,1063,12476,2129,9608,739,69.0, Metropolitan Counties,LA
Louisiana,Lafayette4,352,5,16,56,275,1899,385,1332,182,69.0, Metropolitan Counties,LA
Louisiana,Lafourche,51,0,0,15,36,1676,453,1162,61,7.0, Metropolitan Counties,LA
Louisiana,"Livingston4, 5",51,4,28,14,36,2743,1000,1731,12,0.0, Metropolitan Counties,LA
Louisiana,Ouachita4,507,1,4,41,461,2741,945,1659,137,8.0, Metropolitan Counties,LA
Louisiana,Plaquemines,32,1,3,2,26,269,65,191,13,2.0, Metropolitan Counties,LA
Louisiana,Pointe Coupee,125,1,10,9,105,295,108,166,21,2.0, Metropolitan Counties,LA
Louisiana,Rapides,270,0,27,11,232,1857,565,1087,205,4.0, Metropolitan Counties,LA
Louisiana,"St. Bernard4, 6",86,1,1,23,61,833,154,631,48,10.0, Metropolitan Counties,LA
Louisiana,St. Charles4,175,4,13,22,136,1027,204,735,88,9.0, Metropolitan Counties,LA
Louisiana,St. Helena4,35,0,1,2,32,167,58,97,12,2.0, Metropolitan Counties,LA
Louisiana,St. James,83,0,5,4,74,464,75,371,18,3.0, Metropolitan Counties,LA
Louisiana,St. John the Baptist8,83,7,4,43,74,1324,298,965,61,0.0, Metropolitan Counties,LA
Louisiana,St. Martin4,102,1,8,10,83,260,82,173,5,0.0, Metropolitan Counties,LA
Louisiana,St. Tammany4,225,4,15,18,188,1611,388,1119,104,13.0, Metropolitan Counties,LA
