STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,lon,lat,state,ABBR
37,037,37037,Chatham,Chatham County,-79.2514542,35.7049939,North Carolina,NC
37,001,37001,Alamance,Alamance County,-79.4005733,36.0439535,North Carolina,NC
37,057,37057,Davidson,Davidson County,-80.207107,35.7951312,North Carolina,NC
37,069,37069,Franklin,Franklin County,-78.2830903,36.0882406,North Carolina,NC
37,155,37155,Robeson,Robeson County,-79.1008811,34.6392096,North Carolina,NC
37,109,37109,Lincoln,Lincoln County,-81.2268916,35.4884913,North Carolina,NC
37,027,37027,Caldwell,Caldwell County,-81.512541100000007,35.966395,North Carolina,NC
37,063,37063,Durham,Durham County,-78.8781246,36.0338282,North Carolina,NC
37,145,37145,Person,Person County,-78.9656233,36.3863503,North Carolina,NC
37,115,37115,Madison,Madison County,-82.7126299,35.8642073,North Carolina,NC
37,151,37151,Randolph,Randolph County,-79.8062153,35.7099148,North Carolina,NC
37,131,37131,Northampton,Northampton County,-77.3983518,36.4217739,North Carolina,NC
37,013,37013,Beaufort,Beaufort County,-76.8420144,35.4823128,North Carolina,NC
37,159,37159,Rowan,Rowan County,-80.5217214,35.6413551,North Carolina,NC
37,051,37051,Cumberland,Cumberland County,-78.8287187,35.0501921,North Carolina,NC
37,153,37153,Richmond,Richmond County,-79.7556946,35.004636,North Carolina,NC
37,093,37093,Hoke,Hoke County,-79.2419635,35.0172328,North Carolina,NC
37,025,37025,Cabarrus,Cabarrus County,-80.5527284,35.3883455,North Carolina,NC
37,029,37029,Camden,Camden County,-76.1624876,36.3423438,North Carolina,NC
37,169,37169,Stokes,Stokes County,-80.2662145,36.3935052,North Carolina,NC
37,031,37031,Carteret,Carteret County,-76.5358602,34.8583428,North Carolina,NC
37,005,37005,Alleghany,Alleghany County,-81.1322987,36.4893563,North Carolina,NC
37,139,37139,Pasquotank,Pasquotank County,-76.2606906,36.265199,North Carolina,NC
37,193,37193,Wilkes,Wilkes County,-81.1660949,36.2088833,North Carolina,NC
37,003,37003,Alexander,Alexander County,-81.1774668,35.9209506,North Carolina,NC
37,083,37083,Halifax,Halifax County,-77.6448423,36.2514375,North Carolina,NC
37,163,37163,Sampson,Sampson County,-78.3711743,34.9892978,North Carolina,NC
37,189,37189,Watauga,Watauga County,-81.7098875,36.2353679,North Carolina,NC
37,173,37173,Swain,Swain County,-83.4656136,35.5688491,North Carolina,NC
37,011,37011,Avery,Avery County,-81.9202847,36.07209,North Carolina,NC
37,045,37045,Cleveland,Cleveland County,-81.5571145,35.3346302,North Carolina,NC
37,125,37125,Moore,Moore County,-79.4927248,35.3082717,North Carolina,NC
37,067,37067,Forsyth,Forsyth County,-80.2569608,36.1324661,North Carolina,NC
