zcta,population,poverty,poverty_under18,poverty_18to65,poverty_over65,education,work_experience,working_fulltime,working_fulltime_poverty
01242,569,2,0,2,0,217,292,15,0
01243,267,0,0,0,0,215,237,34,0
01244,117,11,0,11,0,100,100,9,0
01245,821,131,12,116,3,668,699,50,0
01247,15029,2380,572,1466,342,10694,12530,1272,50
01253,623,69,6,53,10,465,524,15,0
01254,1119,31,8,13,10,888,984,39,0
01255,839,36,6,23,7,631,707,38,0
01256,659,45,9,14,22,492,548,90,0
01257,2071,274,70,172,32,1575,1732,124,20
01258,321,30,0,27,3,278,304,48,0
01259,564,24,6,18,0,438,482,20,0
01260,157,0,0,0,0,123,146,40,0
01262,1119,167,13,104,50,872,933,84,0
01264,143,2,0,0,2,119,134,9,0
01266,1589,102,7,79,16,1214,1376,157,0
01267,6232,435,57,314,64,4804,5230,513,29
01270,776,22,3,19,0,544,611,33,0
01301,17199,2751,779,1640,332,12532,14320,1983,16
01330,1433,94,9,71,14,1119,1229,179,0
01331,13301,1667,530,1043,94,8951,10461,936,21
01337,2522,145,42,89,14,1869,2104,190,0
01338,231,0,0,0,0,155,169,17,0
01339,1586,226,50,172,4,1193,1362,173,1
01340,1669,151,58,81,12,1258,1391,151,0
01341,1773,108,8,89,11,1325,1502,83,7
01342,1418,67,0,67,0,1053,1121,177,0
01343,85,0,0,0,0,62,71,0,0
01344,1459,126,37,83,6,1021,1157,122,0
01346,426,55,16,39,0,341,380,21,0
01347,102,12,0,12,0,86,94,18,9
01349,847,139,9,125,5,606,733,75,0
01350,105,13,0,10,3,84,90,16,0
01351,2367,127,16,91,20,1746,2013,197,0
01354,1564,140,6,119,15,1150,1337,160,10
01355,895,64,7,38,19,620,724,83,3
01360,2995,142,0,115,27,2189,2465,269,0
01364,7872,1118,361,613,144,5598,6275,649,9
01366,1240,90,0,15,75,930,1079,42,0
01367,527,70,32,38,0,396,420,37,0
01368,1049,100,40,57,3,800,898,95,2
01370,4057,332,80,221,31,3102,3493,313,17
01373,4631,223,44,133,46,3252,3825,514,0
01375,3632,656,54,583,19,2169,3142,598,0
01376,5273,1078,464,570,44,3749,4328,592,0
01378,631,61,12,35,14,512,566,62,0
01379,976,104,15,83,6,799,870,99,0
01420,38037,7274,2426,4204,644,25352,30448,3145,68
01430,6015,344,50,263,31,4133,4754,453,0
01431,3066,108,0,94,14,2157,2462,166,0
01432,7008,775,213,470,92,5168,5643,623,0
01434,496,204,42,148,14,231,458,71,0
01436,3386,377,149,185,43,2196,2503,104,0
01438,313,123,83,40,0,201,230,0,0
01440,19256,2490,892,1297,301,13352,15640,1418,28
01450,10599,338,49,162,127,6870,8062,533,0
01451,4915,236,116,95,25,3242,3803,157,0
01452,4366,307,84,173,50,2952,3479,187,3
01453,40728,3996,1031,2627,338,28493,33183,3636,42
01460,8836,372,58,198,116,5983,6819,490,0
01462,10294,532,115,344,73,7449,8421,869,22
01463,11537,481,131,296,54,7713,9171,714,10
01464,5585,640,224,350,66,3854,4403,348,0
01467,401,96,0,88,8,290,314,32,28
01468,3880,499,88,318,93,2707,3121,197,0
01469,6796,300,25,230,45,4736,5253,448,32
01473,7225,368,134,200,34,5060,5852,494,67
01474,2159,107,0,94,13,1389,1668,103,0
01475,10249,806,206,506,94,7202,8032,715,0
01501,15878,968,290,573,105,11148,13048,855,15
01503,2856,66,10,51,5,2100,2340,176,0
01504,8972,353,115,183,55,5993,7304,678,26
01505,4336,57,14,43,0,3024,3471,336,0
01506,3361,87,9,55,23,2451,2686,206,9
01507,12777,610,149,417,44,8413,9774,629,20
01510,13430,1275,394,686,195,9180,10873,1352,46
01515,2137,144,25,91,28,1471,1775,181,19
01516,8452,289,37,224,28,5593,6414,416,0
01518,2966,397,120,205,72,1904,2191,7,7
01519,6313,375,90,257,28,4095,4661,511,7
01520,14195,402,107,170,125,9687,11037,568,14
01521,2477,180,10,146,24,1777,2059,181,0
01522,2994,78,20,58,0,2050,2416,174,0
01523,6010,663,236,389,38,4243,4857,355,12
01524,6633,399,3,277,119,4692,5456,512,0
01525,136,0,0,0,0,110,110,15,0
01527,13067,557,192,271,94,9350,10796,973,0
01529,3150,275,82,171,22,1992,2348,140,0
01531,1068,56,22,29,5,737,832,82,0
01532,14291,241,27,143,71,9444,10939,721,0
01534,4983,64,0,23,41,3157,3698,226,0
01535,4674,315,85,164,66,3221,3722,292,0
01536,7064,552,140,335,77,4925,5747,573,17
01537,2253,127,25,85,17,1699,1930,337,0
01540,11113,561,181,340,40,7603,8661,473,0
01541,3423,149,38,95,16,2362,2635,203,9
01542,1545,0,0,0,0,1089,1283,104,0
01543,7939,369,106,214,49,5131,5958,285,0
01545,35322,1504,378,735,391,23578,27063,2157,21
01550,16541,2662,957,1455,250,10804,12898,1276,16
01560,4274,276,95,141,40,2616,2998,309,8
01561,214,0,0,0,0,185,214,42,0
01562,11697,914,99,642,173,8229,9332,1055,0
01564,7739,171,0,125,46,5422,6072,284,12
01566,6141,422,191,207,24,4324,4911,511,36
01568,7343,365,66,209,90,4895,5547,242,0
01569,13375,799,233,481,85,9232,10598,911,0
01570,16354,2297,706,1349,242,11751,13441,1459,63
01571,10537,740,282,439,19,7025,8274,1039,37
01581,17938,562,132,393,37,12365,13832,1325,0
01583,5730,234,39,185,10,4087,4656,382,0
01585,4307,267,50,166,51,3057,3641,192,0
01588,10294,574,145,351,78,7079,8172,765,0
01590,8835,229,118,98,13,5785,6775,367,0
01602,22592,2192,665,1254,273,15986,18194,2254,24
01603,18597,4080,1544,2039,497,12244,14604,1519,0
01604,35365,5404,2026,2798,580,24483,28515,4513,22
01605,25521,6460,2570,3474,416,16134,19681,2402,15
01606,19490,1613,462,845,306,13741,15651,2399,0
01607,8231,1484,458,861,165,5762,6827,1013,0
01608,3767,1891,676,1171,44,1958,2698,353,0
01609,17031,3702,636,2645,421,11289,14280,1987,19
01610,20093,7508,2382,4723,403,11522,15764,1911,51
01611,2446,74,22,52,0,1899,2069,276,0
01612,4318,192,84,67,41,3049,3318,191,0
01701,30586,1394,511,675,208,22570,24548,2361,41
01702,34603,4836,1536,2827,473,24040,27963,4156,134
01718,367,0,0,0,0,263,275,29,0
01719,5017,163,61,93,9,3408,3974,456,0
01720,21264,631,196,378,57,14278,16093,1269,11
01721,16531,723,137,415,171,11396,12899,1196,13
01730,13107,666,264,305,97,8807,9989,758,0
01731,1761,94,62,32,0,724,863,18,0
01740,4893,137,46,91,0,3233,3608,196,0
01741,4870,293,74,182,37,3561,3906,188,0
01742,16636,740,296,369,75,11494,12826,1005,14
01745,365,0,0,0,0,265,297,38,0
01746,13644,589,238,241,110,9241,10301,415,13
01747,5851,136,42,58,36,3975,4487,286,0
01748,14895,326,80,238,8,9225,10648,502,19
01749,19063,1187,183,717,287,13828,15428,1337,60
01752,38171,2860,676,1853,331,27140,31559,4864,36
01754,10151,413,0,379,34,7409,8185,1259,0
01756,5820,120,41,56,23,3918,4483,197,0
01757,27909,2814,1064,1481,269,19108,21827,2434,57
01760,32439,1347,254,851,242,22690,25396,3149,38
01770,4128,102,21,58,23,2684,3043,84,0
01772,9360,165,10,89,66,6234,7106,446,0
01773,4672,162,26,136,0,3444,3747,210,0
01775,6603,136,14,121,1,4508,4849,363,0
01776,17513,251,58,132,61,11064,12729,147,0
01778,13072,348,55,170,123,8921,9992,449,7
01801,38547,2575,871,1333,371,28176,31745,3463,10
01803,24313,970,153,521,296,17548,19596,1576,33
01810,32649,1381,320,789,272,22114,25230,1375,11
01821,30362,2173,1091,1022,60,20962,24161,2191,11
01824,24475,718,101,499,118,17426,19264,1481,11
01826,29464,1303,325,748,230,20418,23499,1942,2
01827,3190,93,41,29,23,2157,2445,102,0
01830,24684,3936,1283,2291,362,17357,19846,2272,13
01832,22046,2576,806,1524,246,14956,17476,2214,26
01833,8163,133,18,94,21,5446,6270,363,0
01834,6530,174,56,85,33,4560,5149,289,0
01835,13075,1073,413,590,70,9017,10298,1414,40
01840,4470,1692,458,975,259,2982,3581,291,0
01841,46744,14203,5693,7547,963,26605,34757,2663,96
01843,24215,5704,2402,2891,411,14689,18104,1788,29
01844,46867,4254,1153,2501,600,31808,36819,2907,41
01845,26803,990,167,619,204,18032,20516,1864,0
01850,15723,2519,915,1467,137,10242,12391,1346,9
01851,29160,4623,1397,2890,336,18928,23194,2562,108
01852,32937,5364,1426,3392,546,22567,26482,3484,12
01854,25342,5359,1788,3173,398,16601,20311,2214,11
01860,6344,229,55,129,45,4348,4973,463,0
01862,9667,350,59,250,41,6724,7603,587,18
01863,9304,648,327,307,14,6507,7368,695,0
01864,14796,753,60,497,196,10217,11626,580,0
01867,24112,329,0,164,165,16268,18356,1299,0
01876,28346,723,87,488,148,20183,22896,1529,1
01879,11457,572,91,355,126,7756,9279,551,0
01880,24594,968,91,648,229,17459,19836,2168,15
01886,22017,358,106,223,29,14040,16332,620,10
01887,22100,606,143,342,121,14864,16989,959,0
01890,21231,829,306,329,194,14108,15736,771,0
01901,2146,661,87,278,296,1631,1851,330,0
01902,44235,10798,3760,5899,1139,27600,34391,3840,82
01904,18765,1120,275,697,148,13121,15421,963,22
01905,24592,6133,2239,3446,448,15518,18730,2107,27
01906,26507,1562,476,814,272,19519,22214,1393,19
01907,13726,666,229,306,131,9872,10965,1031,1
01908,3388,68,0,46,22,2513,2914,295,0
01913,16073,761,82,536,143,11593,13107,1428,10
01915,36679,3169,849,1927,393,26583,30462,4202,49
01921,7990,207,52,143,12,5433,6238,304,13
01922,3013,44,0,44,0,1956,2304,186,0
01923,26034,1368,338,867,163,18561,21076,1851,0
01929,3520,98,0,47,51,2593,2907,357,54
01930,28680,2376,641,1334,401,21646,23841,2179,10
01937,61,22,0,14,8,61,61,0,0
01938,13198,585,31,397,157,9799,10842,969,0
01940,12018,209,28,66,115,8436,9530,569,0
01944,5133,260,49,175,36,3611,3983,226,0
01945,19744,1136,308,649,179,13593,15210,1266,13
01949,7484,291,59,178,54,5212,5783,402,0
01950,17197,1063,114,752,197,12951,14109,1610,37
01951,3644,346,144,145,57,2811,3015,361,0
01952,8231,401,22,278,101,5975,6948,793,33
01960,50587,2839,350,1430,1059,36565,41616,3815,14
01966,6949,304,39,209,56,5545,5934,412,0
01969,5767,525,332,181,12,4129,4531,214,0
01970,39894,5418,1548,3400,470,28075,33013,5878,213
01982,7510,387,127,232,28,4829,5438,252,0
01983,6014,413,245,153,15,4064,4457,259,5
01984,3571,163,33,101,29,2423,2820,213,8
01985,4263,311,216,93,2,2700,3213,151,0
02019,16283,520,204,249,67,11428,13013,1415,0
02021,21264,1173,269,670,234,14884,16653,1429,12
02025,7695,293,122,125,46,5038,5850,150,0
02026,23720,1183,345,578,260,16835,19312,1559,1
02030,5608,79,37,33,9,3595,4181,197,0
02032,3536,247,110,99,38,2475,2888,224,0
02035,16819,670,194,338,138,11452,13206,1459,0
02038,30831,1104,320,592,192,19929,22771,1719,27
02043,21916,389,15,216,158,14942,16766,868,5
02045,10329,562,60,432,70,8077,8957,1306,72
02047,136,0,0,0,0,136,136,0,0
02048,23159,1195,314,803,78,14900,17280,1999,75
02050,25467,1052,218,600,234,17890,19842,1585,30
02052,11982,472,163,269,40,7749,8955,399,0
02053,12631,298,20,89,189,8344,9693,495,0
02054,7859,290,126,164,0,5683,6097,567,0
02056,9091,465,185,204,76,6080,6942,260,0
02061,10308,230,55,166,9,6621,7531,196,0
02062,28142,1972,632,1051,289,20532,22886,3238,89
02066,17552,521,48,365,108,12167,13393,884,0
02067,17326,611,118,410,83,11534,13024,652,13
02071,1142,0,0,0,0,650,901,17,0
02072,26948,2006,670,961,375,19503,22261,1946,22
02081,18628,723,220,391,112,12972,14323,1036,0
02090,14584,476,101,211,164,9656,10714,389,16
02093,10773,384,46,262,76,7168,8367,581,17
02108,3978,236,0,228,8,3243,3470,1349,0
02109,4094,395,0,327,68,3434,3694,1353,43
02110,1486,145,0,114,31,1398,1473,410,15
02111,6721,1886,35,1440,411,5108,6145,921,10
02113,7276,1340,0,1254,86,5026,7044,2999,9
02114,11216,1507,34,1334,139,8623,10392,4102,30
02115,17059,7110,336,5912,862,10251,16031,3343,116
02116,18998,2791,338,1736,717,15539,17280,5372,32
02118,24962,6680,1202,4750,728,18104,21532,5302,100
02119,24050,8289,2946,4415,928,14243,18573,2356,58
02120,12134,5239,1012,4017,210,5093,10346,1420,50
02121,26684,8087,3206,4287,594,15882,20244,1525,41
02122,25071,4980,1395,3262,323,16185,19801,2667,76
02124,49646,9449,3454,4878,1117,31256,38216,3671,49
02125,31900,8928,2846,5566,516,19994,25375,3714,16
02126,27098,5506,1682,3142,682,17849,21731,1445,41
02127,32209,6039,2083,3516,440,23587,28188,9603,41
02128,41485,6350,1758,3835,757,28807,33971,5982,125
02129,16877,3275,1357,1621,297,12736,13953,3534,17
02130,35802,6819,1427,4651,741,26041,30817,8154,178
02131,29659,4249,1313,2249,687,20591,23775,2931,34
02132,26619,974,45,610,319,19757,22031,2242,11
02134,20368,6603,256,6188,159,11871,19442,4833,70
02135,38282,8064,588,6307,1169,25780,35226,10210,144
02136,28877,3008,790,1920,298,19332,23219,2300,107
02138,27612,3555,248,3001,306,21834,24221,5395,102
02139,31723,4746,724,3420,602,23808,27766,8210,139
02140,17848,2020,374,1393,253,13643,15299,3056,6
02141,12481,1932,280,1394,258,9426,11277,3002,21
02142,2505,588,35,553,0,1837,2240,580,9
02143,24859,3245,263,2827,155,18464,22245,6076,45
02144,23948,3878,601,2945,332,17571,21501,6280,92
02145,24115,4526,1616,2607,303,17203,20154,3910,131
02148,59174,8642,2103,5571,968,40846,48787,5958,147
02149,41372,5288,1329,3329,630,28594,33899,3869,156
02150,35038,8753,3532,4594,627,21931,26590,3479,56
02151,51455,8234,2343,5047,844,36435,41877,5008,129
02152,17497,1579,330,1070,179,13357,14690,2236,12
02155,53719,4760,650,3368,742,40451,46386,7992,139
02163,929,227,8,219,0,785,858,101,0
02169,53690,5396,1301,3188,907,40726,45830,7485,203
02170,19407,2115,367,1426,322,14157,16669,2783,33
02171,17964,1567,341,972,254,13746,15586,2254,28
02176,26698,1152,100,603,449,19458,21617,2390,29
02180,21237,1088,144,661,283,15686,17593,1992,26
02184,35202,1797,528,937,332,24515,28220,2988,0
02186,25315,1211,314,615,282,16978,19423,1165,0
02188,13932,1332,307,810,215,10103,11405,1889,0
02189,14674,1458,426,875,157,10358,11996,1492,1
02190,16133,649,138,434,77,11572,13031,1509,10
02191,8700,479,101,244,134,6443,7050,667,10
02199,1290,41,0,41,0,1207,1243,320,0
02203,0,0,0,0,0,0,0,0,0
02210,1826,77,0,77,0,1610,1714,739,0
02215,12330,4750,31,4502,217,7509,12074,3029,91
02301,59198,11451,4303,6222,926,37837,45939,4105,90
02302,33297,4339,1431,2507,401,20994,25578,2125,26
02322,4349,62,0,54,8,3061,3595,326,0
02324,21996,1228,264,887,77,14788,17261,1389,0
02330,11476,770,314,324,132,7780,9065,616,0
02332,14893,539,86,295,158,9837,11082,499,12
02333,13616,963,276,615,72,9063,10940,830,19
02338,7472,331,14,141,176,5108,6044,494,0
02339,13850,410,68,300,42,9108,10582,592,0
02341,10183,250,89,115,46,6688,7963,622,0
02343,10387,824,249,402,173,7784,8609,864,0
02346,22380,1657,516,881,260,15720,17578,1568,12
02347,10548,602,207,267,128,7081,8365,534,11
02351,15780,599,130,370,99,10878,12427,1104,9
02356,11323,200,27,145,28,7542,8844,734,0
02357,25,13,0,13,0,25,25,12,0
02359,17759,593,173,331,89,11945,13658,820,0
02360,54460,3509,825,2187,497,38831,43942,3797,40
02364,12409,680,173,454,53,8458,9861,901,0
02366,0,0,0,0,0,0,0,0,0
02367,2817,127,35,67,25,2032,2322,134,0
02368,32202,3043,1081,1549,413,22454,26032,2117,20
02370,17349,1023,247,630,146,12266,14028,1537,0
02375,9472,291,36,152,103,6696,7455,571,15
02379,6700,354,47,277,30,4671,5471,506,0
02382,14463,999,309,559,131,9679,11409,994,7
02420,13637,510,97,290,123,9433,10665,465,10
02421,17470,727,121,381,225,12053,13437,691,0
02445,20490,2253,268,1749,236,14336,17085,2990,23
02446,28184,4429,377,3634,418,19694,24158,4976,90
02451,16535,970,119,794,57,12897,14414,2299,13
02452,10700,1291,237,940,114,8075,9327,1458,2
