	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	COUNTY	id	GEO_TTL	estimate	estab	emp	payann
0	11	Farm labor contractors and crew leaders	2	115115	20	02020	Anchorage Municipality, Alaska	1	1.0	0.0	0.0
1	11	Farm labor contractors and crew leaders	2	115115	290	02290	Yukon-Koyukuk Census Area, Alaska	1	1.0	0.0	0.0
2	11	Finfish fishing	2	114111	13	02013	Aleutians East Borough, Alaska	0	4.0	1.0	177.0
3	11	Finfish fishing	2	114111	13	02013	Aleutians East Borough, Alaska	1	2.0	27.416677360416017	852.6717599467145
4	11	Finfish fishing	2	114111	16	02016	Aleutians West Census Area, Alaska	0	6.0	9.0	518.0
5	11	Finfish fishing	2	114111	16	02016	Aleutians West Census Area, Alaska	1	6.75	131.63421877577957	3723.8813727107736
6	11	Finfish fishing	2	114111	20	02020	Anchorage Municipality, Alaska	0	26.0	54.6	5316.4
7	11	Finfish fishing	2	114111	50	02050	Bethel Census Area, Alaska	1	17.0	35.25925925925926	1952.4814814814815
8	11	Finfish fishing	2	114111	60	02060	Bristol Bay Borough, Alaska	1	1.0	16.535091996797984	485.4792302944753
9	11	Finfish fishing	2	114111	70	02070	Dillingham Census Area, Alaska	1	1.0	16.535091996797984	485.4792302944753
10	11	Finfish fishing	2	114111	90	02090	Fairbanks North Star Borough, Alaska	1	1.0	12.461692952921021	418.5168054817177
11	11	Finfish fishing	2	114111	100	02100	Haines Borough, Alaska	0	5.0	5.0	111.25
12	11	Finfish fishing	2	114111	100	02100	Haines Borough, Alaska	1	5.0	64.73684210526315	2028.9473684210525
13	11	Finfish fishing	2	114111	110	02110	Juneau City and Borough, Alaska	0	14.2	2.4	441.4
14	11	Finfish fishing	2	114111	122	02122	Kenai Peninsula Borough, Alaska	0	64.8	45.4	3933.0
15	11	Finfish fishing	2	114111	130	02130	Ketchikan Gateway Borough, Alaska	0	6.5	1.0	446.5
16	11	Finfish fishing	2	114111	130	02130	Ketchikan Gateway Borough, Alaska	1	6.0	77.68421052631578	2434.736842105263
17	11	Finfish fishing	2	114111	150	02150	Kodiak Island Borough, Alaska	0	64.6	38.8	4500.8
18	11	Finfish fishing	2	114111	164	02164	Lake and Peninsula Borough, Alaska	1	1.3333333333333333	23.402518836275643	680.094923829951
19	11	Finfish fishing	2	114111	170	02170	Matanuska-Susitna Borough, Alaska	0	4.0	0.6	115.6
20	11	Finfish fishing	2	114111	195	02195	Petersburg Census Area, Alaska	0	14.5	63.5	6912.5
21	11	Finfish fishing	2	114111	195	02195	Petersburg Census Area, Alaska	1	10.333333333333334	188.51179673321235	5183.205081669691
22	11	Finfish fishing	2	114111	198	02198	Prince of Wales-Hyder Census Area, Alaska	0	4.0	0.0	122.66666666666667
23	11	Finfish fishing	2	114111	198	02198	Prince of Wales-Hyder Census Area, Alaska	1	2.5	54.01451905626134	1396.742286751361
24	11	Finfish fishing	2	114111	220	02220	Sitka City and Borough, Alaska	0	15.0	4.6	455.0
25	11	Finfish fishing	2	114111	230	02230	Skagway Municipality, Alaska	1	1.0	12.94736842105263	405.7894736842105
26	11	Finfish fishing	2	114111	240	02240	Southeast Fairbanks Census Area, Alaska	1	2.0	4.148148148148148	229.7037037037037
27	11	Finfish fishing	2	114111	261	02261	Valdez-Cordova Census Area, Alaska	0	42.0	5.8	1339.6
28	11	Finfish fishing	2	114111	270	02270	Wade Hampton Census Area, Alaska	1	3.0	6.222222222222221	344.55555555555554
29	11	Finfish fishing	2	114111	275	02275	Wrangell City and Borough, Alaska	0	6.2	6.8	216.4
30	11	Finfish fishing	2	114111	282	02282	Yakutat City and Borough, Alaska	1	1.0	22.64519056261343	585.9228675136115
31	11	Forest nurseries and gathering of forest products	2	113210	170	02170	Matanuska-Susitna Borough, Alaska	1	1.0	0.0	0.0
32	11	Forest nurseries and gathering of forest products	2	113210	220	02220	Sitka City and Borough, Alaska	1	1.25	0.0	0.0
33	11	Hunting and trapping	2	114210	90	02090	Fairbanks North Star Borough, Alaska	1	1.0	0.0	19.25
34	11	Hunting and trapping	2	114210	150	02150	Kodiak Island Borough, Alaska	1	2.0	1.0666666666666667	56.5
35	11	Hunting and trapping	2	114210	170	02170	Matanuska-Susitna Borough, Alaska	1	1.0	0.5333333333333333	28.25
36	11	Logging	2	113310	20	02020	Anchorage Municipality, Alaska	1	1.0	3.982373737373737	165.35338383838385
37	11	Logging	2	113310	90	02090	Fairbanks North Star Borough, Alaska	1	1.4	5.184191919191919	252.42065656565654
38	11	Logging	2	113310	100	02100	Haines Borough, Alaska	1	1.0	2.395833333333333	112.65972222222223
39	11	Logging	2	113310	105	02105	Hoonah-Angoon Census Area, Alaska	1	1.0	5.040067340067339	200.48249158249158
40	11	Logging	2	113310	110	02110	Juneau City and Borough, Alaska	1	1.0	3.982373737373737	165.35338383838385
41	11	Logging	2	113310	122	02122	Kenai Peninsula Borough, Alaska	0	4.8	5.8	373.8
42	11	Logging	2	113310	130	02130	Ketchikan Gateway Borough, Alaska	0	6.4	121.2	9390.4
43	11	Logging	2	113310	150	02150	Kodiak Island Borough, Alaska	1	1.25	4.971717171717172	229.3979797979798
44	11	Logging	2	113310	170	02170	Matanuska-Susitna Borough, Alaska	1	1.4	4.940707070707071	210.41727272727275
45	11	Logging	2	113310	195	02195	Petersburg Census Area, Alaska	1	1.0	3.982373737373737	165.35338383838385
46	11	Logging	2	113310	198	02198	Prince of Wales-Hyder Census Area, Alaska	0	5.8	31.8	3200.8
47	11	Logging	2	113310	240	02240	Southeast Fairbanks Census Area, Alaska	1	1.4	6.386414141414141	244.3028787878788
48	11	Logging	2	113310	290	02290	Yukon-Koyukuk Census Area, Alaska	1	1.0	2.909090909090909	228.63636363636365
49	11	Other marine fishing	2	114119	20	02020	Anchorage Municipality, Alaska	1	1.0	0.16666666666666666	11.833333333333334
50	11	Other marine fishing	2	114119	122	02122	Kenai Peninsula Borough, Alaska	0	3.0	3.0	112.0
51	11	Other marine fishing	2	114119	122	02122	Kenai Peninsula Borough, Alaska	1	1.0	0.0	0.0
52	11	Other marine fishing	2	114119	130	02130	Ketchikan Gateway Borough, Alaska	1	1.6666666666666667	0.38888888888888884	72.32222222222221
53	11	Other marine fishing	2	114119	150	02150	Kodiak Island Borough, Alaska	0	3.5	0.5	106.0
54	11	Other marine fishing	2	114119	150	02150	Kodiak Island Borough, Alaska	1	2.0	1.0	71.0
55	11	Other marine fishing	2	114119	195	02195	Petersburg Census Area, Alaska	1	1.5	0.16666666666666666	63.56666666666666
56	11	Other marine fishing	2	114119	220	02220	Sitka City and Borough, Alaska	0	3.0	3.0	51.0
57	11	Other marine fishing	2	114119	261	02261	Valdez-Cordova Census Area, Alaska	1	1.0	0.0	36.4
58	11	Shellfish fishing	2	114112	13	02013	Aleutians East Borough, Alaska	1	2.0	1.0	54.0
