	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
19	02	2	0	Alaska	11	Agriculture, forestry, fishing and hunting	11	438.0	892.2	52884.8
20	02	2	0	Alaska	21	Mining, quarrying, and oil and gas extraction	21	177.2	12803.6	1584911.6
21	02	2	0	Alaska	22	Utilities	22	99.0	2073.8	193688.6
22	02	2	0	Alaska	23	Construction	23	2480.8	18616.6	1609476.2
23	02	2	0	Alaska	42	Wholesale trade	42	743.4	9096.8	566285.4
24	02	2	0	Alaska	51	Information	51	402.6	6695.0	429059.8
25	02	2	0	Alaska	52	Finance and insurance	52	770.4	7468.6	478172.0
26	02	2	0	Alaska	53	Real estate and rental and leasing	53	902.6	4492.4	211019.4
27	02	2	0	Alaska	54	Professional, scientific, and technical services	54	1928.4	18714.0	1339928.8
28	02	2	0	Alaska	55	Management of companies and enterprises	55	178.0	7084.8	759049.6
29	02	2	0	Alaska	56	Administrative and support and waste management and remediation services	56	1135.0	18309.6	864881.8
30	02	2	0	Alaska	61	Educational services	61	271.4	3163.8	90057.0
31	02	2	0	Alaska	62	Health care and social assistance	62	2520.8	48340.2	2696022.4
32	02	2	0	Alaska	71	Arts, entertainment, and recreation	71	557.4	4735.6	101803.8
33	02	2	0	Alaska	72	Accommodation and food services	72	2130.0	27700.2	716995.8
34	02	2	0	Alaska	81	Other services (except public administration)	81	1816.4	9930.2	335385.4
35	02	2	0	Alaska	99	Industries not classified	99	34.4	25.4	733.4
