State,County,ViolentCrime,MurderNonnegligentManslaughter,Rape1,Robbery,AggravatedAssault,PropertyCrime,Burglary,LarcenyTheft,MotorVehicleTheft,Arson2,Area,StateAbbrev
Arkansas,Carroll,53,0,4,0,49,259,53,186,20,0.0, Nonmetropolitan Counties,AR
Arkansas,Chicot,4,0,1,0,3,73,26,47,0,1.0, Nonmetropolitan Counties,AR
Arkansas,Clark,19,0,1,1,17,93,28,60,5,1.0, Nonmetropolitan Counties,AR
Arkansas,Cleburne,42,0,20,1,21,300,101,162,37,4.0, Nonmetropolitan Counties,AR
Arkansas,Columbia,23,0,0,2,21,38,16,20,2,1.0, Nonmetropolitan Counties,AR
Arkansas,Conway,28,2,4,2,20,295,45,216,34,5.0, Nonmetropolitan Counties,AR
Arkansas,Cross,21,0,3,0,18,129,32,93,4,1.0, Nonmetropolitan Counties,AR
Arkansas,Dallas,4,0,0,0,4,30,4,23,3,0.0, Nonmetropolitan Counties,AR
Arkansas,Drew,25,0,6,0,19,103,28,62,13,2.0, Nonmetropolitan Counties,AR
Arkansas,Franklin,39,0,8,2,29,114,33,69,12,1.0, Nonmetropolitan Counties,AR
Arkansas,Fulton,11,0,1,1,9,69,0,62,7,0.0, Nonmetropolitan Counties,AR
Arkansas,Greene,37,0,4,1,32,214,77,118,19,2.0, Nonmetropolitan Counties,AR
Arkansas,Hempstead,43,0,2,3,38,187,41,130,16,4.0, Nonmetropolitan Counties,AR
Arkansas,Howard,6,0,1,0,5,63,37,26,0,4.0, Nonmetropolitan Counties,AR
Arkansas,Independence,153,0,31,6,116,738,222,461,55,12.0, Nonmetropolitan Counties,AR
Arkansas,Izard,37,0,19,0,18,242,51,183,8,5.0, Nonmetropolitan Counties,AR
Arkansas,Jackson,31,0,4,0,27,162,56,92,14,3.0, Nonmetropolitan Counties,AR
Arkansas,Johnson,64,2,17,0,45,200,118,69,13,1.0, Nonmetropolitan Counties,AR
Arkansas,Lawrence,15,0,6,0,9,82,28,50,4,1.0, Nonmetropolitan Counties,AR
Arkansas,Lee,6,0,0,0,6,91,17,67,7,0.0, Nonmetropolitan Counties,AR
Arkansas,Logan,37,1,6,4,26,242,84,139,19,4.0, Nonmetropolitan Counties,AR
Arkansas,Marion,36,0,9,0,27,240,56,174,10,2.0, Nonmetropolitan Counties,AR
Arkansas,Mississippi,34,0,11,9,14,365,106,232,27,1.0, Nonmetropolitan Counties,AR
Arkansas,Montgomery,12,0,1,0,11,96,29,56,11,1.0, Nonmetropolitan Counties,AR
Arkansas,Nevada,11,0,1,1,9,60,38,18,4,0.0, Nonmetropolitan Counties,AR
Arkansas,Newton,17,0,5,0,12,81,34,43,4,2.0, Nonmetropolitan Counties,AR
Arkansas,Pike,17,0,7,0,10,77,37,36,4,0.0, Nonmetropolitan Counties,AR
Arkansas,Polk,30,0,5,2,23,134,39,88,7,12.0, Nonmetropolitan Counties,AR
Arkansas,Pope,55,2,4,2,47,328,135,166,27,2.0, Nonmetropolitan Counties,AR
Arkansas,Randolph,17,1,10,0,6,153,44,99,10,0.0, Nonmetropolitan Counties,AR
Arkansas,Scott,12,0,2,0,10,97,36,58,3,5.0, Nonmetropolitan Counties,AR
Arkansas,Searcy,8,0,0,0,8,25,7,15,3,0.0, Nonmetropolitan Counties,AR
Arkansas,Sevier,13,0,1,1,11,110,51,56,3,1.0, Nonmetropolitan Counties,AR
Arkansas,St. Francis,16,0,2,1,13,273,73,196,4,0.0, Nonmetropolitan Counties,AR
Arkansas,Stone,34,0,6,0,28,139,63,73,3,1.0, Nonmetropolitan Counties,AR
Arkansas,Union,41,1,0,3,37,357,102,217,38,1.0, Nonmetropolitan Counties,AR
Arkansas,Van Buren,18,0,1,0,17,198,32,136,30,5.0, Nonmetropolitan Counties,AR
Arkansas,White,122,0,33,1,88,750,223,446,81,1.0, Nonmetropolitan Counties,AR
Arkansas,Woodruff,3,0,0,0,3,34,8,11,15,0.0, Nonmetropolitan Counties,AR
Arkansas,Yell,50,0,11,1,38,173,51,116,6,2.0, Nonmetropolitan Counties,AR
California,Alameda,510,6,13,177,314,2077,463,985,629,11.0, Metropolitan Counties,CA
California,Butte4,155,4,20,14,117,1422,708,693,21,0.0, Metropolitan Counties,CA
California,Contra Costa,426,14,24,153,235,2013,660,1332,21,18.0, Metropolitan Counties,CA
California,El Dorado4,252,9,46,32,165,2031,577,1412,42,4.0, Metropolitan Counties,CA
California,Fresno,962,8,32,112,810,3810,1398,1838,574,145.0, Metropolitan Counties,CA
California,Imperial4,219,0,6,7,206,625,202,395,28,21.0, Metropolitan Counties,CA
California,Kern,2235,31,157,360,1687,9903,3243,4777,1883,300.0, Metropolitan Counties,CA
California,Kings4,122,2,16,9,95,470,193,265,12,5.0, Metropolitan Counties,CA
California,Los Angeles,5173,98,304,1212,3559,16301,3739,8359,4203,215.0, Metropolitan Counties,CA
California,Madera,334,1,18,26,289,1252,556,686,10,4.0, Metropolitan Counties,CA
California,Marin,95,3,5,20,67,746,189,554,3,4.0, Metropolitan Counties,CA
California,Merced,432,10,20,30,372,1605,596,955,54,10.0, Metropolitan Counties,CA
California,Monterey,244,5,31,48,160,1246,347,872,27,12.0, Metropolitan Counties,CA
California,Napa,79,1,13,3,62,278,107,170,1,0.0, Metropolitan Counties,CA
California,Orange,213,2,12,28,171,1265,244,879,142,11.0, Metropolitan Counties,CA
California,Placer,299,4,20,36,239,1659,454,1163,42,4.0, Metropolitan Counties,CA
California,Riverside,885,12,38,172,663,7680,1880,4321,1479,18.0, Metropolitan Counties,CA
California,Sacramento,3117,37,155,1026,1899,11164,3690,7348,126,31.0, Metropolitan Counties,CA
California,San Benito,41,1,4,4,32,173,57,106,10,0.0, Metropolitan Counties,CA
California,San Bernardino,920,18,91,141,670,5527,1719,2583,1225,62.0, Metropolitan Counties,CA
California,San Diego,1161,10,110,161,880,4784,1153,2843,788,41.0, Metropolitan Counties,CA
California,San Joaquin,845,5,18,161,661,3564,1039,2381,144,30.0, Metropolitan Counties,CA
California,San Luis Obispo4,324,3,17,15,289,1347,461,873,13,3.0, Metropolitan Counties,CA
California,San Mateo,330,3,53,90,184,2796,467,1953,376,15.0, Metropolitan Counties,CA
California,Santa Barbara,266,2,29,32,203,1676,511,1152,13,12.0, Metropolitan Counties,CA
California,Santa Clara,232,4,36,24,168,1358,261,899,198,3.0, Metropolitan Counties,CA
California,Santa Cruz,295,0,25,40,230,1935,604,1323,8,15.0, Metropolitan Counties,CA
California,Shasta,697,3,69,26,599,958,423,489,46,23.0, Metropolitan Counties,CA
California,Solano,101,3,7,14,77,404,186,176,42,9.0, Metropolitan Counties,CA
California,Sonoma,638,5,73,58,502,1468,517,937,14,19.0, Metropolitan Counties,CA
California,Stanislaus,394,11,35,122,226,2123,884,1188,51,14.0, Metropolitan Counties,CA
California,Sutter4,104,1,9,10,84,562,185,332,45,4.0, Metropolitan Counties,CA
California,Tulare5,383,23,29,64,267,2075,750,1325,0,0.0, Metropolitan Counties,CA
California,Ventura,169,3,32,16,118,849,236,530,83,15.0, Metropolitan Counties,CA
California,Yolo,87,1,13,5,68,309,109,185,15,6.0, Metropolitan Counties,CA
California,Yuba,227,3,19,40,165,1223,417,799,7,11.0, Metropolitan Counties,CA
California,Alpine4,9,0,0,0,9,35,15,19,1,0.0, Nonmetropolitan Counties,CA
California,Amador4,50,1,2,5,42,340,130,205,5,1.0, Nonmetropolitan Counties,CA
California,Calaveras4,111,6,24,8,73,656,251,386,19,0.0, Nonmetropolitan Counties,CA
California,Colusa4,33,0,2,0,31,166,49,116,1,0.0, Nonmetropolitan Counties,CA
California,Del Norte4,101,1,21,13,66,380,194,182,4,13.0, Nonmetropolitan Counties,CA
California,Glenn4,44,1,2,3,38,165,74,89,2,2.0, Nonmetropolitan Counties,CA
California,Humboldt4,265,7,18,45,195,760,371,358,31,12.0, Nonmetropolitan Counties,CA
California,Inyo4,58,0,7,7,44,107,41,65,1,0.0, Nonmetropolitan Counties,CA
California,Lake4,200,3,16,17,164,837,380,452,5,13.0, Nonmetropolitan Counties,CA
California,Lassen4,47,0,3,3,41,200,78,122,0,3.0, Nonmetropolitan Counties,CA
California,Mariposa,89,0,8,1,80,268,77,189,2,0.0, Nonmetropolitan Counties,CA
California,Mendocino,324,5,56,20,243,451,215,230,6,10.0, Nonmetropolitan Counties,CA
California,Modoc4,34,0,1,0,33,54,18,36,0,0.0, Nonmetropolitan Counties,CA
California,Mono4,14,0,1,2,11,42,16,25,1,0.0, Nonmetropolitan Counties,CA
California,Nevada,139,0,10,8,121,716,380,321,15,5.0, Nonmetropolitan Counties,CA
California,Plumas4,82,1,12,4,65,271,111,156,4,0.0, Nonmetropolitan Counties,CA
California,Sierra,3,0,0,0,3,31,5,23,3,0.0, Nonmetropolitan Counties,CA
California,Siskiyou,39,2,4,6,27,158,70,79,9,0.0, Nonmetropolitan Counties,CA
California,Tehama,167,3,5,1,158,249,173,75,1,14.0, Nonmetropolitan Counties,CA
California,Trinity,34,1,6,5,22,187,94,90,3,0.0, Nonmetropolitan Counties,CA
California,Tuolumne4,185,0,49,22,114,749,413,330,6,2.0, Nonmetropolitan Counties,CA
Colorado,Adams,476,6,93,68,309,2649,468,1518,663,19.0, Metropolitan Counties,CO
Colorado,Arapahoe,225,2,70,21,132,1304,331,819,154,15.0, Metropolitan Counties,CO
Colorado,Boulder,106,0,28,6,72,527,135,360,32,9.0, Metropolitan Counties,CO
Colorado,Clear Creek,19,0,0,0,19,84,21,50,13,2.0, Metropolitan Counties,CO
Colorado,Douglas,164,1,60,9,94,1649,301,1219,129,25.0, Metropolitan Counties,CO
Colorado,El Paso,343,1,80,15,247,1929,410,1346,173,16.0, Metropolitan Counties,CO
Colorado,Gilpin,3,0,0,1,2,40,6,32,2,0.0, Metropolitan Counties,CO
Colorado,Jefferson,181,1,53,18,109,2689,500,1970,219,10.0, Metropolitan Counties,CO
Colorado,Larimer,168,3,32,8,125,1035,204,729,102,10.0, Metropolitan Counties,CO
Colorado,Mesa,201,1,55,9,136,1262,270,893,99,10.0, Metropolitan Counties,CO
Colorado,Park,13,1,2,0,10,57,17,39,1,1.0, Metropolitan Counties,CO
Colorado,Pueblo,17,1,1,1,14,1186,210,855,121,2.0, Metropolitan Counties,CO
Colorado,Teller,18,0,5,1,12,65,17,46,2,0.0, Metropolitan Counties,CO
Colorado,Weld,141,2,20,5,114,689,200,424,65,10.0, Metropolitan Counties,CO
Colorado,Archuleta,32,0,2,1,29,125,44,72,9,0.0, Nonmetropolitan Counties,CO
Colorado,Baca,6,0,0,0,6,5,2,2,1,0.0, Nonmetropolitan Counties,CO
Colorado,Chaffee,9,0,1,2,6,51,10,38,3,0.0, Nonmetropolitan Counties,CO
Colorado,Cheyenne,6,0,0,0,6,1,1,0,0,0.0, Nonmetropolitan Counties,CO
Colorado,Conejos,1,0,0,0,1,50,44,1,5,0.0, Nonmetropolitan Counties,CO
Colorado,Crowley,5,0,3,0,2,37,19,17,1,0.0, Nonmetropolitan Counties,CO
Colorado,Custer6,15,0,0,0,15,37,19,53,5,4.0, Nonmetropolitan Counties,CO
Colorado,Delta,13,0,11,0,2,151,53,82,16,1.0, Nonmetropolitan Counties,CO
Colorado,Dolores,3,1,1,0,1,17,8,7,2,0.0, Nonmetropolitan Counties,CO
Colorado,Eagle,39,0,6,3,30,332,56,255,21,8.0, Nonmetropolitan Counties,CO
Colorado,Fremont,25,0,5,0,20,189,50,113,26,0.0, Nonmetropolitan Counties,CO
Colorado,Garfield,17,0,8,0,9,220,59,146,15,3.0, Nonmetropolitan Counties,CO
Colorado,Grand,11,0,4,0,7,74,19,51,4,0.0, Nonmetropolitan Counties,CO
Colorado,Gunnison,2,0,0,0,2,29,0,29,0,0.0, Nonmetropolitan Counties,CO
Colorado,Hinsdale,1,0,1,0,0,5,3,0,2,0.0, Nonmetropolitan Counties,CO
Colorado,Huerfano,9,0,1,0,8,7,3,3,1,0.0, Nonmetropolitan Counties,CO
Colorado,Kit Carson,7,0,0,0,7,46,17,21,8,1.0, Nonmetropolitan Counties,CO
Colorado,Lake,2,0,1,1,0,12,4,8,0,0.0, Nonmetropolitan Counties,CO
Colorado,La Plata,48,1,15,0,32,251,76,164,11,3.0, Nonmetropolitan Counties,CO
Colorado,Las Animas,2,0,0,0,2,4,2,2,0,0.0, Nonmetropolitan Counties,CO
Colorado,Lincoln,0,0,0,0,0,28,6,18,4,0.0, Nonmetropolitan Counties,CO
Colorado,Logan,13,1,2,0,10,91,38,41,12,1.0, Nonmetropolitan Counties,CO
Colorado,Moffat,0,0,0,0,0,36,8,27,1,2.0, Nonmetropolitan Counties,CO
Colorado,Montezuma,20,0,4,0,16,159,44,109,6,2.0, Nonmetropolitan Counties,CO
Colorado,Montrose,11,0,2,0,9,206,82,112,12,2.0, Nonmetropolitan Counties,CO
Colorado,Morgan,18,0,2,0,16,82,24,53,5,1.0, Nonmetropolitan Counties,CO
Colorado,Otero,4,0,0,0,4,93,40,41,12,0.0, Nonmetropolitan Counties,CO
Colorado,Ouray,0,0,0,0,0,0,0,0,0,0.0, Nonmetropolitan Counties,CO
Colorado,Phillips,1,0,1,0,0,8,2,5,1,0.0, Nonmetropolitan Counties,CO
Colorado,Pitkin,3,0,3,0,0,31,5,22,4,0.0, Nonmetropolitan Counties,CO
Colorado,Prowers,9,0,0,0,9,21,8,9,4,0.0, Nonmetropolitan Counties,CO
Colorado,Rio Blanco,1,0,1,0,0,32,4,28,0,0.0, Nonmetropolitan Counties,CO
Colorado,Rio Grande,6,0,1,0,5,11,3,5,3,0.0, Nonmetropolitan Counties,CO
Colorado,Routt,12,2,4,0,6,55,10,43,2,1.0, Nonmetropolitan Counties,CO
Colorado,Saguache,2,0,0,0,2,42,22,17,3,0.0, Nonmetropolitan Counties,CO
Colorado,Summit,28,1,16,0,11,222,33,178,11,0.0, Nonmetropolitan Counties,CO
Colorado,Washington,13,0,0,0,13,40,10,24,6,1.0, Nonmetropolitan Counties,CO
Delaware,New Castle County Police Department,1008,12,69,218,709,4480,1112,3016,352,3.0, Metropolitan Counties,DE
Florida,Alachua,543,1,60,74,408,1864,570,1209,85,14.0, Metropolitan Counties,FL
Florida,Baker,125,0,1,8,116,373,106,255,12,1.0, Metropolitan Counties,FL
Florida,Bay,338,6,39,24,269,2486,554,1767,165,1.0, Metropolitan Counties,FL
Florida,Brevard,806,3,133,89,581,4559,945,3309,305,21.0, Metropolitan Counties,FL
Florida,Broward,261,7,30,56,168,798,142,572,84,3.0, Metropolitan Counties,FL
Florida,Charlotte,325,0,30,25,270,2360,400,1864,96,6.0, Metropolitan Counties,FL
Florida,Citrus,419,2,49,37,331,1912,405,1400,107,15.0, Metropolitan Counties,FL
Florida,Clay,496,4,72,73,347,3259,562,2579,118,12.0, Metropolitan Counties,FL
Florida,Collier,989,2,100,163,724,4148,847,3045,256,13.0, Metropolitan Counties,FL
Florida,Escambia,1764,20,165,319,1260,9865,2193,7148,524,23.0, Metropolitan Counties,FL
Florida,Flagler,221,1,22,19,179,1623,339,1191,93,2.0, Metropolitan Counties,FL
Florida,Gadsden,114,0,9,7,98,411,192,203,16,2.0, Metropolitan Counties,FL
Florida,Gulf,58,1,5,1,51,191,76,108,7,0.0, Metropolitan Counties,FL
Florida,Hernando,472,2,43,53,374,3651,701,2742,208,19.0, Metropolitan Counties,FL
Florida,Highlands,262,4,30,30,198,1790,448,1269,73,7.0, Metropolitan Counties,FL
Florida,Hillsborough,2031,33,194,371,1433,15521,3127,11342,1052,36.0, Metropolitan Counties,FL
Florida,Indian River,240,2,17,21,200,2386,476,1803,107,5.0, Metropolitan Counties,FL
Florida,Jefferson,119,0,10,1,108,136,63,61,12,1.0, Metropolitan Counties,FL
Florida,Lake,447,6,54,39,348,2565,744,1670,151,11.0, Metropolitan Counties,FL
Florida,Lee,1522,17,154,340,1011,7006,1815,4667,524,38.0, Metropolitan Counties,FL
Florida,Leon,414,1,27,37,349,2353,567,1670,116,6.0, Metropolitan Counties,FL
Florida,Manatee,1697,12,173,213,1299,6493,1471,4725,297,24.0, Metropolitan Counties,FL
Florida,Marion,845,6,88,87,664,3918,1197,2482,239,7.0, Metropolitan Counties,FL
Florida,Martin,326,0,50,50,226,1901,327,1491,83,10.0, Metropolitan Counties,FL
Florida,Miami-Dade,6179,86,379,1661,4053,36917,5380,28314,3223,25.0, Metropolitan Counties,FL
Florida,Nassau,75,2,15,5,53,789,332,418,39,5.0, Metropolitan Counties,FL
Florida,Okaloosa,555,6,48,49,452,3110,600,2382,128,2.0, Metropolitan Counties,FL
Florida,Orange,5473,53,520,1405,3495,26313,6700,17384,2229,0.0, Metropolitan Counties,FL
Florida,Osceola,780,6,76,91,607,4595,1141,3251,203,2.0, Metropolitan Counties,FL
Florida,Palm Beach,1989,25,231,447,1286,12732,2832,8908,992,41.0, Metropolitan Counties,FL
Florida,Pasco,1405,14,123,181,1087,9252,1968,6617,667,50.0, Metropolitan Counties,FL
Florida,Pinellas,887,5,136,154,592,6011,1058,4549,404,26.0, Metropolitan Counties,FL
Florida,Polk,1291,16,85,136,1054,6791,1962,4251,578,86.0, Metropolitan Counties,FL
Florida,Santa Rosa,242,3,39,22,178,1475,346,1042,87,6.0, Metropolitan Counties,FL
Florida,Sarasota,551,5,46,72,428,4980,982,3825,173,4.0, Metropolitan Counties,FL
Florida,Seminole,560,2,81,57,420,3163,856,2144,163,3.0, Metropolitan Counties,FL
Florida,St. Johns,311,2,20,23,266,2706,467,2105,134,8.0, Metropolitan Counties,FL
Florida,St. Lucie,213,3,23,34,153,1449,353,1002,94,19.0, Metropolitan Counties,FL
Florida,Sumter,213,1,16,15,181,890,242,598,50,4.0, Metropolitan Counties,FL
Florida,Volusia,689,5,67,88,529,4113,1003,2847,263,18.0, Metropolitan Counties,FL
Florida,Wakulla,102,2,11,6,83,517,87,407,23,2.0, Metropolitan Counties,FL
Florida,Walton,172,0,14,7,151,1152,305,782,65,4.0, Metropolitan Counties,FL
Florida,Bradford,48,0,6,4,38,179,80,93,6,0.0, Nonmetropolitan Counties,FL
Florida,Calhoun,22,0,0,0,22,54,23,22,9,1.0, Nonmetropolitan Counties,FL
Florida,Columbia,277,2,17,9,249,1110,467,583,60,1.0, Nonmetropolitan Counties,FL
Florida,DeSoto,86,0,7,8,71,566,138,389,39,5.0, Nonmetropolitan Counties,FL
Florida,Dixie,66,1,5,3,57,288,129,142,17,1.0, Nonmetropolitan Counties,FL
Florida,Franklin,21,2,4,1,14,85,38,42,5,0.0, Nonmetropolitan Counties,FL
Florida,Glades,35,1,1,1,32,197,74,106,17,0.0, Nonmetropolitan Counties,FL
Florida,Hamilton,38,4,3,6,25,217,82,126,9,3.0, Nonmetropolitan Counties,FL
Florida,Hardee,47,0,8,3,36,276,88,168,20,0.0, Nonmetropolitan Counties,FL
Florida,Hendry,235,2,19,28,186,865,413,415,37,2.0, Nonmetropolitan Counties,FL
Florida,Holmes,42,2,1,1,38,182,77,89,16,0.0, Nonmetropolitan Counties,FL
