"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Wilcox","","Briggs & Eggers Orchards ","az","27197 S. Brookerson Rd.","fresh-fruits","","farm","http://www.briggs-eggers.com","-109.927245","32.455554","85643"
"Phoenix ","CitiFarms ","CitiFarms LLC ","az","2024 N.7th Street ","","CitiFarms ","farm","CitiFarms.com","-112.0658027","33.4704390","85006"
"Tucson","https://www.facebook.com/ElderberryEdibles?ref=hl","Elderberry Edibles CSA & Market Garden","az","1700 N Wentworth Rd","cut-flowers eggs herbs fresh-fruits fresh-vegetables","","farm","www.elderberryedibles.com","-110.7187690","32.2419960","85749"
"Sonoita","https://www.facebook.com/HarrisHeritageGrowers","Harris Heritage Growers","az","27811 S. Sonoita Highway","baked-goods crafts woodworking cut-flowers eggs herbs fresh-fruits fresh-vegetables nursery-stock poultry fowl","","farm","","-110.672343","31.752720","85637"
"Phoenix","Orchard Community Learning Center","Orchard Community Learning Center","az","911 West Baseline Road","coffee tea cut-flowers eggs herbs fresh-fruits fresh-vegetables","","farm","www.orchardlearningcenter.org","-112.086188","33.377375","85041"
"Tucson","","Our Garden","az","16500 N. Stallion Pl.","cut-flowers eggs herbs fresh-fruits fresh-vegetables nursery-stock nuts","","farm","www.ourgardencatalina.com","-110.896898","32.505129","85739"
"Palominas / Hereford","https://www.facebook.com/ThunderMountainAlpacaRanch","Thunder Mountain Alpaca Ranch","az","","eggs","","farm","","-110.218650","31.357113","85615"
"Gilbert","https://www.facebook.com/BackyardChickenFarmersUnite/info","Wholesale Organic Chicken Feed and Grain Buyer's Club Phoenix Arizona","az","507 E Barbarita Ave","grains flour pet-food","","farm","www.phoenixorganicfeed.com","-111.7794905","33.3628495","85234"
"Gilbert","https://www.facebook.com/TheFarmAtAgritopia","Agritopia Farm Stand","az","3000 E. Ray Road (Higley & Ray)","organic baked goods cheese eggs herbs vegetables honey meat poultry coffee beans fruits grains","https://twitter.com/AgritopiaFarm","market","http://www.thefarmatagritopia.com","-111.726215","33.321658","85233"
"Phoenix","","Ahwatukee Farmers Market","az","4700 E. Warner Rd","baked goods cheese crafts flowers eggs seafood vegetables honey jams meat plants poultry prepared soap trees coffee fruits","","market","","-111.983242","33.331331",""
"Anthem ","ww.facebook.com/Anthem-Farmers-Market-608872579141231/","Anthem Farmers Market","az","41703 N. Gavilan Peak Pkwy","baked goods cheese eggs herbs vegetables honey jams meat nuts plants poultry prepared soap coffee beans fruits grains juices mushrooms pet food","Anthemfm1","market","http://www.arizonacommunityfarmersmarkets.com/FM_Anthem.html","-112.136313","33.862997","85086"
"TUCSON","","Artisan Gift and Farmers Market","az","Bear Canyon Shopping Center, (East Tanque Verde Rd. & Catalina Hwy.)","","","market","","-110.799","32.2579",""
"Ajo ","Authentically Ajo Farmers Market","Authentically Ajo Farmers Market","az","Ajo Plaza","baked goods crafts flowers eggs herbs vegetables honey jams plants prepared soap trees coffee beans fruits grains juices pet food wild","","market","http://www.ajocsa.com (under construction)","-112.8622884","32.3726313","85321"
"Bisbee","https://www.facebook.com/pages/Bisbee-Farmers-Market/177022835686159","Bisbee Farmers Market","az","Vista Park","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat nuts plants poultry prepared soap trees coffee beans fruits grains mushrooms","","market","http://www.bisbeefarmersmarket.org","-109.878248","31.407193","85603"
"Buckeye","https://www.facebook.com/buckeyeaz.gov","Buckeye Farmer's Market","az","22865 West Lower Buckeye Road","vegetables jams fruits","https://twitter.com/buckeyeazgov","market","http://www.buckeyeaz.gov","-112.5421815","33.4205344","85326"
"Carefree ","https://www.facebook.com/Carefree-Farmers-Market-151858821512415/","Carefree Farmers Market","az","1 Sundial Circle","baked goods cheese flowers eggs seafood herbs vegetables honey jams meat nuts poultry prepared soap coffee beans fruits juices mushrooms pet food","https://twitter.com/CarefreeMarket","market","http://www.arizonacommunityfarmersmarkets.com/FM_Carefree.html","-111.9217879","33.8246683","85377"
"Tucson","","CATALINA, Saturday Market","az","16120 N. Oracle Rd.","","","market","","-110.925","32.499",""
