zip,naics,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,naics_title
29901,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
29907,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
29907,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
30319,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
30319,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
30538,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
30538,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
31319,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
31319,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
31324,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
31324,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
31405,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
31405,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
31406,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
31406,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
31558,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
31558,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32034,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32034,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32118,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32118,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32129,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32129,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32129,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32129,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32169,114119,1,0,0,0,1,0,0,0,0,0,"Other Marine Fishing"
32169,114119,1,0,0,0,1,0,0,0,0,0,"Other Marine Fishing"
32174,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32174,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32176,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32176,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32224,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32224,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32225,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32225,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32226,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32226,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32277,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32277,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32277,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32277,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32320,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32320,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32320,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32320,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32327,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32327,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32346,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32346,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32401,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32401,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32405,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
32405,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
32409,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32409,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32409,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32409,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32456,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32456,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32459,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32459,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32465,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32465,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32506,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32506,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32514,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32514,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32541,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
32541,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
32541,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32541,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32547,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32547,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32550,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32550,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32561,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32561,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32563,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32563,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32569,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32569,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32578,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32578,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32579,114119,2,2,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32579,114119,2,2,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32609,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32609,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32639,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32639,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32724,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32724,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32747,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32747,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32754,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32754,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32904,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32904,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32920,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32920,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
32931,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32931,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
32958,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
32958,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
32958,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32958,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32970,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
32970,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33016,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33016,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33021,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33021,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33024,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
33024,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
33033,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33033,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33036,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33036,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33036,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33036,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33037,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33037,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33040,114111,4,4,0,0,0,0,0,0,0,0,"Finfish Fishing"
33040,114111,4,4,0,0,0,0,0,0,0,0,"Finfish Fishing"
33040,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33040,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33041,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33041,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33043,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
33043,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
33050,114111,5,5,0,0,0,0,0,0,0,0,"Finfish Fishing"
33050,114111,5,5,0,0,0,0,0,0,0,0,"Finfish Fishing"
33050,114112,10,9,1,0,0,0,0,0,0,0,"Shellfish Fishing"
33050,114112,10,9,1,0,0,0,0,0,0,0,"Shellfish Fishing"
33050,114119,6,6,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33050,114119,6,6,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33051,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33051,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33060,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33060,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33062,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33062,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33070,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33070,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33131,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33131,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33133,114119,2,2,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33133,114119,2,2,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33144,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33144,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33145,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33145,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33166,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33166,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33178,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33178,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33304,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33304,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33315,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33315,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33411,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33411,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33411,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33411,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33413,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33413,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33414,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33414,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33414,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33414,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33417,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33417,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33431,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33431,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33435,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33435,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33441,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33441,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33458,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33458,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33467,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33467,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33478,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33478,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33570,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33570,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33609,114119,1,0,1,0,0,0,0,0,0,0,"Other Marine Fishing"
33609,114119,1,0,1,0,0,0,0,0,0,0,"Other Marine Fishing"
33611,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33611,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33619,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33619,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33626,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33626,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33704,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33704,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33708,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33708,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33713,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33713,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33755,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33755,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33772,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
33772,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
33772,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33772,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33774,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
33774,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
33776,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33776,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33884,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33884,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33919,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
33919,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
33931,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33931,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33931,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
33931,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
33955,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33955,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33956,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33956,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
33991,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33991,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
33993,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
33993,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34104,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34104,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34112,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34112,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34113,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
34113,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
34116,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34116,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34134,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34134,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34141,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34141,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34209,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34209,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34209,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34209,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34210,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34210,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34215,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34215,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34231,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34231,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34237,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34237,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34240,114119,2,2,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34240,114119,2,2,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34275,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34275,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34428,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34428,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34429,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34429,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34429,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34429,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34433,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34433,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34446,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34446,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34448,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34448,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34448,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34448,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34461,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34461,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34498,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34498,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34607,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
34607,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
34610,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34610,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34667,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
34667,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
34668,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34668,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34668,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34668,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34689,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34689,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34689,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34689,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34691,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34691,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34695,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34695,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34787,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34787,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34946,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34946,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34947,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34947,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34950,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34950,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34952,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34952,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34956,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34956,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34957,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34957,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34972,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34972,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
34983,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34983,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34997,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34997,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
34997,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
34997,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
36523,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
36523,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
36541,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
36541,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
36541,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
36541,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
36542,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
36542,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
36544,114112,6,6,0,0,0,0,0,0,0,0,"Shellfish Fishing"
36544,114112,6,6,0,0,0,0,0,0,0,0,"Shellfish Fishing"
36551,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
36551,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
36582,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
36582,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
36695,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
36695,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
36776,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
36776,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
38754,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
38754,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
38930,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
38930,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
39038,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
39038,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
39530,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
39530,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
39565,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
39565,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
39581,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
39581,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
42050,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
42050,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
42642,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
42642,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
43412,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
43412,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
43555,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
43555,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
44039,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
44039,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
44052,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
44052,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
44871,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
44871,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
47308,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
47308,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
48105,114111,1,0,0,0,1,0,0,0,0,0,"Finfish Fishing"
48105,114111,1,0,0,0,1,0,0,0,0,0,"Finfish Fishing"
49779,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
49779,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
49781,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
49781,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
49855,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
49855,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
49858,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
49858,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
49862,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
49862,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
49887,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
49887,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
