STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,longitude,latitude,state,ABBR,sq_miles,totalpop18
13,189,13189,McDuffie,McDuffie County,-82.4787331,33.4796231,Georgia,GA,266.396118284868,21498
13,025,13025,Brantley,Brantley County,-81.9829779,31.1973339,Georgia,GA,447.201661120378,18561
13,171,13171,Lamar,Lamar County,-84.1466893,33.0744405,Georgia,GA,185.834363630116,18513
13,115,13115,Floyd,Floyd County,-85.2136851,34.2636918,Georgia,GA,518.465184580466,96824
13,273,13273,Terrell,Terrell County,-84.4394464,31.7771909,Georgia,GA,337.703154877774,8859
13,063,13063,Clayton,Clayton County,-84.3555727,33.5426863,Georgia,GA,144.371046863967,278666
13,073,13073,Columbia,Columbia County,-82.2522957,33.5476313,Georgia,GA,307.602696618412,147295
13,193,13193,Macon,Macon County,-84.0512306,32.3626859,Georgia,GA,406.006460377985,13480
13,049,13049,Charlton,Charlton County,-82.1396442,30.7799036,Georgia,GA,782.389288232463,12983
13,233,13233,Polk,Polk County,-85.1883384,33.9960153,Georgia,GA,312.140570926733,41621
13,089,13089,DeKalb,DeKalb County,-84.2263432,33.7706611,Georgia,GA,271.160277155434,743187
13,227,13227,Pickens,Pickens County,-84.4903508,34.4567464,Georgia,GA,232.7121523103,30832
13,119,13119,Franklin,Franklin County,-83.2275325,34.3752657,Georgia,GA,266.477725124659,22514
13,265,13265,Taliaferro,Taliaferro County,-82.8752721,33.559319,Georgia,GA,195.347148279542,1665
13,045,13045,Carroll,Carroll County,-85.0805272,33.5822366,Georgia,GA,503.777335147547,116022
13,075,13075,Cook,Cook County,-83.4294448,31.1525157,Georgia,GA,233.20295533983,17184
13,279,13279,Toombs,Toombs County,-82.3306257,32.1178118,Georgia,GA,370.992055780876,27048
13,181,13181,Lincoln,Lincoln County,-82.4482992,33.7921507,Georgia,GA,257.297766943692,7799
13,145,13145,Harris,Harris County,-84.912432,32.7315494,Georgia,GA,472.956510469987,33590
13,251,13251,Screven,Screven County,-81.6175849,32.7447512,Georgia,GA,655.868855374885,13990
13,297,13297,Walton,Walton County,-83.731829,33.7838866,Georgia,GA,329.999888853426,90132
13,129,13129,Gordon,Gordon County,-84.8738622,34.5096669,Georgia,GA,358.654884293543,56790
13,147,13147,Hart,Hart County,-82.96329,34.3487328,Georgia,GA,256.947918618063,25631
13,293,13293,Upson,Upson County,-84.2922831,32.8818367,Georgia,GA,327.55374477178,26216
13,013,13013,Barrow,Barrow County,-83.7123025,33.9920094,Georgia,GA,162.932005923368,76887
13,183,13183,Long,Long County,-81.7428697,31.7495633,Georgia,GA,403.812150594778,18156
13,223,13223,Paulding,Paulding County,-84.8671693,33.9210299,Georgia,GA,314.341694294658,155840
13,079,13079,Crawford,Crawford County,-83.9791874,32.7094283,Georgia,GA,326.453637701375,12344
13,291,13291,Union,Union County,-83.9892568,34.833333,Georgia,GA,329.067216269951,22775
13,137,13137,Habersham,Habersham County,-83.5258749,34.6343924,Georgia,GA,279.067812653266,44289
13,319,13319,Wilkinson,Wilkinson County,-83.1755122,32.8042663,Georgia,GA,451.949872319362,9078
13,199,13199,Meriwether,Meriwether County,-84.6670579,33.0292666,Georgia,GA,505.405841278436,21113
13,053,13053,Chattahoochee,Chattahoochee County,-84.7880206,32.3474454,Georgia,GA,251.160586372315,10767
13,019,13019,Berrien,Berrien County,-83.2278695,31.2886522,Georgia,GA,457.882697105944,19025
13,113,13113,Fayette,Fayette County,-84.4939407,33.4127172,Georgia,GA,199.323412395792,111369
13,141,13141,Hancock,Hancock County,-83.0004653,33.2692195,Georgia,GA,477.816032339682,8535
13,277,13277,Tift,Tift County,-83.5259307,31.4570027,Georgia,GA,268.789120962204,40510
13,143,13143,Haralson,Haralson County,-85.2200629,33.7951646,Georgia,GA,283.175478667944,28956
13,061,13061,Clay,Clay County,-84.9925826,31.6198309,Georgia,GA,217.236854368117,3001
13,015,13015,Bartow,Bartow County,-84.8381879,34.2409175,Georgia,GA,469.476731390905,103620
13,139,13139,Hall,Hall County,-83.8184997,34.3175689,Georgia,GA,429.299324804623,195961
13,283,13283,Treutlen,Treutlen County,-82.5708819,32.4095857,Georgia,GA,202.446883826144,6777
13,037,13037,Calhoun,Calhoun County,-84.6262895,31.521279,Georgia,GA,283.577755826444,6428
13,099,13099,Early,Early County,-84.9067225,31.3241906,Georgia,GA,516.345754944728,10348
13,043,13043,Candler,Candler County,-82.0712656,32.4039497,Georgia,GA,248.857911750304,10827
13,215,13215,Muscogee,Muscogee County,-84.874946,32.510197,Georgia,GA,221.010904651909,196670
13,081,13081,Crisp,Crisp County,-83.7535309,31.9151485,Georgia,GA,280.94570643092,22846
13,261,13261,Sumter,Sumter County,-84.2042935,32.0422659,Georgia,GA,492.611442479605,30352
13,059,13059,Clarke,Clarke County,-83.3671522,33.9521852,Georgia,GA,121.032697490609,124602
13,077,13077,Coweta,Coweta County,-84.7621381,33.3528965,Georgia,GA,445.832787785202,140516
13,023,13023,Bleckley,Bleckley County,-83.3317174,32.4354034,Georgia,GA,219.131331210067,12775
13,033,13033,Burke,Burke County,-82.0001638,33.0601805,Georgia,GA,834.982525708537,22550
13,197,13197,Marion,Marion County,-84.5287354,32.3593118,Georgia,GA,367.480301973867,8484
13,159,13159,Jasper,Jasper County,-83.6891515,33.3169807,Georgia,GA,373.464435972269,13784
13,151,13151,Henry,Henry County,-84.1540207,33.4529466,Georgia,GA,326.482932757453,221307
13,003,13003,Atkinson,Atkinson County,-82.8781511,31.2968056,Georgia,GA,344.533832168392,8265
13,263,13263,Talbot,Talbot County,-84.5300288,32.7046026,Georgia,GA,394.762314602964,6378
13,085,13085,Dawson,Dawson County,-84.1732611,34.4426077,Georgia,GA,214.408293500078,23861
13,167,13167,Johnson,Johnson County,-82.6639696,32.6945842,Georgia,GA,306.592862155211,9730
13,303,13303,Washington,Washington County,-82.7981123,32.9718435,Georgia,GA,684.355662130183,20461
13,091,13091,Dodge,Dodge County,-83.1678658,32.164369,Georgia,GA,503.117041996263,20919
13,039,13039,Camden,Camden County,-81.6420193,30.913358,Georgia,GA,781.8525182019,52714
13,225,13225,Peach,Peach County,-83.8319779,32.5713241,Georgia,GA,151.318550351703,26966
13,311,13311,White,White County,-83.7434165,34.643776,Georgia,GA,242.25667174906,28928
13,163,13163,Jefferson,Jefferson County,-82.4200036,33.0581756,Georgia,GA,529.666902255816,15772
13,289,13289,Twiggs,Twiggs County,-83.4258792,32.6658469,Georgia,GA,362.634241863711,8284
13,095,13095,Dougherty,Dougherty County,-84.20904,31.5325876,Georgia,GA,334.571563913311,91049
13,047,13047,Catoosa,Catoosa County,-85.1393857,34.9002176,Georgia,GA,162.460212814668,66299
13,097,13097,Douglas,Douglas County,-84.7673139,33.7012421,Georgia,GA,201.073728218912,141840
13,211,13211,Morgan,Morgan County,-83.4994346,33.5986956,Georgia,GA,354.620692504259,18235
13,031,13031,Bulloch,Bulloch County,-81.744021,32.3917111,Georgia,GA,688.637549598973,74782
13,309,13309,Wheeler,Wheeler County,-82.7338492,32.105258,Georgia,GA,300.268352806641,7939
13,109,13109,Evans,Evans County,-81.890153,32.1530834,Georgia,GA,186.869603163833,10727
13,307,13307,Webster,Webster County,-84.5538279,32.0466911,Georgia,GA,210.263201193235,2613
13,169,13169,Jones,Jones County,-83.5621958,33.0216636,Georgia,GA,395.416669459588,28548
13,135,13135,Gwinnett,Gwinnett County,-84.023087,33.9591457,Georgia,GA,436.784662633097,902298
13,321,13321,Worth,Worth County,-83.8499598,31.5517733,Georgia,GA,574.755322015648,20656
13,229,13229,Pierce,Pierce County,-82.2103703,31.353998,Georgia,GA,343.229836594468,19164
