	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann	estimate
9196	13257	13	257	Stephens County, Georgia	4236	Household appliances and electrical and electronic goods merchant wholesalers	42	1.0	36.836501901140586	2495.2851711026706	yes
9197	13257	13	257	Stephens County, Georgia	4237	Hardware, plumbing and heating equipment and supplies merchant wholesalers	42	1.0	24.431561996779383	1229.8711755233473	yes
9198	13257	13	257	Stephens County, Georgia	4241	Paper and paper product merchant wholesalers	42	1.0	13.760317460317468	660.2301587301582	yes
9199	13257	13	257	Stephens County, Georgia	4242	Drugs and druggists' sundries merchant wholesalers	42	1.0	118.7402760351317	13200.657465495608	yes
9200	13257	13	257	Stephens County, Georgia	4243	Apparel, piece goods, and notions merchant wholesalers	42	1.0	19.14525432616675	759.2281069743054	yes
9201	13257	13	257	Stephens County, Georgia	4244	Grocery and related product merchant wholesalers	42	2.0	44.053419147224496	1844.740788415137	yes
9202	13257	13	257	Stephens County, Georgia	4245	Farm product raw material merchant wholesalers	42	1.4	19.537777777777777	1215.4936888888888	yes
9203	13257	13	257	Stephens County, Georgia	4246	Chemical and allied products merchant wholesalers	42	1.0	22.368324125230206	1341.0607734806645	yes
9204	13257	13	257	Stephens County, Georgia	4247	Petroleum and petroleum products merchant wholesalers	42	1.0	15.056043429666296	886.7488424077916	yes
9205	13257	13	257	Stephens County, Georgia	4249	Miscellaneous nondurable goods merchant wholesalers	42	1.0	60.12051395657952	1019.9627824545857	yes
9206	13257	13	257	Stephens County, Georgia	4412	Other motor vehicle dealers	44	1.8	22.682874889086058	624.8715173025729	yes
9207	13257	13	257	Stephens County, Georgia	4422	Home furnishings stores	44	1.0	10.469951272333473	246.2403898213311	yes
9208	13257	13	257	Stephens County, Georgia	4482	Shoe stores	44	2.0	25.342857142857188	255.84285714285681	yes
9209	13257	13	257	Stephens County, Georgia	4511	Sporting goods, hobby, and musical instrument stores	45	1.2	18.031145811352594	259.917113315045	yes
9210	13257	13	257	Stephens County, Georgia	4521	Department stores	45	1.0	91.92156862745102	1526.5098039215698	yes
9211	13257	13	257	Stephens County, Georgia	4529	Other general merchandise stores	45	5.2	501.41435406698616	9239.311483253608	yes
9212	13257	13	257	Stephens County, Georgia	4531	Florists	45	1.0	4.639241474231535	48.97079064077075	yes
9213	13257	13	257	Stephens County, Georgia	4532	Office supplies, stationery, and gift stores	45	1.2	15.396721311475396	202.17330210772835	yes
9214	13257	13	257	Stephens County, Georgia	4533	Used merchandise stores	45	1.2	14.325918041511406	191.9923363491219	yes
9215	13257	13	257	Stephens County, Georgia	4539	Other miscellaneous store retailers	45	1.4	24.22921672272942	279.49375300336345	yes
9216	13257	13	257	Stephens County, Georgia	4541	Electronic shopping and mail-order houses	45	1.0	25.428460342146245	692.2511664074658	yes
9217	13257	13	257	Stephens County, Georgia	4842	Specialized freight trucking	48	1.0	20.43252645310909	706.6937237280744	yes
9218	13257	13	257	Stephens County, Georgia	4859	Other transit and ground passenger transportation	48	1.0	13.464227830516325	269.606853438296	yes
9219	13257	13	257	Stephens County, Georgia	4881	Support activities for air transportation	48	2.0	72.12219959266795	2461.393075356417	yes
9220	13257	13	257	Stephens County, Georgia	4885	Freight transportation arrangement	48	1.0	16.792739759627132	286.8648516065718	yes
9221	13257	13	257	Stephens County, Georgia	4922	Local messengers and local delivery	49	1.0	11.302804808242701	176.54149971379502	yes
9222	13257	13	257	Stephens County, Georgia	4931	Warehousing and storage	49	1.0	107.02842377260983	4014.9061154177434	yes
9223	13257	13	257	Stephens County, Georgia	5111	Newspaper, periodical, book, and directory publishers	51	1.0	16.90997229916898	615.5581717451514	yes
9224	13257	13	257	Stephens County, Georgia	5112	Software publishers	51	1.0	73.24092409240926	6475.221122112209	yes
9225	13257	13	257	Stephens County, Georgia	5151	Radio and television broadcasting	51	2.0	19.89556135770235	603.5522193211481	yes
9226	13257	13	257	Stephens County, Georgia	5172	Wireless telecommunications carriers (except satellite)	51	2.0	-7.955585239605985	3952.133244281182	yes
9227	13257	13	257	Stephens County, Georgia	5231	Securities and commodity contracts intermediation and brokerage	52	1.0	9.699208443271768	821.8223394898831	yes
9228	13257	13	257	Stephens County, Georgia	5239	Other financial investment activities	52	2.0	15.260585531091175	885.6133559158133	yes
9229	13257	13	257	Stephens County, Georgia	5241	Insurance carriers	52	1.0	89.8803301237964	5613.973865199448	yes
9230	13257	13	257	Stephens County, Georgia	5312	Offices of real estate agents and brokers	53	1.0	15.219345661450928	308.7721194879113	yes
9231	13257	13	257	Stephens County, Georgia	5313	Activities related to real estate	53	1.2	16.85226215644846	240.12913319238942	yes
9232	13257	13	257	Stephens County, Georgia	5321	Automotive equipment rental and leasing	53	1.0	12.043072505384078	163.87365398420616	yes
9233	13257	13	257	Stephens County, Georgia	5324	Commercial and industrial machinery and equipment rental and leasing	53	1.0	9.883647798742135	342.91194968553515	yes
9234	13257	13	257	Stephens County, Georgia	5414	Specialized design services	54	1.0	8.171532846715307	279.350364963503	yes
9235	13257	13	257	Stephens County, Georgia	5415	Computer systems design and related services	54	1.6	100.44393184796814	6354.344429881998	yes
9236	13257	13	257	Stephens County, Georgia	5416	Management, scientific, and technical consulting services	54	2.2	92.36722311972696	2888.3918865553524	yes
9237	13257	13	257	Stephens County, Georgia	5418	Advertising, public relations, and related services	54	2.0	19.10638297872347	443.11702127658657	yes
9238	13257	13	257	Stephens County, Georgia	5615	Travel arrangement and reservation services	56	1.0	28.32229965156794	1543.557491289198	yes
9239	13257	13	257	Stephens County, Georgia	5616	Investigation and security services	56	2.4	63.912328767122986	1539.419178082189	yes
9240	13257	13	257	Stephens County, Georgia	5619	Other support services	56	1.0	21.546810273405136	392.21582435791197	yes
9241	13257	13	257	Stephens County, Georgia	5622	Waste treatment and disposal	56	1.0	10.84674329501916	403.9808429118775	yes
9242	13257	13	257	Stephens County, Georgia	5629	Remediation and other waste management services	56	2.0	26.829420970266035	1056.6510172143971	yes
9243	13257	13	257	Stephens County, Georgia	6111	Elementary and secondary schools	61	2.0	60.76648779643402	1378.3403150424117	yes
9244	13257	13	257	Stephens County, Georgia	6113	Colleges, universities, and professional schools	61	1.0	546.8703208556151	27963.140374331557	yes
9245	13257	13	257	Stephens County, Georgia	6115	Technical and trade schools	61	1.0	16.563270603504222	700.0726800778712	yes
9246	13257	13	257	Stephens County, Georgia	6221	General medical and surgical hospitals	62	1.0	675.5636070853461	32595.90660225443	yes
9247	13257	13	257	Stephens County, Georgia	6231	Nursing care facilities (skilled nursing facilities)	62	1.0	80.91315417256011	2048.1719943422913	yes
9248	13257	13	257	Stephens County, Georgia	6232	Residential intellectual and developmental disability, mental health, and substance abuse facilities	62	2.2	25.41674233825197	565.8263904653801	yes
9249	13257	13	257	Stephens County, Georgia	6233	Continuing care retirement communities and assisted living facilities for the elderly	62	1.4	41.24536524379351	726.080907304874	yes
9250	13257	13	257	Stephens County, Georgia	6241	Individual and family services	62	1.2	19.699999999999964	300.4325581395343	yes
9251	13257	13	257	Stephens County, Georgia	6242	Community food and housing, and emergency and other relief services	62	1.0	23.205173951828723	643.9348795718108	yes
9252	13257	13	257	Stephens County, Georgia	6243	Vocational rehabilitation services	62	1.0	32.37075471698113	537.6094339622641	yes
9253	13257	13	257	Stephens County, Georgia	7115	Independent artists, writers, and performers	71	1.0	0.215002953337269	80.94506792675725	yes
9254	13257	13	257	Stephens County, Georgia	7121	Museums, historical sites, and similar institutions	71	1.0	15.573170731707316	290.19512195122	yes
9255	13257	13	257	Stephens County, Georgia	7223	Special food services	72	2.6	104.51788331071907	1710.471207598375	yes
9256	13257	13	257	Stephens County, Georgia	8112	Electronic and precision equipment repair and maintenance	81	1.0	10.198547215496367	387.5714285714288	yes
9257	13257	13	257	Stephens County, Georgia	8113	Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance	81	1.4	26.081818181818143	898.126446280991	yes
9258	13257	13	257	Stephens County, Georgia	8123	Drycleaning and laundry services	81	1.6	28.23470730862489	607.0977485278834	yes
9259	13257	13	257	Stephens County, Georgia	8129	Other personal services	81	1.25	18.869194833745524	113.21688650728146	yes
9260	13257	13	257	Stephens County, Georgia	8132	Grantmaking and giving services	81	1.6	12.92012012012008	459.9111111111108	yes
9261	13257	13	257	Stephens County, Georgia	8133	Social advocacy organizations	81	1.2	9.658499037844765	207.6838999358566	yes
9262	13257	13	257	Stephens County, Georgia	8139	Business, professional, labor, political, and similar organizations	81	2.4	24.577086280056495	390.06506364921944	yes
9263	13259	13	259	Stewart County, Georgia	1133	Logging	11	2.0	25.72438803263827	865.4415231187699	yes
9264	13259	13	259	Stewart County, Georgia	1142	Hunting and trapping	11	1.0	5.276315789473684	116.13157894736841	yes
9265	13259	13	259	Stewart County, Georgia	1153	Support activities for forestry	11	1.0	7.557846978758505	312.37616003299644	yes
9266	13259	13	259	Stewart County, Georgia	2211	Electric power generation, transmission and distribution	22	1.0	48.579029733959324	4287.295774647888	yes
9267	13259	13	259	Stewart County, Georgia	2361	Residential building construction	23	1.0	14.252461951656121	275.60250671441605	yes
9268	13259	13	259	Stewart County, Georgia	2381	Foundation, structure, and building exterior contractors	23	1.0	27.049697607152417	811.4893505127516	yes
9269	13259	13	259	Stewart County, Georgia	2389	Other specialty trade contractors	23	1.0	22.94352159468446	578.2392026578074	yes
9270	13259	13	259	Stewart County, Georgia	3121	Beverage manufacturing	31	2.0	49.544943820224695	3107.362359550561	yes
9271	13259	13	259	Stewart County, Georgia	4231	Motor vehicle and motor vehicle parts and supplies merchant wholesalers	42	1.0	20.856366297302994	651.2339535856165	yes
9272	13259	13	259	Stewart County, Georgia	4245	Farm product raw material merchant wholesalers	42	1.0	13.955555555555556	868.2097777777777	yes
9273	13259	13	259	Stewart County, Georgia	4251	Wholesale electronic markets and agents and brokers	42	1.0	27.35177865612651	503.81705251270347	yes
9274	13259	13	259	Stewart County, Georgia	4411	Automobile dealers	44	1.25	32.58968609865469	1326.84136771299	yes
9275	13259	13	259	Stewart County, Georgia	4413	Automotive parts, accessories, and tire stores	44	1.8	35.8721420643729	393.49877913428463	yes
9276	13259	13	259	Stewart County, Georgia	4451	Grocery stores	44	1.75	323.99960815047046	3668.469043887152	yes
9277	13259	13	259	Stewart County, Georgia	4461	Health and personal care stores	44	1.0	31.516483516483937	534.54945054945	yes
9278	13259	13	259	Stewart County, Georgia	4529	Other general merchandise stores	45	2.2	212.1368421052634	3908.939473684219	yes
9279	13259	13	259	Stewart County, Georgia	4531	Florists	45	1.6666666666666667	7.732069123719226	81.61798440128459	yes
9280	13259	13	259	Stewart County, Georgia	4543	Direct selling establishments	45	1.0	11.972055888223574	278.6027944111781	yes
9281	13259	13	259	Stewart County, Georgia	4841	General freight trucking	48	1.8	102.61420477539431	4034.704734925108	yes
9282	13259	13	259	Stewart County, Georgia	4842	Specialized freight trucking	48	1.2	24.51903174373091	848.0324684736893	yes
9283	13259	13	259	Stewart County, Georgia	4851	Urban transit systems	48	1.0	30.428571428571427	1140.5378151260502	yes
9284	13259	13	259	Stewart County, Georgia	4854	School and employee bus transportation	48	1.0	28.093959731543627	682.3825503355705	yes
9285	13259	13	259	Stewart County, Georgia	4884	Support activities for road transportation	48	1.0	15.212527964205815	440.6017897091724	yes
9286	13259	13	259	Stewart County, Georgia	5221	Depository credit intermediation	52	2.0	165.7608695652174	5340.808695652148	yes
9287	13259	13	259	Stewart County, Georgia	5241	Insurance carriers	52	1.0	89.8803301237964	5613.973865199448	yes
9288	13259	13	259	Stewart County, Georgia	5242	Agencies, brokerages, and other insurance related activities	52	1.2	43.798260869564864	1195.1999999999675	yes
9289	13259	13	259	Stewart County, Georgia	5312	Offices of real estate agents and brokers	53	1.6	24.350953058321487	494.0353911806581	yes
9290	13259	13	259	Stewart County, Georgia	5412	Accounting, tax preparation, bookkeeping, and payroll services	54	1.0	114.17211019596706	3005.814257313259	yes
9291	13259	13	259	Stewart County, Georgia	5415	Computer systems design and related services	54	1.0	62.77745740498008	3971.4652686762483	yes
9292	13259	13	259	Stewart County, Georgia	5416	Management, scientific, and technical consulting services	54	1.0	41.98510141805771	1312.9054029797057	yes
9293	13259	13	259	Stewart County, Georgia	5612	Facilities support services	56	1.0	174.81064162754305	5643.583724569641	yes
9294	13259	13	259	Stewart County, Georgia	5617	Services to buildings and dwellings	56	1.0	95.09665071770341	1528.2947368421037	yes
9295	13259	13	259	Stewart County, Georgia	6111	Elementary and secondary schools	61	1.0	30.38324389821701	689.1701575212059	yes
9296	13259	13	259	Stewart County, Georgia	6212	Offices of dentists	62	1.0	13.868794326240955	423.6418439716213	yes
9297	13259	13	259	Stewart County, Georgia	6213	Offices of other health practitioners	62	1.0	46.54168629298151	1328.0320301460317	yes
9298	13259	13	259	Stewart County, Georgia	6214	Outpatient care centers	62	1.6	83.128624535316	3712.2468401486985	yes
9299	13259	13	259	Stewart County, Georgia	6221	General medical and surgical hospitals	62	1.0	675.5636070853461	32595.90660225443	yes
9300	13259	13	259	Stewart County, Georgia	6231	Nursing care facilities (skilled nursing facilities)	62	1.0	80.91315417256011	2048.1719943422913	yes
9301	13259	13	259	Stewart County, Georgia	6241	Individual and family services	62	2.0	32.83333333333327	500.7209302325571	yes
