,ZCTA5,STATE,COUNTY,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,COPOP,COHU,COAREA,COAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,COPOPPCT,COHUPCT,COAREAPCT,COAREALANDPCT,ZCTA5CE10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,lat,lon,OBJECTID,STATEFP10,GEOID10,NAME10,NAMELSAD10,totpop10,Reg_Comm,Acres,Sq_Miles,Label
230,30233,13,151,13151,857,291,14531736,14499843,23218,9242,414085948,403310013,203922,76533,845752075,834304554,3.69,3.15,3.51,3.6,0.42,0.38,1.72,1.74,30233,B5,G6350,S,401569463,12534922,33.2921568,-83.9695442,33.2921568,-83.9695442,42,13,13151,Henry,Henry County,203922,Atlanta Regional Commission,208948,326.4809876,HENRY
231,30233,13,171,13171,565,243,11880501,11580877,23218,9242,414085948,403310013,18317,7474,481308642,475262611,2.43,2.63,2.87,2.87,3.08,3.25,2.47,2.44,30233,B5,G6350,S,401569463,12534922,33.2921568,-83.9695442,33.2921568,-83.9695442,61,13,13171,Lamar,Lamar County,18317,Three Rivers,118910,185.7969971,LAMAR
232,30233,13,207,13207,2115,1009,21379440,19783719,23218,9242,414085948,403310013,26424,10710,1030326050,1024750743,9.11,10.92,5.16,4.91,8,9.42,2.08,1.93,30233,B5,G6350,S,401569463,12534922,33.2921568,-83.9695442,33.2921568,-83.9695442,46,13,13207,Monroe,Monroe County,26424,Middle Georgia,254551,397.7359924,MONROE
233,30233,13,217,13217,29,16,297548,254508,23218,9242,414085948,403310013,99958,38342,723119276,704894510,0.12,0.17,0.07,0.06,0.03,0.04,0.04,0.04,30233,B5,G6350,S,401569463,12534922,33.2921568,-83.9695442,33.2921568,-83.9695442,70,13,13217,Newton,Newton County,99958,Northeast Georgia,178654,279.1470032,NEWTON
234,30234,13,35,13035,1672,690,28773917,28766494,1934,783,30666251,30658828,23655,9357,487024429,477576117,86.45,88.12,93.83,93.83,7.07,7.37,5.91,6.02,30234,B5,G6350,S,30124505,520616,33.3238842,-84.0309638,33.3238842,-84.0309638,128,13,13035,Butts,Butts County,23655,Three Rivers,120323,188.0050049,BUTTS
235,30234,13,151,13151,262,93,1892334,1892334,1934,783,30666251,30658828,203922,76533,845752075,834304554,13.55,11.88,6.17,6.17,0.13,0.12,0.22,0.23,30234,B5,G6350,S,30124505,520616,33.3238842,-84.0309638,33.3238842,-84.0309638,42,13,13151,Henry,Henry County,203922,Atlanta Regional Commission,208948,326.4809876,HENRY
236,30236,13,63,13063,43503,17825,77697973,74531766,46434,18927,87620574,83389301,259424,104705,373816856,366664243,93.69,94.18,88.68,89.38,16.77,17.02,20.79,20.33,30236,B5,G6350,S,83419126,4197288,33.5244777,-84.325439,33.5244777,-84.325439,33,13,13063,Clayton,Clayton County,259424,Atlanta Regional Commission,92354.10156,144.3029938,CLAYTON
237,30236,13,151,13151,2931,1102,9922601,8857535,46434,18927,87620574,83389301,203922,76533,845752075,834304554,6.31,5.82,11.32,10.62,1.44,1.44,1.17,1.06,30236,B5,G6350,S,83419126,4197288,33.5244777,-84.325439,33.5244777,-84.325439,42,13,13151,Henry,Henry County,203922,Atlanta Regional Commission,208948,326.4809876,HENRY
238,30238,13,63,13063,33979,12919,37939998,37565459,34713,13200,44123604,43703050,259424,104705,373816856,366664243,97.89,97.87,85.99,85.96,13.1,12.34,10.15,10.25,30238,B5,G6350,S,43739507,399098,33.4932937,-84.3791603,33.4932937,-84.3791603,33,13,13063,Clayton,Clayton County,259424,Atlanta Regional Commission,92354.10156,144.3029938,CLAYTON
239,30238,13,113,13113,734,281,6183606,6137591,34713,13200,44123604,43703050,106567,40793,516240808,503344101,2.11,2.13,14.01,14.04,0.69,0.69,1.2,1.22,30238,B5,G6350,S,43739507,399098,33.4932937,-84.3791603,33.4932937,-84.3791603,6,13,13113,Fayette,Fayette County,106567,Atlanta Regional Commission,127543,199.2859955,FAYETTE
240,30240,13,285,13285,30014,12541,432737226,361530187,30014,12541,432737226,361530187,67044,28046,1155036004,1072223976,100,100,100,100,44.77,44.72,37.47,33.72,30240,B5,G6350,S,361460658,71158861,33.0367635,-85.1200916,33.0367635,-85.1200916,86,13,13285,Troup,Troup County,67044,Three Rivers,285404,445.9429932,TROUP
241,30241,13,285,13285,23176,9590,292072927,288440397,23176,9590,292072927,288440397,67044,28046,1155036004,1072223976,100,100,100,100,34.57,34.19,25.29,26.9,30241,B5,G6350,S,288440496,3632529,33.0223154,-84.9495157,33.0223154,-84.9495157,86,13,13285,Troup,Troup County,67044,Three Rivers,285404,445.9429932,TROUP
242,30248,13,35,13035,167,70,10602110,10564961,23249,8290,184422645,182783894,23655,9357,487024429,477576117,0.72,0.84,5.75,5.78,0.71,0.75,2.18,2.21,30248,B5,G6350,S,178021920,6382230,33.3515764,-84.1059588,33.3515764,-84.1059588,128,13,13035,Butts,Butts County,23655,Three Rivers,120323,188.0050049,BUTTS
243,30248,13,151,13151,22408,7900,157964114,156467918,23249,8290,184422645,182783894,203922,76533,845752075,834304554,96.38,95.3,85.65,85.6,10.99,10.32,18.68,18.75,30248,B5,G6350,S,178021920,6382230,33.3515764,-84.1059588,33.3515764,-84.1059588,42,13,13151,Henry,Henry County,203922,Atlanta Regional Commission,208948,326.4809876,HENRY
244,30248,13,255,13255,674,320,15856421,15751015,23249,8290,184422645,182783894,64073,26777,516936743,508851760,2.9,3.86,8.6,8.62,1.05,1.2,3.07,3.1,30248,B5,G6350,S,178021920,6382230,33.3515764,-84.1059588,33.3515764,-84.1059588,106,13,13255,Spalding,Spalding County,64073,Three Rivers,127712,199.5509949,SPALDING
245,30250,13,63,13063,679,19,695475,695475,679,19,695475,695475,259424,104705,373816856,366664243,100,100,100,100,0.26,0.02,0.19,0.19,30250,B5,G6350,S,696114,0,33.4365354,-84.3142126,33.4365354,-84.3142126,33,13,13063,Clayton,Clayton County,259424,Atlanta Regional Commission,92354.10156,144.3029938,CLAYTON
246,30251,13,199,13199,2342,1003,89874875,89403529,2342,1003,89874875,89403529,21992,9957,1308995757,1298161653,100,100,100,100,10.65,10.07,6.87,6.89,30251,B5,G6350,S,89403399,471342,33.1981745,-84.6981121,33.1981745,-84.6981121,69,13,13199,Meriwether,Meriwether County,21992,Three Rivers,323414,505.3340149,MERIWETHER
247,30252,13,151,13151,41130,14514,232505517,229286689,41428,14627,239484349,236240877,203922,76533,845752075,834304554,99.28,99.23,97.09,97.06,20.17,18.96,27.49,27.48,30252,B5,G6350,S,236220531,3240490,33.473512,-84.0571651,33.473512,-84.0571651,42,13,13151,Henry,Henry County,203922,Atlanta Regional Commission,208948,326.4809876,HENRY
248,30252,13,247,13247,298,113,6978832,6954188,41428,14627,239484349,236240877,85215,33272,342131629,336161686,0.72,0.77,2.91,2.94,0.35,0.34,2.04,2.07,30252,B5,G6350,S,236220531,3240490,33.473512,-84.0571651,33.473512,-84.0571651,21,13,13247,Rockdale,Rockdale County,85215,Atlanta Regional Commission,84525.70313,132.0709992,ROCKDALE
249,30253,13,151,13151,49380,19117,126948106,125672145,49380,19117,126948106,125672145,203922,76533,845752075,834304554,100,100,100,100,24.22,24.98,15.01,15.06,30253,B5,G6350,S,125363100,1551719,33.4489262,-84.1835701,33.4489262,-84.1835701,42,13,13151,Henry,Henry County,203922,Atlanta Regional Commission,208948,326.4809876,HENRY
250,30256,13,231,13231,2213,856,69044285,68123272,2826,1120,90050513,88966934,17869,6820,568256238,559659405,78.31,76.43,76.67,76.57,12.38,12.55,12.15,12.17,30256,B5,G6350,S,88966941,1083568,33.0074841,-84.3099003,33.0074841,-84.3099003,150,13,13231,Pike,Pike County,17869,Three Rivers,140392,219.3630066,PIKE
251,30256,13,293,13293,613,264,21006228,20843662,2826,1120,90050513,88966934,27153,12161,848360429,837697129,21.69,23.57,23.33,23.43,2.26,2.17,2.48,2.49,30256,B5,G6350,S,88966941,1083568,33.0074841,-84.3099003,33.0074841,-84.3099003,115,13,13293,Upson,Upson County,27153,Three Rivers,209593,327.4890137,UPSON
252,30257,13,171,13171,3738,1562,106502445,104586058,4138,1709,116624515,114434088,18317,7474,481308642,475262611,90.33,91.4,91.32,91.39,20.41,20.9,22.13,22.01,30257,B5,G6350,S,114432603,2190419,33.1434143,-84.1862196,33.1434143,-84.1862196,61,13,13171,Lamar,Lamar County,18317,Three Rivers,118910,185.7969971,LAMAR
253,30257,13,231,13231,400,147,10122070,9848030,4138,1709,116624515,114434088,17869,6820,568256238,559659405,9.67,8.6,8.68,8.61,2.24,2.16,1.78,1.76,30257,B5,G6350,S,114432603,2190419,33.1434143,-84.1862196,33.1434143,-84.1862196,150,13,13231,Pike,Pike County,17869,Three Rivers,140392,219.3630066,PIKE
254,30258,13,231,13231,1959,777,82260997,81178930,2622,1062,147102004,144866774,17869,6820,568256238,559659405,74.71,73.16,55.92,56.04,10.96,11.39,14.48,14.51,30258,B5,G6350,S,144866790,2235240,32.9724881,-84.4490999,32.9724881,-84.4490999,150,13,13231,Pike,Pike County,17869,Three Rivers,140392,219.3630066,PIKE
255,30258,13,293,13293,663,285,64841007,63687844,2622,1062,147102004,144866774,27153,12161,848360429,837697129,25.29,26.84,44.08,43.96,2.44,2.34,7.64,7.6,30258,B5,G6350,S,144866790,2235240,32.9724881,-84.4490999,32.9724881,-84.4490999,115,13,13293,Upson,Upson County,27153,Three Rivers,209593,327.4890137,UPSON
256,30259,13,77,13077,3041,1230,90806490,90082531,3041,1230,90806490,90082531,127317,50171,1154660150,1141905439,100,100,100,100,2.39,2.45,7.86,7.89,30259,B5,G6350,S,90081924,723976,33.2661984,-84.7374576,33.2661984,-84.7374576,121,13,13077,Coweta,Coweta County,127317,Three Rivers,285287,445.7609863,COWETA
257,30260,13,63,13063,23244,9962,29502581,29187754,23244,9962,29502581,29187754,259424,104705,373816856,366664243,100,100,100,100,8.96,9.51,7.89,7.96,30260,B5,G6350,S,29182982,314831,33.584687,-84.3273485,33.584687,-84.3273485,33,13,13063,Clayton,Clayton County,259424,Atlanta Regional Commission,92354.10156,144.3029938,CLAYTON
258,30263,13,77,13077,52960,21382,520182195,514656402,53008,21403,522867349,517323224,127317,50171,1154660150,1141905439,99.91,99.9,99.49,99.48,41.6,42.62,45.05,45.07,30263,B5,G6350,S,517268858,5531085,33.3884148,-84.8589374,33.3884148,-84.8589374,121,13,13077,Coweta,Coweta County,127317,Three Rivers,285287,445.7609863,COWETA
259,30263,13,149,13149,48,21,2685154,2666822,53008,21403,522867349,517323224,11834,5148,779830983,766714528,0.09,0.1,0.51,0.52,0.41,0.41,0.34,0.35,30263,B5,G6350,S,517268858,5531085,33.3884148,-84.8589374,33.3884148,-84.8589374,123,13,13149,Heard,Heard County,11834,Three Rivers,192700,301.0929871,HEARD
260,30265,13,77,13077,31713,12484,111959349,110207660,31713,12484,111959349,110207660,127317,50171,1154660150,1141905439,100,100,100,100,24.91,24.88,9.7,9.65,30265,B5,G6350,S,110275366,1752026,33.418686,-84.7131335,33.418686,-84.7131335,121,13,13077,Coweta,Coweta County,127317,Three Rivers,285287,445.7609863,COWETA
261,30268,13,77,13077,2258,892,21080572,21057952,9090,3870,172148193,169338042,127317,50171,1154660150,1141905439,24.84,23.05,12.25,12.44,1.77,1.78,1.83,1.84,30268,B5,G6350,S,169359069,2780561,33.54643,-84.7226317,33.54643,-84.7226317,121,13,13077,Coweta,Coweta County,127317,Three Rivers,285287,445.7609863,COWETA
262,30268,13,121,13121,6832,2978,151067621,148280090,9090,3870,172148193,169338042,920581,437105,1383894532,1363977166,75.16,76.95,87.75,87.56,0.74,0.68,10.92,10.87,30268,B5,G6350,S,169359069,2780561,33.54643,-84.7226317,33.54643,-84.7226317,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
263,30269,13,113,13113,35069,13845,67377462,64964461,35069,13845,67377462,64964461,106567,40793,516240808,503344101,100,100,100,100,32.91,33.94,13.05,12.91,30269,B5,G6350,S,64977775,2399678,33.3919043,-84.5706105,33.3919043,-84.5706105,6,13,13113,Fayette,Fayette County,106567,Atlanta Regional Commission,127543,199.2859955,FAYETTE
264,30273,13,63,13063,13847,5405,15111549,15009184,14709,5716,17048900,16893304,259424,104705,373816856,366664243,94.14,94.56,88.64,88.85,5.34,5.16,4.04,4.09,30273,B5,G6350,S,16897759,155595,33.5837982,-84.2710272,33.5837982,-84.2710272,33,13,13063,Clayton,Clayton County,259424,Atlanta Regional Commission,92354.10156,144.3029938,CLAYTON
265,30273,13,151,13151,862,311,1937351,1884120,14709,5716,17048900,16893304,203922,76533,845752075,834304554,5.86,5.44,11.36,11.15,0.42,0.41,0.23,0.23,30273,B5,G6350,S,16897759,155595,33.5837982,-84.2710272,33.5837982,-84.2710272,42,13,13151,Henry,Henry County,203922,Atlanta Regional Commission,208948,326.4809876,HENRY
266,30274,13,63,13063,31893,13148,27503925,27349189,31893,13148,27503925,27349189,259424,104705,373816856,366664243,100,100,100,100,12.29,12.56,7.36,7.46,30274,B5,G6350,S,27346871,154735,33.5545615,-84.3996872,33.5545615,-84.3996872,33,13,13063,Clayton,Clayton County,259424,Atlanta Regional Commission,92354.10156,144.3029938,CLAYTON
267,30275,13,77,13077,19,13,277620,277620,19,13,277620,277620,127317,50171,1154660150,1141905439,100,100,100,100,0.01,0.03,0.02,0.02,30275,B5,G6350,S,277620,0,33.4371235,-84.8741834,33.4371235,-84.8741834,121,13,13077,Coweta,Coweta County,127317,Three Rivers,285287,445.7609863,COWETA
268,30276,13,77,13077,12458,4966,198593790,195980516,13866,5449,257704454,254332954,127317,50171,1154660150,1141905439,89.85,91.14,77.06,77.06,9.79,9.9,17.2,17.16,30276,B5,G6350,S,254344633,3359812,33.26367,-84.570824,33.26367,-84.570824,121,13,13077,Coweta,Coweta County,127317,Three Rivers,285287,445.7609863,COWETA
269,30276,13,113,13113,1046,332,11609706,11308417,13866,5449,257704454,254332954,106567,40793,516240808,503344101,7.54,6.09,4.51,4.45,0.98,0.81,2.25,2.25,30276,B5,G6350,S,254344633,3359812,33.26367,-84.570824,33.26367,-84.570824,6,13,13113,Fayette,Fayette County,106567,Atlanta Regional Commission,127543,199.2859955,FAYETTE
270,30276,13,199,13199,362,151,47500958,47044021,13866,5449,257704454,254332954,21992,9957,1308995757,1298161653,2.61,2.77,18.43,18.5,1.65,1.52,3.63,3.62,30276,B5,G6350,S,254344633,3359812,33.26367,-84.570824,33.26367,-84.570824,69,13,13199,Meriwether,Meriwether County,21992,Three Rivers,323414,505.3340149,MERIWETHER
271,30277,13,77,13077,20270,7437,117157912,115192156,20270,7437,117157912,115192156,127317,50171,1154660150,1141905439,100,100,100,100,15.92,14.82,10.15,10.09,30277,B5,G6350,S,115192179,1965741,33.3753078,-84.6491964,33.3753078,-84.6491964,121,13,13077,Coweta,Coweta County,127317,Three Rivers,285287,445.7609863,COWETA
272,30281,13,63,13063,6249,2735,3109529,3100789,66140,26239,184422052,182130671,259424,104705,373816856,366664243,9.45,10.42,1.69,1.7,2.41,2.61,0.83,0.85,30281,B5,G6350,S,181938956,2543926,33.5678978,-84.193388,33.5678978,-84.193388,33,13,13063,Clayton,Clayton County,259424,Atlanta Regional Commission,92354.10156,144.3029938,CLAYTON
273,30281,13,151,13151,57247,22474,144416708,142734732,66140,26239,184422052,182130671,203922,76533,845752075,834304554,86.55,85.65,78.31,78.37,28.07,29.37,17.08,17.11,30281,B5,G6350,S,181938956,2543926,33.5678978,-84.193388,33.5678978,-84.193388,42,13,13151,Henry,Henry County,203922,Atlanta Regional Commission,208948,326.4809876,HENRY
274,30281,13,247,13247,2644,1030,36895815,36295150,66140,26239,184422052,182130671,85215,33272,342131629,336161686,4,3.93,20.01,19.93,3.1,3.1,10.78,10.8,30281,B5,G6350,S,181938956,2543926,33.5678978,-84.193388,33.5678978,-84.193388,21,13,13247,Rockdale,Rockdale County,85215,Atlanta Regional Commission,84525.70313,132.0709992,ROCKDALE
275,30284,13,255,13255,55,26,245033,241718,55,26,245033,241718,64073,26777,516936743,508851760,100,100,100,100,0.09,0.1,0.05,0.05,30284,B5,G6350,S,241717,3315,33.3428742,-84.2889591,33.3428742,-84.2889591,106,13,13255,Spalding,Spalding County,64073,Three Rivers,127712,199.5509949,SPALDING
276,30285,13,171,13171,116,41,15275771,15017398,707,287,44793840,44107477,18317,7474,481308642,475262611,16.41,14.29,34.1,34.05,0.63,0.55,3.17,3.16,30285,B5,G6350,S,44107481,686356,32.9876729,-84.2581905,32.9876729,-84.2581905,61,13,13171,Lamar,Lamar County,18317,Three Rivers,118910,185.7969971,LAMAR
277,30285,13,231,13231,116,52,3463939,3431123,707,287,44793840,44107477,17869,6820,568256238,559659405,16.41,18.12,7.73,7.78,0.65,0.76,0.61,0.61,30285,B5,G6350,S,44107481,686356,32.9876729,-84.2581905,32.9876729,-84.2581905,150,13,13231,Pike,Pike County,17869,Three Rivers,140392,219.3630066,PIKE
278,30285,13,293,13293,475,194,26054130,25658956,707,287,44793840,44107477,27153,12161,848360429,837697129,67.19,67.6,58.16,58.17,1.75,1.6,3.07,3.06,30285,B5,G6350,S,44107481,686356,32.9876729,-84.2581905,32.9876729,-84.2581905,115,13,13293,Upson,Upson County,27153,Three Rivers,209593,327.4890137,UPSON
279,30286,13,293,13293,23490,10550,509652113,502956516,23490,10550,509652113,502956516,27153,12161,848360429,837697129,100,100,100,100,86.51,86.75,60.07,60.04,30286,B5,G6350,S,502956491,6695598,32.8791672,-84.3305661,32.8791672,-84.3305661,115,13,13293,Upson,Upson County,27153,Three Rivers,209593,327.4890137,UPSON
280,30288,13,63,13063,4817,1795,5170605,5161985,8929,3343,20356224,20238627,259424,104705,373816856,366664243,53.95,53.69,25.4,25.51,1.86,1.71,1.38,1.41,30288,B5,G6350,S,20244577,117597,33.652831,-84.3271091,33.652831,-84.3271091,33,13,13063,Clayton,Clayton County,259424,Atlanta Regional Commission,92354.10156,144.3029938,CLAYTON
281,30288,13,89,13089,4112,1548,15185619,15076642,8929,3343,20356224,20238627,691893,304968,702254121,693033963,46.05,46.31,74.6,74.49,0.59,0.51,2.16,2.18,30288,B5,G6350,S,20244577,117597,33.652831,-84.3271091,33.652831,-84.3271091,138,13,13089,DeKalb,DeKalb County,691893,Atlanta Regional Commission,173496,271.0870056,DEKALB
282,30289,13,77,13077,82,38,559987,559987,82,38,559987,559987,127317,50171,1154660150,1141905439,100,100,100,100,0.06,0.08,0.05,0.05,30289,B5,G6350,S,559987,0,33.3228873,-84.6338698,33.3228873,-84.6338698,121,13,13077,Coweta,Coweta County,127317,Three Rivers,285287,445.7609863,COWETA
283,30290,13,113,13113,8286,3041,47568165,46279685,8286,3041,47568165,46279685,106567,40793,516240808,503344101,100,100,100,100,7.78,7.45,9.21,9.19,30290,B5,G6350,S,46280543,1287616,33.476407,-84.589709,33.476407,-84.589709,6,13,13113,Fayette,Fayette County,106567,Atlanta Regional Commission,127543,199.2859955,FAYETTE
284,30291,13,121,13121,21010,9624,31950144,31605281,21010,9624,31950144,31605281,920581,437105,1383894532,1363977166,100,100,100,100,2.28,2.2,2.31,2.32,30291,B5,G6350,S,31614250,344859,33.5758907,-84.5437921,33.5758907,-84.5437921,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
285,30292,13,231,13231,4150,1494,118835289,117032187,5943,2185,152741098,150622910,17869,6820,568256238,559659405,69.83,68.38,77.8,77.7,23.22,21.91,20.91,20.91,30292,B5,G6350,S,150622876,2118218,33.1684891,-84.3932248,33.1684891,-84.3932248,150,13,13231,Pike,Pike County,17869,Three Rivers,140392,219.3630066,PIKE
286,30292,13,255,13255,1793,691,33905809,33590723,5943,2185,152741098,150622910,64073,26777,516936743,508851760,30.17,31.62,22.2,22.3,2.8,2.58,6.56,6.6,30292,B5,G6350,S,150622876,2118218,33.1684891,-84.3932248,33.1684891,-84.3932248,106,13,13255,Spalding,Spalding County,64073,Three Rivers,127712,199.5509949,SPALDING
287,30293,13,199,13199,2981,1435,211280181,208501902,2981,1435,211280181,208501902,21992,9957,1308995757,1298161653,100,100,100,100,13.55,14.41,16.14,16.06,30293,B5,G6350,S,208501903,2778243,32.9766494,-84.6115051,32.9766494,-84.6115051,69,13,13199,Meriwether,Meriwether County,21992,Three Rivers,323414,505.3340149,MERIWETHER
288,30294,13,63,13063,13452,4938,30841176,30714392,39865,14764,84558234,83815584,259424,104705,373816856,366664243,33.74,33.45,36.47,36.65,5.19,4.72,8.25,8.38,30294,B5,G6350,S,83808481,743383,33.6398531,-84.2671496,33.6398531,-84.2671496,33,13,13063,Clayton,Clayton County,259424,Atlanta Regional Commission,92354.10156,144.3029938,CLAYTON
289,30294,13,89,13089,17271,6433,29089482,28662977,39865,14764,84558234,83815584,691893,304968,702254121,693033963,43.32,43.57,34.4,34.2,2.5,2.11,4.14,4.14,30294,B5,G6350,S,83808481,743383,33.6398531,-84.2671496,33.6398531,-84.2671496,138,13,13089,DeKalb,DeKalb County,691893,Atlanta Regional Commission,173496,271.0870056,DEKALB
290,30294,13,151,13151,9044,3344,23631762,23448295,39865,14764,84558234,83815584,203922,76533,845752075,834304554,22.69,22.65,27.95,27.98,4.44,4.37,2.79,2.81,30294,B5,G6350,S,83808481,743383,33.6398531,-84.2671496,33.6398531,-84.2671496,42,13,13151,Henry,Henry County,203922,Atlanta Regional Commission,208948,326.4809876,HENRY
291,30294,13,247,13247,98,49,995814,989920,39865,14764,84558234,83815584,85215,33272,342131629,336161686,0.25,0.33,1.18,1.18,0.12,0.15,0.29,0.29,30294,B5,G6350,S,83808481,743383,33.6398531,-84.2671496,33.6398531,-84.2671496,21,13,13247,Rockdale,Rockdale County,85215,Atlanta Regional Commission,84525.70313,132.0709992,ROCKDALE
292,30295,13,171,13171,95,43,2541479,2538228,4159,1660,115220185,113065700,18317,7474,481308642,475262611,2.28,2.59,2.21,2.24,0.52,0.58,0.53,0.53,30295,B5,G6350,S,113065703,2154485,33.0902786,-84.3104047,33.0902786,-84.3104047,61,13,13171,Lamar,Lamar County,18317,Three Rivers,118910,185.7969971,LAMAR
293,30295,13,231,13231,4064,1617,112678706,110527472,4159,1660,115220185,113065700,17869,6820,568256238,559659405,97.72,97.41,97.79,97.76,22.74,23.71,19.83,19.75,30295,B5,G6350,S,113065703,2154485,33.0902786,-84.3104047,33.0902786,-84.3104047,150,13,13231,Pike,Pike County,17869,Three Rivers,140392,219.3630066,PIKE
294,30296,13,63,13063,21534,8211,21879459,21587653,25840,9803,27555213,27134531,259424,104705,373816856,366664243,83.34,83.76,79.4,79.56,8.3,7.84,5.85,5.89,30296,B5,G6350,S,27121508,420681,33.5631854,-84.4411513,33.5631854,-84.4411513,33,13,13063,Clayton,Clayton County,259424,Atlanta Regional Commission,92354.10156,144.3029938,CLAYTON
295,30296,13,121,13121,4306,1592,5675754,5546878,25840,9803,27555213,27134531,920581,437105,1383894532,1363977166,16.66,16.24,20.6,20.44,0.47,0.36,0.41,0.41,30296,B5,G6350,S,27121508,420681,33.5631854,-84.4411513,33.5631854,-84.4411513,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
296,30297,13,63,13063,27188,10559,28577429,28422409,27188,10559,28577429,28422409,259424,104705,373816856,366664243,100,100,100,100,10.48,10.08,7.64,7.75,30297,B5,G6350,S,28431543,151730,33.6158406,-84.373002,33.6158406,-84.373002,33,13,13063,Clayton,Clayton County,259424,Atlanta Regional Commission,92354.10156,144.3029938,CLAYTON
297,30303,13,121,13121,5934,1749,2705518,2705518,5934,1749,2705518,2705518,920581,437105,1383894532,1363977166,100,100,100,100,0.64,0.4,0.2,0.2,30303,B5,G6350,S,2702800,0,33.7532705,-84.3899375,33.7532705,-84.3899375,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
298,30305,13,121,13121,22999,14125,16740693,16667801,22999,14125,16740693,16667801,920581,437105,1383894532,1363977166,100,100,100,100,2.5,3.23,1.21,1.22,30305,B5,G6350,S,16673368,72891,33.8356962,-84.3891162,33.8356962,-84.3891162,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
299,30306,13,89,13089,8087,4186,4915573,4896216,22246,12373,11405429,11370386,691893,304968,702254121,693033963,36.35,33.83,43.1,43.06,1.17,1.37,0.7,0.71,30306,B5,G6350,S,11323218,35042,33.7881396,-84.3526249,33.7881396,-84.3526249,138,13,13089,DeKalb,DeKalb County,691893,Atlanta Regional Commission,173496,271.0870056,DEKALB
300,30306,13,121,13121,14159,8187,6489856,6474170,22246,12373,11405429,11370386,920581,437105,1383894532,1363977166,63.65,66.17,56.9,56.94,1.54,1.87,0.47,0.47,30306,B5,G6350,S,11323218,35042,33.7881396,-84.3526249,33.7881396,-84.3526249,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
301,30307,13,89,13089,13020,6287,9770951,9761436,18004,9348,11842668,11828687,691893,304968,702254121,693033963,72.32,67.26,82.51,82.52,1.88,2.06,1.39,1.41,30307,B5,G6350,S,11822064,13981,33.7710793,-84.3336004,33.7710793,-84.3336004,138,13,13089,DeKalb,DeKalb County,691893,Atlanta Regional Commission,173496,271.0870056,DEKALB
302,30307,13,121,13121,4984,3061,2071717,2067251,18004,9348,11842668,11828687,920581,437105,1383894532,1363977166,27.68,32.74,17.49,17.48,0.54,0.7,0.15,0.15,30307,B5,G6350,S,11822064,13981,33.7710793,-84.3336004,33.7710793,-84.3336004,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
303,30308,13,121,13121,15413,11205,4130055,4130055,15413,11205,4130055,4130055,920581,437105,1383894532,1363977166,100,100,100,100,1.67,2.56,0.3,0.3,30308,B5,G6350,S,4129960,0,33.7711267,-84.3781076,33.7711267,-84.3781076,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
304,30309,13,121,13121,21845,16207,8947111,8852923,21845,16207,8947111,8852923,920581,437105,1383894532,1363977166,100,100,100,100,2.37,3.71,0.65,0.65,30309,B5,G6350,S,8852650,94189,33.7998961,-84.3858005,33.7998961,-84.3858005,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
305,30310,13,121,13121,26912,14349,22862583,22842592,26912,14349,22862583,22842592,920581,437105,1383894532,1363977166,100,100,100,100,2.92,3.28,1.65,1.67,30310,B5,G6350,S,22843904,19991,33.726586,-84.4259952,33.726586,-84.4259952,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
306,30311,13,121,13121,32218,15636,32287889,32193748,32218,15636,32287889,32193748,920581,437105,1383894532,1363977166,100,100,100,100,3.5,3.58,2.33,2.36,30311,B5,G6350,S,32193615,94141,33.7232625,-84.4759938,33.7232625,-84.4759938,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
307,30312,13,121,13121,19360,12007,8683550,8683550,19360,12007,8683550,8683550,920581,437105,1383894532,1363977166,100,100,100,100,2.1,2.75,0.63,0.64,30312,B5,G6350,S,8686380,0,33.7447238,-84.3752407,33.7447238,-84.3752407,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
308,30313,13,121,13121,9495,2856,2880070,2880070,9495,2856,2880070,2880070,920581,437105,1383894532,1363977166,100,100,100,100,1.03,0.65,0.21,0.21,30313,B5,G6350,S,2880060,0,33.7645388,-84.3973392,33.7645388,-84.3973392,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
