,ZCTA5,STATE,COUNTY,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,COPOP,COHU,COAREA,COAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,COPOPPCT,COHUPCT,COAREAPCT,COAREALANDPCT,ZCTA5CE10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,lat,lon,OBJECTID,STATEFP10,GEOID10,NAME10,NAMELSAD10,totpop10,Reg_Comm,Acres,Sq_Miles,Label
535,30581,13,241,13241,73,35,519668,519668,73,35,519668,519668,16276,12313,976121913,958276574,100,100,100,100,0.45,0.28,0.05,0.05,30581,B5,G6350,S,519667,0,34.7952483,-83.4237253,34.7952483,-83.4237253,4,13,13241,Rabun,Rabun County,16276,Georgia Mountains,241186,376.8540039,RABUN
536,30582,13,281,13281,3975,2274,81720470,81190792,4567,2657,129800870,129262026,10471,7731,445433478,431395530,87.04,85.59,62.96,62.81,37.96,29.41,18.35,18.82,30582,B5,G6350,S,129196095,518946,34.9589184,-83.9004041,34.9589184,-83.9004041,84,13,13281,Towns,Towns County,10471,Georgia Mountains,110050,171.9539948,TOWNS
537,30582,13,291,13291,592,383,48080400,48071234,4567,2657,129800870,129262026,21356,14052,852118318,833785120,12.96,14.41,37.04,37.19,2.77,2.73,5.64,5.77,30582,B5,G6350,S,129196095,518946,34.9589184,-83.9004041,34.9589184,-83.9004041,15,13,13291,Union,Union County,21356,Georgia Mountains,210522,328.9400024,UNION
538,30601,13,59,13059,20480,9508,55237342,54765866,20835,9644,61991107,61128407,116714,51068,313479727,308727523,98.3,98.59,89.11,89.59,17.55,18.62,17.62,17.74,30601,B5,G6350,S,61068327,862280,33.9991507,-83.3469925,33.9991507,-83.3469925,18,13,13059,Clarke,Clarke County,116714,Northeast Georgia,77457.20313,121.0270004,CLARKE
539,30601,13,157,13157,63,32,2702110,2334016,20835,9644,61991107,61128407,60485,23752,888623125,879722928,0.3,0.33,4.36,3.82,0.1,0.13,0.3,0.27,30601,B5,G6350,S,61068327,862280,33.9991507,-83.3469925,33.9991507,-83.3469925,157,13,13157,Jackson,Jackson County,60485,Northeast Georgia,219556,343.0559998,JACKSON
540,30601,13,195,13195,292,104,4051655,4028525,20835,9644,61991107,61128407,28120,11784,739668966,731181736,1.4,1.08,6.54,6.59,1.04,0.88,0.55,0.55,30601,B5,G6350,S,61068327,862280,33.9991507,-83.3469925,33.9991507,-83.3469925,44,13,13195,Madison,Madison County,28120,Northeast Georgia,182774,285.5849915,MADISON
541,30602,13,59,13059,2409,1,1879058,1853033,2409,1,1879058,1853033,116714,51068,313479727,308727523,100,100,100,100,2.06,0,0.6,0.6,30602,B5,G6350,S,1852216,25870,33.9445415,-83.3729367,33.9445415,-83.3729367,18,13,13059,Clarke,Clarke County,116714,Northeast Georgia,77457.20313,121.0270004,CLARKE
542,30605,13,59,13059,39745,17588,92550989,90918962,39952,17663,96638492,94864699,116714,51068,313479727,308727523,99.48,99.58,95.77,95.84,34.05,34.44,29.52,29.45,30605,B5,G6350,S,94881109,1770644,33.9059109,-83.3235769,33.9059109,-83.3235769,18,13,13059,Clarke,Clarke County,116714,Northeast Georgia,77457.20313,121.0270004,CLARKE
543,30605,13,219,13219,207,75,4087503,3945737,39952,17663,96638492,94864699,32808,12383,482701411,477308229,0.52,0.42,4.23,4.16,0.63,0.61,0.85,0.83,30605,B5,G6350,S,94881109,1770644,33.9059109,-83.3235769,33.9059109,-83.3235769,48,13,13219,Oconee,Oconee County,32808,Northeast Georgia,119267,186.3549957,OCONEE
544,30606,13,59,13059,36474,17640,60326239,59485753,40225,19040,80030028,78942956,116714,51068,313479727,308727523,90.67,92.65,75.38,75.35,31.25,34.54,19.24,19.27,30606,B5,G6350,S,78919298,1079492,33.9375514,-83.4249638,33.9375514,-83.4249638,18,13,13059,Clarke,Clarke County,116714,Northeast Georgia,77457.20313,121.0270004,CLARKE
545,30606,13,219,13219,3751,1400,19703789,19457203,40225,19040,80030028,78942956,32808,12383,482701411,477308229,9.33,7.35,24.62,24.65,11.43,11.31,4.08,4.08,30606,B5,G6350,S,78919298,1079492,33.9375514,-83.4249638,33.9375514,-83.4249638,48,13,13219,Oconee,Oconee County,32808,Northeast Georgia,119267,186.3549957,OCONEE
546,30607,13,59,13059,8055,2912,33071953,32204496,10895,4113,93110566,91671950,116714,51068,313479727,308727523,73.93,70.8,35.52,35.13,6.9,5.7,10.55,10.43,30607,B5,G6350,S,91747793,1438987,34.0173048,-83.4475511,34.0173048,-83.4475511,18,13,13059,Clarke,Clarke County,116714,Northeast Georgia,77457.20313,121.0270004,CLARKE
547,30607,13,157,13157,2840,1201,60038613,59467454,10895,4113,93110566,91671950,60485,23752,888623125,879722928,26.07,29.2,64.48,64.87,4.7,5.06,6.76,6.76,30607,B5,G6350,S,91747793,1438987,34.0173048,-83.4475511,34.0173048,-83.4475511,157,13,13157,Jackson,Jackson County,60485,Northeast Georgia,219556,343.0559998,JACKSON
548,30609,13,59,13059,1956,0,60531,60531,1956,0,60531,60531,116714,51068,313479727,308727523,100,0,100,100,1.68,0,0.02,0.02,30609,B5,G6350,S,60531,0,33.9494636,-83.3820075,33.9494636,-83.3820075,18,13,13059,Clarke,Clarke County,116714,Northeast Georgia,77457.20313,121.0270004,CLARKE
549,30619,13,219,13219,92,38,3525265,3437245,1440,639,69920122,69132389,32808,12383,482701411,477308229,6.39,5.95,5.04,4.97,0.28,0.31,0.73,0.72,30619,B5,G6350,S,69132387,787751,33.8557967,-83.2447109,33.8557967,-83.2447109,48,13,13219,Oconee,Oconee County,32808,Northeast Georgia,119267,186.3549957,OCONEE
550,30619,13,221,13221,1348,601,66394857,65695144,1440,639,69920122,69132389,14899,6484,1144873934,1137034709,93.61,94.05,94.96,95.03,9.05,9.27,5.8,5.78,30619,B5,G6350,S,69132387,787751,33.8557967,-83.2447109,33.8557967,-83.2447109,103,13,13221,Oglethorpe,Oglethorpe County,14899,Northeast Georgia,282918,442.0589905,OGLETHORPE
551,30620,13,13,13013,9867,3507,49843851,48425849,12486,4408,63862283,61575754,69367,26400,422016274,415198674,79.02,79.56,78.05,78.64,14.22,13.28,11.81,11.66,30620,B5,G6350,S,61601718,2285599,33.9294718,-83.7584221,33.9294718,-83.7584221,152,13,13013,Barrow,Barrow County,69367,Northeast Georgia,104266,162.9149933,BARROW
552,30620,13,135,13135,1967,662,8473405,8220814,12486,4408,63862283,61575754,805321,291547,1131242872,1114687261,15.75,15.02,13.27,13.35,0.24,0.23,0.75,0.74,30620,B5,G6350,S,61601718,2285599,33.9294718,-83.7584221,33.9294718,-83.7584221,72,13,13135,Gwinnett,Gwinnett County,805321,Atlanta Regional Commission,279481,436.6889954,GWINNETT
553,30620,13,297,13297,652,239,5545027,4929091,12486,4408,63862283,61575754,83768,32435,854695735,843508113,5.22,5.42,8.68,8,0.78,0.74,0.65,0.58,30620,B5,G6350,S,61601718,2285599,33.9294718,-83.7584221,33.9294718,-83.7584221,149,13,13297,Walton,Walton County,83768,Northeast Georgia,211166,329.9460144,WALTON
554,30621,13,211,13211,811,325,47551640,47077968,5109,1843,128088813,126280001,17868,7472,918463309,899630975,15.87,17.63,37.12,37.28,4.54,4.35,5.18,5.23,30621,B5,G6350,S,126361429,1727371,33.7914616,-83.4921322,33.7914616,-83.4921322,12,13,13211,Morgan,Morgan County,17868,Northeast Georgia,226933,354.5830078,MORGAN
555,30621,13,219,13219,4298,1518,80537173,79202033,5109,1843,128088813,126280001,32808,12383,482701411,477308229,84.13,82.37,62.88,62.72,13.1,12.26,16.68,16.59,30621,B5,G6350,S,126361429,1727371,33.7914616,-83.4921322,33.7914616,-83.4921322,48,13,13219,Oconee,Oconee County,32808,Northeast Georgia,119267,186.3549957,OCONEE
556,30622,13,13,13013,36,12,1298734,1294015,10344,4370,107961059,106665236,69367,26400,422016274,415198674,0.35,0.27,1.2,1.21,0.05,0.05,0.31,0.31,30622,B5,G6350,S,106666644,1295807,33.9244564,-83.517926,33.9244564,-83.517926,152,13,13013,Barrow,Barrow County,69367,Northeast Georgia,104266,162.9149933,BARROW
557,30622,13,59,13059,3814,1794,27530302,27186883,10344,4370,107961059,106665236,116714,51068,313479727,308727523,36.87,41.05,25.5,25.49,3.27,3.51,8.78,8.81,30622,B5,G6350,S,106666644,1295807,33.9244564,-83.517926,33.9244564,-83.517926,18,13,13059,Clarke,Clarke County,116714,Northeast Georgia,77457.20313,121.0270004,CLARKE
558,30622,13,157,13157,499,201,8730659,8623536,10344,4370,107961059,106665236,60485,23752,888623125,879722928,4.82,4.6,8.09,8.08,0.82,0.85,0.98,0.98,30622,B5,G6350,S,106666644,1295807,33.9244564,-83.517926,33.9244564,-83.517926,157,13,13157,Jackson,Jackson County,60485,Northeast Georgia,219556,343.0559998,JACKSON
559,30622,13,219,13219,5995,2363,70401364,69560802,10344,4370,107961059,106665236,32808,12383,482701411,477308229,57.96,54.07,65.21,65.21,18.27,19.08,14.58,14.57,30622,B5,G6350,S,106666644,1295807,33.9244564,-83.517926,33.9244564,-83.517926,48,13,13219,Oconee,Oconee County,32808,Northeast Georgia,119267,186.3549957,OCONEE
560,30623,13,211,13211,154,57,5609196,5596026,154,57,5609196,5596026,17868,7472,918463309,899630975,100,100,100,100,0.86,0.76,0.61,0.62,30623,B5,G6350,S,5596029,13165,33.7267575,-83.5418187,33.7267575,-83.5418187,12,13,13211,Morgan,Morgan County,17868,Northeast Georgia,226933,354.5830078,MORGAN
561,30624,13,105,13105,2332,1061,86088590,85180545,2611,1191,112595458,111487377,20166,9583,969215571,909228765,89.31,89.08,76.46,76.4,11.56,11.07,8.88,9.37,30624,B5,G6350,S,111487317,1108082,34.1862455,-83.0441488,34.1862455,-83.0441488,32,13,13105,Elbert,Elbert County,20166,Northeast Georgia,239539,374.2789917,ELBERT
562,30624,13,147,13147,117,53,12670472,12666160,2611,1191,112595458,111487377,25213,13007,665492104,601897046,4.48,4.45,11.25,11.36,0.46,0.41,1.9,2.1,30624,B5,G6350,S,111487317,1108082,34.1862455,-83.0441488,34.1862455,-83.0441488,145,13,13147,Hart,Hart County,25213,Georgia Mountains,164463,256.9729919,HART
563,30624,13,195,13195,162,77,13836396,13640672,2611,1191,112595458,111487377,28120,11784,739668966,731181736,6.2,6.47,12.29,12.24,0.58,0.65,1.87,1.87,30624,B5,G6350,S,111487317,1108082,34.1862455,-83.0441488,34.1862455,-83.0441488,44,13,13195,Madison,Madison County,28120,Northeast Georgia,182774,285.5849915,MADISON
564,30625,13,211,13211,1958,983,110084587,101890068,2438,1273,126118780,117464169,17868,7472,918463309,899630975,80.31,77.22,87.29,86.74,10.96,13.16,11.99,11.33,30625,B5,G6350,S,117470234,8648509,33.5202839,-83.33353,33.5202839,-83.33353,12,13,13211,Morgan,Morgan County,17868,Northeast Georgia,226933,354.5830078,MORGAN
565,30625,13,237,13237,480,290,16034193,15574101,2438,1273,126118780,117464169,21218,12804,934173666,892610760,19.69,22.78,12.71,13.26,2.26,2.26,1.72,1.74,30625,B5,G6350,S,117470234,8648509,33.5202839,-83.33353,33.5202839,-83.33353,140,13,13237,Putnam,Putnam County,21218,Middle Georgia,230824,360.6619873,PUTNAM
566,30627,13,195,13195,957,451,54848125,54117514,2273,1072,325456734,322394914,28120,11784,739668966,731181736,42.1,42.07,16.85,16.79,3.4,3.83,7.42,7.4,30627,B5,G6350,S,322394888,3061841,33.9721762,-82.9637481,33.9721762,-82.9637481,44,13,13195,Madison,Madison County,28120,Northeast Georgia,182774,285.5849915,MADISON
567,30627,13,221,13221,1316,621,270608609,268277400,2273,1072,325456734,322394914,14899,6484,1144873934,1137034709,57.9,57.93,83.15,83.21,8.83,9.58,23.64,23.59,30627,B5,G6350,S,322394888,3061841,33.9721762,-82.9637481,33.9721762,-82.9637481,103,13,13221,Oglethorpe,Oglethorpe County,14899,Northeast Georgia,282918,442.0589905,OGLETHORPE
568,30628,13,195,13195,5122,2061,87564036,86423460,6556,2610,125955403,124302583,28120,11784,739668966,731181736,78.13,78.97,69.52,69.53,18.21,17.49,11.84,11.82,30628,B5,G6350,S,124302282,1653272,34.0288753,-83.2132972,34.0288753,-83.2132972,44,13,13195,Madison,Madison County,28120,Northeast Georgia,182774,285.5849915,MADISON
569,30628,13,221,13221,1434,549,38391367,37879123,6556,2610,125955403,124302583,14899,6484,1144873934,1137034709,21.87,21.03,30.48,30.47,9.62,8.47,3.35,3.33,30628,B5,G6350,S,124302282,1653272,34.0288753,-83.2132972,34.0288753,-83.2132972,103,13,13221,Oglethorpe,Oglethorpe County,14899,Northeast Georgia,282918,442.0589905,OGLETHORPE
570,30629,13,195,13195,3623,1524,141493877,139524708,4531,1947,196277268,193636431,28120,11784,739668966,731181736,79.96,78.27,72.09,72.05,12.88,12.93,19.13,19.08,30629,B5,G6350,S,193636381,2640725,34.0769324,-83.1101166,34.0769324,-83.1101166,44,13,13195,Madison,Madison County,28120,Northeast Georgia,182774,285.5849915,MADISON
571,30629,13,221,13221,908,423,54783391,54111723,4531,1947,196277268,193636431,14899,6484,1144873934,1137034709,20.04,21.73,27.91,27.95,6.09,6.52,4.79,4.76,30629,B5,G6350,S,193636381,2640725,34.0769324,-83.1101166,34.0769324,-83.1101166,103,13,13221,Oglethorpe,Oglethorpe County,14899,Northeast Georgia,282918,442.0589905,OGLETHORPE
572,30630,13,221,13221,2438,1032,95052199,94290852,2438,1032,95052199,94290852,14899,6484,1144873934,1137034709,100,100,100,100,16.36,15.92,8.3,8.29,30630,B5,G6350,S,94290853,761347,33.9133657,-83.1472785,33.9133657,-83.1472785,103,13,13221,Oglethorpe,Oglethorpe County,14899,Northeast Georgia,282918,442.0589905,OGLETHORPE
573,30631,13,265,13265,1611,963,487131408,485281802,1767,1036,503516847,501556379,1717,1015,505947499,504031776,91.17,92.95,96.75,96.76,93.83,94.88,96.28,96.28,30631,B5,G6350,S,501555639,1960492,33.559319,-82.8752721,33.559319,-82.8752721,108,13,13265,Taliaferro,Taliaferro County,1717,Central Savannah River Area,125041,195.3769989,TALIAFERRO
574,30631,13,317,13317,156,73,16385439,16274577,1767,1036,503516847,501556379,10593,5158,1227898669,1215973866,8.83,7.05,3.25,3.24,1.47,1.42,1.33,1.34,30631,B5,G6350,S,501555639,1960492,33.559319,-82.8752721,33.559319,-82.8752721,60,13,13317,Wilkes,Wilkes County,10593,Central Savannah River Area,303489,474.2019959,WILKES
575,30633,13,11,13011,56,19,726239,724053,8474,3578,261040398,258940104,18395,7595,605763417,601112234,0.66,0.53,0.28,0.28,0.3,0.25,0.12,0.12,30633,B5,G6350,S,258943077,2097294,34.1809031,-83.2491721,34.1809031,-83.2491721,153,13,13011,Banks,Banks County,18395,Georgia Mountains,149671,233.8609924,BANKS
576,30633,13,119,13119,122,43,5065340,5046699,8474,3578,261040398,258940104,22084,10553,690105316,677273046,1.44,1.2,1.94,1.95,0.55,0.41,0.73,0.75,30633,B5,G6350,S,258943077,2097294,34.1809031,-83.2491721,34.1809031,-83.2491721,76,13,13119,Franklin,Franklin County,22084,Georgia Mountains,170525,266.4460144,FRANKLIN
577,30633,13,195,13195,8296,3516,255248819,253169352,8474,3578,261040398,258940104,28120,11784,739668966,731181736,97.9,98.27,97.78,97.77,29.5,29.84,34.51,34.62,30633,B5,G6350,S,258943077,2097294,34.1809031,-83.2491721,34.1809031,-83.2491721,44,13,13195,Madison,Madison County,28120,Northeast Georgia,182774,285.5849915,MADISON
578,30634,13,105,13105,1696,742,90805307,90057083,2281,993,125564742,124719321,20166,9583,969215571,909228765,74.35,74.72,72.32,72.21,8.41,7.74,9.37,9.9,30634,B5,G6350,S,124719249,845397,34.1956944,-82.945483,34.1956944,-82.945483,32,13,13105,Elbert,Elbert County,20166,Northeast Georgia,239539,374.2789917,ELBERT
579,30634,13,147,13147,585,251,34759435,34662238,2281,993,125564742,124719321,25213,13007,665492104,601897046,25.65,25.28,27.68,27.79,2.32,1.93,5.22,5.76,30634,B5,G6350,S,124719249,845397,34.1956944,-82.945483,34.1956944,-82.945483,145,13,13147,Hart,Hart County,25213,Georgia Mountains,164463,256.9729919,HART
580,30635,13,105,13105,16051,7738,788863553,730548000,16109,7766,793735162,735408914,20166,9583,969215571,909228765,99.64,99.64,99.39,99.34,79.59,80.75,81.39,80.35,30635,B5,G6350,S,735414742,58320385,34.1057685,-82.7931484,34.1057685,-82.7931484,32,13,13105,Elbert,Elbert County,20166,Northeast Georgia,239539,374.2789917,ELBERT
581,30635,13,147,13147,58,28,4871609,4860914,16109,7766,793735162,735408914,25213,13007,665492104,601897046,0.36,0.36,0.61,0.66,0.23,0.22,0.73,0.81,30635,B5,G6350,S,735414742,58320385,34.1057685,-82.7931484,34.1057685,-82.7931484,145,13,13147,Hart,Hart County,25213,Georgia Mountains,164463,256.9729919,HART
582,30641,13,211,13211,275,114,15434331,15266422,1810,743,89032579,88286888,17868,7472,918463309,899630975,15.19,15.34,17.34,17.29,1.54,1.53,1.68,1.7,30641,B5,G6350,S,88286883,745694,33.7783574,-83.5740249,33.7783574,-83.5740249,12,13,13211,Morgan,Morgan County,17868,Northeast Georgia,226933,354.5830078,MORGAN
583,30641,13,297,13297,1535,629,73598248,73020466,1810,743,89032579,88286888,83768,32435,854695735,843508113,84.81,84.66,82.66,82.71,1.83,1.94,8.61,8.66,30641,B5,G6350,S,88286883,745694,33.7783574,-83.5740249,33.7783574,-83.5740249,149,13,13297,Walton,Walton County,83768,Northeast Georgia,211166,329.9460144,WALTON
584,30642,13,133,13133,11001,6289,546528727,506670722,11001,6289,546528727,506670722,15994,8688,1052081403,1003453171,100,100,100,100,68.78,72.39,51.95,50.49,30642,B5,G6350,S,506637088,39858874,33.5541746,-83.1944043,33.5541746,-83.1944043,73,13,13133,Greene,Greene County,15994,Northeast Georgia,259978,406.2149963,GREENE
585,30643,13,147,13147,16382,8705,354989714,299388590,16382,8705,354989714,299388590,25213,13007,665492104,601897046,100,100,100,100,64.97,66.93,53.34,49.74,30643,B5,G6350,S,299395195,55594558,34.363471,-82.9088059,34.363471,-82.9088059,145,13,13147,Hart,Hart County,25213,Georgia Mountains,164463,256.9729919,HART
586,30646,13,59,13059,54,25,229213,229213,6946,2902,91620335,90194553,116714,51068,313479727,308727523,0.78,0.86,0.25,0.25,0.05,0.05,0.07,0.07,30646,B5,G6350,S,90194575,1425773,34.085104,-83.2993817,34.085104,-83.2993817,18,13,13059,Clarke,Clarke County,116714,Northeast Georgia,77457.20313,121.0270004,CLARKE
587,30646,13,195,13195,6892,2877,91391122,89965340,6946,2902,91620335,90194553,28120,11784,739668966,731181736,99.22,99.14,99.75,99.75,24.51,24.41,12.36,12.3,30646,B5,G6350,S,90194575,1425773,34.085104,-83.2993817,34.085104,-83.2993817,44,13,13195,Madison,Madison County,28120,Northeast Georgia,182774,285.5849915,MADISON
588,30648,13,221,13221,2988,1285,219605756,218294585,2988,1285,219605756,218294585,14899,6484,1144873934,1137034709,100,100,100,100,20.06,19.82,19.18,19.2,30648,B5,G6350,S,218294583,1311170,33.8799792,-83.0520545,33.8799792,-83.0520545,103,13,13221,Oglethorpe,Oglethorpe County,14899,Northeast Georgia,282918,442.0589905,OGLETHORPE
589,30650,13,133,13133,434,188,31087339,30504403,11708,4802,580448339,572934119,15994,8688,1052081403,1003453171,3.71,3.92,5.36,5.32,2.71,2.16,2.95,3.04,30650,B5,G6350,S,572942572,7508926,33.5836887,-83.4735445,33.5836887,-83.4735445,73,13,13133,Greene,Greene County,15994,Northeast Georgia,259978,406.2149963,GREENE
590,30650,13,211,13211,11209,4589,546274640,539363744,11708,4802,580448339,572934119,17868,7472,918463309,899630975,95.74,95.56,94.11,94.14,62.73,61.42,59.48,59.95,30650,B5,G6350,S,572942572,7508926,33.5836887,-83.4735445,33.5836887,-83.4735445,12,13,13211,Morgan,Morgan County,17868,Northeast Georgia,226933,354.5830078,MORGAN
591,30650,13,297,13297,65,25,3086360,3065972,11708,4802,580448339,572934119,83768,32435,854695735,843508113,0.56,0.52,0.53,0.54,0.08,0.08,0.36,0.36,30650,B5,G6350,S,572942572,7508926,33.5836887,-83.4735445,33.5836887,-83.4735445,149,13,13297,Walton,Walton County,83768,Northeast Georgia,211166,329.9460144,WALTON
592,30655,13,297,13297,24136,9818,225614358,223315930,24136,9818,225614358,223315930,83768,32435,854695735,843508113,100,100,100,100,28.81,30.27,26.4,26.47,30655,B5,G6350,S,223330452,2283906,33.7816885,-83.6960955,33.7816885,-83.6960955,149,13,13297,Walton,Walton County,83768,Northeast Georgia,211166,329.9460144,WALTON
593,30656,13,13,13013,117,43,897060,897060,15133,5908,182806938,180761210,69367,26400,422016274,415198674,0.77,0.73,0.49,0.5,0.17,0.16,0.21,0.22,30656,B5,G6350,S,180763430,2042750,33.8621374,-83.7161749,33.8621374,-83.7161749,152,13,13013,Barrow,Barrow County,69367,Northeast Georgia,104266,162.9149933,BARROW
594,30656,13,297,13297,15016,5865,181909878,179864150,15133,5908,182806938,180761210,83768,32435,854695735,843508113,99.23,99.27,99.51,99.5,17.93,18.08,21.28,21.32,30656,B5,G6350,S,180763430,2042750,33.8621374,-83.7161749,33.8621374,-83.7161749,149,13,13297,Walton,Walton County,83768,Northeast Georgia,211166,329.9460144,WALTON
595,30660,13,221,13221,255,138,107310193,107098119,1191,606,260158152,259547021,14899,6484,1144873934,1137034709,21.41,22.77,41.25,41.26,1.71,2.13,9.37,9.42,30660,B5,G6350,S,259546867,611127,33.7892159,-82.9518658,33.7892159,-82.9518658,103,13,13221,Oglethorpe,Oglethorpe County,14899,Northeast Georgia,282918,442.0589905,OGLETHORPE
596,30660,13,317,13317,936,468,152847959,152448902,1191,606,260158152,259547021,10593,5158,1227898669,1215973866,78.59,77.23,58.75,58.74,8.84,9.07,12.45,12.54,30660,B5,G6350,S,259546867,611127,33.7892159,-82.9518658,33.7892159,-82.9518658,60,13,13317,Wilkes,Wilkes County,10593,Central Savannah River Area,303489,474.2019959,WILKES
597,30662,13,105,13105,87,42,3458121,3443137,8537,3828,209656958,207587330,20166,9583,969215571,909228765,1.02,1.1,1.65,1.66,0.43,0.44,0.36,0.38,30662,B5,G6350,S,207586878,2070175,34.2673107,-83.1540998,34.2673107,-83.1540998,32,13,13105,Elbert,Elbert County,20166,Northeast Georgia,239539,374.2789917,ELBERT
598,30662,13,119,13119,5569,2455,112605154,111276205,8537,3828,209656958,207587330,22084,10553,690105316,677273046,65.23,64.13,53.71,53.6,25.22,23.26,16.32,16.43,30662,B5,G6350,S,207586878,2070175,34.2673107,-83.1540998,34.2673107,-83.1540998,76,13,13119,Franklin,Franklin County,22084,Georgia Mountains,170525,266.4460144,FRANKLIN
599,30662,13,147,13147,2122,987,51916256,51649390,8537,3828,209656958,207587330,25213,13007,665492104,601897046,24.86,25.78,24.76,24.88,8.42,7.59,7.8,8.58,30662,B5,G6350,S,207586878,2070175,34.2673107,-83.1540998,34.2673107,-83.1540998,145,13,13147,Hart,Hart County,25213,Georgia Mountains,164463,256.9729919,HART
600,30662,13,195,13195,759,344,41677427,41218598,8537,3828,209656958,207587330,28120,11784,739668966,731181736,8.89,8.99,19.88,19.86,2.7,2.92,5.63,5.64,30662,B5,G6350,S,207586878,2070175,34.2673107,-83.1540998,34.2673107,-83.1540998,44,13,13195,Madison,Madison County,28120,Northeast Georgia,182774,285.5849915,MADISON
601,30663,13,211,13211,3032,1236,145463240,142999151,3032,1236,145463240,142999151,17868,7472,918463309,899630975,100,100,100,100,16.97,16.54,15.84,15.9,30663,B5,G6350,S,142992651,2461104,33.6158217,-83.6008733,33.6158217,-83.6008733,12,13,13211,Morgan,Morgan County,17868,Northeast Georgia,226933,354.5830078,MORGAN
602,30664,13,265,13265,38,16,727033,720635,38,16,727033,720635,1717,1015,505947499,504031776,100,100,100,100,2.21,1.58,0.14,0.14,30664,B5,G6350,S,720635,6398,33.5562594,-82.7983192,33.5562594,-82.7983192,108,13,13265,Taliaferro,Taliaferro County,1717,Central Savannah River Area,125041,195.3769989,TALIAFERRO
603,30665,13,133,13133,80,39,6308915,6220339,80,39,6308915,6220339,15994,8688,1052081403,1003453171,100,100,100,100,0.5,0.45,0.6,0.62,30665,B5,G6350,S,6224861,88576,33.5426195,-83.0629141,33.5426195,-83.0629141,73,13,13133,Greene,Greene County,15994,Northeast Georgia,259978,406.2149963,GREENE
604,30666,13,13,13013,7153,2819,57401503,56705319,8659,3391,96246984,95069640,69367,26400,422016274,415198674,82.61,83.13,59.64,59.65,10.31,10.68,13.6,13.66,30666,B5,G6350,S,95070130,1176856,33.9620809,-83.584612,33.9620809,-83.584612,152,13,13013,Barrow,Barrow County,69367,Northeast Georgia,104266,162.9149933,BARROW
605,30666,13,157,13157,158,69,8861750,8746872,8659,3391,96246984,95069640,60485,23752,888623125,879722928,1.82,2.03,9.21,9.2,0.26,0.29,1,0.99,30666,B5,G6350,S,95070130,1176856,33.9620809,-83.584612,33.9620809,-83.584612,157,13,13157,Jackson,Jackson County,60485,Northeast Georgia,219556,343.0559998,JACKSON
606,30666,13,219,13219,1348,503,29983731,29617449,8659,3391,96246984,95069640,32808,12383,482701411,477308229,15.57,14.83,31.15,31.15,4.11,4.06,6.21,6.21,30666,B5,G6350,S,95070130,1176856,33.9620809,-83.584612,33.9620809,-83.584612,48,13,13219,Oconee,Oconee County,32808,Northeast Georgia,119267,186.3549957,OCONEE
607,30667,13,221,13221,1035,460,203022218,202348775,1035,460,203022218,202348775,14899,6484,1144873934,1137034709,100,100,100,100,6.95,7.09,17.73,17.8,30667,B5,G6350,S,202348771,673420,33.7763468,-83.1453304,33.7763468,-83.1453304,103,13,13221,Oglethorpe,Oglethorpe County,14899,Northeast Georgia,282918,442.0589905,OGLETHORPE
608,30668,13,181,13181,391,542,77946979,59324757,1924,1453,435133121,413932214,7996,4786,666397846,544880697,20.32,37.3,17.91,14.33,4.89,11.32,11.7,10.89,30668,B5,G6350,S,413932227,21200880,33.895747,-82.697208,33.895747,-82.697208,94,13,13181,Lincoln,Lincoln County,7996,Central Savannah River Area,164740,257.4060059,LINCOLN
609,30668,13,317,13317,1533,911,357186142,354607457,1924,1453,435133121,413932214,10593,5158,1227898669,1215973866,79.68,62.7,82.09,85.67,14.47,17.66,29.09,29.16,30668,B5,G6350,S,413932227,21200880,33.895747,-82.697208,33.895747,-82.697208,60,13,13317,Wilkes,Wilkes County,10593,Central Savannah River Area,303489,474.2019959,WILKES
610,30669,13,133,13133,3110,1428,277586014,276575019,3313,1530,323155859,322072496,15994,8688,1052081403,1003453171,93.87,93.33,85.9,85.87,19.44,16.44,26.38,27.56,30669,B5,G6350,S,322114657,1083710,33.6721494,-83.1209383,33.6721494,-83.1209383,73,13,13133,Greene,Greene County,15994,Northeast Georgia,259978,406.2149963,GREENE
611,30669,13,221,13221,155,74,29853140,29792528,3313,1530,323155859,322072496,14899,6484,1144873934,1137034709,4.68,4.84,9.24,9.25,1.04,1.14,2.61,2.62,30669,B5,G6350,S,322114657,1083710,33.6721494,-83.1209383,33.6721494,-83.1209383,103,13,13221,Oglethorpe,Oglethorpe County,14899,Northeast Georgia,282918,442.0589905,OGLETHORPE
612,30669,13,265,13265,48,28,15716705,15704949,3313,1530,323155859,322072496,1717,1015,505947499,504031776,1.45,1.83,4.86,4.88,2.8,2.76,3.11,3.12,30669,B5,G6350,S,322114657,1083710,33.6721494,-83.1209383,33.6721494,-83.1209383,108,13,13265,Taliaferro,Taliaferro County,1717,Central Savannah River Area,125041,195.3769989,TALIAFERRO
