	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
2549	13	13	0	Georgia	1131	Timber tract operations	11	42.8	153.8	7585.8
2550	13	13	0	Georgia	1132	Forest nurseries and gathering of forest products	11	14.6	65.6	2213.8
2551	13	13	0	Georgia	1133	Logging	11	496.6	3878.0	157004.2
2552	13	13	0	Georgia	1141	Fishing	11	8.4	5.2	255.4
2553	13	13	0	Georgia	1142	Hunting and trapping	11	25.2	160.4	3530.4
2554	13	13	0	Georgia	1151	Support activities for crop production	11	150.8	2190.6	84138.6
2555	13	13	0	Georgia	1152	Support activities for animal production	11	92.8	281.8	7057.6
2556	13	13	0	Georgia	1153	Support activities for forestry	11	118.0	839.0	33390.4
2557	13	13	0	Georgia	2111	Oil and gas extraction	21	3.2	7.0	242.2
2558	13	13	0	Georgia	2122	Metal ore mining	21	2.0	0.0	0.0
2559	13	13	0	Georgia	2123	Nonmetallic mineral mining and quarrying	21	151.4	4200.0	250073.0
2560	13	13	0	Georgia	2131	Support activities for mining	21	37.0	705.2	46658.4
2561	13	13	0	Georgia	2211	Electric power generation, transmission and distribution	22	482.2	21297.2	1913928.0
2562	13	13	0	Georgia	2212	Natural gas distribution	22	42.8	0.0	0.0
2563	13	13	0	Georgia	2213	Water, sewage and other systems	22	80.6	726.2	32840.2
2564	13	13	0	Georgia	2361	Residential building construction	23	3408.8	12645.4	708596.4
2565	13	13	0	Georgia	2362	Nonresidential building construction	23	1379.0	19803.8	1237113.0
2566	13	13	0	Georgia	2371	Utility system construction	23	655.6	13403.4	765058.2
2567	13	13	0	Georgia	2372	Land subdivision	23	194.2	942.0	45831.0
2568	13	13	0	Georgia	2373	Highway, street, and bridge construction	23	241.6	9080.0	496604.8
2569	13	13	0	Georgia	2379	Other heavy and civil engineering construction	23	96.0	1065.4	50057.4
2570	13	13	0	Georgia	2381	Foundation, structure, and building exterior contractors	23	1977.2	18482.4	816048.8
2571	13	13	0	Georgia	2382	Building equipment contractors	23	4835.8	50528.2	2463959.6
2572	13	13	0	Georgia	2383	Building finishing contractors	23	2356.4	14937.4	608671.4
2573	13	13	0	Georgia	2389	Other specialty trade contractors	23	1413.0	13404.4	596320.4
2574	13	13	0	Georgia	3111	Animal food manufacturing	31	53.6	1506.4	78523.0
2575	13	13	0	Georgia	3112	Grain and oilseed milling	31	29.2	1034.0	61434.4
2576	13	13	0	Georgia	3113	Sugar and confectionery product manufacturing	31	38.4	2205.2	107494.8
