STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,lon,lat,state,ABBR
42,007,42007,Beaver,Beaver County,-80.3507209,40.6841401,Pennsylvania,PA
42,053,42053,Forest,Forest County,-79.249705,41.513304,Pennsylvania,PA
42,117,42117,Tioga,Tioga County,-77.2572881,41.7668593,Pennsylvania,PA
42,043,42043,Dauphin,Dauphin County,-76.7926343,40.4125646,Pennsylvania,PA
42,127,42127,Wayne,Wayne County,-75.2924932,41.6466021,Pennsylvania,PA
42,059,42059,Greene,Greene County,-80.2256552,39.8477067,Pennsylvania,PA
42,065,42065,Jefferson,Jefferson County,-79.012419,41.1380282,Pennsylvania,PA
42,109,42109,Snyder,Snyder County,-77.0729288,40.7554068,Pennsylvania,PA
42,031,42031,Clarion,Clarion County,-79.4203691,41.1981594,Pennsylvania,PA
42,033,42033,Clearfield,Clearfield County,-78.473749,41.0002489,Pennsylvania,PA
42,063,42063,Indiana,Indiana County,-79.0875451,40.6514319,Pennsylvania,PA
42,099,42099,Perry,Perry County,-77.2663284,40.3977795,Pennsylvania,PA
42,023,42023,Cameron,Cameron County,-78.1983225,41.4382909,Pennsylvania,PA
42,019,42019,Butler,Butler County,-79.9189776,40.9138467,Pennsylvania,PA
42,101,42101,Philadelphia,Philadelphia County,-75.1333459,40.0093755,Pennsylvania,PA
42,057,42057,Fulton,Fulton County,-78.1226171,39.9107505,Pennsylvania,PA
42,015,42015,Bradford,Bradford County,-76.5021231,41.7915044,Pennsylvania,PA
42,061,42061,Huntingdon,Huntingdon County,-77.9685953,40.4223108,Pennsylvania,PA
42,009,42009,Bedford,Bedford County,-78.4947466,39.9986336,Pennsylvania,PA
42,073,42073,Lawrence,Lawrence County,-80.3344455,40.9927352,Pennsylvania,PA
42,035,42035,Clinton,Clinton County,-77.69636,41.262624,Pennsylvania,PA
42,037,42037,Columbia,Columbia County,-76.4042599,41.0455174,Pennsylvania,PA
42,011,42011,Berks,Berks County,-75.9268598,40.4139565,Pennsylvania,PA
42,085,42085,Mercer,Mercer County,-80.2527863,41.3000142,Pennsylvania,PA
42,107,42107,Schuylkill,Schuylkill County,-76.2177878,40.703682,Pennsylvania,PA
42,113,42113,Sullivan,Sullivan County,-76.5117166,41.4392848,Pennsylvania,PA
42,097,42097,Northumberland,Northumberland County,-76.709877,40.8515244,Pennsylvania,PA
42,021,42021,Cambria,Cambria County,-78.7104783,40.5102221,Pennsylvania,PA
42,069,42069,Lackawanna,Lackawanna County,-75.6096661,41.4402841,Pennsylvania,PA
42,131,42131,Wyoming,Wyoming County,-76.008731,41.5251726,Pennsylvania,PA
42,029,42029,Chester,Chester County,-75.749752,39.9740287,Pennsylvania,PA
42,089,42089,Monroe,Monroe County,-75.3290651,41.0562401,Pennsylvania,PA
42,133,42133,York,York County,-76.7288887,39.9217514,Pennsylvania,PA
42,047,42047,Elk,Elk County,-78.6539366,41.4273317,Pennsylvania,PA
42,025,42025,Carbon,Carbon County,-75.7050387,40.9183666,Pennsylvania,PA
42,013,42013,Blair,Blair County,-78.3095974,40.4986536,Pennsylvania,PA
42,111,42111,Somerset,Somerset County,-79.0284859,39.9812968,Pennsylvania,PA
42,049,42049,Erie,Erie County,-80.0963858,42.1179519,Pennsylvania,PA
42,051,42051,Fayette,Fayette County,-79.6401194,39.9189072,Pennsylvania,PA
42,067,42067,Juniata,Juniata County,-77.4004377,40.530673,Pennsylvania,PA
42,083,42083,McKean,McKean County,-78.5724631,41.8145902,Pennsylvania,PA
42,087,42087,Mifflin,Mifflin County,-77.6518322,40.6016153,Pennsylvania,PA
42,091,42091,Montgomery,Montgomery County,-75.3702011,40.2099992,Pennsylvania,PA
42,123,42123,Warren,Warren County,-79.2981823,41.8342984,Pennsylvania,PA
42,093,42093,Montour,Montour County,-76.6652253,41.0292837,Pennsylvania,PA
42,045,42045,Delaware,Delaware County,-75.3988178,39.9166853,Pennsylvania,PA
42,001,42001,Adams,Adams County,-77.2177296,39.8694707,Pennsylvania,PA
42,077,42077,Lehigh,Lehigh County,-75.5906269,40.6142409,Pennsylvania,PA
42,095,42095,Northampton,Northampton County,-75.3074468,40.7527913,Pennsylvania,PA
42,041,42041,Cumberland,Cumberland County,-77.2634419,40.1648047,Pennsylvania,PA
42,055,42055,Franklin,Franklin County,-77.7245208,39.9267722,Pennsylvania,PA
42,079,42079,Luzerne,Luzerne County,-75.9760345,41.1727868,Pennsylvania,PA
42,105,42105,Potter,Potter County,-77.8944358,41.7485866,Pennsylvania,PA
42,003,42003,Allegheny,Allegheny County,-79.9804515,40.4697574,Pennsylvania,PA
42,017,42017,Bucks,Bucks County,-75.10706,40.3368872,Pennsylvania,PA
42,081,42081,Lycoming,Lycoming County,-77.0552624,41.3438824,Pennsylvania,PA
42,075,42075,Lebanon,Lebanon County,-76.4648185,40.3714482,Pennsylvania,PA
