,industry_code,industry_detail,industry_region,ACID,ENRG,ETOX,EUTR,FOOD,GCC,HAPS,HAZW,HC,HNC,HRSP,HTOX,JOBS,LAND,METL,MINE,MSW,NREN,OZON,PEST,REN,SMOG,VADD,WATR
2,111200,"fresh vegetables, melons, and potatoes",us,0.007174222088873089,0.00322547925586,28.39654300364973,0.006304500564336651,0.001193615576,0.457167619856982,0.00028518973064562363,2.6454629820174e-06,1.2215917491403323e-10,5.6690648870726404e-09,0.0016892581344046104,5.778363502786157e-09,5.24846696319e-06,1.835182202269715,2.445283844656976e-06,1e-25,0.004636898228946074,1e-25,7.327267916889e-06,0.0010757156772444472,0.00322547925586,0.02145849083825163,0.604596512593,0.591334786789
4,111400,"greenhouse crops, mushrooms, nurseries, and flowers",us,0.0009520414953716246,5.123344531499e-06,0.0006769525968908309,0.00011759504377913378,0.00178635892681,0.7097496244905357,4.436491244188488e-05,4.400720174076453e-06,2.5112744476786803e-10,6.020189430580323e-10,0.00013812900510544254,8.536855044550798e-10,8.0943435191e-06,0.8537188020982439,2.5091526488408222e-08,1e-25,0.00697148612933007,1e-25,8.1900523660649e-10,3.562147905286341e-14,5.123344531499e-06,0.037800030454717075,0.534020184763,0.046370845802500005
5,111900,"tobacco, cotton, sugarcane, peanuts, sugar beets, herbs and spices, and other crops",us,0.005891038070989915,0.00586868736335,23.78666689152762,0.005383607918818344,0.000512027161083,1.0838573387768025,0.0002140582839669431,2.0009452948277138e-06,1.1918516805142574e-09,5.576367449898286e-09,0.01608405425390355,6.769682238634185e-09,6.22717390421e-06,15.967270290996595,7.3285702901814606e-09,1e-25,0.0019890975655232433,1e-25,2.6023758781180137e-09,0.000324374611221576,0.00586868736335,0.04554218754013885,0.466041894199,3.5530475251099998
9,112a00,animal farms and aquaculture ponds (except cattle and poultry),us,0.031054625210853833,1.7524615135657e-05,0.00013930489265123332,0.0022157672765815697,0.000485611717443,1.0845410944726497,1.0922441807663115e-05,1.4974894005866556e-06,6.01718448275764e-11,9.281975912981469e-11,0.001128498001456713,1.5312072861664553e-10,3.68318455328e-06,11.812431396693139,1.8395149213862695e-08,1e-25,0.0018924401971020556,1e-25,7.0400619157047e-12,3.191009719551472e-12,1.7524615135657e-05,0.011053906941359451,0.624700118936,0.45064774061240004
10,113000,timber and raw forest products,us,0.0007818341694511473,0.00024974340128628,0.8109958310649695,0.00025169816333454507,0.000742931635337,0.12820606969461168,0.00010910311320293794,2.533676549472992e-06,1.9956909947212946e-10,4.537748169838236e-10,0.0006492944365336141,6.537381001430189e-10,3.58737358141e-06,91.31941032302312,5.982538074996886e-08,1e-25,0.0029136917152034515,1e-25,3.41910474203733e-10,1.1053183339377389e-05,0.00024974340128628,0.01818619754674793,0.594258688674,0.12362489444550001
11,114000,wild-caught fish and game,us,1.900704605606845e-06,3.469488578688e-05,0.0033267181907004066,1.2760597411162027e-05,0.000216084606959,0.1938593176183039,3.581480876019921e-07,1.0973614618820975e-06,4.51639469331818e-13,1.3648260403223298e-12,2.39801497828073e-06,1.8172720448668897e-12,2.35868128165e-06,0.0025011752936504,3.166491708794897e-08,1e-25,0.0008509553713041975,1e-25,1.0789730768741302e-11,4.532876199163961e-08,3.469488578688e-05,4.290207762680194e-05,0.750106209582,0.000686540759455
12,115000,agriculture and forestry support,us,0.0018530820759153784,0.00330610235140846,1.1230465853199445,0.0009672275915317823,0.00300090428626,0.18614890965585043,1.9029183607524255e-05,2.2015834014605687e-05,5.020732712536809e-11,2.974193724069131e-10,0.0005257610252493523,3.4761841711330637e-10,4.34499351282e-06,1.2803006565864652,2.746702725965523e-07,1e-25,0.011743400421856344,1e-25,6.300540323506533e-07,3.023864556213635e-05,0.00330610235140846,0.006936429207386206,0.729046424081,0.0539775918212
13,211000,unrefined oil and gas,us,0.002174989347951198,116.26091967489637,0.0017144451570642184,0.00036057179886248144,0.000116733621088,0.44207236877528183,0.00033166020736427864,5.600829419504471e-05,5.99012742524069e-10,3.725636297569518e-09,0.00010319886118563128,4.325900056409747e-09,4.5859248552e-07,0.6190812771286269,1.3773910767217704e-08,1e-25,0.000453643606622012,116.26091485271002,1.834206743994996e-08,3.805885492589639e-12,4.82218635706e-06,0.09735334343241478,0.80670082649,0.00330005075661
14,212100,coal,us,0.0003735030301563225,372.440563105,9.396857174345395e-06,4.513488905961312e-05,0.000320337232756,1.4496184290929324,1.028732482974008e-06,1.5470759441558456e-06,4.163579418322375e-12,5.596671107259209e-12,0.0012407836878109801,9.769170859770404e-12,1.28946520039e-06,0.0645796368795466,3.2025469021883916e-07,1e-25,0.0012444300971722352,372.440563105,1.524453870538e-12,1e-25,1e-25,0.01296657060570595,0.518176120251,0.000293606536817
15,212230,"copper, nickel, lead, and zinc",us,0.0014242792646568133,0.000253172263898,0.0015095255791645564,7.451691016424115e-05,0.000318546904932,0.7444246826451535,1.8422591304925963e-05,0.00014118701844281355,9.346284900805575e-12,1.3831039453251706e-11,0.001238482924643886,2.3197343013439907e-11,1.05065538872e-06,0.0017597135951929,4.8968358988195915e-06,0.2135899582021797,0.0012374751209785102,1e-25,8.96836713910614e-10,1e-25,0.000253172263898,0.01737670396688096,0.621551711571,0.021394279305900002
16,2122a0,"iron, gold, silver, and other metal ores",us,0.001505175029617027,0.00453036668967,0.0023825967148011465,0.00022941375383923917,0.000315689683959,0.43735562776515013,3.4782179904726756e-05,0.00013139787855900376,9.049110278028489e-11,1.3760003221661517e-10,0.001400060852946135,2.2828514351154177e-10,1.35917423101e-06,0.001907732007671,2.0519755296428384e-06,0.7783236128820658,0.0012263755315154313,1e-25,1.6049005934930872e-08,1e-25,0.00453036668967,0.03599613681934134,0.544357008862,0.023277353044300002
18,2123a0,"sand, gravel, clay, phosphate, other nonmetallic minerals",us,0.001206408949470509,1.5065816754785435,0.0003004478430137991,0.00038877503176092094,0.000503311837349,0.7252562263530066,4.8713867657911284e-05,3.087992065820121e-05,6.182431841161678e-11,2.342826602418014e-10,0.0014846931694370174,2.9624726987013996e-10,2.28165563315e-06,0.07466539192909036,3.215789529487397e-07,6.904514775202507,0.0020555999131042853,1.506554514253,7.790334723616219e-10,5.3652895463937133e-11,2.716122554387e-05,0.025129438612739977,0.575054645551,0.0429511417329
19,213111,well drilling,us,0.0013063243199503527,69.53372643811,0.0010230969908966029,0.00021632061000338379,0.000336611112971,0.2873380885715349,0.00019910558374327994,9.471273310409555e-06,3.603586764636264e-10,2.242398647220779e-09,6.17847028263798e-05,2.603510123816165e-09,1.85407197051e-06,0.3703148924214068,7.785529992738198e-09,1e-25,0.001307650054975192,69.53372643811,1.0931727945733472e-08,1e-25,1e-25,0.05842140748142126,0.765296037361,0.00251378738344
20,21311a,other support activities for mining,us,0.0003263670208461744,22.588626833430183,0.0003738307986100618,5.585024880997937e-05,0.00103049987664,0.21594361055820238,6.734868471003881e-05,4.8325873912510624e-05,1.0315670053745606e-10,8.961257959663335e-10,0.0001573465578299564,9.995014081143241e-10,3.47387570268e-06,0.05127080402238692,1.279682772455746e-07,4.70283826142175,0.004003425165003211,22.588572136939,1.6435241605512469e-09,1e-25,5.46964911857e-05,0.011848644022828635,0.724927992978,0.00640844191087
