,state,county,id,abvr
1417,Mississippi,Forrest County,28035,MS
1418,Mississippi,Franklin County,28037,MS
1419,Mississippi,George County,28039,MS
1420,Mississippi,Greene County,28041,MS
1421,Mississippi,Grenada County,28043,MS
1422,Mississippi,Hancock County,28045,MS
1423,Mississippi,Harrison County,28047,MS
1424,Mississippi,Hinds County,28049,MS
1425,Mississippi,Holmes County,28051,MS
1426,Mississippi,Humphreys County,28053,MS
1427,Mississippi,Issaquena County,28055,MS
1428,Mississippi,Itawamba County,28057,MS
1429,Mississippi,Jackson County,28059,MS
1430,Mississippi,Jasper County,28061,MS
1431,Mississippi,Jefferson County,28063,MS
1432,Mississippi,Jefferson Davis County,28065,MS
1433,Mississippi,Jones County,28067,MS
1434,Mississippi,Kemper County,28069,MS
1435,Mississippi,Lafayette County,28071,MS
1436,Mississippi,Lamar County,28073,MS
1437,Mississippi,Lauderdale County,28075,MS
1438,Mississippi,Lawrence County,28077,MS
1439,Mississippi,Leake County,28079,MS
1440,Mississippi,Lee County,28081,MS
1441,Mississippi,Leflore County,28083,MS
1442,Mississippi,Lincoln County,28085,MS
1443,Mississippi,Lowndes County,28087,MS
1444,Mississippi,Madison County,28089,MS
1445,Mississippi,Marion County,28091,MS
1446,Mississippi,Marshall County,28093,MS
1447,Mississippi,Monroe County,28095,MS
1448,Mississippi,Montgomery County,28097,MS
1449,Mississippi,Neshoba County,28099,MS
1450,Mississippi,Newton County,28101,MS
1451,Mississippi,Noxubee County,28103,MS
1452,Mississippi,Oktibbeha County,28105,MS
1453,Mississippi,Panola County,28107,MS
1454,Mississippi,Pearl River County,28109,MS
1455,Mississippi,Perry County,28111,MS
1456,Mississippi,Pike County,28113,MS
1457,Mississippi,Pontotoc County,28115,MS
1458,Mississippi,Prentiss County,28117,MS
1459,Mississippi,Quitman County,28119,MS
1460,Mississippi,Rankin County,28121,MS
1461,Mississippi,Scott County,28123,MS
1462,Mississippi,Sharkey County,28125,MS
1463,Mississippi,Simpson County,28127,MS
1464,Mississippi,Smith County,28129,MS
1465,Mississippi,Stone County,28131,MS
1466,Mississippi,Sunflower County,28133,MS
1467,Mississippi,Tallahatchie County,28135,MS
1468,Mississippi,Tate County,28137,MS
1469,Mississippi,Tippah County,28139,MS
1470,Mississippi,Tishomingo County,28141,MS
1471,Mississippi,Tunica County,28143,MS
1472,Mississippi,Union County,28145,MS
1473,Mississippi,Walthall County,28147,MS
1474,Mississippi,Warren County,28149,MS
1475,Mississippi,Washington County,28151,MS
1476,Mississippi,Wayne County,28153,MS
1477,Mississippi,Webster County,28155,MS
1478,Mississippi,Wilkinson County,28157,MS
1479,Mississippi,Winston County,28159,MS
1480,Mississippi,Yalobusha County,28161,MS
1481,Mississippi,Yazoo County,28163,MS
1482,Missouri,Adair County,29001,MO
1483,Missouri,Andrew County,29003,MO
1484,Missouri,Atchison County,29005,MO
1485,Missouri,Audrain County,29007,MO
1486,Missouri,Barry County,29009,MO
1487,Missouri,Barton County,29011,MO
1488,Missouri,Bates County,29013,MO
1489,Missouri,Benton County,29015,MO
1490,Missouri,Bollinger County,29017,MO
1491,Missouri,Boone County,29019,MO
1492,Missouri,Buchanan County,29021,MO
1493,Missouri,Butler County,29023,MO
1494,Missouri,Caldwell County,29025,MO
1495,Missouri,Callaway County,29027,MO
1496,Missouri,Camden County,29029,MO
1497,Missouri,Cape Girardeau County,29031,MO
1498,Missouri,Carroll County,29033,MO
1499,Missouri,Carter County,29035,MO
1500,Missouri,Cass County,29037,MO
1501,Missouri,Cedar County,29039,MO
1502,Missouri,Chariton County,29041,MO
1503,Missouri,Christian County,29043,MO
1504,Missouri,Clark County,29045,MO
1505,Missouri,Clay County,29047,MO
1506,Missouri,Clinton County,29049,MO
1507,Missouri,Cole County,29051,MO
1508,Missouri,Cooper County,29053,MO
1509,Missouri,Crawford County,29055,MO
1510,Missouri,Dade County,29057,MO
1511,Missouri,Dallas County,29059,MO
1512,Missouri,Daviess County,29061,MO
1513,Missouri,DeKalb County,29063,MO
1514,Missouri,Dent County,29065,MO
1515,Missouri,Douglas County,29067,MO
1516,Missouri,Dunklin County,29069,MO
1517,Missouri,Franklin County,29071,MO
1518,Missouri,Gasconade County,29073,MO
1519,Missouri,Gentry County,29075,MO
1520,Missouri,Greene County,29077,MO
1521,Missouri,Grundy County,29079,MO
1522,Missouri,Harrison County,29081,MO
1523,Missouri,Henry County,29083,MO
1524,Missouri,Hickory County,29085,MO
1525,Missouri,Holt County,29087,MO
1526,Missouri,Howard County,29089,MO
1527,Missouri,Howell County,29091,MO
1528,Missouri,Iron County,29093,MO
1529,Missouri,Jackson County,29095,MO
1530,Missouri,Jasper County,29097,MO
1531,Missouri,Jefferson County,29099,MO
1532,Missouri,Johnson County,29101,MO
1533,Missouri,Knox County,29103,MO
1534,Missouri,Laclede County,29105,MO
1535,Missouri,Lafayette County,29107,MO
1536,Missouri,Lawrence County,29109,MO
1537,Missouri,Lewis County,29111,MO
1538,Missouri,Lincoln County,29113,MO
1539,Missouri,Linn County,29115,MO
1540,Missouri,Livingston County,29117,MO
1541,Missouri,McDonald County,29119,MO
1542,Missouri,Macon County,29121,MO
1543,Missouri,Madison County,29123,MO
1544,Missouri,Maries County,29125,MO
1545,Missouri,Marion County,29127,MO
1546,Missouri,Mercer County,29129,MO
1547,Missouri,Miller County,29131,MO
1548,Missouri,Mississippi County,29133,MO
1549,Missouri,Moniteau County,29135,MO
1550,Missouri,Monroe County,29137,MO
1551,Missouri,Montgomery County,29139,MO
1552,Missouri,Morgan County,29141,MO
1553,Missouri,New Madrid County,29143,MO
1554,Missouri,Newton County,29145,MO
1555,Missouri,Nodaway County,29147,MO
1556,Missouri,Oregon County,29149,MO
1557,Missouri,Osage County,29151,MO
1558,Missouri,Ozark County,29153,MO
1559,Missouri,Pemiscot County,29155,MO
1560,Missouri,Perry County,29157,MO
1561,Missouri,Pettis County,29159,MO
1562,Missouri,Phelps County,29161,MO
1563,Missouri,Pike County,29163,MO
1564,Missouri,Platte County,29165,MO
1565,Missouri,Polk County,29167,MO
1566,Missouri,Pulaski County,29169,MO
1567,Missouri,Putnam County,29171,MO
1568,Missouri,Ralls County,29173,MO
1569,Missouri,Randolph County,29175,MO
1570,Missouri,Ray County,29177,MO
1571,Missouri,Reynolds County,29179,MO
1572,Missouri,Ripley County,29181,MO
1573,Missouri,St. Charles County,29183,MO
1574,Missouri,St. Clair County,29185,MO
1575,Missouri,Ste. Genevieve County,29186,MO
1576,Missouri,St. Francois County,29187,MO
1577,Missouri,St. Louis County,29189,MO
1578,Missouri,Saline County,29195,MO
1579,Missouri,Schuyler County,29197,MO
1580,Missouri,Scotland County,29199,MO
1581,Missouri,Scott County,29201,MO
1582,Missouri,Shannon County,29203,MO
1583,Missouri,Shelby County,29205,MO
1584,Missouri,Stoddard County,29207,MO
1585,Missouri,Stone County,29209,MO
1586,Missouri,Sullivan County,29211,MO
1587,Missouri,Taney County,29213,MO
1588,Missouri,Texas County,29215,MO
1589,Missouri,Vernon County,29217,MO
1590,Missouri,Warren County,29219,MO
1591,Missouri,Washington County,29221,MO
1592,Missouri,Wayne County,29223,MO
1593,Missouri,Webster County,29225,MO
1594,Missouri,Worth County,29227,MO
1595,Missouri,Wright County,29229,MO
1596,Missouri,St. Louis city,29510,MO
1597,Montana,Beaverhead County,30001,MT
1598,Montana,Big Horn County,30003,MT
1599,Montana,Blaine County,30005,MT
1600,Montana,Broadwater County,30007,MT
1601,Montana,Carbon County,30009,MT
1602,Montana,Carter County,30011,MT
1603,Montana,Cascade County,30013,MT
1604,Montana,Chouteau County,30015,MT
1605,Montana,Custer County,30017,MT
1606,Montana,Daniels County,30019,MT
1607,Montana,Dawson County,30021,MT
1608,Montana,Deer Lodge County,30023,MT
1609,Montana,Fallon County,30025,MT
1610,Montana,Fergus County,30027,MT
1611,Montana,Flathead County,30029,MT
1612,Montana,Gallatin County,30031,MT
1613,Montana,Garfield County,30033,MT
1614,Montana,Glacier County,30035,MT
1615,Montana,Golden Valley County,30037,MT
1616,Montana,Granite County,30039,MT
1617,Montana,Hill County,30041,MT
1618,Montana,Jefferson County,30043,MT
1619,Montana,Judith Basin County,30045,MT
1620,Montana,Lake County,30047,MT
1621,Montana,Lewis and Clark County,30049,MT
1622,Montana,Liberty County,30051,MT
1623,Montana,Lincoln County,30053,MT
1624,Montana,McCone County,30055,MT
1625,Montana,Madison County,30057,MT
1626,Montana,Meagher County,30059,MT
1627,Montana,Mineral County,30061,MT
1628,Montana,Missoula County,30063,MT
1629,Montana,Musselshell County,30065,MT
1630,Montana,Park County,30067,MT
1631,Montana,Petroleum County,30069,MT
1632,Montana,Phillips County,30071,MT
1633,Montana,Pondera County,30073,MT
1634,Montana,Powder River County,30075,MT
1635,Montana,Powell County,30077,MT
1636,Montana,Prairie County,30079,MT
1637,Montana,Ravalli County,30081,MT
1638,Montana,Richland County,30083,MT
1639,Montana,Roosevelt County,30085,MT
1640,Montana,Rosebud County,30087,MT
1641,Montana,Sanders County,30089,MT
1642,Montana,Sheridan County,30091,MT
1643,Montana,Silver Bow County,30093,MT
1644,Montana,Stillwater County,30095,MT
1645,Montana,Sweet Grass County,30097,MT
1646,Montana,Teton County,30099,MT
1647,Montana,Toole County,30101,MT
1648,Montana,Treasure County,30103,MT
1649,Montana,Valley County,30105,MT
1650,Montana,Wheatland County,30107,MT
1651,Montana,Wibaux County,30109,MT
1652,Montana,Yellowstone County,30111,MT
1653,Nebraska,Adams County,31001,NE
1654,Nebraska,Antelope County,31003,NE
1655,Nebraska,Arthur County,31005,NE
1656,Nebraska,Banner County,31007,NE
1657,Nebraska,Blaine County,31009,NE
1658,Nebraska,Boone County,31011,NE
1659,Nebraska,Box Butte County,31013,NE
1660,Nebraska,Boyd County,31015,NE
1661,Nebraska,Brown County,31017,NE
1662,Nebraska,Buffalo County,31019,NE
1663,Nebraska,Burt County,31021,NE
1664,Nebraska,Butler County,31023,NE
1665,Nebraska,Cass County,31025,NE
1666,Nebraska,Cedar County,31027,NE
1667,Nebraska,Chase County,31029,NE
1668,Nebraska,Cherry County,31031,NE
1669,Nebraska,Cheyenne County,31033,NE
1670,Nebraska,Clay County,31035,NE
1671,Nebraska,Colfax County,31037,NE
1672,Nebraska,Cuming County,31039,NE
1673,Nebraska,Custer County,31041,NE
1674,Nebraska,Dakota County,31043,NE
1675,Nebraska,Dawes County,31045,NE
1676,Nebraska,Dawson County,31047,NE
1677,Nebraska,Deuel County,31049,NE
1678,Nebraska,Dixon County,31051,NE
1679,Nebraska,Dodge County,31053,NE
1680,Nebraska,Douglas County,31055,NE
1681,Nebraska,Dundy County,31057,NE
1682,Nebraska,Fillmore County,31059,NE
1683,Nebraska,Franklin County,31061,NE
1684,Nebraska,Frontier County,31063,NE
1685,Nebraska,Furnas County,31065,NE
1686,Nebraska,Gage County,31067,NE
1687,Nebraska,Garden County,31069,NE
1688,Nebraska,Garfield County,31071,NE
1689,Nebraska,Gosper County,31073,NE
1690,Nebraska,Grant County,31075,NE
1691,Nebraska,Greeley County,31077,NE
1692,Nebraska,Hall County,31079,NE
1693,Nebraska,Hamilton County,31081,NE
1694,Nebraska,Harlan County,31083,NE
1695,Nebraska,Hayes County,31085,NE
1696,Nebraska,Hitchcock County,31087,NE
1697,Nebraska,Holt County,31089,NE
1698,Nebraska,Hooker County,31091,NE
1699,Nebraska,Howard County,31093,NE
1700,Nebraska,Jefferson County,31095,NE
1701,Nebraska,Johnson County,31097,NE
1702,Nebraska,Kearney County,31099,NE
1703,Nebraska,Keith County,31101,NE
1704,Nebraska,Keya Paha County,31103,NE
1705,Nebraska,Kimball County,31105,NE
1706,Nebraska,Knox County,31107,NE
1707,Nebraska,Lancaster County,31109,NE
1708,Nebraska,Lincoln County,31111,NE
1709,Nebraska,Logan County,31113,NE
1710,Nebraska,Loup County,31115,NE
1711,Nebraska,McPherson County,31117,NE
1712,Nebraska,Madison County,31119,NE
1713,Nebraska,Merrick County,31121,NE
1714,Nebraska,Morrill County,31123,NE
1715,Nebraska,Nance County,31125,NE
1716,Nebraska,Nemaha County,31127,NE
1717,Nebraska,Nuckolls County,31129,NE
1718,Nebraska,Otoe County,31131,NE
1719,Nebraska,Pawnee County,31133,NE
1720,Nebraska,Perkins County,31135,NE
1721,Nebraska,Phelps County,31137,NE
1722,Nebraska,Pierce County,31139,NE
1723,Nebraska,Platte County,31141,NE
1724,Nebraska,Polk County,31143,NE
1725,Nebraska,Red Willow County,31145,NE
1726,Nebraska,Richardson County,31147,NE
1727,Nebraska,Rock County,31149,NE
1728,Nebraska,Saline County,31151,NE
1729,Nebraska,Sarpy County,31153,NE
1730,Nebraska,Saunders County,31155,NE
1731,Nebraska,Scotts Bluff County,31157,NE
1732,Nebraska,Seward County,31159,NE
1733,Nebraska,Sheridan County,31161,NE
1734,Nebraska,Sherman County,31163,NE
1735,Nebraska,Sioux County,31165,NE
1736,Nebraska,Stanton County,31167,NE
1737,Nebraska,Thayer County,31169,NE
1738,Nebraska,Thomas County,31171,NE
1739,Nebraska,Thurston County,31173,NE
1740,Nebraska,Valley County,31175,NE
1741,Nebraska,Washington County,31177,NE
1742,Nebraska,Wayne County,31179,NE
1743,Nebraska,Webster County,31181,NE
1744,Nebraska,Wheeler County,31183,NE
1745,Nebraska,York County,31185,NE
1746,Nevada,Churchill County,32001,NV
1747,Nevada,Clark County,32003,NV
1748,Nevada,Douglas County,32005,NV
1749,Nevada,Elko County,32007,NV
1750,Nevada,Esmeralda County,32009,NV
1751,Nevada,Eureka County,32011,NV
1752,Nevada,Humboldt County,32013,NV
1753,Nevada,Lander County,32015,NV
1754,Nevada,Lincoln County,32017,NV
1755,Nevada,Lyon County,32019,NV
1756,Nevada,Mineral County,32021,NV
1757,Nevada,Nye County,32023,NV
1758,Nevada,Pershing County,32027,NV
1759,Nevada,Storey County,32029,NV
1760,Nevada,Washoe County,32031,NV
1761,Nevada,White Pine County,32033,NV
1762,Nevada,Carson City,32510,NV
1763,New Hampshire,Belknap County,33001,NH
1764,New Hampshire,Carroll County,33003,NH
1765,New Hampshire,Cheshire County,33005,NH
1766,New Hampshire,Coos County,33007,NH
1767,New Hampshire,Grafton County,33009,NH
1768,New Hampshire,Hillsborough County,33011,NH
1769,New Hampshire,Merrimack County,33013,NH
1770,New Hampshire,Rockingham County,33015,NH
1771,New Hampshire,Strafford County,33017,NH
1772,New Hampshire,Sullivan County,33019,NH
1773,New Jersey,Atlantic County,34001,NJ
1774,New Jersey,Bergen County,34003,NJ
1775,New Jersey,Burlington County,34005,NJ
1776,New Jersey,Camden County,34007,NJ
1777,New Jersey,Cape May County,34009,NJ
1778,New Jersey,Cumberland County,34011,NJ
1779,New Jersey,Essex County,34013,NJ
1780,New Jersey,Gloucester County,34015,NJ
1781,New Jersey,Hudson County,34017,NJ
1782,New Jersey,Hunterdon County,34019,NJ
1783,New Jersey,Mercer County,34021,NJ
1784,New Jersey,Middlesex County,34023,NJ
1785,New Jersey,Monmouth County,34025,NJ
1786,New Jersey,Morris County,34027,NJ
1787,New Jersey,Ocean County,34029,NJ
1788,New Jersey,Passaic County,34031,NJ
1789,New Jersey,Salem County,34033,NJ
1790,New Jersey,Somerset County,34035,NJ
1791,New Jersey,Sussex County,34037,NJ
1792,New Jersey,Union County,34039,NJ
1793,New Jersey,Warren County,34041,NJ
1794,New Mexico,Bernalillo County,35001,NM
1795,New Mexico,Catron County,35003,NM
1796,New Mexico,Chaves County,35005,NM
1797,New Mexico,Cibola County,35006,NM
1798,New Mexico,Colfax County,35007,NM
1799,New Mexico,Curry County,35009,NM
1800,New Mexico,De Baca County,35011,NM
1801,New Mexico,Doña Ana County,35013,NM
1802,New Mexico,Eddy County,35015,NM
1803,New Mexico,Grant County,35017,NM
1804,New Mexico,Guadalupe County,35019,NM
1805,New Mexico,Harding County,35021,NM
1806,New Mexico,Hidalgo County,35023,NM
1807,New Mexico,Lea County,35025,NM
1808,New Mexico,Lincoln County,35027,NM
1809,New Mexico,Los Alamos County,35028,NM
1810,New Mexico,Luna County,35029,NM
1811,New Mexico,McKinley County,35031,NM
1812,New Mexico,Mora County,35033,NM
1813,New Mexico,Otero County,35035,NM
1814,New Mexico,Quay County,35037,NM
1815,New Mexico,Rio Arriba County,35039,NM
1816,New Mexico,Roosevelt County,35041,NM
1817,New Mexico,Sandoval County,35043,NM
1818,New Mexico,San Juan County,35045,NM
1819,New Mexico,San Miguel County,35047,NM
1820,New Mexico,Santa Fe County,35049,NM
1821,New Mexico,Sierra County,35051,NM
1822,New Mexico,Socorro County,35053,NM
1823,New Mexico,Taos County,35055,NM
1824,New Mexico,Torrance County,35057,NM
1825,New Mexico,Union County,35059,NM
1826,New Mexico,Valencia County,35061,NM
1827,New York,Albany County,36001,NY
1828,New York,Allegany County,36003,NY
1829,New York,Bronx County,36005,NY
1830,New York,Broome County,36007,NY
1831,New York,Cattaraugus County,36009,NY
1832,New York,Cayuga County,36011,NY
1833,New York,Chautauqua County,36013,NY
1834,New York,Chemung County,36015,NY
1835,New York,Chenango County,36017,NY
1836,New York,Clinton County,36019,NY
1837,New York,Columbia County,36021,NY
1838,New York,Cortland County,36023,NY
1839,New York,Delaware County,36025,NY
1840,New York,Dutchess County,36027,NY
1841,New York,Erie County,36029,NY
1842,New York,Essex County,36031,NY
1843,New York,Franklin County,36033,NY
1844,New York,Fulton County,36035,NY
1845,New York,Genesee County,36037,NY
1846,New York,Greene County,36039,NY
1847,New York,Hamilton County,36041,NY
1848,New York,Herkimer County,36043,NY
1849,New York,Jefferson County,36045,NY
1850,New York,Kings County,36047,NY
1851,New York,Lewis County,36049,NY
1852,New York,Livingston County,36051,NY
1853,New York,Madison County,36053,NY
1854,New York,Monroe County,36055,NY
1855,New York,Montgomery County,36057,NY
1856,New York,Nassau County,36059,NY
1857,New York,New York County,36061,NY
1858,New York,Niagara County,36063,NY
1859,New York,Oneida County,36065,NY
1860,New York,Onondaga County,36067,NY
1861,New York,Ontario County,36069,NY
1862,New York,Orange County,36071,NY
1863,New York,Orleans County,36073,NY
1864,New York,Oswego County,36075,NY
1865,New York,Otsego County,36077,NY
1866,New York,Putnam County,36079,NY
1867,New York,Queens County,36081,NY
1868,New York,Rensselaer County,36083,NY
1869,New York,Richmond County,36085,NY
1870,New York,Rockland County,36087,NY
1871,New York,St. Lawrence County,36089,NY
1872,New York,Saratoga County,36091,NY
1873,New York,Schenectady County,36093,NY
1874,New York,Schoharie County,36095,NY
1875,New York,Schuyler County,36097,NY
1876,New York,Seneca County,36099,NY
1877,New York,Steuben County,36101,NY
1878,New York,Suffolk County,36103,NY
1879,New York,Sullivan County,36105,NY
1880,New York,Tioga County,36107,NY
1881,New York,Tompkins County,36109,NY
1882,New York,Ulster County,36111,NY
1883,New York,Warren County,36113,NY
1884,New York,Washington County,36115,NY
1885,New York,Wayne County,36117,NY
1886,New York,Westchester County,36119,NY
1887,New York,Wyoming County,36121,NY
1888,New York,Yates County,36123,NY
1889,North Carolina,Alamance County,37001,NC
1890,North Carolina,Alexander County,37003,NC
1891,North Carolina,Alleghany County,37005,NC
1892,North Carolina,Anson County,37007,NC
1893,North Carolina,Ashe County,37009,NC
1894,North Carolina,Avery County,37011,NC
1895,North Carolina,Beaufort County,37013,NC
1896,North Carolina,Bertie County,37015,NC
1897,North Carolina,Bladen County,37017,NC
1898,North Carolina,Brunswick County,37019,NC
1899,North Carolina,Buncombe County,37021,NC
1900,North Carolina,Burke County,37023,NC
1901,North Carolina,Cabarrus County,37025,NC
1902,North Carolina,Caldwell County,37027,NC
1903,North Carolina,Camden County,37029,NC
1904,North Carolina,Carteret County,37031,NC
1905,North Carolina,Caswell County,37033,NC
1906,North Carolina,Catawba County,37035,NC
1907,North Carolina,Chatham County,37037,NC
1908,North Carolina,Cherokee County,37039,NC
1909,North Carolina,Chowan County,37041,NC
1910,North Carolina,Clay County,37043,NC
1911,North Carolina,Cleveland County,37045,NC
1912,North Carolina,Columbus County,37047,NC
1913,North Carolina,Craven County,37049,NC
1914,North Carolina,Cumberland County,37051,NC
1915,North Carolina,Currituck County,37053,NC
1916,North Carolina,Dare County,37055,NC
1917,North Carolina,Davidson County,37057,NC
1918,North Carolina,Davie County,37059,NC
1919,North Carolina,Duplin County,37061,NC
1920,North Carolina,Durham County,37063,NC
1921,North Carolina,Edgecombe County,37065,NC
1922,North Carolina,Forsyth County,37067,NC
1923,North Carolina,Franklin County,37069,NC
1924,North Carolina,Gaston County,37071,NC
1925,North Carolina,Gates County,37073,NC
1926,North Carolina,Graham County,37075,NC
1927,North Carolina,Granville County,37077,NC
1928,North Carolina,Greene County,37079,NC
1929,North Carolina,Guilford County,37081,NC
1930,North Carolina,Halifax County,37083,NC
1931,North Carolina,Harnett County,37085,NC
1932,North Carolina,Haywood County,37087,NC
1933,North Carolina,Henderson County,37089,NC
1934,North Carolina,Hertford County,37091,NC
1935,North Carolina,Hoke County,37093,NC
1936,North Carolina,Hyde County,37095,NC
1937,North Carolina,Iredell County,37097,NC
1938,North Carolina,Jackson County,37099,NC
1939,North Carolina,Johnston County,37101,NC
1940,North Carolina,Jones County,37103,NC
1941,North Carolina,Lee County,37105,NC
1942,North Carolina,Lenoir County,37107,NC
1943,North Carolina,Lincoln County,37109,NC
1944,North Carolina,McDowell County,37111,NC
1945,North Carolina,Macon County,37113,NC
1946,North Carolina,Madison County,37115,NC
1947,North Carolina,Martin County,37117,NC
1948,North Carolina,Mecklenburg County,37119,NC
1949,North Carolina,Mitchell County,37121,NC
1950,North Carolina,Montgomery County,37123,NC
1951,North Carolina,Moore County,37125,NC
1952,North Carolina,Nash County,37127,NC
1953,North Carolina,New Hanover County,37129,NC
1954,North Carolina,Northampton County,37131,NC
1955,North Carolina,Onslow County,37133,NC
1956,North Carolina,Orange County,37135,NC
1957,North Carolina,Pamlico County,37137,NC
1958,North Carolina,Pasquotank County,37139,NC
1959,North Carolina,Pender County,37141,NC
1960,North Carolina,Perquimans County,37143,NC
1961,North Carolina,Person County,37145,NC
1962,North Carolina,Pitt County,37147,NC
1963,North Carolina,Polk County,37149,NC
1964,North Carolina,Randolph County,37151,NC
1965,North Carolina,Richmond County,37153,NC
1966,North Carolina,Robeson County,37155,NC
1967,North Carolina,Rockingham County,37157,NC
1968,North Carolina,Rowan County,37159,NC
1969,North Carolina,Rutherford County,37161,NC
1970,North Carolina,Sampson County,37163,NC
1971,North Carolina,Scotland County,37165,NC
1972,North Carolina,Stanly County,37167,NC
1973,North Carolina,Stokes County,37169,NC
1974,North Carolina,Surry County,37171,NC
1975,North Carolina,Swain County,37173,NC
1976,North Carolina,Transylvania County,37175,NC
1977,North Carolina,Tyrrell County,37177,NC
1978,North Carolina,Union County,37179,NC
1979,North Carolina,Vance County,37181,NC
1980,North Carolina,Wake County,37183,NC
1981,North Carolina,Warren County,37185,NC
1982,North Carolina,Washington County,37187,NC
1983,North Carolina,Watauga County,37189,NC
1984,North Carolina,Wayne County,37191,NC
1985,North Carolina,Wilkes County,37193,NC
1986,North Carolina,Wilson County,37195,NC
1987,North Carolina,Yadkin County,37197,NC
1988,North Carolina,Yancey County,37199,NC
1989,North Dakota,Adams County,38001,ND
1990,North Dakota,Barnes County,38003,ND
1991,North Dakota,Benson County,38005,ND
1992,North Dakota,Billings County,38007,ND
1993,North Dakota,Bottineau County,38009,ND
1994,North Dakota,Bowman County,38011,ND
1995,North Dakota,Burke County,38013,ND
1996,North Dakota,Burleigh County,38015,ND
1997,North Dakota,Cass County,38017,ND
1998,North Dakota,Cavalier County,38019,ND
1999,North Dakota,Dickey County,38021,ND
2000,North Dakota,Divide County,38023,ND
2001,North Dakota,Dunn County,38025,ND
2002,North Dakota,Eddy County,38027,ND
2003,North Dakota,Emmons County,38029,ND
2004,North Dakota,Foster County,38031,ND
2005,North Dakota,Golden Valley County,38033,ND
2006,North Dakota,Grand Forks County,38035,ND
2007,North Dakota,Grant County,38037,ND
2008,North Dakota,Griggs County,38039,ND
2009,North Dakota,Hettinger County,38041,ND
2010,North Dakota,Kidder County,38043,ND
2011,North Dakota,LaMoure County,38045,ND
2012,North Dakota,Logan County,38047,ND
2013,North Dakota,McHenry County,38049,ND
2014,North Dakota,McIntosh County,38051,ND
2015,North Dakota,McKenzie County,38053,ND
2016,North Dakota,McLean County,38055,ND
2017,North Dakota,Mercer County,38057,ND
2018,North Dakota,Morton County,38059,ND
2019,North Dakota,Mountrail County,38061,ND
2020,North Dakota,Nelson County,38063,ND
2021,North Dakota,Oliver County,38065,ND
2022,North Dakota,Pembina County,38067,ND
2023,North Dakota,Pierce County,38069,ND
2024,North Dakota,Ramsey County,38071,ND
2025,North Dakota,Ransom County,38073,ND
2026,North Dakota,Renville County,38075,ND
2027,North Dakota,Richland County,38077,ND
2028,North Dakota,Rolette County,38079,ND
2029,North Dakota,Sargent County,38081,ND
2030,North Dakota,Sheridan County,38083,ND
2031,North Dakota,Sioux County,38085,ND
2032,North Dakota,Slope County,38087,ND
2033,North Dakota,Stark County,38089,ND
2034,North Dakota,Steele County,38091,ND
2035,North Dakota,Stutsman County,38093,ND
2036,North Dakota,Towner County,38095,ND
2037,North Dakota,Traill County,38097,ND
2038,North Dakota,Walsh County,38099,ND
2039,North Dakota,Ward County,38101,ND
2040,North Dakota,Wells County,38103,ND
2041,North Dakota,Williams County,38105,ND
2042,Ohio,Adams County,39001,OH
2043,Ohio,Allen County,39003,OH
2044,Ohio,Ashland County,39005,OH
2045,Ohio,Ashtabula County,39007,OH
2046,Ohio,Athens County,39009,OH
2047,Ohio,Auglaize County,39011,OH
2048,Ohio,Belmont County,39013,OH
2049,Ohio,Brown County,39015,OH
2050,Ohio,Butler County,39017,OH
2051,Ohio,Carroll County,39019,OH
2052,Ohio,Champaign County,39021,OH
2053,Ohio,Clark County,39023,OH
2054,Ohio,Clermont County,39025,OH
2055,Ohio,Clinton County,39027,OH
2056,Ohio,Columbiana County,39029,OH
2057,Ohio,Coshocton County,39031,OH
2058,Ohio,Crawford County,39033,OH
2059,Ohio,Cuyahoga County,39035,OH
2060,Ohio,Darke County,39037,OH
2061,Ohio,Defiance County,39039,OH
2062,Ohio,Delaware County,39041,OH
2063,Ohio,Erie County,39043,OH
2064,Ohio,Fairfield County,39045,OH
2065,Ohio,Fayette County,39047,OH
2066,Ohio,Franklin County,39049,OH
2067,Ohio,Fulton County,39051,OH
2068,Ohio,Gallia County,39053,OH
2069,Ohio,Geauga County,39055,OH
2070,Ohio,Greene County,39057,OH
2071,Ohio,Guernsey County,39059,OH
2072,Ohio,Hamilton County,39061,OH
2073,Ohio,Hancock County,39063,OH
2074,Ohio,Hardin County,39065,OH
2075,Ohio,Harrison County,39067,OH
2076,Ohio,Henry County,39069,OH
2077,Ohio,Highland County,39071,OH
2078,Ohio,Hocking County,39073,OH
2079,Ohio,Holmes County,39075,OH
2080,Ohio,Huron County,39077,OH
2081,Ohio,Jackson County,39079,OH
2082,Ohio,Jefferson County,39081,OH
2083,Ohio,Knox County,39083,OH
2084,Ohio,Lake County,39085,OH
2085,Ohio,Lawrence County,39087,OH
2086,Ohio,Licking County,39089,OH
2087,Ohio,Logan County,39091,OH
2088,Ohio,Lorain County,39093,OH
2089,Ohio,Lucas County,39095,OH
2090,Ohio,Madison County,39097,OH
2091,Ohio,Mahoning County,39099,OH
2092,Ohio,Marion County,39101,OH
2093,Ohio,Medina County,39103,OH
2094,Ohio,Meigs County,39105,OH
2095,Ohio,Mercer County,39107,OH
2096,Ohio,Miami County,39109,OH
2097,Ohio,Monroe County,39111,OH
2098,Ohio,Montgomery County,39113,OH
2099,Ohio,Morgan County,39115,OH
2100,Ohio,Morrow County,39117,OH
2101,Ohio,Muskingum County,39119,OH
2102,Ohio,Noble County,39121,OH
