	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
552	04	4	0	Arizona	1131	Timber tract operations	11	1.0	0.0	0.0
553	04	4	0	Arizona	1132	Forest nurseries and gathering of forest products	11	2.6	0.0	0.0
554	04	4	0	Arizona	1133	Logging	11	14.0	82.6	4414.8
555	04	4	0	Arizona	1141	Fishing	11	2.0	0.2	74.2
556	04	4	0	Arizona	1142	Hunting and trapping	11	3.4	0.0	0.0
557	04	4	0	Arizona	1151	Support activities for crop production	11	90.0	1102.0	36680.2
558	04	4	0	Arizona	1152	Support activities for animal production	11	75.0	219.8	5284.2
559	04	4	0	Arizona	1153	Support activities for forestry	11	11.6	15.0	624.8
560	04	4	0	Arizona	2111	Oil and gas extraction	21	19.4	69.6	5574.2
561	04	4	0	Arizona	2121	Coal mining	21	2.8	0.0	0.0
562	04	4	0	Arizona	2122	Metal ore mining	21	30.2	3523.2	408271.4
563	04	4	0	Arizona	2123	Nonmetallic mineral mining and quarrying	21	119.2	1233.4	68362.0
564	04	4	0	Arizona	2131	Support activities for mining	21	64.4	950.6	68719.8
565	04	4	0	Arizona	2211	Electric power generation, transmission and distribution	22	65.6	3760.4	401892.4
566	04	4	0	Arizona	2212	Natural gas distribution	22	29.0	0.0	0.0
567	04	4	0	Arizona	2213	Water, sewage and other systems	22	164.4	1745.8	110142.4
568	04	4	0	Arizona	2361	Residential building construction	23	2331.6	12195.2	590138.2
569	04	4	0	Arizona	2362	Nonresidential building construction	23	723.6	11017.2	712715.0
570	04	4	0	Arizona	2371	Utility system construction	23	336.2	10688.4	637789.4
571	04	4	0	Arizona	2372	Land subdivision	23	126.0	1171.2	82582.4
572	04	4	0	Arizona	2373	Highway, street, and bridge construction	23	150.6	5991.8	323928.8
573	04	4	0	Arizona	2379	Other heavy and civil engineering construction	23	45.0	1675.8	119392.0
574	04	4	0	Arizona	2381	Foundation, structure, and building exterior contractors	23	1530.2	22273.0	851949.6
575	04	4	0	Arizona	2382	Building equipment contractors	23	3277.8	35634.6	1720787.6
576	04	4	0	Arizona	2383	Building finishing contractors	23	1900.8	17029.6	615079.2
577	04	4	0	Arizona	2389	Other specialty trade contractors	23	1050.0	11917.4	523159.6
578	04	4	0	Arizona	3111	Animal food manufacturing	31	18.0	197.6	12252.0
579	04	4	0	Arizona	3112	Grain and oilseed milling	31	4.2	27.6	1972.6
580	04	4	0	Arizona	3113	Sugar and confectionery product manufacturing	31	13.6	133.4	2820.0
581	04	4	0	Arizona	3114	Fruit and vegetable preserving and specialty food manufacturing	31	16.0	470.6	20556.6
582	04	4	0	Arizona	3115	Dairy product manufacturing	31	15.6	1814.0	101579.4
583	04	4	0	Arizona	3116	Animal slaughtering and processing	31	21.6	622.8	20870.2
584	04	4	0	Arizona	3117	Seafood product preparation and packaging	31	2.0	0.5	23.5
585	04	4	0	Arizona	3118	Bakeries and tortilla manufacturing	31	116.0	3881.2	115667.2
