zcta,population,poverty,poverty_under18,poverty_18to65,poverty_over65,education,work_experience,working_fulltime,working_fulltime_poverty
00971,30199,11626,3047,6563,2016,20938,25171,1587,72
00976,61321,19356,6383,10030,2943,40755,48414,3176,98
00979,16097,3297,734,2042,521,12538,14191,2103,18
00982,15084,4874,1382,2652,840,10697,12496,833,55
00983,40167,12150,4282,6139,1729,26958,32151,1800,97
00985,35014,11377,3499,6273,1605,24251,28887,1472,84
00987,60297,17388,5977,9255,2156,39523,47897,2719,75
01001,16563,1390,346,824,220,11954,13747,1484,23
01002,24337,7775,678,6991,106,12864,21143,1686,120
01003,75,1,0,1,0,31,35,11,0
01005,5034,224,33,141,50,3382,4010,235,9
01007,14653,1137,233,823,81,9955,11653,694,39
01008,1212,66,22,41,3,896,1030,98,0
01009,546,95,32,22,41,446,512,50,0
01010,3654,110,0,95,15,2731,2986,306,0
01011,1478,131,39,81,11,1050,1153,84,3
01012,499,49,14,25,10,360,424,30,0
01013,21664,3373,1009,1911,453,14574,17471,1979,41
01020,30441,3175,886,1863,426,22147,25092,2547,26
01022,2711,530,57,409,64,1925,2516,575,0
01026,995,58,14,40,4,777,845,50,4
01027,17638,1420,221,937,262,13602,15132,1854,39
01028,15516,790,296,360,134,10992,12372,758,0
01029,701,120,21,86,13,531,597,46,0
01030,11448,1215,414,699,102,8078,9322,553,17
01031,1379,309,54,233,22,951,1144,101,6
01032,585,21,0,18,3,454,494,12,0
01033,6162,348,113,217,18,4441,5042,516,0
01034,2058,152,19,123,10,1482,1747,118,16
01035,5078,381,21,319,41,3789,4439,574,0
01036,5050,216,68,100,48,3616,4222,117,0
01037,627,62,12,50,0,510,584,61,0
01038,2837,244,81,117,46,2155,2376,237,0
01039,1354,134,13,98,23,1041,1187,78,4
01040,39081,11755,4555,6376,824,25279,30536,3202,6
01050,2506,220,95,110,15,1688,1923,139,0
01053,1594,306,68,229,9,1207,1284,188,10
01054,1832,175,50,101,24,1401,1560,140,7
01056,20387,1209,303,704,202,15155,17012,1473,15
01057,8552,719,55,577,87,6203,7032,829,42
01060,13081,2186,323,1678,185,9894,11355,2209,69
01062,10473,1180,359,668,153,7557,8570,973,8
01063,0,0,0,0,0,0,0,0,0
01066,10,0,0,0,0,10,10,0,0
01068,1791,92,22,61,9,1248,1450,92,4
01069,8709,615,76,506,33,6179,7107,492,0
01070,579,56,16,33,7,442,502,53,0
01071,1361,30,5,25,0,1027,1116,110,0
01072,1475,127,43,76,8,1050,1203,153,4
01073,5945,290,60,195,35,4259,4840,338,20
01074,301,0,0,0,0,211,211,49,0
01075,15406,1430,304,883,243,11660,13037,1324,45
01077,9537,279,39,208,32,6675,7794,615,0
01079,542,82,21,61,0,454,475,107,0
01080,2176,434,100,300,34,1531,1844,235,6
01081,1797,77,17,42,18,1322,1471,82,0
01082,10314,1508,589,711,208,7233,8440,689,0
01083,3108,313,98,215,0,2176,2437,196,0
01084,211,12,0,8,4,181,194,7,0
01085,39023,4176,1417,2321,438,26071,31536,2864,86
01086,0,0,0,0,0,0,0,0,0
01088,446,123,0,82,41,432,432,86,0
01089,28274,3116,951,1883,282,19475,23134,2544,16
01092,1078,322,144,177,1,766,788,97,0
01093,282,7,0,7,0,233,257,39,0
01094,310,0,0,0,0,256,269,12,0
01095,14159,681,103,319,259,10067,11666,675,0
01096,2522,168,42,113,13,1870,2048,174,11
01097,36,2,0,0,2,27,36,0,0
01098,1076,52,5,36,11,878,955,109,0
01103,2463,1342,343,891,108,1649,2093,362,25
01104,21979,6325,2171,3446,708,14061,17262,1044,9
01105,11599,6287,2239,3856,192,6699,8424,697,0
01106,15445,831,304,293,234,10824,12188,544,14
01107,11561,5498,2222,2996,280,6554,8351,386,12
01108,26461,7611,3309,4090,212,15885,19762,1467,36
01109,27826,9494,3857,5095,542,15642,20421,1333,12
01118,14038,1489,618,745,126,9916,11308,1329,0
01119,12799,2166,875,1138,153,9000,10382,762,23
01128,2546,25,8,17,0,1949,2285,130,0
01129,7057,1041,348,571,122,4909,5656,563,7
01151,9503,3226,1758,1309,159,5306,6459,747,0
01199,0,0,0,0,0,0,0,0,0
01201,44651,7139,2311,4180,648,32449,36783,3715,78
01220,8522,956,317,517,122,6090,6990,563,7
01222,811,8,0,8,0,620,671,106,0
01223,2322,132,11,113,8,1901,2078,197,5
01224,242,5,5,0,0,143,199,54,0
01225,3041,245,92,136,17,2188,2453,225,22
01226,6839,1132,423,544,165,4890,5601,468,0
01229,131,6,0,6,0,96,96,14,0
01230,7208,621,155,397,69,5582,6199,891,22
01235,2904,145,23,106,16,2125,2351,156,0
01236,1550,60,19,30,11,1090,1287,26,8
01237,2721,40,8,22,10,1890,2140,128,1
01238,6136,569,60,432,77,4449,5242,417,0
01240,4524,629,81,396,152,3493,3876,316,17
01242,192,2,0,2,0,176,178,29,0
01243,383,16,2,8,6,338,350,32,0
01244,143,20,0,11,9,126,126,18,0
01245,801,103,17,83,3,665,711,56,5
01247,14745,2526,726,1481,319,10907,12420,1267,8
01253,683,42,7,16,19,535,576,14,0
01254,1041,55,5,41,9,832,913,53,0
01255,844,41,0,28,13,617,710,45,0
01256,700,33,10,14,9,514,579,74,0
01257,2139,321,123,165,33,1664,1845,143,10
01258,334,14,0,8,6,310,328,54,0
01259,540,20,8,12,0,459,485,47,0
01260,246,13,0,0,13,199,216,28,0
01262,1273,216,14,169,33,1022,1141,88,0
01264,150,29,0,11,18,137,143,13,0
01266,1482,92,0,65,27,1125,1253,132,0
01267,5559,359,16,262,81,4132,4573,452,23
01270,766,53,14,36,3,558,616,57,0
01301,17174,2531,705,1538,288,12620,14327,1959,19
01330,1586,102,14,78,10,1176,1323,193,3
01331,13097,2066,663,1296,107,9221,10664,941,13
01337,2569,145,32,78,35,1992,2187,181,8
01338,209,5,0,0,5,173,197,23,0
01339,1511,204,50,143,11,1147,1297,148,13
01340,1683,185,65,100,20,1276,1402,128,0
01341,1564,78,8,56,14,1197,1321,79,10
01342,1496,29,0,29,0,1106,1148,301,0
01343,72,0,0,0,0,60,63,0,0
01344,1539,151,44,99,8,1090,1248,123,0
01346,462,54,16,30,8,362,408,35,0
01347,128,19,0,19,0,94,104,28,8
01349,888,49,15,31,3,720,763,96,0
01350,118,16,1,15,0,91,105,15,0
01351,2167,206,68,121,17,1623,1827,148,0
01354,1570,114,6,96,12,1202,1385,221,7
01355,981,79,7,44,28,717,829,98,4
01360,2994,117,0,85,32,2226,2419,219,0
01364,7804,970,212,624,134,5523,6293,505,6
01366,1317,86,7,71,8,994,1155,69,0
01367,566,94,29,64,1,401,447,47,1
01368,1206,157,47,99,11,897,1024,100,2
01370,4081,364,70,277,17,3138,3554,375,0
01373,4403,319,40,204,75,3280,3619,438,0
01375,3646,784,29,755,0,2077,3260,575,17
01376,5340,1180,526,610,44,3870,4315,522,0
01378,687,70,14,40,16,572,613,72,0
01379,864,136,17,113,6,706,750,46,3
01420,38286,7563,2472,4414,677,25249,30442,3225,166
01430,6015,508,63,392,53,4193,4813,303,0
01431,3141,201,41,138,22,2275,2626,122,0
01432,7303,829,347,398,84,5252,5905,784,0
01434,634,170,22,128,20,323,532,75,0
01436,3704,333,123,180,30,2478,2870,70,0
01438,464,158,106,52,0,336,358,3,0
01440,19182,3379,1268,1863,248,13177,15379,1496,34
01450,10931,406,39,251,116,7322,8474,493,0
01451,4817,425,209,182,34,3266,3756,257,0
01452,4452,290,93,150,47,3027,3481,216,7
01453,40567,4729,1190,3071,468,28938,33397,3611,12
01460,9037,351,72,238,41,6317,7226,529,0
01462,10612,1041,328,568,145,7644,8793,981,37
01463,11773,581,104,377,100,7698,9263,749,0
01464,5640,685,276,383,26,3933,4494,455,0
01467,440,58,0,53,5,279,311,1,0
01468,3682,341,23,239,79,2718,3220,144,0
01469,7236,354,40,278,36,4895,5572,448,42
01473,7276,212,53,159,0,5241,5994,638,0
01474,1855,53,0,41,12,1296,1550,156,0
01475,10370,1255,462,668,125,7446,8248,649,0
01501,16022,686,110,368,208,11406,13246,871,24
01503,2917,78,13,46,19,2152,2404,172,0
01504,8996,458,146,260,52,6209,7590,577,31
01505,4393,134,15,88,31,3149,3530,188,0
01506,3366,252,62,139,51,2535,2777,306,10
01507,12980,637,125,439,73,8855,10363,560,24
01510,13643,1203,237,677,289,9692,11430,1472,37
01515,2263,110,24,63,23,1615,1913,155,0
01516,8590,359,77,231,51,5509,6552,577,0
01518,2411,200,15,127,58,1829,1944,46,4
01519,6513,535,160,280,95,4451,5028,474,0
01520,14565,439,61,275,103,10019,11441,647,20
01521,2485,234,16,178,40,1857,2123,200,0
01522,3038,25,0,25,0,2093,2495,154,0
01523,6463,796,337,430,29,4525,5246,349,0
01524,6712,434,26,265,143,4914,5693,466,0
01525,152,0,0,0,0,132,132,27,0
01527,13195,802,244,390,168,9372,10925,958,5
01529,3205,288,84,172,32,2131,2470,160,0
01531,1092,49,20,24,5,767,867,69,0
01532,14503,414,72,272,70,9756,11396,717,0
01534,6156,202,113,64,25,3896,4529,344,17
01535,4698,310,67,209,34,3089,3789,244,12
01536,7087,533,136,335,62,4989,5778,634,0
01537,2292,287,126,161,0,1647,1786,241,0
01540,11100,385,66,295,24,7755,8995,652,0
01541,3432,231,50,158,23,2450,2709,247,11
01542,1681,46,27,19,0,1232,1368,208,0
01543,8165,188,37,111,40,5464,6400,348,0
01545,35714,1634,409,891,334,23701,27688,2194,91
01550,16489,2989,972,1734,283,11235,13056,1283,16
01560,4543,384,178,163,43,2771,3245,370,9
01561,92,14,0,14,0,79,79,31,0
01562,11741,1339,324,802,213,8234,9333,1034,0
01564,7793,368,105,167,96,5521,6182,270,15
01566,6945,425,192,223,10,4665,5250,407,7
01568,7392,494,135,232,127,4969,5607,306,0
01569,13598,734,99,519,116,9206,11019,760,0
01570,16446,2483,914,1396,173,11766,13583,1287,25
01571,10662,972,340,578,54,7168,8354,1185,39
01581,18117,805,217,518,70,12662,14314,1481,9
01583,5661,306,26,235,45,4085,4739,374,0
01585,4552,397,85,266,46,3220,3805,256,0
01588,9396,740,294,351,95,6387,7627,831,0
01590,9013,340,127,172,41,5996,7020,512,0
01602,23119,2837,810,1688,339,15877,18774,2057,34
01603,19939,4683,1802,2438,443,13289,15678,1431,0
01604,34186,6095,2255,3406,434,23746,27637,4422,30
01605,26713,7222,2774,3969,479,16568,20412,2423,8
01606,18660,1846,461,1040,345,13275,15110,2017,0
01607,8968,1931,568,1234,129,5946,7268,985,0
01608,3292,1404,475,854,75,2016,2533,328,0
01609,16153,3964,738,2919,307,10967,13734,1575,23
01610,21116,7896,2404,5118,374,12718,16424,1799,35
01611,2458,60,0,60,0,1806,2061,198,0
01612,4350,154,67,52,35,3105,3436,201,0
01701,31216,1756,497,981,278,23137,25191,2106,0
01702,35428,5765,1839,3533,393,24046,28240,4237,207
01718,303,0,0,0,0,201,229,20,0
01719,5102,224,40,142,42,3545,4118,446,0
01720,22080,682,49,552,81,14886,16963,1297,17
01721,16938,680,172,354,154,11829,13382,1318,0
01730,13337,555,134,294,127,9177,10299,781,0
01731,1810,96,64,32,0,824,947,35,0
01740,5008,134,29,99,6,3318,3795,202,0
01741,4967,273,79,166,28,3419,3833,133,0
01742,16987,837,212,460,165,11978,13123,1119,0
01745,309,0,0,0,0,244,274,7,0
01746,13970,555,135,296,124,9440,10643,611,16
01747,5869,141,23,45,73,3977,4695,443,0
01748,15502,334,69,251,14,9934,11354,620,10
01749,19409,1241,293,705,243,14298,15899,1271,0
01752,38739,2854,632,1880,342,27741,31798,4872,38
01754,10267,962,260,634,68,7539,8268,1067,0
01756,5879,113,44,56,13,3954,4543,181,0
01757,28198,3047,1060,1697,290,19450,22157,2679,139
01760,33706,1333,292,796,245,23969,26685,3271,28
01770,4200,85,20,37,28,2783,3161,99,0
01772,9452,326,77,200,49,6296,7169,462,0
01773,5350,184,17,149,18,3815,4187,196,0
01775,6836,207,0,176,31,4675,5146,219,0
01776,17988,338,100,178,60,11696,13336,250,19
01778,13354,565,130,272,163,9240,10465,354,8
01801,39087,2614,839,1286,489,28771,32284,3524,11
01803,25129,1183,295,730,158,18214,20619,1581,32
01810,33211,1459,346,854,259,22057,25410,1754,19
01821,31050,1924,717,1116,91,21910,25127,2093,55
01824,25481,902,105,697,100,18458,20633,1486,9
01826,30267,1522,354,1028,140,21139,24167,1940,33
01827,3299,44,10,20,14,2225,2591,110,0
01830,25697,4009,1546,2044,419,17657,20444,2289,7
01832,21863,2586,754,1652,180,15157,17611,1924,33
01833,8379,221,11,127,83,5624,6390,335,0
01834,6805,181,36,80,65,4736,5514,278,0
01835,12989,766,240,498,28,8930,10352,1460,24
01840,4778,1707,432,962,313,3094,3598,332,0
01841,46453,14007,5502,7387,1118,27162,34715,2849,124
01843,25352,6093,2450,3242,401,15197,19362,1711,30
01844,47805,4344,1429,2242,673,32441,37882,2844,61
01845,27918,1282,279,844,159,19110,21846,1787,0
01850,15998,2786,958,1748,80,10276,12601,1184,0
01851,30118,5297,1725,3194,378,19761,23855,2204,40
01852,32106,5938,1925,3572,441,22308,25934,3369,29
01854,25996,5923,1956,3574,393,16854,20603,1911,100
01860,6515,306,111,167,28,4526,5270,382,0
01862,9968,351,63,244,44,6893,7941,705,0
01863,8879,295,0,181,114,6575,7285,656,0
01864,15119,673,57,436,180,10786,12188,708,0
01867,24519,593,111,256,226,16805,19018,1366,23
01876,28649,1159,237,686,236,20498,23520,1636,21
01879,11815,840,192,526,122,8153,9507,720,0
01880,25116,1133,63,746,324,18138,20428,2274,0
01886,22771,625,224,265,136,14684,17007,767,10
01887,22597,503,172,258,73,15321,17755,970,0
01890,21648,651,181,398,72,14305,15926,746,18
01901,1803,563,78,240,245,1378,1523,311,0
01902,45656,10803,3972,5678,1153,28327,35396,3773,127
01904,17999,1123,428,576,119,12762,14786,1398,41
01905,25111,6447,2627,3254,566,15784,18999,2136,30
01906,27167,1627,334,741,552,20149,22946,1715,17
01907,13848,653,163,386,104,9837,11103,1019,0
01908,3399,170,6,80,84,2588,2920,281,0
01913,16329,694,75,516,103,11705,13469,1605,17
01915,37476,3209,847,2046,316,27204,31104,4537,76
01921,8105,227,107,108,12,5688,6264,241,37
01922,2646,44,0,31,13,1811,2273,245,0
01923,26361,1241,342,728,171,18755,21295,2077,17
01929,3580,134,0,77,57,2598,3074,260,52
01930,28998,2825,688,1668,469,21635,24505,2138,52
01937,112,69,0,62,7,112,112,0,0
01938,13379,780,74,492,214,9964,11108,1111,0
01940,12703,234,39,157,38,9104,10245,611,0
01944,5227,343,47,268,28,3853,4076,159,0
01945,20047,981,162,576,243,14145,15654,1161,13
01949,7615,358,40,243,75,5408,5996,444,0
01950,17350,1290,327,793,170,12901,14073,1841,11
01951,4131,287,100,95,92,3035,3349,294,0
01952,8441,699,95,518,86,6024,7211,645,25
01960,51149,3962,882,2112,968,37500,42512,3872,92
01966,7009,381,53,223,105,5496,5955,524,0
01969,5906,529,266,188,75,4168,4656,146,0
01970,40432,5848,1744,3577,527,28812,33799,5911,223
01982,7844,253,73,162,18,5218,5952,290,15
01983,6168,326,208,118,0,4272,4856,242,0
01984,3573,133,43,81,9,2433,2834,181,7
01985,4370,371,220,139,12,2855,3324,148,0
02019,16527,494,109,253,132,11700,13481,1138,0
02021,21699,1350,355,724,271,15599,17240,1710,40
02025,8041,329,161,140,28,5338,6081,346,0
02026,24076,1059,209,599,251,17305,19616,1762,24
02030,5727,17,0,17,0,3700,4233,195,0
02032,4103,278,76,190,12,3132,3556,236,13
02035,17098,722,195,397,130,11889,13535,1286,17
02038,31365,1183,296,692,195,20396,23785,1742,20
02043,22284,876,277,509,90,15343,17056,836,15
02045,10324,606,73,464,69,8138,8891,1017,0
02047,125,0,0,0,0,125,125,0,0
02048,23346,954,299,557,98,14996,17595,1810,59
02050,25530,1458,474,785,199,17565,20223,1421,40
02052,12198,514,169,284,61,7952,9118,431,0
02053,12853,396,107,227,62,8537,9972,511,0
02054,7955,505,138,367,0,5514,6345,478,0
02056,9334,425,136,245,44,6218,7120,309,0
02061,10445,240,59,161,20,6861,7832,136,0
02062,28363,2324,735,1302,287,20260,23060,3200,22
02066,17832,453,32,311,110,12244,13681,765,0
02067,17644,473,149,231,93,11945,13418,541,0
02071,1348,0,0,0,0,759,1008,16,0
02072,27440,1942,580,1035,327,19946,22590,1790,36
02081,18646,532,115,295,122,12924,14551,1024,0
02090,14782,411,103,147,161,10068,11141,453,12
02093,10966,575,112,385,78,7342,8580,636,30
02108,3733,293,0,217,76,3179,3383,1285,10
02109,3830,475,0,396,79,3261,3569,1232,16
02110,1906,255,0,193,62,1681,1881,646,16
02111,6542,1730,41,1357,332,5349,6033,1116,15
02113,7360,995,0,895,100,5847,7155,3131,5
02114,12132,1803,32,1624,147,9573,11290,4676,55
02115,17196,7322,484,5982,856,10528,15951,3399,175
02116,19615,2633,239,1724,670,16140,17789,5000,72
02118,25710,6344,1151,4382,811,19216,22111,5498,82
02119,25632,8907,2840,5039,1028,16240,20540,2396,86
02120,13215,5356,1025,3974,357,6210,11251,1596,47
02121,27393,9251,3504,5100,647,16710,21032,1582,54
02122,25360,5330,1420,3484,426,16876,20402,2483,87
02124,51376,11179,4093,6232,854,33044,40203,3612,75
02125,33820,9688,3008,6281,399,21586,27507,5034,176
02126,28048,5727,1800,3211,716,19236,22630,1526,55
02127,34383,6018,1933,3630,455,26397,30040,10915,106
02128,44344,8947,2938,5323,686,30651,36070,6254,70
02129,17815,3417,1396,1686,335,13538,14754,4046,14
02130,37071,6718,1577,4507,634,27848,31773,8356,117
02131,31130,4525,1369,2528,628,22012,25154,3043,22
02132,28199,1492,266,854,372,20908,22887,2417,13
02134,18167,5581,298,5117,166,10930,16955,4821,15
02135,35976,8879,737,6832,1310,25128,33223,8820,152
02136,29891,3114,1088,1790,236,19749,23462,2022,15
02138,27167,3428,354,2803,271,20962,23550,4903,51
02139,30276,4969,898,3572,499,23168,26551,8068,109
02140,17853,2185,585,1328,272,13833,15351,3221,11
02141,13266,2555,332,1993,230,9896,12056,3240,21
02142,2571,525,38,487,0,1988,2329,588,0
02143,25849,4006,391,3222,393,19615,23122,6960,33
02144,24178,3952,738,2938,276,17985,21661,7094,103
02145,24690,3684,1175,2200,309,17894,20672,4017,51
02148,60134,10119,2431,6525,1163,42048,50183,6564,165
02149,42497,5832,1652,3625,555,28837,34374,3548,181
02150,36546,8257,3154,4350,753,23415,27874,4265,72
02151,52989,8197,2236,5019,942,38891,43984,6141,148
02152,17954,1532,382,973,177,13487,14835,2268,10
02155,54699,5730,1014,3904,812,40694,47029,7668,150
02163,1071,296,18,278,0,863,926,95,0
02169,55055,5565,1218,3262,1085,41017,46548,7264,180
02170,18803,1897,322,1329,246,13894,16205,2574,13
02171,18056,1697,366,1069,262,13676,15491,2329,10
02176,27262,1052,209,476,367,20028,22138,2419,13
02180,21496,973,170,660,143,16171,18043,2291,27
02184,35993,1902,624,927,351,24822,28871,2687,0
02186,25490,1121,291,528,302,16779,19449,1197,0
02188,14389,952,184,609,159,10901,12097,2019,0
02189,14985,1501,508,842,151,10503,12263,1396,0
02190,16624,718,93,496,129,12026,13541,1402,9
02191,8316,389,58,231,100,6152,6809,777,0
02199,1359,125,0,53,72,1252,1298,250,0
02203,0,0,0,0,0,0,0,0,0
02210,1837,79,0,79,0,1667,1748,775,0
02215,12087,4683,222,4203,258,7703,11773,3504,30
02301,58155,11781,4546,6282,953,37378,45279,3656,55
02302,34395,4831,1801,2589,441,21944,26449,1937,25
02322,4421,47,0,38,9,3127,3636,255,0
02324,21945,1594,323,1199,72,14523,17650,1270,0
02330,11533,625,170,314,141,8216,9401,640,12
02332,15107,486,97,299,90,9961,11317,420,0
02333,13867,456,117,235,104,9627,11316,898,24
02338,7521,145,0,90,55,5329,6217,452,0
02339,13981,602,87,496,19,9279,10718,612,0
02341,10300,391,112,238,41,6847,8166,548,37
02343,10704,889,301,457,131,8244,9146,748,0
02346,23042,1863,750,890,223,16286,18460,1475,0
02347,10810,488,109,288,91,7412,8631,655,0
02351,15986,470,63,317,90,11139,12952,1120,11
02356,11608,322,102,160,60,7863,9148,637,0
02357,25,25,0,25,0,25,25,6,6
02359,17969,743,230,385,128,12101,14109,819,0
02360,55414,3754,1056,2232,466,39672,45342,3742,40
02364,12592,540,87,383,70,8716,10282,662,0
02366,0,0,0,0,0,0,0,0,0
02367,2840,107,34,59,14,2058,2364,134,0
02368,32882,3745,1382,1796,567,23096,27110,2423,22
02370,17434,917,283,512,122,12395,14088,1362,12
02375,9677,399,119,178,102,6770,7485,593,14
02379,6761,275,78,179,18,4620,5517,483,0
02382,14639,891,221,515,155,9969,11660,1034,5
02420,13650,584,133,361,90,9389,10742,530,9
02421,18237,804,152,435,217,12424,13864,698,5
02445,20458,2347,350,1775,222,14091,16716,2850,44
02446,28206,4188,320,3413,455,20068,24347,5003,138
02451,17437,1323,295,991,37,13195,14803,2287,0
