STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,lon,lat,state,ABBR
26,109,26109,Menominee,Menominee County,-87.5018115,45.5362068,Michigan,MI
26,007,26007,Alpena,Alpena County,-83.4265739,44.894954,Michigan,MI
26,035,26035,Clare,Clare County,-84.8383253,43.9911368,Michigan,MI
26,103,26103,Marquette,Marquette County,-87.5840278,46.6565964,Michigan,MI
26,089,26089,Leelanau,Leelanau County,-86.051574,45.1461816,Michigan,MI
26,153,26153,Schoolcraft,Schoolcraft County,-86.197029,46.0211217,Michigan,MI
26,003,26003,Alger,Alger County,-86.5641076,47.0800765,Michigan,MI
26,123,26123,Newaygo,Newaygo County,-85.7913723,43.5627117,Michigan,MI
26,151,26151,Sanilac,Sanilac County,-82.6428148,43.4491547,Michigan,MI
26,163,26163,Wayne,Wayne County,-83.2619533,42.2846636,Michigan,MI
26,159,26159,Van Buren,Van Buren County,-86.3060762,42.2821497,Michigan,MI
26,033,26033,Chippewa,Chippewa County,-84.5206297,46.3218192,Michigan,MI
26,037,26037,Clinton,Clinton County,-84.5916949,42.950455,Michigan,MI
26,149,26149,St. Joseph,St. Joseph County,-85.5228703,41.9114878,Michigan,MI
26,071,26071,Iron,Iron County,-88.5405261,46.1702542,Michigan,MI
26,131,26131,Ontonagon,Ontonagon County,-89.5004631,47.2166022,Michigan,MI
26,013,26013,Baraga,Baraga County,-88.3618101,46.6958592,Michigan,MI
26,001,26001,Alcona,Alcona County,-82.8340784,44.6825347,Michigan,MI
26,085,26085,Lake,Lake County,-85.8113997,43.9951867,Michigan,MI
26,139,26139,Ottawa,Ottawa County,-86.6549462,42.9424607,Michigan,MI
26,015,26015,Barry,Barry County,-85.3145503,42.5828109,Michigan,MI
26,009,26009,Antrim,Antrim County,-85.175639,45.0054553,Michigan,MI
26,075,26075,Jackson,Jackson County,-84.4208679,42.2484738,Michigan,MI
26,143,26143,Roscommon,Roscommon County,-84.6112715,44.3395168,Michigan,MI
26,095,26095,Luce,Luce County,-85.5823683,46.9406018,Michigan,MI
26,053,26053,Gogebic,Gogebic County,-89.806863,46.461513,Michigan,MI
26,021,26021,Berrien,Berrien County,-86.7425435,41.7913818,Michigan,MI
26,119,26119,Montmorency,Montmorency County,-84.1301067,45.0241337,Michigan,MI
26,135,26135,Oscoda,Oscoda County,-84.1269054,44.6872574,Michigan,MI
26,129,26129,Ogemaw,Ogemaw County,-84.1280728,44.3332801,Michigan,MI
26,065,26065,Ingham,Ingham County,-84.3738107,42.6035338,Michigan,MI
26,087,26087,Lapeer,Lapeer County,-83.2243247,43.0886327,Michigan,MI
26,079,26079,Kalkaska,Kalkaska County,-85.0889915,44.6788808,Michigan,MI
26,105,26105,Mason,Mason County,-86.7508138,43.9966363,Michigan,MI
26,155,26155,Shiawassee,Shiawassee County,-84.1463518,42.9515446,Michigan,MI
26,147,26147,St. Clair,St. Clair County,-82.6689135,42.9288035,Michigan,MI
26,093,26093,Livingston,Livingston County,-83.9117183,42.6025316,Michigan,MI
26,157,26157,Tuscola,Tuscola County,-83.436618,43.4879024,Michigan,MI
26,127,26127,Oceana,Oceana County,-86.8075751,43.6472546,Michigan,MI
26,161,26161,Washtenaw,Washtenaw County,-83.8434233,42.2522168,Michigan,MI
26,059,26059,Hillsdale,Hillsdale County,-84.6374794,41.9274606,Michigan,MI
26,019,26019,Benzie,Benzie County,-86.4943263,44.6486211,Michigan,MI
26,057,26057,Gratiot,Gratiot County,-84.60469,43.2923259,Michigan,MI
26,165,26165,Wexford,Wexford County,-85.5700462,44.3313751,Michigan,MI
26,049,26049,Genesee,Genesee County,-83.7063718,43.0210768,Michigan,MI
26,141,26141,Presque Isle,Presque Isle County,-83.3840186,45.4895147,Michigan,MI
26,025,26025,Calhoun,Calhoun County,-85.0123853,42.2429896,Michigan,MI
26,137,26137,Otsego,Otsego County,-84.5766031,45.0217871,Michigan,MI
26,107,26107,Mecosta,Mecosta County,-85.3327509,43.6352949,Michigan,MI
26,063,26063,Huron,Huron County,-82.8570449,43.907616,Michigan,MI
26,069,26069,Iosco,Iosco County,-82.8494444,44.3294821,Michigan,MI
26,067,26067,Ionia,Ionia County,-85.073766,42.9446503,Michigan,MI
26,081,26081,Kent,Kent County,-85.547446,43.0324971,Michigan,MI
26,099,26099,Macomb,Macomb County,-82.9114562,42.6715526,Michigan,MI
26,043,26043,Dickinson,Dickinson County,-87.8661227,46.0128246,Michigan,MI
26,117,26117,Montcalm,Montcalm County,-85.1494679,43.3127822,Michigan,MI
26,145,26145,Saginaw,Saginaw County,-84.05541,43.3282667,Michigan,MI
26,017,26017,Bay,Bay County,-83.9787007,43.6997112,Michigan,MI
26,011,26011,Arenac,Arenac County,-83.7406755,44.0368327,Michigan,MI
26,047,26047,Emmet,Emmet County,-84.9868217,45.5900944,Michigan,MI
26,031,26031,Cheboygan,Cheboygan County,-84.4954307,45.4760217,Michigan,MI
26,051,26051,Gladwin,Gladwin County,-84.3898162,43.9897504,Michigan,MI
26,115,26115,Monroe,Monroe County,-83.4871059,41.916097,Michigan,MI
26,077,26077,Kalamazoo,Kalamazoo County,-85.5328544,42.2462657,Michigan,MI
26,055,26055,Grand Traverse,Grand Traverse County,-85.5538484,44.7186875,Michigan,MI
26,039,26039,Crawford,Crawford County,-84.6113432,44.6801748,Michigan,MI
26,097,26097,Mackinac,Mackinac County,-85.3037625,46.1678678,Michigan,MI
26,111,26111,Midland,Midland County,-84.3794144,43.6482031,Michigan,MI
26,045,26045,Eaton,Eaton County,-84.8464499,42.5895301,Michigan,MI
26,027,26027,Cass,Cass County,-86.000142,41.9172431,Michigan,MI
26,101,26101,Manistee,Manistee County,-86.6029668,44.3503855,Michigan,MI
26,113,26113,Missaukee,Missaukee County,-85.0854708,44.325424,Michigan,MI
26,125,26125,Oakland,Oakland County,-83.3842103,42.6604518,Michigan,MI
26,133,26133,Osceola,Osceola County,-85.3222825,43.9975523,Michigan,MI
26,023,26023,Branch,Branch County,-85.0668852,41.9184551,Michigan,MI
26,005,26005,Allegan,Allegan County,-86.6347446,42.5957875,Michigan,MI
26,083,26083,Keweenaw,Keweenaw County,-88.1487965,47.6819737,Michigan,MI
26,061,26061,Houghton,Houghton County,-88.6519034,46.998427,Michigan,MI
26,029,26029,Charlevoix,Charlevoix County,-85.450392,45.5131638,Michigan,MI
26,121,26121,Muskegon,Muskegon County,-86.751892,43.2892579,Michigan,MI
26,041,26041,Delta,Delta County,-86.9019375,45.8052288,Michigan,MI
26,073,26073,Isabella,Isabella County,-84.8394245,43.6452331,Michigan,MI
26,091,26091,Lenawee,Lenawee County,-84.0743563,41.8960225,Michigan,MI
