	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp_reported	payann_reported	emp_est1	payann_est1	estimate_est1	emp_est3	payann_est3	estimate_est3
0	22001	22	1	Acadia Parish, Louisiana	1151	Support activities for crop production	11	5.2	42.0	1991.2	42.0	1991.2	0.0	40.26315789473684	1649.7368421052633	0.8421052631578947
1	22001	22	1	Acadia Parish, Louisiana	2111	Oil and gas extraction	21	4.8	37.8	3223.2	78.56415094339623	8260.398113207548	0.2	13.505831903945111	1003.6725557461408	0.9090909090909092
2	22001	22	1	Acadia Parish, Louisiana	2131	Support activities for mining	21	31.6	562.2	30932.4	562.2	30932.4	0.0	400.2758620689655	20694.810344827587	0.8965517241379308
3	22001	22	1	Acadia Parish, Louisiana	2211	Electric power generation, transmission and distribution	22	4.0	13.0	854.8	12.784533333333336	828.0869419576596	0.6	30.42496174863388	2102.236634586693	0.9508196721311476
4	22001	22	1	Acadia Parish, Louisiana	2212	Natural gas distribution	22	1.0	0.0	0.0	7.390659340659339	1333.129469828417	1.0	15.373626373626376	1254.7616867394734	1.0
5	22001	22	1	Acadia Parish, Louisiana	2213	Water, sewage and other systems	22	5.0	20.8	903.0	20.8	903.0	0.0	34.6896551724138	967.8793103448276	0.8965517241379308
6	22001	22	1	Acadia Parish, Louisiana	2361	Residential building construction	23	17.6	40.4	2045.0	40.4	2045.0	0.0	72.33846153846154	1867.7692307692307	0.9076923076923076
7	22001	22	1	Acadia Parish, Louisiana	2362	Nonresidential building construction	23	7.6	40.6	1174.8	40.6	1174.8	0.0	35.46666666666667	1168.5666666666666	0.9
8	22001	22	1	Acadia Parish, Louisiana	2371	Utility system construction	23	6.4	42.4	2303.8	133.1736888140884	7941.076196395495	0.6	132.09465232371682	8144.183564225443	0.9516129032258064
9	22001	22	1	Acadia Parish, Louisiana	2373	Highway, street, and bridge construction	23	3.4	14.4	456.2	96.63811965811966	4878.680854700855	0.6	153.28696162225566	8602.723831070885	0.9607843137254902
10	22001	22	1	Acadia Parish, Louisiana	2381	Foundation, structure, and building exterior contractors	23	9.8	12.2	776.6	12.2	776.6	0.0	30.377049180327873	749.4262295081967	0.9016393442622952
11	22001	22	1	Acadia Parish, Louisiana	2382	Building equipment contractors	23	34.8	178.8	6184.2	178.8	6184.2	0.0	197.49253731343285	6691.119402985075	0.9104477611940298
12	22001	22	1	Acadia Parish, Louisiana	2383	Building finishing contractors	23	9.0	21.6	908.2	98.47435991658331	2998.01749579428	0.6	64.12286332638195	2403.0847913161897	0.95
13	22001	22	1	Acadia Parish, Louisiana	2389	Other specialty trade contractors	23	22.6	319.8	16197.6	319.8	16197.6	0.0	309.8059701492537	14331.492537313432	0.9104477611940298
14	22001	22	1	Acadia Parish, Louisiana	3112	Grain and oilseed milling	31	4.8	227.8	7624.6	227.8	7624.6	0.0	247.0	8161.352941176469	0.6470588235294118
15	22001	22	1	Acadia Parish, Louisiana	3114	Fruit and vegetable preserving and specialty food manufacturing	31	1.2	0.0	0.0	62.17221988795518	2313.699656862745	1.0	80.95256079704605	3339.6719999363377	1.0
