STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,longitude,latitude,state,ABBR,sq_miles,totalpop18
22,019,22019,Calcasieu,Calcasieu Parish,-93.3580154,30.2295588,Louisiana,LA,1094.27081623314,200182
22,111,22111,Union,Union Parish,-92.3756501,32.8293486,Louisiana,LA,905.365394632527,22475
22,105,22105,Tangipahoa,Tangipahoa Parish,-90.4066303,30.6215313,Louisiana,LA,844.081784567032,130504
22,021,22021,Caldwell,Caldwell Parish,-92.1142311,32.1012195,Louisiana,LA,540.728835818171,9996
22,107,22107,Tensas,Tensas Parish,-91.342576,32.0014894,Louisiana,LA,641.19048554112,4666
22,049,22049,Jackson,Jackson Parish,-92.5616997,32.3042901,Louisiana,LA,580.277149333075,15926
22,043,22043,Grant,Grant Parish,-92.5617156,31.5977873,Louisiana,LA,664.653177319683,22348
22,061,22061,Lincoln,Lincoln Parish,-92.6623026,32.6018231,Louisiana,LA,472.474707513945,47356
22,053,22053,Jefferson Davis,Jefferson Davis Parish,-92.8162205,30.2695293,Louisiana,LA,658.59130493119,31467
22,055,22055,Lafayette,Lafayette Parish,-92.06417,30.2065065,Louisiana,LA,269.205291463417,240091
22,113,22113,Vermilion,Vermilion Parish,-92.2915678,29.7897222,Louisiana,LA,1542.06975369583,59867
22,035,22035,East Carroll,East Carroll Parish,-91.2341409,32.7301699,Louisiana,LA,442.431881331796,7225
22,037,22037,East Feliciana,East Feliciana Parish,-91.0434338,30.8397837,Louisiana,LA,455.777816471223,19499
22,087,22087,St. Bernard,St. Bernard Parish,-89.2634941,29.9181102,Louisiana,LA,2155.20467872577,45694
22,047,22047,Iberville,Iberville Parish,-91.3658481,30.2706285,Louisiana,LA,652.860040171146,32956
22,083,22083,Richland,Richland Parish,-91.7483534,32.413158,Louisiana,LA,564.525323663359,20474
22,099,22099,St. Martin,St. Martin Parish,-91.6114814,30.1214329,Louisiana,LA,816.493272492937,53752
22,027,22027,Claiborne,Claiborne Parish,-92.9897278,32.8271597,Louisiana,LA,767.416157505457,16153
22,039,22039,Evangeline,Evangeline Parish,-92.4040858,30.7206932,Louisiana,LA,679.623970600525,33636
22,097,22097,St. Landry,St. Landry Parish,-91.9892745,30.5834409,Louisiana,LA,938.981970958796,83449
22,077,22077,Pointe Coupee,Pointe Coupee Parish,-91.6046207,30.708319,Louisiana,LA,590.712504793137,22158
22,059,22059,LaSalle,LaSalle Parish,-92.1615956,31.6800826,Louisiana,LA,662.392900558417,14949
22,119,22119,Webster,Webster Parish,-93.3398245,32.7321522,Louisiana,LA,614.839803290249,39631
22,093,22093,St. James,St. James Parish,-90.7939562,30.0247772,Louisiana,LA,257.820031009334,21357
22,075,22075,Plaquemines,Plaquemines Parish,-89.5760676,29.282447,Louisiana,LA,2567.22158300165,23373
22,067,22067,Morehouse,Morehouse Parish,-91.8003988,32.8200082,Louisiana,LA,806.084470589474,25992
22,079,22079,Rapides,Rapides Parish,-92.5359531,31.1932037,Louisiana,LA,1361.6572517835,131546
22,009,22009,Avoyelles,Avoyelles Parish,-91.9832748,31.088503,Louisiana,LA,865.726498204112,40882
22,127,22127,Winn,Winn Parish,-92.6412694,31.9411871,Louisiana,LA,956.823008621532,14494
22,115,22115,Vernon,Vernon Parish,-93.1815202,31.1105625,Louisiana,LA,1341.48487364676,51007
22,025,22025,Catahoula,Catahoula Parish,-91.846703,31.666517,Louisiana,LA,739.42107451961,9893
22,007,22007,Assumption,Assumption Parish,-91.0524649,29.8988529,Louisiana,LA,364.530540361831,22714
22,031,22031,De Soto,De Soto Parish,-93.7407968,32.0592476,Louisiana,LA,894.570921977565,27216
22,017,22017,Caddo,Caddo Parish,-93.8824228,32.5771951,Louisiana,LA,936.585881471302,248361
22,081,22081,Red River,Red River Parish,-93.3490504,32.1012125,Louisiana,LA,402.344247394385,8618
22,117,22117,Washington,Washington Parish,-90.0462534,30.8521435,Louisiana,LA,675.882434690172,46457
22,085,22085,Sabine,Sabine Parish,-93.5595793,31.5604024,Louisiana,LA,1011.57014611107,24088
22,051,22051,Jefferson,Jefferson Parish,-90.081001,29.522281,Louisiana,LA,642.036851236522,435300
22,103,22103,St. Tammany,St. Tammany Parish,-89.9519622,30.4100224,Louisiana,LA,1095.5785514482,252093
22,023,22023,Cameron,Cameron Parish,-93.1649478,29.871812,Louisiana,LA,1936.67257711547,6868
22,033,22033,East Baton Rouge,East Baton Rouge Parish,-91.093131,30.5439297,Louisiana,LA,470.234910009415,444094
22,045,22045,Iberia,Iberia Parish,-91.9767838,30.0071265,Louisiana,LA,1030.52859402708,72691
22,069,22069,Natchitoches,Natchitoches Parish,-93.0826114,31.7325509,Louisiana,LA,1298.9925255256,38963
22,109,22109,Terrebonne,Terrebonne Parish,-90.8436739,29.3341299,Louisiana,LA,2082.02240699856,112587
22,013,22013,Bienville,Bienville Parish,-93.0411511,32.3409517,Louisiana,LA,822.070765749242,13668
22,015,22015,Bossier,Bossier Parish,-93.6265609,32.6984813,Louisiana,LA,867.457291711283,126131
22,003,22003,Allen,Allen Parish,-92.8196052,30.6527435,Louisiana,LA,765.917824100083,25661
22,073,22073,Ouachita,Ouachita Parish,-92.1515814,32.480932,Louisiana,LA,631.750506729068,156075
22,095,22095,St. John the Baptist,St. John the Baptist Parish,-90.4909596,30.1440682,Louisiana,LA,409.857175816748,43446
22,091,22091,St. Helena,St. Helena Parish,-90.7083074,30.8225386,Louisiana,LA,409.487955462227,10411
22,125,22125,West Feliciana,West Feliciana Parish,-91.4210081,30.872701,Louisiana,LA,426.002705519542,15377
22,101,22101,St. Mary,St. Mary Parish,-91.4638037,29.6293488,Louisiana,LA,1119.42259016971,51734
22,057,22057,Lafourche,Lafourche Parish,-90.394849,29.4919925,Louisiana,LA,1468.94422857603,98214
22,123,22123,West Carroll,West Carroll Parish,-91.4519982,32.7924797,Louisiana,LA,360.567229868699,11180
22,029,22029,Concordia,Concordia Parish,-91.626315,31.4698053,Louisiana,LA,747.301710257729,20021
22,063,22063,Livingston,Livingston Parish,-90.7274738,30.4404194,Louisiana,LA,691.458354937896,138111
22,121,22121,West Baton Rouge,West Baton Rouge Parish,-91.309808,30.4640516,Louisiana,LA,203.821855630622,25860
22,065,22065,Madison,Madison Parish,-91.2319321,32.3468782,Louisiana,LA,650.889912910929,11472
22,071,22071,Orleans,Orleans Parish,-89.9345018,30.0534195,Louisiana,LA,349.846675364636,389648
22,005,22005,Ascension,Ascension Parish,-90.9125023,30.2064437,Louisiana,LA,302.79103790815,121176
