	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
19088	22	22	999	Louisiana -- Statewide	11	Agriculture, forestry, fishing and hunting	11	1.0	0.0	0.0
19089	22	22	999	Louisiana -- Statewide	21	Mining, quarrying, and oil and gas extraction	21	93.0	14878.4	1275923.2
19090	22	22	999	Louisiana -- Statewide	23	Construction	23	9.8	825.0	62358.0
19091	22	22	999	Louisiana -- Statewide	42	Wholesale trade	42	84.8	1471.8	120886.4
19092	22	22	999	Louisiana -- Statewide	51	Information	51	27.0	192.4	17075.4
19093	22	22	999	Louisiana -- Statewide	52	Finance and insurance	52	70.4	739.2	70645.4
19094	22	22	999	Louisiana -- Statewide	53	Real estate and rental and leasing	53	4.6	14.8	984.8
19095	22	22	999	Louisiana -- Statewide	54	Professional, scientific, and technical services	54	55.0	4516.6	215399.6
19096	22	22	999	Louisiana -- Statewide	55	Management of companies and enterprises	55	4.6	32.4	4083.4
19097	22	22	999	Louisiana -- Statewide	56	Administrative and support and waste management and remediation services	56	62.4	19596.0	815835.6
19098	22	22	999	Louisiana -- Statewide	61	Educational services	61	3.6	61.6	917.2
19099	22	22	999	Louisiana -- Statewide	62	Health care and social assistance	62	5.2	0.0	0.0
19100	22	22	999	Louisiana -- Statewide	71	Arts, entertainment, and recreation	71	1.5	0.0	0.0
19101	22	22	999	Louisiana -- Statewide	72	Accommodation and food services	72	2.0	0.0	0.0
19102	22	22	999	Louisiana -- Statewide	81	Other services (except public administration)	81	5.8	31.6	2451.4
