GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
8600000US00601,00601,ZCTA5 00601,18088,295
8600000US00602,00602,ZCTA5 00602,40859,154
8600000US00603,00603,ZCTA5 00603,53162,657
8600000US00606,00606,ZCTA5 00606,6415,264
8600000US00610,00610,ZCTA5 00610,28805,163
8600000US00612,00612,ZCTA5 00612,66251,1289
8600000US00616,00616,ZCTA5 00616,10466,906
8600000US00617,00617,ZCTA5 00617,24917,134
8600000US00622,00622,ZCTA5 00622,6589,1001
8600000US00623,00623,ZCTA5 00623,44117,1001
8600000US00624,00624,ZCTA5 00624,24902,374
8600000US00627,00627,ZCTA5 00627,34438,*****
8600000US00631,00631,ZCTA5 00631,1847,375
8600000US00637,00637,ZCTA5 00637,24799,124
8600000US00638,00638,ZCTA5 00638,18365,241
8600000US00641,00641,ZCTA5 00641,30183,411
8600000US00646,00646,ZCTA5 00646,38305,*****
8600000US00647,00647,ZCTA5 00647,5245,665
8600000US00650,00650,ZCTA5 00650,14679,433
8600000US00652,00652,ZCTA5 00652,3831,678
8600000US00653,00653,ZCTA5 00653,13427,669
8600000US00656,00656,ZCTA5 00656,20839,34
8600000US00659,00659,ZCTA5 00659,41830,*****
8600000US00660,00660,ZCTA5 00660,17023,*****
8600000US00662,00662,ZCTA5 00662,43101,486
8600000US00664,00664,ZCTA5 00664,16298,115
8600000US00667,00667,ZCTA5 00667,25510,203
8600000US00669,00669,ZCTA5 00669,28442,357
8600000US00670,00670,ZCTA5 00670,9478,93
8600000US00674,00674,ZCTA5 00674,43240,310
8600000US00676,00676,ZCTA5 00676,39513,106
8600000US00677,00677,ZCTA5 00677,15012,23
8600000US00678,00678,ZCTA5 00678,27045,474
8600000US00680,00680,ZCTA5 00680,54824,1600
8600000US00682,00682,ZCTA5 00682,31908,1541
8600000US00683,00683,ZCTA5 00683,33050,401
8600000US00685,00685,ZCTA5 00685,41403,462
8600000US00687,00687,ZCTA5 00687,32484,*****
8600000US00688,00688,ZCTA5 00688,13251,1032
8600000US00690,00690,ZCTA5 00690,5906,657
8600000US00692,00692,ZCTA5 00692,37329,568
8600000US00693,00693,ZCTA5 00693,59513,651
8600000US00694,00694,ZCTA5 00694,134,95
8600000US00698,00698,ZCTA5 00698,40276,131
8600000US00703,00703,ZCTA5 00703,28739,503
8600000US00704,00704,ZCTA5 00704,8100,1001
8600000US00705,00705,ZCTA5 00705,25090,213
8600000US00707,00707,ZCTA5 00707,11904,*****
8600000US00714,00714,ZCTA5 00714,19229,40
