GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
8600000US00601,00601,ZCTA5 00601,17982,287
8600000US00602,00602,ZCTA5 00602,40260,167
8600000US00603,00603,ZCTA5 00603,52408,810
8600000US00606,00606,ZCTA5 00606,6331,293
8600000US00610,00610,ZCTA5 00610,28328,205
8600000US00612,00612,ZCTA5 00612,64816,1468
8600000US00616,00616,ZCTA5 00616,10707,1074
8600000US00617,00617,ZCTA5 00617,24793,265
8600000US00622,00622,ZCTA5 00622,7425,1037
8600000US00623,00623,ZCTA5 00623,42955,1037
8600000US00624,00624,ZCTA5 00624,24628,407
8600000US00627,00627,ZCTA5 00627,33949,*****
8600000US00631,00631,ZCTA5 00631,1664,297
8600000US00637,00637,ZCTA5 00637,24398,144
8600000US00638,00638,ZCTA5 00638,18084,260
8600000US00641,00641,ZCTA5 00641,29516,429
8600000US00646,00646,ZCTA5 00646,38396,188
8600000US00647,00647,ZCTA5 00647,5740,733
8600000US00650,00650,ZCTA5 00650,14738,544
8600000US00652,00652,ZCTA5 00652,3800,707
8600000US00653,00653,ZCTA5 00653,12514,730
8600000US00656,00656,ZCTA5 00656,20414,44
8600000US00659,00659,ZCTA5 00659,41578,*****
8600000US00660,00660,ZCTA5 00660,16845,*****
8600000US00662,00662,ZCTA5 00662,42499,523
8600000US00664,00664,ZCTA5 00664,15974,102
8600000US00667,00667,ZCTA5 00667,24968,179
8600000US00669,00669,ZCTA5 00669,27703,235
8600000US00670,00670,ZCTA5 00670,9333,160
8600000US00674,00674,ZCTA5 00674,42358,225
8600000US00676,00676,ZCTA5 00676,38999,131
8600000US00677,00677,ZCTA5 00677,14855,23
8600000US00678,00678,ZCTA5 00678,26815,474
8600000US00680,00680,ZCTA5 00680,52431,1454
8600000US00682,00682,ZCTA5 00682,32431,1447
8600000US00683,00683,ZCTA5 00683,32569,430
8600000US00685,00685,ZCTA5 00685,40800,415
8600000US00687,00687,ZCTA5 00687,32294,*****
8600000US00688,00688,ZCTA5 00688,12870,1028
8600000US00690,00690,ZCTA5 00690,5565,810
8600000US00692,00692,ZCTA5 00692,36777,650
8600000US00693,00693,ZCTA5 00693,58615,659
8600000US00694,00694,ZCTA5 00694,77,68
8600000US00698,00698,ZCTA5 00698,39395,151
8600000US00703,00703,ZCTA5 00703,28165,503
8600000US00704,00704,ZCTA5 00704,8007,917
8600000US00705,00705,ZCTA5 00705,24717,235
8600000US00707,00707,ZCTA5 00707,11701,*****
8600000US00714,00714,ZCTA5 00714,18988,48
8600000US00715,00715,ZCTA5 00715,3586,609
8600000US00716,00716,ZCTA5 00716,30876,1437
8600000US00717,00717,ZCTA5 00717,17704,1030
8600000US00718,00718,ZCTA5 00718,26547,267
8600000US00719,00719,ZCTA5 00719,30588,406
8600000US00720,00720,ZCTA5 00720,22676,190
8600000US00723,00723,ZCTA5 00723,18441,*****
8600000US00725,00725,ZCTA5 00725,86276,2086
8600000US00727,00727,ZCTA5 00727,56503,1982
8600000US00728,00728,ZCTA5 00728,41337,1975
8600000US00729,00729,ZCTA5 00729,53439,728
8600000US00730,00730,ZCTA5 00730,34965,1412
8600000US00731,00731,ZCTA5 00731,14382,1091
8600000US00735,00735,ZCTA5 00735,13063,267
8600000US00736,00736,ZCTA5 00736,50335,747
8600000US00738,00738,ZCTA5 00738,33205,389
8600000US00739,00739,ZCTA5 00739,37970,646
8600000US00740,00740,ZCTA5 00740,1515,389
8600000US00741,00741,ZCTA5 00741,5514,742
8600000US00745,00745,ZCTA5 00745,53797,295
8600000US00751,00751,ZCTA5 00751,22777,873
8600000US00754,00754,ZCTA5 00754,39651,96
8600000US00757,00757,ZCTA5 00757,22913,*****
8600000US00765,00765,ZCTA5 00765,8993,103
8600000US00766,00766,ZCTA5 00766,24875,115
8600000US00767,00767,ZCTA5 00767,36340,59
8600000US00769,00769,ZCTA5 00769,39670,262
8600000US00771,00771,ZCTA5 00771,38340,185
8600000US00772,00772,ZCTA5 00772,21478,602
8600000US00773,00773,ZCTA5 00773,19497,*****
8600000US00775,00775,ZCTA5 00775,1554,291
8600000US00777,00777,ZCTA5 00777,40570,275
8600000US00778,00778,ZCTA5 00778,46765,*****
8600000US00780,00780,ZCTA5 00780,13016,1366
8600000US00782,00782,ZCTA5 00782,18530,461
8600000US00783,00783,ZCTA5 00783,35151,403
8600000US00784,00784,ZCTA5 00784,42625,255
8600000US00786,00786,ZCTA5 00786,288,115
8600000US00791,00791,ZCTA5 00791,50809,735
8600000US00794,00794,ZCTA5 00794,30215,264
8600000US00795,00795,ZCTA5 00795,46450,505
8600000US00901,00901,ZCTA5 00901,6132,482
8600000US00906,00906,ZCTA5 00906,73,50
8600000US00907,00907,ZCTA5 00907,17382,1087
8600000US00909,00909,ZCTA5 00909,5616,561
8600000US00911,00911,ZCTA5 00911,7444,666
8600000US00912,00912,ZCTA5 00912,5979,575
8600000US00913,00913,ZCTA5 00913,8122,707
8600000US00915,00915,ZCTA5 00915,29387,1380
8600000US00917,00917,ZCTA5 00917,19086,1087
8600000US00918,00918,ZCTA5 00918,16552,1211
8600000US00920,00920,ZCTA5 00920,17995,1144
8600000US00921,00921,ZCTA5 00921,37696,1880
8600000US00923,00923,ZCTA5 00923,26591,1564
8600000US00924,00924,ZCTA5 00924,54584,2128
8600000US00925,00925,ZCTA5 00925,6899,807
8600000US00926,00926,ZCTA5 00926,104645,2832
8600000US00927,00927,ZCTA5 00927,14447,1111
8600000US00934,00934,ZCTA5 00934,67,59
8600000US00936,00936,ZCTA5 00936,731,324
8600000US00949,00949,ZCTA5 00949,78552,1104
8600000US00950,00950,ZCTA5 00950,0,13
8600000US00951,00951,ZCTA5 00951,15,12
8600000US00952,00952,ZCTA5 00952,9363,933
8600000US00953,00953,ZCTA5 00953,73099,687
8600000US00956,00956,ZCTA5 00956,74529,1430
8600000US00957,00957,ZCTA5 00957,43336,1500
8600000US00959,00959,ZCTA5 00959,48168,1585
8600000US00960,00960,ZCTA5 00960,2355,350
8600000US00961,00961,ZCTA5 00961,30978,1390
8600000US00962,00962,ZCTA5 00962,20975,529
8600000US00965,00965,ZCTA5 00965,8483,781
8600000US00966,00966,ZCTA5 00966,16058,1145
8600000US00968,00968,ZCTA5 00968,3492,364
8600000US00969,00969,ZCTA5 00969,43021,1504
8600000US00971,00971,ZCTA5 00971,29095,1592
8600000US00976,00976,ZCTA5 00976,61762,1171
8600000US00979,00979,ZCTA5 00979,15234,929
8600000US00982,00982,ZCTA5 00982,15029,836
8600000US00983,00983,ZCTA5 00983,39407,1697
8600000US00985,00985,ZCTA5 00985,33653,1770
8600000US00987,00987,ZCTA5 00987,60377,2339
8600000US01001,01001,ZCTA5 01001,17438,639
8600000US01002,01002,ZCTA5 01002,29780,538
8600000US01003,01003,ZCTA5 01003,11241,534
8600000US01005,01005,ZCTA5 01005,5201,194
8600000US01007,01007,ZCTA5 01007,14838,37
8600000US01008,01008,ZCTA5 01008,1171,139
8600000US01009,01009,ZCTA5 01009,429,202
8600000US01010,01010,ZCTA5 01010,3695,21
8600000US01011,01011,ZCTA5 01011,1506,180
8600000US01012,01012,ZCTA5 01012,539,87
8600000US01013,01013,ZCTA5 01013,22394,622
8600000US01020,01020,ZCTA5 01020,30952,839
8600000US01022,01022,ZCTA5 01022,2840,464
8600000US01026,01026,ZCTA5 01026,1036,131
8600000US01027,01027,ZCTA5 01027,17787,103
8600000US01028,01028,ZCTA5 01028,16017,23
8600000US01029,01029,ZCTA5 01029,717,189
8600000US01030,01030,ZCTA5 01030,11250,635
8600000US01031,01031,ZCTA5 01031,1369,187
8600000US01032,01032,ZCTA5 01032,611,116
8600000US01033,01033,ZCTA5 01033,6304,31
8600000US01034,01034,ZCTA5 01034,2190,201
8600000US01035,01035,ZCTA5 01035,5324,23
8600000US01036,01036,ZCTA5 01036,5179,20
8600000US01037,01037,ZCTA5 01037,731,166
8600000US01038,01038,ZCTA5 01038,2794,141
8600000US01039,01039,ZCTA5 01039,1236,173
8600000US01040,01040,ZCTA5 01040,40342,67
8600000US01050,01050,ZCTA5 01050,2513,302
8600000US01053,01053,ZCTA5 01053,1772,262
8600000US01054,01054,ZCTA5 01054,1993,128
8600000US01056,01056,ZCTA5 01056,21348,25
8600000US01057,01057,ZCTA5 01057,8712,120
8600000US01060,01060,ZCTA5 01060,15229,463
8600000US01062,01062,ZCTA5 01062,11029,543
8600000US01063,01063,ZCTA5 01063,572,114
8600000US01066,01066,ZCTA5 01066,10,16
8600000US01068,01068,ZCTA5 01068,1803,97
8600000US01069,01069,ZCTA5 01069,8976,429
8600000US01070,01070,ZCTA5 01070,565,75
8600000US01071,01071,ZCTA5 01071,1318,142
8600000US01072,01072,ZCTA5 01072,1465,143
8600000US01073,01073,ZCTA5 01073,6022,17
8600000US01074,01074,ZCTA5 01074,247,194
8600000US01075,01075,ZCTA5 01075,17781,35
8600000US01077,01077,ZCTA5 01077,9640,20
8600000US01079,01079,ZCTA5 01079,593,222
8600000US01080,01080,ZCTA5 01080,2286,314
8600000US01081,01081,ZCTA5 01081,1720,203
8600000US01082,01082,ZCTA5 01082,10460,126
8600000US01083,01083,ZCTA5 01083,2960,487
8600000US01084,01084,ZCTA5 01084,155,53
8600000US01085,01085,ZCTA5 01085,41509,235
8600000US01086,01086,ZCTA5 01086,685,207
8600000US01088,01088,ZCTA5 01088,493,145
8600000US01089,01089,ZCTA5 01089,28600,28
8600000US01092,01092,ZCTA5 01092,1291,400
8600000US01093,01093,ZCTA5 01093,307,83
8600000US01094,01094,ZCTA5 01094,336,106
8600000US01095,01095,ZCTA5 01095,14514,47
8600000US01096,01096,ZCTA5 01096,2494,253
8600000US01097,01097,ZCTA5 01097,31,45
8600000US01098,01098,ZCTA5 01098,1149,168
8600000US01103,01103,ZCTA5 01103,2564,280
8600000US01104,01104,ZCTA5 01104,23485,1047
8600000US01105,01105,ZCTA5 01105,12027,930
8600000US01106,01106,ZCTA5 01106,16007,72
8600000US01107,01107,ZCTA5 01107,11224,772
8600000US01108,01108,ZCTA5 01108,27342,1054
8600000US01109,01109,ZCTA5 01109,30541,1062
8600000US01118,01118,ZCTA5 01118,14453,829
8600000US01119,01119,ZCTA5 01119,13269,866
8600000US01128,01128,ZCTA5 01128,2498,333
8600000US01129,01129,ZCTA5 01129,7377,471
8600000US01151,01151,ZCTA5 01151,9037,557
8600000US01199,01199,ZCTA5 01199,0,12
8600000US01201,01201,ZCTA5 01201,45328,240
8600000US01220,01220,ZCTA5 01220,8391,89
8600000US01222,01222,ZCTA5 01222,812,215
8600000US01223,01223,ZCTA5 01223,2294,154
8600000US01224,01224,ZCTA5 01224,138,69
8600000US01225,01225,ZCTA5 01225,3124,87
8600000US01226,01226,ZCTA5 01226,6892,97
8600000US01229,01229,ZCTA5 01229,114,67
8600000US01230,01230,ZCTA5 01230,8048,378
8600000US01235,01235,ZCTA5 01235,2866,195
8600000US01236,01236,ZCTA5 01236,1538,347
8600000US01237,01237,ZCTA5 01237,2841,237
8600000US01238,01238,ZCTA5 01238,5950,361
8600000US01240,01240,ZCTA5 01240,4603,271
8600000US01242,01242,ZCTA5 01242,394,269
8600000US01243,01243,ZCTA5 01243,374,91
8600000US01244,01244,ZCTA5 01244,115,67
8600000US01245,01245,ZCTA5 01245,950,123
8600000US01247,01247,ZCTA5 01247,15737,125
8600000US01253,01253,ZCTA5 01253,708,144
8600000US01254,01254,ZCTA5 01254,954,98
8600000US01255,01255,ZCTA5 01255,852,106
8600000US01256,01256,ZCTA5 01256,796,80
8600000US01257,01257,ZCTA5 01257,2203,236
8600000US01258,01258,ZCTA5 01258,334,90
8600000US01259,01259,ZCTA5 01259,563,107
8600000US01260,01260,ZCTA5 01260,485,372
8600000US01262,01262,ZCTA5 01262,1239,292
8600000US01264,01264,ZCTA5 01264,153,46
8600000US01266,01266,ZCTA5 01266,1430,155
8600000US01267,01267,ZCTA5 01267,7884,102
8600000US01270,01270,ZCTA5 01270,789,97
8600000US01301,01301,ZCTA5 01301,17766,52
8600000US01330,01330,ZCTA5 01330,1432,166
8600000US01331,01331,ZCTA5 01331,13290,132
8600000US01337,01337,ZCTA5 01337,2593,188
8600000US01338,01338,ZCTA5 01338,196,72
8600000US01339,01339,ZCTA5 01339,1378,143
8600000US01340,01340,ZCTA5 01340,1686,133
8600000US01341,01341,ZCTA5 01341,1711,150
8600000US01342,01342,ZCTA5 01342,1616,307
8600000US01343,01343,ZCTA5 01343,46,30
8600000US01344,01344,ZCTA5 01344,1559,128
8600000US01346,01346,ZCTA5 01346,496,95
8600000US01347,01347,ZCTA5 01347,143,92
8600000US01349,01349,ZCTA5 01349,1078,269
8600000US01350,01350,ZCTA5 01350,104,30
8600000US01351,01351,ZCTA5 01351,2212,326
8600000US01354,01354,ZCTA5 01354,1641,192
8600000US01355,01355,ZCTA5 01355,925,88
8600000US01360,01360,ZCTA5 01360,3022,19
8600000US01364,01364,ZCTA5 01364,7880,49
8600000US01366,01366,ZCTA5 01366,1167,121
8600000US01367,01367,ZCTA5 01367,666,129
8600000US01368,01368,ZCTA5 01368,1336,164
8600000US01370,01370,ZCTA5 01370,3990,211
8600000US01373,01373,ZCTA5 01373,4355,367
8600000US01375,01375,ZCTA5 01375,3680,22
8600000US01376,01376,ZCTA5 01376,5275,289
8600000US01378,01378,ZCTA5 01378,726,88
8600000US01379,01379,ZCTA5 01379,843,112
8600000US01420,01420,ZCTA5 01420,40462,33
8600000US01430,01430,ZCTA5 01430,6160,16
8600000US01431,01431,ZCTA5 01431,3177,17
8600000US01432,01432,ZCTA5 01432,7489,302
8600000US01434,01434,ZCTA5 01434,1658,369
8600000US01436,01436,ZCTA5 01436,3897,471
8600000US01438,01438,ZCTA5 01438,553,306
8600000US01440,01440,ZCTA5 01440,20320,45
8600000US01450,01450,ZCTA5 01450,11120,19
8600000US01451,01451,ZCTA5 01451,4758,347
8600000US01452,01452,ZCTA5 01452,4474,37
8600000US01453,01453,ZCTA5 01453,41206,62
8600000US01460,01460,ZCTA5 01460,9359,27
8600000US01462,01462,ZCTA5 01462,11029,22
8600000US01463,01463,ZCTA5 01463,11953,22
8600000US01464,01464,ZCTA5 01464,7436,21
8600000US01467,01467,ZCTA5 01467,472,306
8600000US01468,01468,ZCTA5 01468,3717,474
8600000US01469,01469,ZCTA5 01469,7348,294
8600000US01473,01473,ZCTA5 01473,7414,23
8600000US01474,01474,ZCTA5 01474,1934,294
8600000US01475,01475,ZCTA5 01475,10542,27
8600000US01501,01501,ZCTA5 01501,16208,79
8600000US01503,01503,ZCTA5 01503,2957,35
8600000US01504,01504,ZCTA5 01504,9078,19
8600000US01505,01505,ZCTA5 01505,4432,32
8600000US01506,01506,ZCTA5 01506,3405,21
8600000US01507,01507,ZCTA5 01507,13215,20
8600000US01510,01510,ZCTA5 01510,13727,42
8600000US01515,01515,ZCTA5 01515,2198,169
8600000US01516,01516,ZCTA5 01516,8650,50
8600000US01518,01518,ZCTA5 01518,2951,482
8600000US01519,01519,ZCTA5 01519,6301,569
8600000US01520,01520,ZCTA5 01520,14929,298
8600000US01521,01521,ZCTA5 01521,2498,20
8600000US01522,01522,ZCTA5 01522,3089,311
8600000US01523,01523,ZCTA5 01523,7877,141
8600000US01524,01524,ZCTA5 01524,6827,404
8600000US01525,01525,ZCTA5 01525,138,101
8600000US01527,01527,ZCTA5 01527,13391,50
8600000US01529,01529,ZCTA5 01529,3208,25
8600000US01531,01531,ZCTA5 01531,1133,127
8600000US01532,01532,ZCTA5 01532,14814,36
8600000US01534,01534,ZCTA5 01534,6378,635
8600000US01535,01535,ZCTA5 01535,4734,17
8600000US01536,01536,ZCTA5 01536,7634,637
8600000US01537,01537,ZCTA5 01537,2444,598
8600000US01540,01540,ZCTA5 01540,11112,589
8600000US01541,01541,ZCTA5 01541,3456,21
8600000US01542,01542,ZCTA5 01542,2110,464
8600000US01543,01543,ZCTA5 01543,8316,18
8600000US01545,01545,ZCTA5 01545,35963,250
8600000US01550,01550,ZCTA5 01550,16802,31
8600000US01560,01560,ZCTA5 01560,4558,270
8600000US01561,01561,ZCTA5 01561,141,136
8600000US01562,01562,ZCTA5 01562,11773,21
8600000US01564,01564,ZCTA5 01564,7896,26
8600000US01566,01566,ZCTA5 01566,6469,484
8600000US01568,01568,ZCTA5 01568,7468,156
8600000US01569,01569,ZCTA5 01569,13828,136
8600000US01570,01570,ZCTA5 01570,16827,32
8600000US01571,01571,ZCTA5 01571,11515,29
8600000US01581,01581,ZCTA5 01581,18611,52
8600000US01583,01583,ZCTA5 01583,7442,273
8600000US01585,01585,ZCTA5 01585,4664,348
8600000US01588,01588,ZCTA5 01588,9668,638
8600000US01590,01590,ZCTA5 01590,9080,74
8600000US01602,01602,ZCTA5 01602,23709,957
8600000US01603,01603,ZCTA5 01603,20053,1212
8600000US01604,01604,ZCTA5 01604,35441,1234
8600000US01605,01605,ZCTA5 01605,28242,1427
8600000US01606,01606,ZCTA5 01606,19209,881
8600000US01607,01607,ZCTA5 01607,9288,724
8600000US01608,01608,ZCTA5 01608,3275,788
8600000US01609,01609,ZCTA5 01609,20916,1065
8600000US01610,01610,ZCTA5 01610,23912,1514
8600000US01611,01611,ZCTA5 01611,2548,343
8600000US01612,01612,ZCTA5 01612,4895,59
8600000US01701,01701,ZCTA5 01701,31949,752
8600000US01702,01702,ZCTA5 01702,38573,764
8600000US01718,01718,ZCTA5 01718,415,182
8600000US01719,01719,ZCTA5 01719,5137,24
8600000US01720,01720,ZCTA5 01720,22436,197
8600000US01721,01721,ZCTA5 01721,17159,62
8600000US01730,01730,ZCTA5 01730,13847,96
8600000US01731,01731,ZCTA5 01731,2082,188
8600000US01740,01740,ZCTA5 01740,5067,35
8600000US01741,01741,ZCTA5 01741,5074,29
8600000US01742,01742,ZCTA5 01742,19345,66
8600000US01745,01745,ZCTA5 01745,373,125
8600000US01746,01746,ZCTA5 01746,14197,25
8600000US01747,01747,ZCTA5 01747,5942,18
8600000US01748,01748,ZCTA5 01748,15925,41
8600000US01749,01749,ZCTA5 01749,19602,30
8600000US01752,01752,ZCTA5 01752,39425,35
8600000US01754,01754,ZCTA5 01754,10459,34
8600000US01756,01756,ZCTA5 01756,5938,41
8600000US01757,01757,ZCTA5 01757,28543,161
8600000US01760,01760,ZCTA5 01760,34683,80
8600000US01770,01770,ZCTA5 01770,4245,27
8600000US01772,01772,ZCTA5 01772,9536,129
8600000US01773,01773,ZCTA5 01773,5262,171
8600000US01775,01775,ZCTA5 01775,6957,29
8600000US01776,01776,ZCTA5 01776,18397,46
8600000US01778,01778,ZCTA5 01778,13562,63
8600000US01801,01801,ZCTA5 01801,39609,182
8600000US01803,01803,ZCTA5 01803,25467,34
8600000US01810,01810,ZCTA5 01810,34616,39
