GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
8600000US00601,00601,ZCTA5 00601,18533,310
8600000US00602,00602,ZCTA5 00602,41930,136
8600000US00603,00603,ZCTA5 00603,54475,839
8600000US00606,00606,ZCTA5 00606,6386,291
8600000US00610,00610,ZCTA5 00610,29111,173
8600000US00612,00612,ZCTA5 00612,70541,1436
8600000US00616,00616,ZCTA5 00616,10617,866
8600000US00617,00617,ZCTA5 00617,24458,261
8600000US00622,00622,ZCTA5 00622,5419,854
8600000US00623,00623,ZCTA5 00623,45314,854
8600000US00624,00624,ZCTA5 00624,26439,323
8600000US00627,00627,ZCTA5 00627,35260,*****
8600000US00631,00631,ZCTA5 00631,1836,435
8600000US00637,00637,ZCTA5 00637,25511,99
8600000US00638,00638,ZCTA5 00638,19166,176
8600000US00641,00641,ZCTA5 00641,30987,446
8600000US00646,00646,ZCTA5 00646,37942,*****
8600000US00647,00647,ZCTA5 00647,5605,706
8600000US00650,00650,ZCTA5 00650,15359,471
8600000US00652,00652,ZCTA5 00652,3378,712
8600000US00653,00653,ZCTA5 00653,14048,709
8600000US00656,00656,ZCTA5 00656,21684,68
8600000US00659,00659,ZCTA5 00659,41843,*****
8600000US00660,00660,ZCTA5 00660,17239,*****
8600000US00662,00662,ZCTA5 00662,43600,470
8600000US00664,00664,ZCTA5 00664,16907,113
8600000US00667,00667,ZCTA5 00667,26300,222
8600000US00669,00669,ZCTA5 00669,30210,452
8600000US00670,00670,ZCTA5 00670,9867,129
8600000US00674,00674,ZCTA5 00674,44838,359
8600000US00676,00676,ZCTA5 00676,40310,124
8600000US00677,00677,ZCTA5 00677,15201,*****
8600000US00678,00678,ZCTA5 00678,27733,459
8600000US00680,00680,ZCTA5 00680,57649,1596
8600000US00682,00682,ZCTA5 00682,33510,1517
8600000US00683,00683,ZCTA5 00683,34123,385
8600000US00685,00685,ZCTA5 00685,42753,522
8600000US00687,00687,ZCTA5 00687,32508,*****
8600000US00688,00688,ZCTA5 00688,12311,1243
8600000US00690,00690,ZCTA5 00690,6909,839
8600000US00692,00692,ZCTA5 00692,37691,524
8600000US00693,00693,ZCTA5 00693,61208,576
8600000US00694,00694,ZCTA5 00694,199,126
8600000US00698,00698,ZCTA5 00698,42394,126
8600000US00703,00703,ZCTA5 00703,29189,494
8600000US00704,00704,ZCTA5 00704,7879,858
8600000US00705,00705,ZCTA5 00705,25665,184
8600000US00707,00707,ZCTA5 00707,12304,*****
8600000US00714,00714,ZCTA5 00714,19601,*****
8600000US00715,00715,ZCTA5 00715,4582,720
8600000US00716,00716,ZCTA5 00716,33314,1362
8600000US00717,00717,ZCTA5 00717,18821,1218
8600000US00718,00718,ZCTA5 00718,26429,123
8600000US00719,00719,ZCTA5 00719,30998,452
8600000US00720,00720,ZCTA5 00720,23212,284
8600000US00723,00723,ZCTA5 00723,19397,*****
8600000US00725,00725,ZCTA5 00725,92339,2068
8600000US00727,00727,ZCTA5 00727,56000,1964
8600000US00728,00728,ZCTA5 00728,43451,2169
8600000US00729,00729,ZCTA5 00729,54523,705
8600000US00730,00730,ZCTA5 00730,40412,1622
8600000US00731,00731,ZCTA5 00731,13559,1017
8600000US00735,00735,ZCTA5 00735,14088,73
8600000US00736,00736,ZCTA5 00736,51805,671
8600000US00738,00738,ZCTA5 00738,35077,573
8600000US00739,00739,ZCTA5 00739,39479,587
8600000US00740,00740,ZCTA5 00740,2310,573
8600000US00741,00741,ZCTA5 00741,5211,720
8600000US00745,00745,ZCTA5 00745,55315,383
8600000US00751,00751,ZCTA5 00751,23467,856
8600000US00754,00754,ZCTA5 00754,40846,269
8600000US00757,00757,ZCTA5 00757,23210,*****
8600000US00765,00765,ZCTA5 00765,9182,88
8600000US00766,00766,ZCTA5 00766,26727,261
8600000US00767,00767,ZCTA5 00767,38138,*****
8600000US00769,00769,ZCTA5 00769,40179,216
8600000US00771,00771,ZCTA5 00771,38000,310
8600000US00772,00772,ZCTA5 00772,22194,593
8600000US00773,00773,ZCTA5 00773,20106,*****
8600000US00775,00775,ZCTA5 00775,1790,292
8600000US00777,00777,ZCTA5 00777,40772,359
8600000US00778,00778,ZCTA5 00778,44880,273
8600000US00780,00780,ZCTA5 00780,13954,1252
8600000US00782,00782,ZCTA5 00782,18991,480
8600000US00783,00783,ZCTA5 00783,37004,327
8600000US00784,00784,ZCTA5 00784,45043,169
8600000US00786,00786,ZCTA5 00786,346,184
8600000US00791,00791,ZCTA5 00791,53454,720
8600000US00794,00794,ZCTA5 00794,30675,247
8600000US00795,00795,ZCTA5 00795,48671,550
8600000US00901,00901,ZCTA5 00901,6064,687
8600000US00906,00906,ZCTA5 00906,10,17
8600000US00907,00907,ZCTA5 00907,16169,1218
8600000US00909,00909,ZCTA5 00909,5717,655
8600000US00911,00911,ZCTA5 00911,7772,717
8600000US00912,00912,ZCTA5 00912,6724,833
8600000US00913,00913,ZCTA5 00913,9617,932
8600000US00915,00915,ZCTA5 00915,33413,1619
8600000US00917,00917,ZCTA5 00917,21779,1459
8600000US00918,00918,ZCTA5 00918,17382,1235
8600000US00920,00920,ZCTA5 00920,19016,1065
8600000US00921,00921,ZCTA5 00921,39489,1787
8600000US00923,00923,ZCTA5 00923,30755,1612
8600000US00924,00924,ZCTA5 00924,57518,1953
8600000US00925,00925,ZCTA5 00925,6567,801
8600000US00926,00926,ZCTA5 00926,111275,2695
8600000US00927,00927,ZCTA5 00927,15449,1022
8600000US00934,00934,ZCTA5 00934,274,180
8600000US00936,00936,ZCTA5 00936,1431,359
8600000US00949,00949,ZCTA5 00949,82644,1223
8600000US00950,00950,ZCTA5 00950,0,92
8600000US00951,00951,ZCTA5 00951,6,10
8600000US00952,00952,ZCTA5 00952,10294,1022
8600000US00953,00953,ZCTA5 00953,72520,641
8600000US00956,00956,ZCTA5 00956,80531,2138
8600000US00957,00957,ZCTA5 00957,46777,1851
8600000US00959,00959,ZCTA5 00959,48521,1679
