GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
8600000US00601,00601,ZCTA5 00601,17599,261
8600000US00602,00602,ZCTA5 00602,39209,128
8600000US00603,00603,ZCTA5 00603,50135,805
8600000US00606,00606,ZCTA5 00606,6304,255
8600000US00610,00610,ZCTA5 00610,27590,163
8600000US00612,00612,ZCTA5 00612,62566,1480
8600000US00616,00616,ZCTA5 00616,10687,1192
8600000US00617,00617,ZCTA5 00617,24508,296
8600000US00622,00622,ZCTA5 00622,7405,1118
8600000US00623,00623,ZCTA5 00623,42321,1118
8600000US00624,00624,ZCTA5 00624,23238,382
8600000US00627,00627,ZCTA5 00627,32936,*****
8600000US00631,00631,ZCTA5 00631,1555,332
8600000US00637,00637,ZCTA5 00637,23610,*****
8600000US00638,00638,ZCTA5 00638,17202,410
8600000US00641,00641,ZCTA5 00641,28332,430
8600000US00646,00646,ZCTA5 00646,38008,188
8600000US00647,00647,ZCTA5 00647,5610,639
8600000US00650,00650,ZCTA5 00650,14664,645
8600000US00652,00652,ZCTA5 00652,3681,542
8600000US00653,00653,ZCTA5 00653,11717,639
8600000US00656,00656,ZCTA5 00656,19546,48
8600000US00659,00659,ZCTA5 00659,40978,*****
8600000US00660,00660,ZCTA5 00660,16474,*****
8600000US00662,00662,ZCTA5 00662,41341,501
8600000US00664,00664,ZCTA5 00664,15396,123
8600000US00667,00667,ZCTA5 00667,24089,121
8600000US00669,00669,ZCTA5 00669,26510,260
8600000US00670,00670,ZCTA5 00670,8797,159
8600000US00674,00674,ZCTA5 00674,40826,267
8600000US00676,00676,ZCTA5 00676,37862,103
8600000US00677,00677,ZCTA5 00677,14569,70
8600000US00678,00678,ZCTA5 00678,26642,553
8600000US00680,00680,ZCTA5 00680,48035,1487
8600000US00682,00682,ZCTA5 00682,32820,1417
8600000US00683,00683,ZCTA5 00683,31627,428
8600000US00685,00685,ZCTA5 00685,38849,321
8600000US00687,00687,ZCTA5 00687,31785,*****
8600000US00688,00688,ZCTA5 00688,12360,921
8600000US00690,00690,ZCTA5 00690,5587,805
8600000US00692,00692,ZCTA5 00692,36218,724
8600000US00693,00693,ZCTA5 00693,56327,681
8600000US00694,00694,ZCTA5 00694,88,84
8600000US00698,00698,ZCTA5 00698,37493,138
8600000US00703,00703,ZCTA5 00703,27137,639
8600000US00704,00704,ZCTA5 00704,7842,977
8600000US00705,00705,ZCTA5 00705,23831,191
8600000US00707,00707,ZCTA5 00707,11240,93
8600000US00714,00714,ZCTA5 00714,18363,141
8600000US00715,00715,ZCTA5 00715,3645,720
8600000US00716,00716,ZCTA5 00716,29191,1617
8600000US00717,00717,ZCTA5 00717,17285,1354
8600000US00718,00718,ZCTA5 00718,26073,595
8600000US00719,00719,ZCTA5 00719,29684,330
8600000US00720,00720,ZCTA5 00720,21753,193
8600000US00723,00723,ZCTA5 00723,17826,93
8600000US00725,00725,ZCTA5 00725,82822,2123
8600000US00727,00727,ZCTA5 00727,56023,1939
8600000US00728,00728,ZCTA5 00728,40326,1690
8600000US00729,00729,ZCTA5 00729,52244,599
8600000US00730,00730,ZCTA5 00730,32735,1591
8600000US00731,00731,ZCTA5 00731,13862,1176
8600000US00735,00735,ZCTA5 00735,12749,595
8600000US00736,00736,ZCTA5 00736,48476,743
8600000US00738,00738,ZCTA5 00738,31558,352
8600000US00739,00739,ZCTA5 00739,37380,618
8600000US00740,00740,ZCTA5 00740,1517,352
8600000US00741,00741,ZCTA5 00741,5168,700
8600000US00745,00745,ZCTA5 00745,52624,283
8600000US00751,00751,ZCTA5 00751,22174,943
8600000US00754,00754,ZCTA5 00754,38636,62
8600000US00757,00757,ZCTA5 00757,22475,*****
8600000US00765,00765,ZCTA5 00765,8721,162
8600000US00766,00766,ZCTA5 00766,23931,134
8600000US00767,00767,ZCTA5 00767,35042,27
8600000US00769,00769,ZCTA5 00769,39605,122
8600000US00771,00771,ZCTA5 00771,37705,306
8600000US00772,00772,ZCTA5 00772,20784,512
8600000US00773,00773,ZCTA5 00773,18952,*****
8600000US00775,00775,ZCTA5 00775,1480,262
8600000US00777,00777,ZCTA5 00777,40611,485
8600000US00778,00778,ZCTA5 00778,46852,353
8600000US00780,00780,ZCTA5 00780,11679,1251
8600000US00782,00782,ZCTA5 00782,18196,442
8600000US00783,00783,ZCTA5 00783,34240,354
8600000US00784,00784,ZCTA5 00784,41417,275
8600000US00786,00786,ZCTA5 00786,249,187
8600000US00791,00791,ZCTA5 00791,49551,702
8600000US00794,00794,ZCTA5 00794,29296,92
8600000US00795,00795,ZCTA5 00795,45573,587
8600000US00901,00901,ZCTA5 00901,6540,675
8600000US00906,00906,ZCTA5 00906,91,57
8600000US00907,00907,ZCTA5 00907,16819,1166
8600000US00909,00909,ZCTA5 00909,5430,653
8600000US00911,00911,ZCTA5 00911,7617,784
8600000US00912,00912,ZCTA5 00912,5920,614
8600000US00913,00913,ZCTA5 00913,8495,870
8600000US00915,00915,ZCTA5 00915,27534,1384
8600000US00917,00917,ZCTA5 00917,18316,1163
8600000US00918,00918,ZCTA5 00918,16595,1305
8600000US00920,00920,ZCTA5 00920,16698,1082
8600000US00921,00921,ZCTA5 00921,35161,1888
8600000US00923,00923,ZCTA5 00923,24754,1550
8600000US00924,00924,ZCTA5 00924,51699,2309
8600000US00925,00925,ZCTA5 00925,6796,894
8600000US00926,00926,ZCTA5 00926,99106,2656
8600000US00927,00927,ZCTA5 00927,13503,1217
8600000US00934,00934,ZCTA5 00934,25,29
8600000US00936,00936,ZCTA5 00936,749,480
8600000US00949,00949,ZCTA5 00949,76058,1033
8600000US00950,00950,ZCTA5 00950,0,14
8600000US00951,00951,ZCTA5 00951,0,14
8600000US00952,00952,ZCTA5 00952,8467,881
8600000US00953,00953,ZCTA5 00953,72608,678
8600000US00956,00956,ZCTA5 00956,68452,1879
8600000US00957,00957,ZCTA5 00957,40738,1706
8600000US00959,00959,ZCTA5 00959,47849,1830
8600000US00960,00960,ZCTA5 00960,2454,283
8600000US00961,00961,ZCTA5 00961,31017,1349
8600000US00962,00962,ZCTA5 00962,19864,551
8600000US00965,00965,ZCTA5 00965,7659,678
8600000US00966,00966,ZCTA5 00966,16169,1270
8600000US00968,00968,ZCTA5 00968,3368,370
8600000US00969,00969,ZCTA5 00969,43216,1641
8600000US00971,00971,ZCTA5 00971,27449,1467
8600000US00976,00976,ZCTA5 00976,60134,1153
8600000US00979,00979,ZCTA5 00979,15203,1197
8600000US00982,00982,ZCTA5 00982,14514,1051
8600000US00983,00983,ZCTA5 00983,36687,1515
8600000US00985,00985,ZCTA5 00985,32750,1612
8600000US00987,00987,ZCTA5 00987,58583,1995
8600000US01001,01001,ZCTA5 01001,17537,608
8600000US01002,01002,ZCTA5 01002,30280,475
8600000US01003,01003,ZCTA5 01003,11131,475
8600000US01005,01005,ZCTA5 01005,5014,269
8600000US01007,01007,ZCTA5 01007,14906,19
8600000US01008,01008,ZCTA5 01008,1272,154
8600000US01009,01009,ZCTA5 01009,384,268
8600000US01010,01010,ZCTA5 01010,3724,16
8600000US01011,01011,ZCTA5 01011,1507,177
8600000US01012,01012,ZCTA5 01012,531,102
8600000US01013,01013,ZCTA5 01013,23026,881
8600000US01020,01020,ZCTA5 01020,30148,897
8600000US01022,01022,ZCTA5 01022,2604,411
8600000US01026,01026,ZCTA5 01026,958,118
8600000US01027,01027,ZCTA5 01027,17870,87
8600000US01028,01028,ZCTA5 01028,16156,24
8600000US01029,01029,ZCTA5 01029,728,182
8600000US01030,01030,ZCTA5 01030,11211,613
8600000US01031,01031,ZCTA5 01031,1151,214
8600000US01032,01032,ZCTA5 01032,551,144
8600000US01033,01033,ZCTA5 01033,6300,36
8600000US01034,01034,ZCTA5 01034,2313,215
8600000US01035,01035,ZCTA5 01035,5301,23
8600000US01036,01036,ZCTA5 01036,5193,19
8600000US01037,01037,ZCTA5 01037,772,159
8600000US01038,01038,ZCTA5 01038,2897,104
8600000US01039,01039,ZCTA5 01039,1129,187
8600000US01040,01040,ZCTA5 01040,40362,36
8600000US01050,01050,ZCTA5 01050,2334,211
8600000US01053,01053,ZCTA5 01053,1658,282
8600000US01054,01054,ZCTA5 01054,1997,132
8600000US01056,01056,ZCTA5 01056,21331,26
8600000US01057,01057,ZCTA5 01057,8801,129
8600000US01060,01060,ZCTA5 01060,15729,565
8600000US01062,01062,ZCTA5 01062,10587,575
8600000US01063,01063,ZCTA5 01063,574,132
8600000US01066,01066,ZCTA5 01066,9,16
8600000US01068,01068,ZCTA5 01068,1849,96
8600000US01069,01069,ZCTA5 01069,8919,445
8600000US01070,01070,ZCTA5 01070,637,90
8600000US01071,01071,ZCTA5 01071,1206,142
8600000US01072,01072,ZCTA5 01072,1490,119
8600000US01073,01073,ZCTA5 01073,6090,43
8600000US01074,01074,ZCTA5 01074,477,260
8600000US01075,01075,ZCTA5 01075,17755,40
8600000US01077,01077,ZCTA5 01077,9711,37
8600000US01079,01079,ZCTA5 01079,480,286
8600000US01080,01080,ZCTA5 01080,2532,352
8600000US01081,01081,ZCTA5 01081,1827,251
8600000US01082,01082,ZCTA5 01082,10637,172
8600000US01083,01083,ZCTA5 01083,3182,526
8600000US01084,01084,ZCTA5 01084,183,52
8600000US01085,01085,ZCTA5 01085,41652,198
8600000US01086,01086,ZCTA5 01086,683,172
8600000US01088,01088,ZCTA5 01088,399,99
8600000US01089,01089,ZCTA5 01089,28671,28
8600000US01092,01092,ZCTA5 01092,1133,512
8600000US01093,01093,ZCTA5 01093,348,88
8600000US01094,01094,ZCTA5 01094,327,115
8600000US01095,01095,ZCTA5 01095,14659,94
8600000US01096,01096,ZCTA5 01096,2607,247
8600000US01097,01097,ZCTA5 01097,54,55
8600000US01098,01098,ZCTA5 01098,1186,115
8600000US01103,01103,ZCTA5 01103,2409,302
8600000US01104,01104,ZCTA5 01104,23635,1145
8600000US01105,01105,ZCTA5 01105,11601,959
8600000US01106,01106,ZCTA5 01106,16048,98
8600000US01107,01107,ZCTA5 01107,11304,812
8600000US01108,01108,ZCTA5 01108,28925,1367
8600000US01109,01109,ZCTA5 01109,30125,1214
8600000US01118,01118,ZCTA5 01118,14774,694
8600000US01119,01119,ZCTA5 01119,13236,950
8600000US01128,01128,ZCTA5 01128,2798,299
8600000US01129,01129,ZCTA5 01129,6750,512
8600000US01151,01151,ZCTA5 01151,8884,674
8600000US01199,01199,ZCTA5 01199,0,12
8600000US01201,01201,ZCTA5 01201,44775,303
8600000US01220,01220,ZCTA5 01220,8211,37
8600000US01222,01222,ZCTA5 01222,818,211
8600000US01223,01223,ZCTA5 01223,2351,162
8600000US01224,01224,ZCTA5 01224,209,101
8600000US01225,01225,ZCTA5 01225,3169,17
8600000US01226,01226,ZCTA5 01226,6839,135
8600000US01229,01229,ZCTA5 01229,86,36
8600000US01230,01230,ZCTA5 01230,8359,331
8600000US01235,01235,ZCTA5 01235,2671,204
8600000US01236,01236,ZCTA5 01236,1197,287
8600000US01237,01237,ZCTA5 01237,2662,302
8600000US01238,01238,ZCTA5 01238,5917,321
8600000US01240,01240,ZCTA5 01240,4493,238
8600000US01242,01242,ZCTA5 01242,475,240
8600000US01243,01243,ZCTA5 01243,333,82
8600000US01244,01244,ZCTA5 01244,108,69
8600000US01245,01245,ZCTA5 01245,803,106
8600000US01247,01247,ZCTA5 01247,15703,142
8600000US01253,01253,ZCTA5 01253,742,108
8600000US01254,01254,ZCTA5 01254,977,91
8600000US01255,01255,ZCTA5 01255,859,99
8600000US01256,01256,ZCTA5 01256,764,98
8600000US01257,01257,ZCTA5 01257,2138,223
8600000US01258,01258,ZCTA5 01258,357,101
8600000US01259,01259,ZCTA5 01259,506,95
8600000US01260,01260,ZCTA5 01260,447,350
8600000US01262,01262,ZCTA5 01262,1110,178
8600000US01264,01264,ZCTA5 01264,205,60
8600000US01266,01266,ZCTA5 01266,1360,166
8600000US01267,01267,ZCTA5 01267,7853,60
8600000US01270,01270,ZCTA5 01270,813,105
8600000US01301,01301,ZCTA5 01301,17715,59
8600000US01330,01330,ZCTA5 01330,1468,151
8600000US01331,01331,ZCTA5 01331,13281,132
8600000US01337,01337,ZCTA5 01337,2626,185
8600000US01338,01338,ZCTA5 01338,170,65
8600000US01339,01339,ZCTA5 01339,1472,154
8600000US01340,01340,ZCTA5 01340,1642,178
8600000US01341,01341,ZCTA5 01341,1743,158
8600000US01342,01342,ZCTA5 01342,1759,365
8600000US01343,01343,ZCTA5 01343,46,23
8600000US01344,01344,ZCTA5 01344,1518,105
8600000US01346,01346,ZCTA5 01346,464,90
8600000US01347,01347,ZCTA5 01347,126,53
8600000US01349,01349,ZCTA5 01349,1231,285
8600000US01350,01350,ZCTA5 01350,86,30
8600000US01351,01351,ZCTA5 01351,2209,282
8600000US01354,01354,ZCTA5 01354,1604,174
8600000US01355,01355,ZCTA5 01355,917,89
8600000US01360,01360,ZCTA5 01360,3012,28
8600000US01364,01364,ZCTA5 01364,7819,43
8600000US01366,01366,ZCTA5 01366,1218,141
8600000US01367,01367,ZCTA5 01367,605,130
8600000US01368,01368,ZCTA5 01368,1316,176
8600000US01370,01370,ZCTA5 01370,4032,236
8600000US01373,01373,ZCTA5 01373,4160,386
8600000US01375,01375,ZCTA5 01375,3662,16
8600000US01376,01376,ZCTA5 01376,5096,303
8600000US01378,01378,ZCTA5 01378,744,90
8600000US01379,01379,ZCTA5 01379,836,104
8600000US01420,01420,ZCTA5 01420,40666,36
8600000US01430,01430,ZCTA5 01430,6210,15
8600000US01431,01431,ZCTA5 01431,3195,25
8600000US01432,01432,ZCTA5 01432,7703,395
8600000US01434,01434,ZCTA5 01434,1712,427
8600000US01436,01436,ZCTA5 01436,3460,386
8600000US01438,01438,ZCTA5 01438,563,344
8600000US01440,01440,ZCTA5 01440,20496,44
8600000US01450,01450,ZCTA5 01450,11282,36
8600000US01451,01451,ZCTA5 01451,4630,302
8600000US01452,01452,ZCTA5 01452,4581,20
8600000US01453,01453,ZCTA5 01453,41446,38
8600000US01460,01460,ZCTA5 01460,9754,23
8600000US01462,01462,ZCTA5 01462,11150,21
8600000US01463,01463,ZCTA5 01463,12049,40
8600000US01464,01464,ZCTA5 01464,7572,17
8600000US01467,01467,ZCTA5 01467,511,274
8600000US01468,01468,ZCTA5 01468,4124,392
8600000US01469,01469,ZCTA5 01469,7454,324
8600000US01473,01473,ZCTA5 01473,7566,20
8600000US01474,01474,ZCTA5 01474,1964,319
8600000US01475,01475,ZCTA5 01475,10738,23
8600000US01501,01501,ZCTA5 01501,16412,82
8600000US01503,01503,ZCTA5 01503,3098,26
8600000US01504,01504,ZCTA5 01504,9201,24
8600000US01505,01505,ZCTA5 01505,4524,24
8600000US01506,01506,ZCTA5 01506,3406,27
8600000US01507,01507,ZCTA5 01507,13379,29
8600000US01510,01510,ZCTA5 01510,13855,39
8600000US01515,01515,ZCTA5 01515,2123,157
8600000US01516,01516,ZCTA5 01516,8745,41
8600000US01518,01518,ZCTA5 01518,3490,475
8600000US01519,01519,ZCTA5 01519,6657,555
8600000US01520,01520,ZCTA5 01520,15061,462
8600000US01521,01521,ZCTA5 01521,2510,225
8600000US01522,01522,ZCTA5 01522,3497,467
8600000US01523,01523,ZCTA5 01523,7735,223
8600000US01524,01524,ZCTA5 01524,6702,427
8600000US01525,01525,ZCTA5 01525,227,133
8600000US01527,01527,ZCTA5 01527,13521,47
8600000US01529,01529,ZCTA5 01529,3237,26
8600000US01531,01531,ZCTA5 01531,1247,137
8600000US01532,01532,ZCTA5 01532,14918,26
8600000US01534,01534,ZCTA5 01534,6262,536
8600000US01535,01535,ZCTA5 01535,4760,19
8600000US01536,01536,ZCTA5 01536,7709,539
8600000US01537,01537,ZCTA5 01537,2337,582
8600000US01540,01540,ZCTA5 01540,11386,594
8600000US01541,01541,ZCTA5 01541,3438,26
8600000US01542,01542,ZCTA5 01542,2299,397
8600000US01543,01543,ZCTA5 01543,8463,17
8600000US01545,01545,ZCTA5 01545,36269,239
8600000US01550,01550,ZCTA5 01550,16858,28
8600000US01560,01560,ZCTA5 01560,4477,299
8600000US01561,01561,ZCTA5 01561,243,220
8600000US01562,01562,ZCTA5 01562,11856,16
8600000US01564,01564,ZCTA5 01564,8000,29
8600000US01566,01566,ZCTA5 01566,6006,478
8600000US01568,01568,ZCTA5 01568,7706,110
8600000US01569,01569,ZCTA5 01569,13864,67
8600000US01570,01570,ZCTA5 01570,16926,23
8600000US01571,01571,ZCTA5 01571,11637,24
8600000US01581,01581,ZCTA5 01581,18836,97
8600000US01583,01583,ZCTA5 01583,7639,105
8600000US01585,01585,ZCTA5 01585,4661,359
8600000US01588,01588,ZCTA5 01588,9864,514
8600000US01590,01590,ZCTA5 01590,9297,21
8600000US01602,01602,ZCTA5 01602,24166,944
8600000US01603,01603,ZCTA5 01603,19981,1239
8600000US01604,01604,ZCTA5 01604,36772,1085
8600000US01605,01605,ZCTA5 01605,28742,1288
8600000US01606,01606,ZCTA5 01606,19375,940
8600000US01607,01607,ZCTA5 01607,8698,695
8600000US01608,01608,ZCTA5 01608,3371,526
8600000US01609,01609,ZCTA5 01609,20714,1123
8600000US01610,01610,ZCTA5 01610,23438,1177
8600000US01611,01611,ZCTA5 01611,2451,353
8600000US01612,01612,ZCTA5 01612,4845,21
8600000US01701,01701,ZCTA5 01701,32098,755
8600000US01702,01702,ZCTA5 01702,39226,761
8600000US01718,01718,ZCTA5 01718,716,305
8600000US01719,01719,ZCTA5 01719,5546,23
8600000US01720,01720,ZCTA5 01720,22680,319
8600000US01721,01721,ZCTA5 01721,17478,32
8600000US01730,01730,ZCTA5 01730,14031,46
8600000US01731,01731,ZCTA5 01731,2012,126
8600000US01740,01740,ZCTA5 01740,5167,35
8600000US01741,01741,ZCTA5 01741,5160,21
8600000US01742,01742,ZCTA5 01742,19383,84
8600000US01745,01745,ZCTA5 01745,501,238
8600000US01746,01746,ZCTA5 01746,14480,56
8600000US01747,01747,ZCTA5 01747,5955,18
8600000US01748,01748,ZCTA5 01748,16720,35
8600000US01749,01749,ZCTA5 01749,19843,24
8600000US01752,01752,ZCTA5 01752,39771,39
8600000US01754,01754,ZCTA5 01754,10560,23
8600000US01756,01756,ZCTA5 01756,5995,19
8600000US01757,01757,ZCTA5 01757,28694,112
8600000US01760,01760,ZCTA5 01760,35715,87
8600000US01770,01770,ZCTA5 01770,4302,41
8600000US01772,01772,ZCTA5 01772,9520,238
8600000US01773,01773,ZCTA5 01773,4791,128
8600000US01775,01775,ZCTA5 01775,7061,41
8600000US01776,01776,ZCTA5 01776,18697,21
8600000US01778,01778,ZCTA5 01778,13850,93
8600000US01801,01801,ZCTA5 01801,40375,333
8600000US01803,01803,ZCTA5 01803,26103,26
8600000US01810,01810,ZCTA5 01810,35375,47
8600000US01821,01821,ZCTA5 01821,32348,548
8600000US01824,01824,ZCTA5 01824,25961,384
8600000US01826,01826,ZCTA5 01826,30948,164
8600000US01827,01827,ZCTA5 01827,3337,41
8600000US01830,01830,ZCTA5 01830,26524,771
8600000US01832,01832,ZCTA5 01832,23372,792
8600000US01833,01833,ZCTA5 01833,8569,36
8600000US01834,01834,ZCTA5 01834,6697,23
8600000US01835,01835,ZCTA5 01835,13047,610
8600000US01840,01840,ZCTA5 01840,5248,400
8600000US01841,01841,ZCTA5 01841,48295,1238
8600000US01843,01843,ZCTA5 01843,25942,1192
8600000US01844,01844,ZCTA5 01844,49587,43
8600000US01845,01845,ZCTA5 01845,30170,28
8600000US01850,01850,ZCTA5 01850,16890,995
8600000US01851,01851,ZCTA5 01851,29849,1042
8600000US01852,01852,ZCTA5 01852,34756,861
8600000US01854,01854,ZCTA5 01854,29561,912
8600000US01860,01860,ZCTA5 01860,6752,25
8600000US01862,01862,ZCTA5 01862,10676,561
8600000US01863,01863,ZCTA5 01863,9106,384
8600000US01864,01864,ZCTA5 01864,15598,24
8600000US01867,01867,ZCTA5 01867,24894,335
8600000US01876,01876,ZCTA5 01876,30433,139
8600000US01879,01879,ZCTA5 01879,12305,125
8600000US01880,01880,ZCTA5 01880,26450,158
8600000US01886,01886,ZCTA5 01886,24087,28
8600000US01887,01887,ZCTA5 01887,23538,40
8600000US01890,01890,ZCTA5 01890,22579,27
8600000US01901,01901,ZCTA5 01901,1878,499
8600000US01902,01902,ZCTA5 01902,48218,1357
8600000US01904,01904,ZCTA5 01904,17320,1173
8600000US01905,01905,ZCTA5 01905,25590,860
8600000US01906,01906,ZCTA5 01906,28037,25
8600000US01907,01907,ZCTA5 01907,14758,118
8600000US01908,01908,ZCTA5 01908,3488,18
8600000US01913,01913,ZCTA5 01913,17218,33
8600000US01915,01915,ZCTA5 01915,41431,67
8600000US01921,01921,ZCTA5 01921,8228,18
8600000US01922,01922,ZCTA5 01922,2812,501
8600000US01923,01923,ZCTA5 01923,27391,42
8600000US01929,01929,ZCTA5 01929,3687,25
8600000US01930,01930,ZCTA5 01930,29858,44
8600000US01937,01937,ZCTA5 01937,136,26
8600000US01938,01938,ZCTA5 01938,13810,27
8600000US01940,01940,ZCTA5 01940,13425,192
8600000US01944,01944,ZCTA5 01944,5327,29
8600000US01945,01945,ZCTA5 01945,20393,68
8600000US01949,01949,ZCTA5 01949,9656,17
8600000US01950,01950,ZCTA5 01950,17890,22
8600000US01951,01951,ZCTA5 01951,4152,499
8600000US01952,01952,ZCTA5 01952,9035,31
8600000US01960,01960,ZCTA5 01960,52313,137
8600000US01966,01966,ZCTA5 01966,7184,33
8600000US01969,01969,ZCTA5 01969,6232,18
8600000US01970,01970,ZCTA5 01970,42991,108
