	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
7	51001	51	1	Accomack County, Virginia	236115	New single-family housing construction (except for-sale builders)	23	18.8	54.0	1500.8
8	51001	51	1	Accomack County, Virginia	236118	Residential remodelers	23	15.2	15.6	797.6
10	51001	51	1	Accomack County, Virginia	237130	Power and communication line and related structures construction	23	2.4	17.0	449.6
13	51001	51	1	Accomack County, Virginia	237990	Other heavy and civil engineering construction	23	3.2	2.0	81.2
14	51001	51	1	Accomack County, Virginia	238130	Framing contractors	23	2.6	6.2	395.8
17	51001	51	1	Accomack County, Virginia	238210	Electrical contractors and other wiring installation contractors	23	8.0	6.8	513.0
18	51001	51	1	Accomack County, Virginia	238220	Plumbing, heating, and air-conditioning contractors	23	11.6	60.4	1975.8
24	51001	51	1	Accomack County, Virginia	238910	Site preparation contractors	23	5.2	18.6	996.2
56	51001	51	1	Accomack County, Virginia	424460	Fish and seafood merchant wholesalers	42	3.6	2.6	225.2
64	51001	51	1	Accomack County, Virginia	441120	Used car dealers	44	3.4	2.2	177.4
67	51001	51	1	Accomack County, Virginia	441310	Automotive parts and accessories stores	44	6.4	22.8	728.4
70	51001	51	1	Accomack County, Virginia	442210	Floor covering stores	44	2.6	0.0	91.2
72	51001	51	1	Accomack County, Virginia	443142	Electronics stores	44	4.6	24.0	715.0
74	51001	51	1	Accomack County, Virginia	444130	Hardware stores	44	3.8	12.0	384.8
75	51001	51	1	Accomack County, Virginia	444190	Other building material dealers	44	7.0	9.2	325.6
77	51001	51	1	Accomack County, Virginia	444220	Nursery, garden center, and farm supply stores	44	2.2	1.2	24.6
78	51001	51	1	Accomack County, Virginia	445110	Supermarkets and other grocery (except convenience) stores	44	9.8	205.4	3695.6
79	51001	51	1	Accomack County, Virginia	445120	Convenience stores	44	4.8	11.8	129.2
85	51001	51	1	Accomack County, Virginia	446110	Pharmacies and drug stores	44	5.2	23.4	798.4
87	51001	51	1	Accomack County, Virginia	447110	Gasoline stations with convenience stores	44	27.6	265.6	4370.6
88	51001	51	1	Accomack County, Virginia	447190	Other gasoline stations	44	3.2	4.4	143.6
89	51001	51	1	Accomack County, Virginia	448120	Women's clothing stores	44	4.2	16.6	205.2
95	51001	51	1	Accomack County, Virginia	451110	Sporting goods stores	45	4.0	4.8	245.4
98	51001	51	1	Accomack County, Virginia	451211	Book stores	45	5.0	16.8	288.2
100	51001	51	1	Accomack County, Virginia	452990	All other general merchandise stores	45	9.6	82.4	1350.0
102	51001	51	1	Accomack County, Virginia	453220	Gift, novelty, and souvenir stores	45	3.2	1.8	29.2
103	51001	51	1	Accomack County, Virginia	453310	Used merchandise stores	45	3.6	6.4	176.8
107	51001	51	1	Accomack County, Virginia	453991	Tobacco stores	45	4.2	16.2	416.4
108	51001	51	1	Accomack County, Virginia	453998	All other miscellaneous store retailers (except tobacco stores)	45	2.8	2.4	49.8
109	51001	51	1	Accomack County, Virginia	454111	Electronic shopping	45	2.2	0.0	181.2
111	51001	51	1	Accomack County, Virginia	454310	Fuel dealers	45	10.2	74.0	2497.4
114	51001	51	1	Accomack County, Virginia	484110	General freight trucking, local	48	2.6	3.8	411.8
115	51001	51	1	Accomack County, Virginia	484121	General freight trucking, long-distance, truckload	48	3.2	3.2	156.0
117	51001	51	1	Accomack County, Virginia	484220	Specialized freight (except used goods) trucking, local	48	4.0	8.2	289.6
127	51001	51	1	Accomack County, Virginia	511110	Newspaper publishers	51	3.0	2.0	106.6
129	51001	51	1	Accomack County, Virginia	515112	Radio stations	51	4.2	15.6	366.4
132	51001	51	1	Accomack County, Virginia	522110	Commercial banking	52	12.4	31.2	4028.6
134	51001	51	1	Accomack County, Virginia	522291	Consumer lending	52	3.0	6.0	295.8
138	51001	51	1	Accomack County, Virginia	523120	Securities brokerage	52	3.8	1.4	174.2
141	51001	51	1	Accomack County, Virginia	524210	Insurance agencies and brokerages	52	5.8	44.0	2421.6
143	51001	51	1	Accomack County, Virginia	531110	Lessors of residential buildings and dwellings	53	8.6	12.2	508.4
144	51001	51	1	Accomack County, Virginia	531120	Lessors of nonresidential buildings (except miniwarehouses)	53	2.6	5.0	128.4
145	51001	51	1	Accomack County, Virginia	531130	Lessors of miniwarehouses and self-storage units	53	2.2	2.0	24.0
147	51001	51	1	Accomack County, Virginia	531210	Offices of real estate agents and brokers	53	10.6	11.0	769.4
148	51001	51	1	Accomack County, Virginia	531311	Residential property managers	53	3.6	11.0	142.0
149	51001	51	1	Accomack County, Virginia	531320	Offices of real estate appraisers	53	3.0	2.2	218.4
157	51001	51	1	Accomack County, Virginia	541110	Offices of lawyers	54	10.6	13.2	591.4
161	51001	51	1	Accomack County, Virginia	541219	Other accounting services	54	2.8	4.8	154.8
162	51001	51	1	Accomack County, Virginia	541330	Engineering services	54	4.8	14.8	672.8
168	51001	51	1	Accomack County, Virginia	541512	Computer systems design services	54	10.0	117.8	7357.2
171	51001	51	1	Accomack County, Virginia	541611	Administrative management and general management consulting services	54	3.0	1.2	150.0
173	51001	51	1	Accomack County, Virginia	541620	Environmental consulting services	54	2.8	1.8	91.4
175	51001	51	1	Accomack County, Virginia	541712	Research and development in the physical, engineering, and life sciences (except biotechnology)	54	4.4	19.4	1496.6
177	51001	51	1	Accomack County, Virginia	541940	Veterinary services	54	4.2	49.0	1362.4
180	51001	51	1	Accomack County, Virginia	561210	Facilities support services	56	3.4	91.4	4431.0
186	51001	51	1	Accomack County, Virginia	561730	Landscaping services	56	9.6	19.2	819.2
195	51001	51	1	Accomack County, Virginia	621210	Offices of dentists	62	10.8	50.2	1855.6
196	51001	51	1	Accomack County, Virginia	621310	Offices of chiropractors	62	3.0	3.6	93.8
199	51001	51	1	Accomack County, Virginia	621340	Offices of physical, occupational and speech therapists, and audiologists	62	4.0	25.8	1217.6
204	51001	51	1	Accomack County, Virginia	621610	Home health care services	62	4.4	263.6	6098.6
206	51001	51	1	Accomack County, Virginia	623110	Nursing care facilities (skilled nursing facilities)	62	2.4	123.4	2777.2
210	51001	51	1	Accomack County, Virginia	624120	Services for the elderly and persons with disabilities	62	4.4	21.6	392.6
211	51001	51	1	Accomack County, Virginia	624190	Other individual and family services	62	3.6	33.0	1317.0
