zip,latitude,longitude,StateAbbrev,County,PropertyCrime,ViolentCrime
64622,39.49255,-93.542717,MO,Carroll,42,5
64623,39.469802,-93.333256,MO,Carroll,42,5
64624,39.562364,-93.784471,MO,Carroll,42,5
64633,39.356863,-93.484492,MO,Carroll,42,5
64638,39.617643,-93.620136,MO,Carroll,42,5
64639,39.391732,-93.222763,MO,Carroll,42,5
64643,39.613045,-93.369158,MO,Carroll,42,5
64668,39.355068,-93.704415,MO,Carroll,42,5
64682,39.549487,-93.495161,MO,Carroll,42,5
63901,36.759028,-90.46005,MO,Carter,73,27
63937,36.935127,-90.783821,MO,Carter,73,27
63941,36.885592,-91.159046,MO,Carter,73,27
63943,36.827168,-90.788984,MO,Carter,73,27
63965,36.965172,-91.0213,MO,Carter,73,27
64012,38.789354,-94.543625,MO,Cass,345,54
64034,38.858572,-94.297554,MO,Cass,345,54
64040,38.72376,-93.98766,MO,Cass,345,54
64061,38.786719,-94.084421,MO,Cass,345,54
64070,38.886611,-94.148894,MO,Cass,345,54
64078,38.70282,-94.458276,MO,Cass,345,54
64080,38.764216,-94.260423,MO,Cass,345,54
64082,38.862188,-94.408306,MO,Cass,345,54
64083,38.797393,-94.445534,MO,Cass,345,54
64090,38.759359,-94.163578,MO,Cass,345,54
64147,38.851782,-94.554647,MO,Cass,345,54
64701,38.624518,-94.329252,MO,Cass,345,54
64720,38.404292,-94.343392,MO,Cass,345,54
64725,38.490658,-94.372655,MO,Cass,345,54
64734,38.654734,-94.559334,MO,Cass,345,54
64739,38.51128,-94.096624,MO,Cass,345,54
64742,38.508095,-94.541195,MO,Cass,345,54
64743,38.668453,-94.232286,MO,Cass,345,54
64746,38.602146,-94.496724,MO,Cass,345,54
64747,38.578507,-94.182338,MO,Cass,345,54
64744,37.848197,-93.978926,MO,Cedar,71,29
64756,37.61903,-94.015167,MO,Cedar,71,29
64784,37.664651,-94.234169,MO,Cedar,71,29
65601,37.539863,-93.588003,MO,Cedar,71,29
65635,37.531741,-93.717143,MO,Cedar,71,29
65640,37.698467,-93.566848,MO,Cedar,71,29
65649,37.617274,-93.623215,MO,Cedar,71,29
65674,37.785786,-93.607277,MO,Cedar,71,29
65785,37.708475,-93.825054,MO,Cedar,71,29
65610,37.030759,-93.530942,MO,Christian,293,53
65614,36.754012,-92.910399,MO,Christian,293,53
65619,37.121719,-93.394691,MO,Christian,293,53
65620,37.026782,-92.945631,MO,Christian,293,53
65629,36.891538,-93.000516,MO,Christian,293,53
65630,36.832403,-93.214583,MO,Christian,293,53
65631,37.000699,-93.423999,MO,Christian,293,53
65652,37.133087,-92.949997,MO,Christian,293,53
65653,36.728001,-93.041925,MO,Christian,293,53
65656,36.793766,-93.46783,MO,Christian,293,53
65657,36.838288,-93.007588,MO,Christian,293,53
65669,36.908383,-93.293935,MO,Christian,293,53
65705,37.04076,-93.671928,MO,Christian,293,53
65714,37.041065,-93.32107,MO,Christian,293,53
65720,36.940563,-92.950037,MO,Christian,293,53
65721,36.982818,-93.209226,MO,Christian,293,53
65728,36.871381,-93.345561,MO,Christian,293,53
65737,36.711111,-93.359338,MO,Christian,293,53
65738,37.13928,-93.506398,MO,Christian,293,53
65742,37.125343,-93.088984,MO,Christian,293,53
65753,37.004186,-93.043298,MO,Christian,293,53
65754,36.836654,-93.281437,MO,Christian,293,53
65759,36.753449,-93.061498,MO,Christian,293,53
65771,36.772465,-93.206417,MO,Christian,293,53
63430,40.390626,-91.542638,MO,Clark,34,24
63432,40.497239,-91.993928,MO,Clark,34,24
63435,40.199137,-91.58368,MO,Clark,34,24
63445,40.395662,-91.732212,MO,Clark,34,24
63453,40.510756,-91.867256,MO,Clark,34,24
63465,40.527638,-91.679549,MO,Clark,34,24
63472,40.404428,-91.585849,MO,Clark,34,24
63474,40.349765,-91.893573,MO,Clark,34,24
64024,39.327214,-94.227268,MO,Clay,236,42
64048,39.437785,-94.363578,MO,Clay,236,42
64060,39.368922,-94.363744,MO,Clay,236,42
64062,39.455731,-94.163205,MO,Clay,236,42
64068,39.258315,-94.389653,MO,Clay,236,42
64072,39.242139,-94.293935,MO,Clay,236,42
64077,39.224578,-94.139126,MO,Clay,236,42
64089,39.393886,-94.5609,MO,Clay,236,42
64114,38.957802,-94.598599,MO,Clay,236,42
64116,39.148811,-94.575242,MO,Clay,236,42
64117,39.164449,-94.522657,MO,Clay,236,42
64118,39.212864,-94.573951,MO,Clay,236,42
64119,39.209967,-94.514665,MO,Clay,236,42
64131,38.936041,-94.585011,MO,Clay,236,42
64150,39.172175,-94.632499,MO,Clay,236,42
64151,39.215355,-94.630084,MO,Clay,236,42
64155,39.273087,-94.579652,MO,Clay,236,42
64156,39.273669,-94.517765,MO,Clay,236,42
64157,39.27483,-94.473247,MO,Clay,236,42
64158,39.23438,-94.482916,MO,Clay,236,42
64161,39.158585,-94.450909,MO,Clay,236,42
64163,39.344563,-94.688192,MO,Clay,236,42
64165,39.321429,-94.576266,MO,Clay,236,42
64166,39.322075,-94.523042,MO,Clay,236,42
64167,39.318951,-94.483092,MO,Clay,236,42
64492,39.470667,-94.532644,MO,Clay,236,42
64048,39.437785,-94.363578,MO,Clinton,95,18
64062,39.455731,-94.163205,MO,Clinton,95,18
64089,39.393886,-94.5609,MO,Clinton,95,18
64429,39.736744,-94.225807,MO,Clinton,95,18
64444,39.485425,-94.648031,MO,Clinton,95,18
64454,39.596504,-94.592521,MO,Clinton,95,18
64465,39.549898,-94.287621,MO,Clinton,95,18
64474,39.754427,-94.379661,MO,Clinton,95,18
64477,39.575462,-94.452859,MO,Clinton,95,18
64490,39.731215,-94.514713,MO,Clinton,95,18
64492,39.470667,-94.532644,MO,Clinton,95,18
64493,39.635053,-94.318186,MO,Clinton,95,18
65023,38.653901,-92.396296,MO,Cole,233,70
65032,38.346516,-92.378407,MO,Cole,233,70
65040,38.34824,-92.284439,MO,Cole,233,70
65046,38.786494,-92.488423,MO,Cole,233,70
65053,38.527031,-92.378991,MO,Cole,233,70
65058,38.24957,-92.127898,MO,Cole,233,70
65074,38.484301,-92.468144,MO,Cole,233,70
65076,38.379486,-92.194056,MO,Cole,233,70
65101,38.49743,-92.133196,MO,Cole,233,70
65109,38.573883,-92.277794,MO,Cole,233,70
65018,38.620046,-92.563126,MO,Cooper,74,5
65025,38.675948,-92.69002,MO,Cooper,74,5
65046,38.786494,-92.488423,MO,Cooper,74,5
65068,38.825749,-92.614762,MO,Cooper,74,5
65081,38.644434,-92.782268,MO,Cooper,74,5
65233,38.917096,-92.728078,MO,Cooper,74,5
65237,38.766639,-92.793644,MO,Cooper,74,5
65276,38.852749,-92.957912,MO,Cooper,74,5
65287,38.886303,-92.530138,MO,Cooper,74,5
65301,38.69822,-93.226582,MO,Cooper,74,5
65322,38.982087,-92.951995,MO,Cooper,74,5
65347,38.991202,-93.039979,MO,Cooper,74,5
65348,38.717269,-92.971107,MO,Cooper,74,5
65350,38.64597,-93.090672,MO,Cooper,74,5
65354,38.65576,-92.873514,MO,Cooper,74,5
63080,38.192414,-91.075944,MO,Crawford,176,23
65066,38.349483,-91.484846,MO,Crawford,176,23
65441,38.096433,-91.159018,MO,Crawford,176,23
65446,37.777805,-91.28134,MO,Crawford,176,23
65449,37.852033,-91.494674,MO,Crawford,176,23
65453,38.106493,-91.439811,MO,Crawford,176,23
65456,37.784607,-91.18978,MO,Crawford,176,23
65535,38.070003,-91.274154,MO,Crawford,176,23
65559,38.024924,-91.610018,MO,Crawford,176,23
65560,37.59661,-91.503867,MO,Crawford,176,23
65565,37.892886,-91.241936,MO,Crawford,176,23
65566,37.720734,-91.126642,MO,Crawford,176,23
65586,37.849588,-91.431656,MO,Crawford,176,23
64748,37.359673,-94.090739,MO,Dade,74,29
64756,37.61903,-94.015167,MO,Dade,74,29
64759,37.52122,-94.25704,MO,Dade,74,29
65601,37.539863,-93.588003,MO,Dade,74,29
65603,37.556769,-93.86523,MO,Dade,74,29
65604,37.269914,-93.598471,MO,Dade,74,29
65635,37.531741,-93.717143,MO,Dade,74,29
65646,37.333448,-93.703246,MO,Dade,74,29
65661,37.467688,-93.825199,MO,Dade,74,29
65682,37.411878,-93.961715,MO,Dade,74,29
65752,37.327705,-93.830886,MO,Dade,74,29
65770,37.422627,-93.548226,MO,Dade,74,29
65785,37.708475,-93.825054,MO,Dade,74,29
65463,37.85321,-92.783846,MO,Dallas,58,6
65536,37.68769,-92.644458,MO,Dallas,58,6
65590,37.606148,-92.951287,MO,Dallas,58,6
65622,37.633024,-93.103604,MO,Dallas,58,6
65632,37.497907,-92.80993,MO,Dallas,58,6
65644,37.510802,-93.037975,MO,Dallas,58,6
65648,37.408778,-93.166512,MO,Dallas,58,6
65685,37.751809,-93.16725,MO,Dallas,58,6
65722,37.582915,-92.805465,MO,Dallas,58,6
65732,37.941693,-93.161545,MO,Dallas,58,6
65764,37.81452,-92.948674,MO,Dallas,58,6
65767,37.852251,-93.155937,MO,Dallas,58,6
65783,37.71457,-92.933321,MO,Dallas,58,6
65786,37.964471,-92.962937,MO,Dallas,58,6
64429,39.736744,-94.225807,MO,Daviess,44,6
64497,39.929538,-94.219874,MO,Daviess,44,6
64601,39.805381,-93.579097,MO,Daviess,44,6
64620,39.894531,-94.089951,MO,Daviess,44,6
64625,39.744043,-93.802883,MO,Daviess,44,6
64636,40.110099,-93.980461,MO,Daviess,44,6
64640,39.898207,-93.935966,MO,Daviess,44,6
64642,40.170792,-93.836449,MO,Daviess,44,6
64644,39.735438,-93.975183,MO,Daviess,44,6
64647,40.031136,-93.984725,MO,Daviess,44,6
64648,39.989058,-93.802748,MO,Daviess,44,6
64649,39.773347,-94.08639,MO,Daviess,44,6
64654,39.840341,-93.773159,MO,Daviess,44,6
64657,40.127046,-94.227602,MO,Daviess,44,6
64670,40.047587,-94.141528,MO,Daviess,44,6
64683,40.078432,-93.60105,MO,Daviess,44,6
64689,39.872556,-94.150128,MO,Daviess,44,6
63629,37.408644,-91.236844,MO,Dent,77,4
63638,37.214858,-91.019115,MO,Dent,77,4
65401,37.89925,-91.768538,MO,Dent,77,4
65440,37.619926,-91.172728,MO,Dent,77,4
65462,37.683375,-91.848757,MO,Dent,77,4
65501,37.462127,-91.566241,MO,Dent,77,4
65541,37.646612,-91.772723,MO,Dent,77,4
65542,37.495709,-91.883745,MO,Dent,77,4
65560,37.59661,-91.503867,MO,Dent,77,4
65608,36.898668,-92.677707,MO,Douglas,36,20
65638,36.833134,-92.330273,MO,Douglas,36,20
65652,37.133087,-92.949997,MO,Douglas,36,20
65715,36.731375,-92.574001,MO,Douglas,36,20
65720,36.940563,-92.950037,MO,Douglas,36,20
65755,36.829114,-92.623004,MO,Douglas,36,20
65768,36.919435,-92.270035,MO,Douglas,36,20
65775,36.701055,-91.856335,MO,Douglas,36,20
63821,36.047674,-90.23911,MO,Dunklin,135,12
63822,36.665946,-89.998831,MO,Dunklin,135,12
63829,36.03551,-90.308867,MO,Dunklin,135,12
63837,36.461978,-89.992151,MO,Dunklin,135,12
63847,36.43995,-90.038933,MO,Dunklin,135,12
63849,36.138609,-89.978779,MO,Dunklin,135,12
63852,36.367334,-90.015154,MO,Dunklin,135,12
63855,36.069107,-90.056809,MO,Dunklin,135,12
63857,36.224266,-90.04576,MO,Dunklin,135,12
63863,36.564889,-89.976753,MO,Dunklin,135,12
63876,36.132276,-90.17031,MO,Dunklin,135,12
63877,36.075721,-89.858336,MO,Dunklin,135,12
63880,36.326035,-90.023873,MO,Dunklin,135,12
63933,36.528179,-90.106956,MO,Dunklin,135,12
63005,38.644214,-90.651407,MO,Franklin,591,79
63013,38.405246,-91.152562,MO,Franklin,591,79
63014,38.651805,-91.313445,MO,Franklin,591,79
63015,38.405775,-90.759373,MO,Franklin,591,79
63037,38.428728,-91.303851,MO,Franklin,591,79
63039,38.494496,-90.839295,MO,Franklin,591,79
63041,38.260132,-90.787529,MO,Franklin,591,79
63055,38.529619,-90.835038,MO,Franklin,591,79
63056,38.39968,-91.215039,MO,Franklin,591,79
63060,38.260585,-90.875984,MO,Franklin,591,79
63061,38.272892,-90.812221,MO,Franklin,591,79
63068,38.565884,-91.244062,MO,Franklin,591,79
63069,38.487781,-90.72761,MO,Franklin,591,79
63072,38.369617,-90.813033,MO,Franklin,591,79
63073,38.588797,-90.782846,MO,Franklin,591,79
63077,38.329039,-90.984466,MO,Franklin,591,79
63079,38.260582,-91.099799,MO,Franklin,591,79
63080,38.192414,-91.075944,MO,Franklin,591,79
63084,38.4219,-91.019289,MO,Franklin,591,79
63089,38.45828,-90.889571,MO,Franklin,591,79
63090,38.535474,-91.048733,MO,Franklin,591,79
63091,38.371663,-91.393223,MO,Franklin,591,79
65441,38.096433,-91.159018,MO,Franklin,591,79
65453,38.106493,-91.439811,MO,Franklin,591,79
63014,38.651805,-91.313445,MO,Gasconade,99,20
63037,38.428728,-91.303851,MO,Gasconade,99,20
63068,38.565884,-91.244062,MO,Gasconade,99,20
63091,38.371663,-91.393223,MO,Gasconade,99,20
65014,38.316176,-91.631137,MO,Gasconade,99,20
65024,38.619249,-91.756356,MO,Gasconade,99,20
65041,38.63302,-91.489758,MO,Gasconade,99,20
65061,38.599503,-91.63551,MO,Gasconade,99,20
65062,38.50121,-91.659734,MO,Gasconade,99,20
65066,38.349483,-91.484846,MO,Gasconade,99,20
65453,38.106493,-91.439811,MO,Gasconade,99,20
65559,38.024924,-91.610018,MO,Gasconade,99,20
64402,40.257169,-94.327329,MO,Gentry,48,1
64438,40.158583,-94.413766,MO,Gentry,48,1
64441,40.392917,-94.2713,MO,Gentry,48,1
64453,40.345019,-94.480161,MO,Gentry,48,1
64463,40.062598,-94.482585,MO,Gentry,48,1
64471,40.253201,-94.192879,MO,Gentry,48,1
64479,40.333986,-94.647004,MO,Gentry,48,1
64489,40.234191,-94.548227,MO,Gentry,48,1
64499,40.393864,-94.43979,MO,Gentry,48,1
64657,40.127046,-94.227602,MO,Gentry,48,1
64670,40.047587,-94.141528,MO,Gentry,48,1
65604,37.269914,-93.598471,MO,Greene,1303,47
65610,37.030759,-93.530942,MO,Greene,1303,47
65612,37.213797,-93.538811,MO,Greene,1303,47
65617,37.437614,-93.334662,MO,Greene,1303,47
65619,37.121719,-93.394691,MO,Greene,1303,47
65648,37.408778,-93.166512,MO,Greene,1303,47
65706,37.32282,-92.898635,MO,Greene,1303,47
65721,36.982818,-93.209226,MO,Greene,1303,47
65725,37.433355,-93.288172,MO,Greene,1303,47
65738,37.13928,-93.506398,MO,Greene,1303,47
65742,37.125343,-93.088984,MO,Greene,1303,47
65757,37.282852,-93.098839,MO,Greene,1303,47
65770,37.422627,-93.548226,MO,Greene,1303,47
65781,37.35554,-93.417572,MO,Greene,1303,47
65802,37.20745,-93.354612,MO,Greene,1303,47
65803,37.283159,-93.289905,MO,Greene,1303,47
65804,37.150498,-93.251921,MO,Greene,1303,47
65806,37.205585,-93.299157,MO,Greene,1303,47
65807,37.167533,-93.324773,MO,Greene,1303,47
65809,37.172421,-93.19637,MO,Greene,1303,47
65810,37.11972,-93.309724,MO,Greene,1303,47
64635,39.95278,-93.433845,MO,Grundy,23,0
64641,40.175889,-93.399564,MO,Grundy,23,0
64642,40.170792,-93.836449,MO,Grundy,23,0
64648,39.989058,-93.802748,MO,Grundy,23,0
64652,40.021508,-93.418192,MO,Grundy,23,0
64679,40.23723,-93.580806,MO,Grundy,23,0
64683,40.078432,-93.60105,MO,Grundy,23,0
64424,40.261889,-94.036075,MO,Harrison,33,5
64426,40.52171,-93.859518,MO,Harrison,33,5
64442,40.489881,-94.011474,MO,Harrison,33,5
64456,40.49313,-94.391085,MO,Harrison,33,5
64458,40.514955,-94.145198,MO,Harrison,33,5
64467,40.401658,-94.162947,MO,Harrison,33,5
64471,40.253201,-94.192879,MO,Harrison,33,5
64481,40.353947,-93.887733,MO,Harrison,33,5
64632,40.468986,-93.766788,MO,Harrison,33,5
64636,40.110099,-93.980461,MO,Harrison,33,5
64642,40.170792,-93.836449,MO,Harrison,33,5
64657,40.127046,-94.227602,MO,Harrison,33,5
64670,40.047587,-94.141528,MO,Harrison,33,5
64724,38.15321,-94.006638,MO,Henry,196,74
64726,38.527153,-93.921941,MO,Henry,196,74
64733,38.584554,-93.82749,MO,Henry,196,74
64735,38.367806,-93.743646,MO,Henry,196,74
64739,38.51128,-94.096624,MO,Henry,196,74
64740,38.227505,-93.702953,MO,Henry,196,74
64761,38.608025,-93.675642,MO,Henry,196,74
64770,38.281451,-93.989507,MO,Henry,196,74
64788,38.423906,-94.019548,MO,Henry,196,74
65323,38.443904,-93.617513,MO,Henry,196,74
65360,38.516411,-93.517553,MO,Henry,196,74
65634,38.015397,-93.194616,MO,Hickory,126,3
65668,37.930666,-93.288163,MO,Hickory,126,3
65724,37.845618,-93.312279,MO,Hickory,126,3
65732,37.941693,-93.161545,MO,Hickory,126,3
65735,38.03992,-93.458727,MO,Hickory,126,3
65767,37.852251,-93.155937,MO,Hickory,126,3
65774,37.930273,-93.489344,MO,Hickory,126,3
65779,37.977567,-93.378863,MO,Hickory,126,3
64437,40.122385,-95.347485,MO,Holt,35,6
64446,40.317092,-95.414049,MO,Holt,35,6
64451,40.001541,-95.193666,MO,Holt,35,6
64466,40.16622,-95.106267,MO,Holt,35,6
64470,40.16014,-95.229188,MO,Holt,35,6
64473,39.979261,-95.076209,MO,Holt,35,6
64487,40.300935,-95.095911,MO,Holt,35,6
65230,39.290548,-92.702593,MO,Howard,77,10
65243,39.268429,-92.354421,MO,Howard,77,10
65248,39.138606,-92.660133,MO,Howard,77,10
65250,39.0301,-92.840101,MO,Howard,77,10
65254,39.210375,-92.853371,MO,Howard,77,10
65256,39.121606,-92.455554,MO,Howard,77,10
65257,39.287086,-92.533811,MO,Howard,77,10
65274,39.015477,-92.685507,MO,Howard,77,10
65279,39.001389,-92.52849,MO,Howard,77,10
65281,39.471908,-92.801613,MO,Howard,77,10
65548,37.012976,-91.712643,MO,Howell,323,68
65609,36.542285,-92.15154,MO,Howell,323,68
65626,36.594943,-92.130859,MO,Howell,323,68
65637,36.756411,-92.180227,MO,Howell,323,68
65689,37.144422,-92.09287,MO,Howell,323,68
65692,36.627591,-91.631413,MO,Howell,323,68
65775,36.701055,-91.856335,MO,Howell,323,68
65777,36.525746,-91.997786,MO,Howell,323,68
65788,36.806689,-91.694945,MO,Howell,323,68
65789,36.862869,-91.873714,MO,Howell,323,68
65790,36.702937,-92.109573,MO,Howell,323,68
65793,36.991559,-91.971986,MO,Howell,323,68
63620,37.38173,-90.651947,MO,Iron,32,4
63621,37.478367,-90.61024,MO,Iron,32,4
63623,37.685055,-90.88259,MO,Iron,32,4
63624,37.755635,-90.633945,MO,Iron,32,4
63631,37.754571,-90.788037,MO,Iron,32,4
63636,37.293641,-90.575534,MO,Iron,32,4
63650,37.623434,-90.609393,MO,Iron,32,4
63656,37.593225,-90.797305,MO,Iron,32,4
63663,37.6229,-90.644795,MO,Iron,32,4
63675,37.314474,-90.694768,MO,Iron,32,4
65439,37.656968,-91.06429,MO,Iron,32,4
65440,37.619926,-91.172728,MO,Iron,32,4
65566,37.720734,-91.126642,MO,Iron,32,4
64748,37.359673,-94.090739,MO,Jasper,543,139
64755,37.337416,-94.308691,MO,Jasper,543,139
64801,37.106902,-94.497647,MO,Jasper,543,139
64804,37.021691,-94.510899,MO,Jasper,543,139
64830,37.231391,-94.41037,MO,Jasper,543,139
64832,37.340209,-94.573598,MO,Jasper,543,139
64833,37.19381,-94.129842,MO,Jasper,543,139
64834,37.187875,-94.573612,MO,Jasper,543,139
64835,37.148443,-94.437485,MO,Jasper,543,139
64836,37.189255,-94.279255,MO,Jasper,543,139
64840,37.01657,-94.336063,MO,Jasper,543,139
64841,37.078348,-94.416752,MO,Jasper,543,139
64848,37.171779,-93.989626,MO,Jasper,543,139
64849,37.254904,-94.444881,MO,Jasper,543,139
64855,37.295478,-94.48532,MO,Jasper,543,139
64857,37.245854,-94.438585,MO,Jasper,543,139
64859,37.162761,-94.137989,MO,Jasper,543,139
64862,37.100665,-94.119523,MO,Jasper,543,139
64870,37.182917,-94.477775,MO,Jasper,543,139
64873,37.013395,-94.045714,MO,Jasper,543,139
63010,38.430371,-90.3921,MO,Jefferson,2380,380
63012,38.347377,-90.453537,MO,Jefferson,2380,380
63015,38.405775,-90.759373,MO,Jefferson,2380,380
63016,38.352457,-90.634964,MO,Jefferson,2380,380
63019,38.226362,-90.376992,MO,Jefferson,2380,380
63020,38.100971,-90.565549,MO,Jefferson,2380,380
63023,38.26863,-90.698824,MO,Jefferson,2380,380
63025,38.48753,-90.620119,MO,Jefferson,2380,380
63026,38.503355,-90.460953,MO,Jefferson,2380,380
63028,38.137919,-90.392182,MO,Jefferson,2380,380
63030,38.113946,-90.727086,MO,Jefferson,2380,380
63041,38.260132,-90.787529,MO,Jefferson,2380,380
63047,38.195501,-90.487417,MO,Jefferson,2380,380
63048,38.257558,-90.39313,MO,Jefferson,2380,380
63049,38.481047,-90.531413,MO,Jefferson,2380,380
63050,38.258066,-90.57979,MO,Jefferson,2380,380
63051,38.377775,-90.576636,MO,Jefferson,2380,380
63052,38.388903,-90.43689,MO,Jefferson,2380,380
63053,38.366588,-90.363927,MO,Jefferson,2380,380
63057,38.3433,-90.405572,MO,Jefferson,2380,380
63061,38.272892,-90.812221,MO,Jefferson,2380,380
63069,38.487781,-90.72761,MO,Jefferson,2380,380
63070,38.287955,-90.428585,MO,Jefferson,2380,380
63072,38.369617,-90.813033,MO,Jefferson,2380,380
63087,38.013279,-90.451539,MO,Jefferson,2380,380
63627,38.052858,-90.267404,MO,Jefferson,2380,380
63628,37.945792,-90.524633,MO,Jefferson,2380,380
64011,38.959756,-94.067926,MO,Johnson,245,18
64019,38.777542,-93.865281,MO,Johnson,245,18
64020,38.967425,-93.599784,MO,Johnson,245,18
64037,39.054756,-93.732729,MO,Johnson,245,18
64040,38.72376,-93.98766,MO,Johnson,245,18
64061,38.786719,-94.084421,MO,Johnson,245,18
64070,38.886611,-94.148894,MO,Johnson,245,18
64071,39.027828,-93.831717,MO,Johnson,245,18
64076,38.983162,-93.948056,MO,Johnson,245,18
64080,38.764216,-94.260423,MO,Johnson,245,18
64093,38.792552,-93.730877,MO,Johnson,245,18
64726,38.527153,-93.921941,MO,Johnson,245,18
64733,38.584554,-93.82749,MO,Johnson,245,18
64747,38.578507,-94.182338,MO,Johnson,245,18
64761,38.608025,-93.675642,MO,Johnson,245,18
65305,38.733116,-93.553158,MO,Johnson,245,18
65332,38.624306,-93.414676,MO,Johnson,245,18
65336,38.792708,-93.575353,MO,Johnson,245,18
65337,38.794493,-93.431379,MO,Johnson,245,18
65351,38.994519,-93.381385,MO,Johnson,245,18
65360,38.516411,-93.517553,MO,Johnson,245,18
63446,40.130413,-91.987206,MO,Knox,13,1
63458,39.992451,-92.019907,MO,Knox,13,1
63460,39.999269,-92.207897,MO,Knox,13,1
63530,39.90762,-92.455054,MO,Knox,13,1
63531,40.300263,-92.241036,MO,Knox,13,1
63537,40.150177,-92.153686,MO,Knox,13,1
63547,40.135832,-92.297714,MO,Knox,13,1
63563,40.304552,-92.065941,MO,Knox,13,1
65020,38.006239,-92.780644,MO,Laclede,275,27
65463,37.85321,-92.783846,MO,Laclede,275,27
65470,37.54739,-92.401779,MO,Laclede,275,27
65534,37.690279,-92.28428,MO,Laclede,275,27
65536,37.68769,-92.644458,MO,Laclede,275,27
65543,37.453945,-92.290231,MO,Laclede,275,27
65552,37.534694,-92.165645,MO,Laclede,275,27
65556,37.836155,-92.408884,MO,Laclede,275,27
65567,37.861069,-92.53387,MO,Laclede,275,27
65590,37.606148,-92.951287,MO,Laclede,275,27
65632,37.497907,-92.80993,MO,Laclede,275,27
65662,37.446733,-92.570452,MO,Laclede,275,27
65713,37.404644,-92.746951,MO,Laclede,275,27
65722,37.582915,-92.805465,MO,Laclede,275,27
64001,39.114216,-93.540908,MO,Lafayette,181,10
64011,38.959756,-94.067926,MO,Lafayette,181,10
64017,39.19562,-94.024205,MO,Lafayette,181,10
64020,38.967425,-93.599784,MO,Lafayette,181,10
64021,39.10449,-93.619004,MO,Lafayette,181,10
64022,39.194364,-93.671804,MO,Lafayette,181,10
64037,39.054756,-93.732729,MO,Lafayette,181,10
64067,39.154284,-93.836041,MO,Lafayette,181,10
64070,38.886611,-94.148894,MO,Lafayette,181,10
64071,39.027828,-93.831717,MO,Lafayette,181,10
64074,39.083651,-94.071296,MO,Lafayette,181,10
64075,38.9996,-94.145262,MO,Lafayette,181,10
64076,38.983162,-93.948056,MO,Lafayette,181,10
64096,39.208822,-93.552504,MO,Lafayette,181,10
64097,39.104909,-93.984271,MO,Lafayette,181,10
65321,39.085717,-93.468251,MO,Lafayette,181,10
65351,38.994519,-93.381385,MO,Lafayette,181,10
64748,37.359673,-94.090739,MO,Lawrence,200,15
64848,37.171779,-93.989626,MO,Lawrence,200,15
64862,37.100665,-94.119523,MO,Lawrence,200,15
64873,37.013395,-94.045714,MO,Lawrence,200,15
65604,37.269914,-93.598471,MO,Lawrence,200,15
65605,36.779853,-93.740784,MO,Lawrence,200,15
65610,37.030759,-93.530942,MO,Lawrence,200,15
65612,37.213797,-93.538811,MO,Lawrence,200,15
65646,37.333448,-93.703246,MO,Lawrence,200,15
65654,37.022203,-93.909637,MO,Lawrence,200,15
65664,37.198054,-93.615176,MO,Lawrence,200,15
65682,37.411878,-93.961715,MO,Lawrence,200,15
65705,37.04076,-93.671928,MO,Lawrence,200,15
65707,37.233674,-93.843315,MO,Lawrence,200,15
65708,36.902894,-93.911536,MO,Lawrence,200,15
65712,37.110674,-93.800291,MO,Lawrence,200,15
65723,36.958625,-94.04032,MO,Lawrence,200,15
65738,37.13928,-93.506398,MO,Lawrence,200,15
65752,37.327705,-93.830886,MO,Lawrence,200,15
65756,37.098035,-93.973906,MO,Lawrence,200,15
65769,36.919096,-93.799405,MO,Lawrence,200,15
63435,40.199137,-91.58368,MO,Lewis,51,1
63438,39.968514,-91.687967,MO,Lewis,51,1
63440,39.987475,-91.758834,MO,Lewis,51,1
63446,40.130413,-91.987206,MO,Lewis,51,1
63447,40.097022,-91.9034,MO,Lewis,51,1
63448,40.024661,-91.557038,MO,Lewis,51,1
63452,40.09313,-91.790052,MO,Lewis,51,1
63454,39.922981,-91.650377,MO,Lewis,51,1
63457,40.16585,-91.711889,MO,Lewis,51,1
63471,39.907583,-91.483476,MO,Lewis,51,1
63473,40.246853,-91.783858,MO,Lewis,51,1
63333,39.033743,-91.309018,MO,Lincoln,153,89
63334,39.297583,-91.188309,MO,Lincoln,153,89
63343,39.154813,-90.828184,MO,Lincoln,153,89
63344,39.235029,-91.003684,MO,Lincoln,153,89
63347,39.069871,-90.766733,MO,Lincoln,153,89
63348,38.785462,-90.945225,MO,Lincoln,153,89
63349,38.974386,-91.150965,MO,Lincoln,153,89
63359,39.151211,-91.356191,MO,Lincoln,153,89
63362,38.92277,-90.86989,MO,Lincoln,153,89
63369,38.935145,-90.763296,MO,Lincoln,153,89
63377,39.110313,-91.10339,MO,Lincoln,153,89
63379,39.001027,-90.995571,MO,Lincoln,153,89
63381,38.986402,-91.253305,MO,Lincoln,153,89
63383,38.804365,-91.193705,MO,Lincoln,153,89
63387,39.183555,-91.016734,MO,Lincoln,153,89
63389,39.010559,-90.77411,MO,Lincoln,153,89
63390,38.803397,-91.040068,MO,Lincoln,153,89
63557,39.970985,-92.878772,MO,Linn,41,5
63566,40.043275,-92.925622,MO,Linn,41,5
64628,39.796166,-93.041516,MO,Linn,41,5
64630,40.037666,-93.156885,MO,Linn,41,5
64631,39.82425,-92.866091,MO,Linn,41,5
64635,39.95278,-93.433845,MO,Linn,41,5
64646,40.098954,-93.30898,MO,Linn,41,5
