State,County,ViolentCrime,MurderNonnegligentManslaughter,Rape1,Robbery,AggravatedAssault,PropertyCrime,Burglary,LarcenyTheft,MotorVehicleTheft,Arson2,Area,StateAbbrev
Iowa,Grundy,10,0,0,0,10,60,22,36,2,0.0, Metropolitan Counties,IA
Iowa,Guthrie,6,0,0,2,4,54,27,18,9,0.0, Metropolitan Counties,IA
Iowa,Harrison,17,0,4,0,13,68,14,43,11,1.0, Metropolitan Counties,IA
Iowa,Johnson,70,0,17,2,51,234,42,177,15,0.0, Metropolitan Counties,IA
Iowa,Linn,33,0,17,1,15,311,125,147,39,1.0, Metropolitan Counties,IA
Iowa,Madison,1,0,0,0,1,41,17,19,5,2.0, Metropolitan Counties,IA
Iowa,Mills,21,0,1,0,20,97,26,50,21,1.0, Metropolitan Counties,IA
Iowa,Plymouth,14,0,3,0,11,32,11,15,6,0.0, Metropolitan Counties,IA
Iowa,Polk,113,6,24,11,72,677,204,355,118,5.0, Metropolitan Counties,IA
Iowa,Pottawattamie,64,0,8,3,53,311,95,173,43,5.0, Metropolitan Counties,IA
Iowa,Scott,50,0,6,3,41,207,76,99,32,1.0, Metropolitan Counties,IA
Iowa,Story,14,0,3,1,10,131,56,65,10,5.0, Metropolitan Counties,IA
Iowa,Warren,52,1,8,0,43,191,56,106,29,5.0, Metropolitan Counties,IA
Iowa,Washington,31,0,3,0,28,84,37,40,7,0.0, Metropolitan Counties,IA
Iowa,Woodbury,27,0,2,0,25,166,62,78,26,1.0, Metropolitan Counties,IA
Iowa,Adair,4,0,0,0,4,39,15,18,6,0.0, Nonmetropolitan Counties,IA
Iowa,Appanoose,17,1,1,0,15,126,63,50,13,1.0, Nonmetropolitan Counties,IA
Iowa,Audubon,3,0,0,0,3,19,0,18,1,1.0, Nonmetropolitan Counties,IA
Iowa,Boone,20,0,1,0,19,57,21,25,11,2.0, Nonmetropolitan Counties,IA
Iowa,Buchanan,5,2,1,0,2,122,42,68,12,2.0, Nonmetropolitan Counties,IA
Iowa,Buena Vista,11,0,1,0,10,29,9,18,2,1.0, Nonmetropolitan Counties,IA
Iowa,Butler,2,0,1,0,1,9,5,3,1,1.0, Nonmetropolitan Counties,IA
Iowa,Calhoun,7,0,1,0,6,36,10,23,3,2.0, Nonmetropolitan Counties,IA
Iowa,Carroll,3,0,2,0,1,3,1,0,2,0.0, Nonmetropolitan Counties,IA
Iowa,Cass,16,0,5,0,11,50,15,30,5,0.0, Nonmetropolitan Counties,IA
Iowa,Cedar,7,0,4,0,3,64,15,42,7,0.0, Nonmetropolitan Counties,IA
Iowa,Cerro Gordo,11,0,0,0,11,98,31,57,10,0.0, Nonmetropolitan Counties,IA
Iowa,Cherokee,4,0,1,0,3,21,8,10,3,0.0, Nonmetropolitan Counties,IA
Iowa,Chickasaw,11,1,1,0,9,32,5,22,5,0.0, Nonmetropolitan Counties,IA
Iowa,Clarke,4,0,1,0,3,36,15,13,8,0.0, Nonmetropolitan Counties,IA
Iowa,Clay,9,0,0,0,9,40,9,25,6,0.0, Nonmetropolitan Counties,IA
Iowa,Clayton,9,0,4,1,4,46,16,24,6,0.0, Nonmetropolitan Counties,IA
Iowa,Clinton,38,2,0,0,36,126,38,78,10,0.0, Nonmetropolitan Counties,IA
Iowa,Crawford,4,0,0,0,4,14,5,7,2,2.0, Nonmetropolitan Counties,IA
Iowa,Davis,2,0,0,0,2,8,4,4,0,0.0, Nonmetropolitan Counties,IA
Iowa,Decatur,7,0,0,0,7,17,6,9,2,0.0, Nonmetropolitan Counties,IA
Iowa,Delaware,14,0,7,0,7,86,43,39,4,2.0, Nonmetropolitan Counties,IA
Iowa,Des Moines,7,0,1,1,5,157,98,49,10,0.0, Nonmetropolitan Counties,IA
Iowa,Dickinson,10,1,2,0,7,27,8,11,8,0.0, Nonmetropolitan Counties,IA
Iowa,Emmet,10,0,0,0,10,37,7,25,5,0.0, Nonmetropolitan Counties,IA
Iowa,Fayette,11,0,1,1,9,39,12,21,6,0.0, Nonmetropolitan Counties,IA
Iowa,Floyd,2,0,0,0,2,23,12,8,3,0.0, Nonmetropolitan Counties,IA
Iowa,Franklin,1,0,0,0,1,0,0,0,0,0.0, Nonmetropolitan Counties,IA
Iowa,Fremont,21,0,7,0,14,59,23,26,10,0.0, Nonmetropolitan Counties,IA
Iowa,Hamilton,5,0,0,0,5,40,13,24,3,3.0, Nonmetropolitan Counties,IA
Iowa,Henry,16,0,1,0,15,89,34,50,5,3.0, Nonmetropolitan Counties,IA
Iowa,Howard,1,0,0,0,1,63,38,20,5,0.0, Nonmetropolitan Counties,IA
Iowa,Humboldt,3,0,0,0,3,41,9,29,3,0.0, Nonmetropolitan Counties,IA
Iowa,Ida,9,0,0,0,9,23,8,12,3,0.0, Nonmetropolitan Counties,IA
Iowa,Iowa,17,1,0,0,16,69,20,36,13,0.0, Nonmetropolitan Counties,IA
Iowa,Jackson,3,0,0,0,3,21,14,2,5,0.0, Nonmetropolitan Counties,IA
Iowa,Jasper,32,1,5,0,26,121,49,60,12,2.0, Nonmetropolitan Counties,IA
Iowa,Jefferson,0,0,0,0,0,45,22,18,5,0.0, Nonmetropolitan Counties,IA
Iowa,Keokuk,6,0,3,0,3,48,22,20,6,0.0, Nonmetropolitan Counties,IA
Iowa,Kossuth,14,0,1,0,13,15,5,9,1,0.0, Nonmetropolitan Counties,IA
Iowa,Lee,27,1,0,1,25,99,38,46,15,0.0, Nonmetropolitan Counties,IA
Iowa,Louisa,30,0,5,1,24,100,48,45,7,2.0, Nonmetropolitan Counties,IA
Iowa,Lucas,13,0,3,0,10,86,47,34,5,2.0, Nonmetropolitan Counties,IA
Iowa,Lyon,11,0,1,0,10,62,19,39,4,1.0, Nonmetropolitan Counties,IA
Iowa,Mahaska,15,0,1,0,14,130,79,39,12,1.0, Nonmetropolitan Counties,IA
Iowa,Marion,42,0,20,0,22,67,34,24,9,1.0, Nonmetropolitan Counties,IA
Iowa,Marshall,26,0,0,1,25,91,32,54,5,1.0, Nonmetropolitan Counties,IA
Iowa,Monona,11,0,1,0,10,34,5,24,5,0.0, Nonmetropolitan Counties,IA
Iowa,Monroe,7,0,2,0,5,23,6,13,4,0.0, Nonmetropolitan Counties,IA
Iowa,Muscatine,29,0,4,1,24,67,34,22,11,2.0, Nonmetropolitan Counties,IA
Iowa,O'Brien,25,0,3,0,22,73,20,52,1,0.0, Nonmetropolitan Counties,IA
Iowa,Osceola,5,0,1,0,4,81,22,59,0,0.0, Nonmetropolitan Counties,IA
Iowa,Page,7,0,1,0,6,42,16,17,9,0.0, Nonmetropolitan Counties,IA
Iowa,Palo Alto,18,0,2,0,16,67,31,30,6,0.0, Nonmetropolitan Counties,IA
Iowa,Sac,8,0,4,0,4,50,14,31,5,0.0, Nonmetropolitan Counties,IA
Iowa,Shelby,6,0,0,0,6,24,11,13,0,1.0, Nonmetropolitan Counties,IA
Iowa,Sioux,2,0,1,0,1,51,17,31,3,1.0, Nonmetropolitan Counties,IA
Iowa,Tama,36,0,5,0,31,83,42,35,6,1.0, Nonmetropolitan Counties,IA
Iowa,Taylor,3,0,0,0,3,17,4,11,2,0.0, Nonmetropolitan Counties,IA
Iowa,Union,6,0,0,0,6,44,16,21,7,1.0, Nonmetropolitan Counties,IA
Iowa,Van Buren,4,0,0,0,4,53,27,23,3,1.0, Nonmetropolitan Counties,IA
Iowa,Wapello,22,0,2,0,20,186,80,89,17,2.0, Nonmetropolitan Counties,IA
Iowa,Wayne,13,0,2,0,11,54,22,28,4,0.0, Nonmetropolitan Counties,IA
Iowa,Webster,46,1,2,1,42,127,54,56,17,5.0, Nonmetropolitan Counties,IA
Iowa,Winneshiek,8,0,1,0,7,32,5,23,4,0.0, Nonmetropolitan Counties,IA
Iowa,Worth,10,0,1,0,9,50,13,28,9,0.0, Nonmetropolitan Counties,IA
Iowa,Wright,2,0,2,0,0,19,11,8,0,0.0, Nonmetropolitan Counties,IA
Kansas,Butler,49,1,7,1,40,442,134,271,37,4.0, Metropolitan Counties,KS
Kansas,Doniphan,4,1,0,0,3,31,13,12,6,0.0, Metropolitan Counties,KS
Kansas,Harvey,23,3,1,0,19,72,28,36,8,0.0, Metropolitan Counties,KS
Kansas,Jackson,21,0,3,0,18,90,19,62,9,2.0, Metropolitan Counties,KS
Kansas,Johnson,46,0,8,3,35,317,76,209,32,3.0, Metropolitan Counties,KS
Kansas,Kingman,7,0,0,0,7,55,24,30,1,0.0, Metropolitan Counties,KS
Kansas,Leavenworth,32,0,5,1,26,186,68,89,29,6.0, Metropolitan Counties,KS
Kansas,Miami,31,1,4,1,25,196,77,95,24,7.0, Metropolitan Counties,KS
Kansas,Osage,13,0,3,0,10,52,16,29,7,0.0, Metropolitan Counties,KS
Kansas,Pottawatomie,45,0,2,1,42,214,45,158,11,6.0, Metropolitan Counties,KS
Kansas,Riley County Police Department,221,2,55,23,141,1355,226,1051,78,13.0, Metropolitan Counties,KS
Kansas,Sedgwick5,158,3,15,6,134,1355,226,259,60,6.0, Metropolitan Counties,KS
Kansas,Shawnee,79,0,4,9,66,899,186,626,87,2.0, Metropolitan Counties,KS
Kansas,Sumner,33,0,2,3,28,170,60,92,18,1.0, Metropolitan Counties,KS
Kansas,Wabaunsee,7,0,3,0,4,70,23,39,8,2.0, Metropolitan Counties,KS
Kansas,Wyandotte,59,2,7,6,44,77,6,62,9,1.0, Metropolitan Counties,KS
Kansas,Allen,12,0,1,1,10,71,25,39,7,2.0, Nonmetropolitan Counties,KS
Kansas,Anderson,6,0,2,0,4,52,17,29,6,0.0, Nonmetropolitan Counties,KS
Kansas,Atchison,6,0,0,1,5,26,3,21,2,0.0, Nonmetropolitan Counties,KS
Kansas,Barber,2,0,0,0,2,12,6,5,1,0.0, Nonmetropolitan Counties,KS
Kansas,Barton,12,0,2,0,10,51,2,41,8,2.0, Nonmetropolitan Counties,KS
Kansas,Bourbon,16,0,2,0,14,102,47,50,5,0.0, Nonmetropolitan Counties,KS
Kansas,Brown,10,0,1,0,9,15,8,5,2,0.0, Nonmetropolitan Counties,KS
Kansas,Chautauqua,1,0,0,0,1,18,6,8,4,0.0, Nonmetropolitan Counties,KS
Kansas,Cherokee,30,2,1,2,25,180,82,82,16,4.0, Nonmetropolitan Counties,KS
Kansas,Cheyenne,5,0,0,1,4,16,2,13,1,0.0, Nonmetropolitan Counties,KS
Kansas,Cloud,14,0,2,0,12,54,26,25,3,3.0, Nonmetropolitan Counties,KS
Kansas,Cowley,23,0,2,0,21,123,41,74,8,2.0, Nonmetropolitan Counties,KS
Kansas,Crawford,35,0,2,0,33,161,2,135,24,10.0, Nonmetropolitan Counties,KS
Kansas,Dickinson,16,0,2,0,14,139,39,84,16,1.0, Nonmetropolitan Counties,KS
Kansas,Edwards,2,1,0,0,1,19,3,15,1,0.0, Nonmetropolitan Counties,KS
Kansas,Ellis,21,0,2,1,18,62,28,28,6,2.0, Nonmetropolitan Counties,KS
Kansas,Ellsworth,8,0,2,0,6,46,16,24,6,2.0, Nonmetropolitan Counties,KS
Kansas,Finney,30,0,2,3,25,162,46,96,20,0.0, Nonmetropolitan Counties,KS
Kansas,Ford,23,0,0,1,22,99,44,45,10,3.0, Nonmetropolitan Counties,KS
Kansas,Franklin,48,0,4,0,44,161,56,87,18,0.0, Nonmetropolitan Counties,KS
Kansas,Geary,15,0,1,0,14,32,11,20,1,2.0, Nonmetropolitan Counties,KS
Kansas,Gove,2,1,0,0,1,13,2,10,1,2.0, Nonmetropolitan Counties,KS
Kansas,Grant,5,1,1,0,3,10,1,9,0,0.0, Nonmetropolitan Counties,KS
Kansas,Gray,15,0,1,0,14,79,26,41,12,1.0, Nonmetropolitan Counties,KS
Kansas,Greeley,2,0,0,1,1,13,3,9,1,0.0, Nonmetropolitan Counties,KS
Kansas,Greenwood,17,1,1,0,15,58,15,38,5,0.0, Nonmetropolitan Counties,KS
Kansas,Harper,1,0,0,0,1,14,6,8,0,0.0, Nonmetropolitan Counties,KS
Kansas,Haskell,0,0,0,0,0,32,8,22,2,0.0, Nonmetropolitan Counties,KS
Kansas,Hodgeman,1,0,0,0,1,10,2,6,2,0.0, Nonmetropolitan Counties,KS
Kansas,Kearny,7,0,2,0,5,52,8,42,2,0.0, Nonmetropolitan Counties,KS
Kansas,Kiowa,0,0,0,0,0,28,9,18,1,0.0, Nonmetropolitan Counties,KS
Kansas,Lane,4,0,1,0,3,3,0,3,0,0.0, Nonmetropolitan Counties,KS
Kansas,Logan,0,0,0,0,0,19,4,13,2,1.0, Nonmetropolitan Counties,KS
Kansas,Lyon,16,0,3,1,12,78,25,50,3,4.0, Nonmetropolitan Counties,KS
Kansas,Marion,4,0,0,1,3,69,31,33,5,0.0, Nonmetropolitan Counties,KS
Kansas,McPherson,5,0,0,0,5,53,20,29,4,1.0, Nonmetropolitan Counties,KS
Kansas,Mitchell,0,0,0,0,0,10,4,4,2,0.0, Nonmetropolitan Counties,KS
Kansas,Montgomery,11,0,3,0,8,113,53,52,8,0.0, Nonmetropolitan Counties,KS
Kansas,Morris,5,0,0,0,5,42,11,27,4,3.0, Nonmetropolitan Counties,KS
Kansas,Morton,1,0,0,0,1,25,7,18,0,1.0, Nonmetropolitan Counties,KS
Kansas,Nemaha,2,0,0,0,2,52,20,25,7,1.0, Nonmetropolitan Counties,KS
Kansas,Neosho,9,0,0,0,9,74,30,37,7,7.0, Nonmetropolitan Counties,KS
Kansas,Ness,8,0,1,0,7,28,7,16,5,0.0, Nonmetropolitan Counties,KS
Kansas,Norton,5,0,0,0,5,20,5,11,4,0.0, Nonmetropolitan Counties,KS
Kansas,Ottawa,3,0,1,0,2,71,17,49,5,2.0, Nonmetropolitan Counties,KS
Kansas,Pawnee,0,0,0,0,0,19,9,8,2,0.0, Nonmetropolitan Counties,KS
Kansas,Phillips,3,0,0,0,3,29,10,18,1,1.0, Nonmetropolitan Counties,KS
Kansas,Pratt,5,0,0,0,5,24,9,13,2,0.0, Nonmetropolitan Counties,KS
Kansas,Reno,30,0,5,0,25,257,90,141,26,12.0, Nonmetropolitan Counties,KS
Kansas,Republic,3,0,0,0,3,27,6,17,4,1.0, Nonmetropolitan Counties,KS
Kansas,Rice,9,0,0,2,7,70,31,36,3,1.0, Nonmetropolitan Counties,KS
Kansas,Rooks,3,0,1,0,2,32,12,19,1,0.0, Nonmetropolitan Counties,KS
Kansas,Rush,6,0,1,0,5,73,28,38,7,2.0, Nonmetropolitan Counties,KS
Kansas,Russell,10,0,2,0,8,28,7,18,3,0.0, Nonmetropolitan Counties,KS
Kansas,Saline,20,1,5,0,14,104,31,59,14,1.0, Nonmetropolitan Counties,KS
Kansas,Seward,13,0,0,1,12,15,2,12,1,1.0, Nonmetropolitan Counties,KS
Kansas,Sherman,2,0,0,0,2,4,1,2,1,0.0, Nonmetropolitan Counties,KS
Kansas,Stafford,4,0,0,0,4,17,6,7,4,0.0, Nonmetropolitan Counties,KS
Kansas,Thomas,7,0,1,0,6,43,14,27,2,0.0, Nonmetropolitan Counties,KS
Kansas,Trego,0,0,0,0,0,12,4,5,3,0.0, Nonmetropolitan Counties,KS
Kansas,Washington,1,0,1,0,0,22,10,9,3,0.0, Nonmetropolitan Counties,KS
Kansas,Wichita,5,0,0,0,5,23,3,18,2,0.0, Nonmetropolitan Counties,KS
Kansas,Wilson,5,0,0,0,5,42,13,25,4,2.0, Nonmetropolitan Counties,KS
Kansas,Woodson,4,0,0,0,4,26,6,18,2,0.0, Nonmetropolitan Counties,KS
Kentucky,Allen,9,0,5,0,4,145,69,60,16,1.0, Metropolitan Counties,KY
Kentucky,Boone,65,2,29,13,21,911,164,669,78,2.0, Metropolitan Counties,KY
Kentucky,Bourbon,2,0,0,1,1,77,30,44,3,0.0, Metropolitan Counties,KY
Kentucky,Boyd,14,0,2,2,10,171,47,94,30,1.0, Metropolitan Counties,KY
Kentucky,Bracken,2,0,0,1,1,22,6,13,3,0.0, Metropolitan Counties,KY
Kentucky,Bullitt,33,0,11,5,17,500,122,288,90,0.0, Metropolitan Counties,KY
Kentucky,Butler,2,0,0,2,0,71,26,33,12,0.0, Metropolitan Counties,KY
Kentucky,Campbell,0,0,0,0,0,0,0,0,0,0.0, Metropolitan Counties,KY
Kentucky,Campbell County Police Department,20,1,14,2,3,197,44,131,22,0.0, Metropolitan Counties,KY
Kentucky,Christian,22,0,5,1,16,322,123,169,30,5.0, Metropolitan Counties,KY
Kentucky,Clark,13,0,2,7,4,220,90,104,26,2.0, Metropolitan Counties,KY
Kentucky,Daviess,10,1,3,0,6,405,115,245,45,2.0, Metropolitan Counties,KY
Kentucky,Edmonson,3,0,0,1,2,28,14,12,2,0.0, Metropolitan Counties,KY
Kentucky,Fayette,0,0,0,0,0,0,0,0,0,0.0, Metropolitan Counties,KY
Kentucky,Gallatin,0,0,0,0,0,34,11,18,5,0.0, Metropolitan Counties,KY
Kentucky,Grant,5,0,3,0,2,128,36,74,18,0.0, Metropolitan Counties,KY
Kentucky,Greenup,2,0,0,1,1,27,8,9,10,0.0, Metropolitan Counties,KY
Kentucky,Hardin,12,1,0,1,10,157,36,99,22,2.0, Metropolitan Counties,KY
Kentucky,Henderson,14,2,2,3,7,162,53,83,26,0.0, Metropolitan Counties,KY
Kentucky,Henry,2,0,0,0,2,3,2,1,0,2.0, Metropolitan Counties,KY
Kentucky,Jefferson,0,0,0,0,0,0,0,0,0,0.0, Metropolitan Counties,KY
Kentucky,Jessamine,15,0,3,8,4,280,105,149,26,0.0, Metropolitan Counties,KY
Kentucky,Kenton,1,0,0,1,0,6,0,6,0,0.0, Metropolitan Counties,KY
Kentucky,Kenton County Police Department,18,1,11,0,6,125,44,67,14,1.0, Metropolitan Counties,KY
Kentucky,Larue,1,0,0,0,1,32,14,12,6,0.0, Metropolitan Counties,KY
Kentucky,McLean,6,0,3,1,2,52,24,21,7,1.0, Metropolitan Counties,KY
Kentucky,Meade,11,1,0,0,10,154,61,56,37,2.0, Metropolitan Counties,KY
Kentucky,Oldham,0,0,0,0,0,4,2,2,0,0.0, Metropolitan Counties,KY
Kentucky,Oldham County Police Department,27,0,9,5,13,450,139,285,26,2.0, Metropolitan Counties,KY
Kentucky,Pendleton,4,0,1,0,3,71,26,35,10,0.0, Metropolitan Counties,KY
Kentucky,Scott,9,0,2,2,5,220,62,142,16,0.0, Metropolitan Counties,KY
Kentucky,Shelby,21,0,3,4,14,312,66,215,31,0.0, Metropolitan Counties,KY
Kentucky,Spencer,1,0,0,0,1,56,17,36,3,0.0, Metropolitan Counties,KY
Kentucky,Trigg,12,0,1,1,10,47,20,21,6,0.0, Metropolitan Counties,KY
Kentucky,Trimble,1,0,0,0,1,14,7,5,2,0.0, Metropolitan Counties,KY
Kentucky,Warren,37,1,13,6,17,516,182,289,45,2.0, Metropolitan Counties,KY
Kentucky,Adair,0,0,0,0,0,17,4,8,5,1.0, Nonmetropolitan Counties,KY
Kentucky,Anderson,3,0,0,0,3,44,15,23,6,0.0, Nonmetropolitan Counties,KY
Kentucky,Ballard,5,0,2,0,3,65,23,35,7,0.0, Nonmetropolitan Counties,KY
Kentucky,Barren,13,0,1,2,10,124,70,42,12,0.0, Nonmetropolitan Counties,KY
Kentucky,Bath,0,0,0,0,0,21,3,17,1,0.0, Nonmetropolitan Counties,KY
Kentucky,Bell,15,0,3,3,9,113,32,62,19,4.0, Nonmetropolitan Counties,KY
Kentucky,Boyle,4,0,2,0,2,44,19,24,1,0.0, Nonmetropolitan Counties,KY
Kentucky,Breckinridge,5,1,0,0,4,51,25,16,10,0.0, Nonmetropolitan Counties,KY
Kentucky,Caldwell,1,0,0,0,1,48,23,19,6,2.0, Nonmetropolitan Counties,KY
Kentucky,Calloway,19,0,8,2,9,328,158,143,27,3.0, Nonmetropolitan Counties,KY
Kentucky,Carlisle,0,0,0,0,0,9,3,5,1,0.0, Nonmetropolitan Counties,KY
Kentucky,Carroll,1,0,0,0,1,5,0,4,1,0.0, Nonmetropolitan Counties,KY
Kentucky,Carter,7,0,1,2,4,66,31,28,7,0.0, Nonmetropolitan Counties,KY
Kentucky,Casey,1,0,0,0,1,29,13,8,8,0.0, Nonmetropolitan Counties,KY
Kentucky,Clay,1,0,0,0,1,108,25,42,41,0.0, Nonmetropolitan Counties,KY
Kentucky,Clinton,2,0,0,0,2,27,12,6,9,0.0, Nonmetropolitan Counties,KY
Kentucky,Crittenden,1,0,0,0,1,17,7,8,2,1.0, Nonmetropolitan Counties,KY
Kentucky,Cumberland,0,0,0,0,0,6,0,5,1,0.0, Nonmetropolitan Counties,KY
Kentucky,Fleming,4,0,0,0,4,11,9,1,1,0.0, Nonmetropolitan Counties,KY
Kentucky,Floyd,3,0,0,0,3,59,18,29,12,0.0, Nonmetropolitan Counties,KY
Kentucky,Franklin,28,0,7,2,19,265,62,168,35,0.0, Nonmetropolitan Counties,KY
Kentucky,Fulton,1,0,0,0,1,6,1,5,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Graves,31,1,10,5,15,284,90,162,32,1.0, Nonmetropolitan Counties,KY
Kentucky,Grayson,7,0,2,0,5,53,23,16,14,0.0, Nonmetropolitan Counties,KY
Kentucky,Harlan,3,0,0,1,2,23,6,13,4,1.0, Nonmetropolitan Counties,KY
Kentucky,Harrison,1,0,0,0,1,107,50,50,7,0.0, Nonmetropolitan Counties,KY
Kentucky,Hart,7,0,0,1,6,57,24,29,4,0.0, Nonmetropolitan Counties,KY
Kentucky,Hickman,2,0,1,0,1,16,7,5,4,0.0, Nonmetropolitan Counties,KY
Kentucky,Hopkins,8,0,1,1,6,236,74,127,35,1.0, Nonmetropolitan Counties,KY
Kentucky,Jackson,5,0,0,1,4,70,33,26,11,0.0, Nonmetropolitan Counties,KY
Kentucky,Johnson,3,0,1,0,2,45,13,17,15,1.0, Nonmetropolitan Counties,KY
Kentucky,Knott,0,0,0,0,0,20,3,10,7,0.0, Nonmetropolitan Counties,KY
Kentucky,Knox,14,0,0,3,11,150,57,49,44,1.0, Nonmetropolitan Counties,KY
Kentucky,Laurel,49,3,1,10,35,599,190,295,114,0.0, Nonmetropolitan Counties,KY
Kentucky,Lawrence,0,0,0,0,0,44,17,16,11,0.0, Nonmetropolitan Counties,KY
Kentucky,Lee,0,0,0,0,0,2,1,1,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Leslie,3,0,0,0,3,2,0,2,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Letcher,0,0,0,0,0,19,8,8,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Lewis,2,0,0,0,2,16,4,7,5,0.0, Nonmetropolitan Counties,KY
Kentucky,Lincoln,4,0,1,3,0,77,24,30,23,0.0, Nonmetropolitan Counties,KY
Kentucky,Livingston,5,0,0,1,4,66,24,34,8,2.0, Nonmetropolitan Counties,KY
Kentucky,Logan,15,0,5,1,9,151,71,68,12,0.0, Nonmetropolitan Counties,KY
Kentucky,Lyon,0,0,0,0,0,32,14,15,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Madison,10,0,3,1,6,341,123,193,25,2.0, Nonmetropolitan Counties,KY
Kentucky,Magoffin,1,0,0,0,1,6,3,1,2,1.0, Nonmetropolitan Counties,KY
Kentucky,Marion,2,0,0,0,2,68,22,35,11,0.0, Nonmetropolitan Counties,KY
Kentucky,Marshall,28,1,8,5,14,181,72,90,19,4.0, Nonmetropolitan Counties,KY
Kentucky,Martin,3,0,0,0,3,15,5,8,2,0.0, Nonmetropolitan Counties,KY
Kentucky,Mason,11,0,3,4,4,85,31,48,6,0.0, Nonmetropolitan Counties,KY
Kentucky,McCracken,43,1,19,4,19,499,155,286,58,0.0, Nonmetropolitan Counties,KY
Kentucky,McCreary,4,0,0,1,3,37,7,22,8,0.0, Nonmetropolitan Counties,KY
Kentucky,Menifee,4,1,2,0,1,28,15,9,4,0.0, Nonmetropolitan Counties,KY
Kentucky,Mercer,3,0,1,0,2,26,8,12,6,0.0, Nonmetropolitan Counties,KY
Kentucky,Metcalfe,4,0,0,1,3,58,30,19,9,1.0, Nonmetropolitan Counties,KY
Kentucky,Monroe,0,0,0,0,0,9,5,3,1,0.0, Nonmetropolitan Counties,KY
Kentucky,Montgomery,14,0,2,2,10,273,98,155,20,0.0, Nonmetropolitan Counties,KY
Kentucky,Morgan,0,0,0,0,0,19,5,8,6,0.0, Nonmetropolitan Counties,KY
Kentucky,Muhlenberg,11,0,3,0,8,95,56,23,16,1.0, Nonmetropolitan Counties,KY
Kentucky,Nelson,18,1,4,1,12,217,66,130,21,0.0, Nonmetropolitan Counties,KY
Kentucky,Nicholas,0,0,0,0,0,5,3,2,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Ohio,10,0,1,3,6,94,35,46,13,0.0, Nonmetropolitan Counties,KY
Kentucky,Owen,3,0,1,0,2,50,26,21,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Owsley,0,0,0,0,0,5,5,0,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Perry,3,0,0,0,3,21,4,11,6,0.0, Nonmetropolitan Counties,KY
Kentucky,Pike,3,0,0,1,2,91,17,72,2,0.0, Nonmetropolitan Counties,KY
Kentucky,Powell,0,0,0,0,0,24,9,11,4,0.0, Nonmetropolitan Counties,KY
Kentucky,Pulaski,34,1,9,4,20,373,163,158,52,1.0, Nonmetropolitan Counties,KY
Kentucky,Robertson,0,0,0,0,0,1,0,1,0,0.0, Nonmetropolitan Counties,KY
Kentucky,Rockcastle,4,0,0,1,3,45,20,16,9,1.0, Nonmetropolitan Counties,KY
Kentucky,Rowan,3,0,0,0,3,120,30,80,10,0.0, Nonmetropolitan Counties,KY
Kentucky,Russell,3,0,2,0,1,28,12,9,7,0.0, Nonmetropolitan Counties,KY
Kentucky,Simpson,12,0,0,1,11,39,20,14,5,0.0, Nonmetropolitan Counties,KY
Kentucky,Taylor,7,0,2,1,4,162,68,81,13,1.0, Nonmetropolitan Counties,KY
Kentucky,Todd,2,0,0,0,2,46,20,20,6,0.0, Nonmetropolitan Counties,KY
Kentucky,Union,4,0,1,1,2,55,29,17,9,1.0, Nonmetropolitan Counties,KY
Kentucky,Washington,4,0,1,0,3,31,15,13,3,0.0, Nonmetropolitan Counties,KY
Kentucky,Wayne,1,0,1,0,0,32,14,14,4,1.0, Nonmetropolitan Counties,KY
Kentucky,Webster,1,0,0,0,1,27,10,8,9,0.0, Nonmetropolitan Counties,KY
Kentucky,Whitley,12,3,0,1,8,115,55,46,14,0.0, Nonmetropolitan Counties,KY
Kentucky,Wolfe,0,0,0,0,0,13,4,8,1,0.0, Nonmetropolitan Counties,KY
Louisiana,Acadia5,101,0,4,22,75,13,415,327,1,0.0, Metropolitan Counties,LA
Louisiana,Ascension,311,5,11,38,257,3014,615,2208,191,11.0, Metropolitan Counties,LA
Louisiana,Bossier,67,1,5,4,57,646,167,434,45,2.0, Metropolitan Counties,LA
Louisiana,Caddo,67,1,3,5,58,810,225,527,58,1.0, Metropolitan Counties,LA
Louisiana,Calcasieu,465,8,45,43,369,4387,1254,2892,241,11.0, Metropolitan Counties,LA
Louisiana,Cameron,20,2,1,0,17,148,17,126,5,0.0, Metropolitan Counties,LA
Louisiana,De Soto,53,1,5,4,43,340,82,237,21,0.0, Metropolitan Counties,LA
Louisiana,East Baton Rouge,493,14,45,209,225,8113,1175,6557,381,10.0, Metropolitan Counties,LA
Louisiana,East Feliciana,97,0,8,2,87,171,39,107,25,0.0, Metropolitan Counties,LA
Louisiana,Iberville,257,1,4,13,239,534,109,419,6,0.0, Metropolitan Counties,LA
Louisiana,Jefferson,1535,31,92,380,1032,9937,1358,7908,671,64.0, Metropolitan Counties,LA
Louisiana,Lafayette,304,4,31,28,241,1441,345,967,129,9.0, Metropolitan Counties,LA
Louisiana,Lafourche,200,5,31,9,155,1720,391,1247,82,7.0, Metropolitan Counties,LA
