county,zip,res_ratio,bus_ratio,oth_ratio,tot_ratio
12099,33416,0.004424824,0.007967930,0.000029672,0.004414135
12099,33429,0.002112580,0.004478868,0.000029672,0.002167588
12099,33461,0.026646846,0.025363753,0.020488398,0.026085687
12099,33467,0.032373999,0.011964268,0.016779420,0.029452803
12099,33469,0.008920497,0.015762645,0.007714676,0.009430738
12099,33414,0.030531932,0.026761853,0.015740906,0.029123987
12099,33426,0.017133796,0.026860833,0.019613079,0.018164905
12099,33430,0.010199639,0.009155696,0.019998813,0.010822796
12099,33435,0.027831952,0.015465703,0.035621031,0.027318746
12099,33470,0.014780330,0.008178264,0.001676458,0.013247812
12099,33473,0.005911359,0.000507275,0.000103851,0.005015521
12099,33454,0.001994069,0.004862417,0.000029672,0.002101608
12099,33422,0.002205327,0.003328219,0.000029672,0.002144874
12099,33481,0.001611486,0.005431555,0.000029672,0.001830119
12099,33401,0.027138923,0.051630704,0.032416474,0.029664803
12099,33431,0.013903094,0.060662674,0.018055308,0.018293619
12099,33433,0.031253301,0.013671682,0.037356833,0.030161271
12099,33434,0.017933742,0.010776502,0.011468162,0.016836663
12099,33462,0.020564162,0.018323765,0.015740906,0.020016657
12099,33474,0.002563435,0.004404632,0.000029672,0.002539669
12099,33477,0.015338103,0.013659309,0.009035072,0.014731810
12099,33472,0.011103926,0.003909730,0.002952347,0.009880696
12099,33486,0.013453527,0.009267049,0.009717524,0.012815160
12099,33488,0.000794794,0.003501435,0.000029672,0.000975631
12099,33418,0.028533998,0.012793230,0.016082132,0.026250095
12099,33419,0.002635572,0.004070573,0.000029672,0.002571036
12099,33428,0.021722216,0.007002870,0.015785413,0.020002596
12099,33446,0.026641694,0.007930813,0.021675271,0.024643873
12099,33478,0.007118364,0.003377710,0.004391431,0.006592539
12099,33487,0.018063846,0.029211620,0.024672126,0.019520189
12099,33403,0.008991346,0.023297535,0.014509525,0.010644327
12099,33409,0.017734078,0.035385529,0.018722924,0.019349291
12099,33410,0.023842525,0.035274176,0.019850454,0.024550853
12099,33499,0.000000000,0.000012373,0.000000000,0.000001082
12099,33466,0.001717115,0.003142631,0.000029672,0.001718711
12099,33497,0.000690453,0.003266357,0.000029672,0.000867468
12099,33417,0.024714608,0.005951203,0.016334342,0.022463306
12099,33424,0.001245649,0.003526180,0.000029672,0.001356365
12099,33463,0.028903700,0.015106899,0.017120646,0.026838502
12099,33438,0.000296276,0.000346432,0.000029672,0.000281224
12099,33404,0.024369382,0.032626448,0.031007062,0.025575157
12099,33406,0.012752769,0.016777195,0.016378850,0.013368955
12099,33421,0.002350889,0.005245967,0.000044508,0.002435832
12099,33444,0.015152608,0.016801940,0.016482701,0.015393768
12099,33460,0.020531958,0.022332476,0.040131149,0.022118265
12099,33449,0.004950393,0.002746709,0.001498427,0.004506073
12099,33476,0.003928883,0.002796199,0.003664471,0.003810585
12099,33493,0.001800846,0.001633178,0.001839653,0.001789017
12099,33407,0.021105188,0.039418984,0.027609637,0.023180427
12099,33413,0.007616881,0.006149164,0.001854489,0.007068456
12099,33412,0.008451608,0.001942492,0.000608273,0.007310742
12099,33458,0.030269148,0.039443730,0.054358792,0.032827491
12099,33480,0.017750824,0.022691280,0.017298677,0.018149763
12099,33440,0.000042509,0.000024745,0.000667616,0.000086530
12099,33459,0.000000000,0.000012373,0.000000000,0.000001082
12099,33402,0.003181751,0.007930813,0.000029672,0.003367116
12099,33427,0.001766065,0.005072751,0.000029672,0.001928547
12099,33468,0.003552741,0.011110561,0.000029672,0.003956605
12099,33484,0.024852441,0.008673166,0.042757106,0.024743383
12099,33432,0.022578842,0.037328021,0.021853302,0.023815344
12099,33445,0.022806846,0.016616352,0.053631832,0.024512996
12099,33437,0.027583337,0.006631694,0.033128598,0.026155993
12099,33464,0.000000000,0.000024745,0.000000000,0.000002163
12099,33465,0.000998323,0.002239434,0.000029672,0.001036202
12099,33483,0.013664785,0.022493319,0.021808795,0.015030340
12099,33498,0.007493218,0.004515985,0.002893003,0.006897559
12099,33496,0.015607328,0.003575671,0.016126639,0.014593361
12099,33411,0.038093422,0.032020192,0.025740312,0.036661871
12099,33415,0.026931529,0.014154212,0.036926592,0.026543217
12099,33425,0.001532909,0.002598238,0.000029672,0.001516446
12099,33436,0.028809664,0.007138969,0.047563943,0.028282479
12099,33420,0.002157665,0.007658616,0.000029672,0.002483424
12099,33448,0.000640215,0.001732159,0.000029672,0.000691162
12099,33482,0.001934814,0.004330397,0.000029672,0.002005343
12099,33408,0.018608737,0.028036227,0.025755148,0.019953923
12101,33524,0.003644572,0.002217529,0.000342466,0.003491726
12101,33541,0.045891410,0.025290391,0.017979452,0.044065716
12101,33545,0.030130615,0.018743400,0.010616438,0.029042713
12101,34652,0.055531195,0.101953537,0.076027397,0.058827995
12101,34638,0.043166967,0.027560718,0.036815068,0.042069029
12101,33525,0.032711288,0.036694826,0.037157534,0.033045986
12101,34610,0.023549540,0.011668427,0.002054795,0.022392591
12101,34653,0.063000050,0.045776135,0.151712329,0.063633243
12101,34637,0.013683318,0.001900739,0.008219178,0.012841499
12101,33539,0.010347852,0.015364308,0.000342466,0.010468578
12101,34680,0.004230435,0.016948258,0.000342466,0.004950462
12101,34674,0.005499206,0.012196410,0.000342466,0.005818443
12101,33849,0.000093451,0.000000000,0.000000000,0.000085808
12101,33548,0.000208467,0.005227033,0.004452055,0.000603956
12101,34673,0.004442496,0.011193242,0.000342466,0.004785447
12101,34656,0.004690499,0.018109820,0.000342466,0.005445509
12101,33559,0.011512389,0.027930306,0.025171233,0.012801896
12101,33576,0.011882597,0.015311510,0.002397260,0.011914113
12101,34668,0.086366283,0.095776135,0.147602740,0.088134732
12101,33593,0.000000000,0.000000000,0.000342466,0.000006601
12101,33537,0.000000000,0.000000000,0.000171233,0.000003300
12101,34692,0.002530353,0.008025343,0.000342466,0.002831664
12101,33542,0.051631431,0.049894403,0.030308219,0.051111874
12101,33540,0.020030767,0.005227033,0.005479452,0.018824958
12101,33526,0.006656555,0.016367476,0.000342466,0.007141867
12101,34669,0.024422943,0.018585005,0.007191781,0.023725916
12101,34655,0.073430570,0.046779303,0.057020548,0.071448373
12101,33543,0.048504432,0.024076030,0.023116438,0.046488142
12101,33556,0.014535155,0.026240760,0.017979452,0.015333232
12101,34654,0.040604266,0.026663147,0.025342466,0.039438684
12101,33809,0.000014377,0.000000000,0.000000000,0.000013201
12101,34604,0.000007189,0.000000000,0.000000000,0.000006601
12101,33549,0.006739223,0.012935586,0.014554795,0.007277180
12101,34689,0.000003594,0.000105597,0.000171233,0.000013201
12101,33574,0.000000000,0.000052798,0.000171233,0.000006601
12101,34679,0.000000000,0.000000000,0.000171233,0.000003300
12101,33597,0.000140176,0.000158395,0.000000000,0.000138613
12101,34639,0.044820323,0.049260824,0.017979452,0.044580564
12101,34667,0.071263236,0.083632524,0.100856164,0.072606781
12101,34690,0.026521986,0.018690602,0.008219178,0.025679698
12101,34691,0.046779191,0.033474129,0.035273973,0.045725771
12101,33523,0.024365435,0.028669483,0.017123288,0.024494888
12101,33558,0.009301924,0.014097149,0.030308219,0.010006535
12101,33544,0.037114247,0.047201690,0.085273973,0.038673012
12103,33757,0.002441767,0.007066953,0.000063432,0.002734972
12103,33706,0.024891363,0.016402310,0.044782747,0.025108365
12103,33715,0.012464450,0.003280462,0.016745956,0.011860799
12103,33770,0.025574199,0.022928336,0.028353949,0.025475496
12103,33771,0.030391594,0.034584446,0.031810974,0.030831289
12103,34685,0.014071440,0.004519360,0.013384079,0.013193577
12103,34683,0.026800445,0.013941964,0.024008880,0.025527944
12103,34688,0.009604402,0.010661502,0.005359975,0.009491416
12103,33759,0.017181744,0.016611701,0.018331748,0.017187283
12103,33763,0.021032084,0.010033328,0.025499524,0.020277045
12103,33773,0.015655193,0.031530824,0.012337456,0.016897280
12103,33755,0.022433508,0.025824914,0.024579765,0.022837707
12103,33775,0.004261473,0.008393097,0.000063432,0.004422540
12103,33703,0.021831111,0.006264287,0.008246115,0.019794222
12103,33713,0.027771075,0.032106650,0.024928639,0.028016104
12103,33762,0.006769378,0.036817952,0.013701237,0.009762907
12103,33711,0.016554320,0.011970197,0.019568665,0.016295679
12103,33760,0.014841866,0.021986075,0.038058991,0.016602650
12103,33741,0.000216291,0.000401333,0.000031716,0.000223672
12103,33786,0.002196875,0.000157043,0.000983191,0.001957518
12103,33729,0.000000000,0.000017449,0.000000000,0.000001543
12103,33736,0.001328135,0.004048230,0.000063432,0.001507088
12103,34660,0.001392486,0.000715420,0.000095147,0.001269533
12103,33744,0.001633803,0.000889913,0.000095147,0.001493205
12103,33733,0.006821217,0.013453384,0.000063432,0.007078841
12103,33708,0.023477426,0.017152629,0.037234380,0.023587394
12103,33714,0.019766513,0.015111065,0.027783064,0.019744859
12103,33710,0.028141093,0.027151058,0.015065017,0.027417588
12103,33712,0.022050977,0.015303007,0.041389153,0.022394990
12103,33781,0.022535398,0.038178995,0.020520140,0.023820322
12103,33747,0.001943046,0.003873737,0.000063432,0.002022306
12103,33732,0.002066385,0.004240172,0.000063432,0.002161137
12103,33730,0.000000000,0.000017449,0.000031716,0.000003085
12103,33742,0.003110303,0.005688461,0.000063432,0.003190029
12103,33738,0.001741055,0.003873737,0.000063432,0.001847995
12103,33743,0.003752027,0.009143416,0.000063432,0.004049239
12103,33731,0.003644775,0.008375648,0.000063432,0.003888812
12103,33702,0.030277192,0.019874714,0.024770060,0.029089731
12103,33704,0.015564028,0.009300459,0.019600381,0.015206627
12103,33707,0.029031284,0.021846481,0.028671107,0.028378608
12103,33767,0.016001973,0.012074892,0.013130352,0.015515140
12103,33761,0.019024688,0.024359176,0.015953061,0.019346877
12103,33709,0.026056833,0.018304280,0.023882017,0.025265707
12103,33782,0.018583168,0.012074892,0.010751665,0.017626915
12103,33716,0.019480508,0.014849326,0.026165557,0.019396239
12103,33766,0.001583752,0.004484461,0.000031716,0.001764697
12103,33756,0.029008046,0.032473085,0.031430384,0.029432181
12103,33778,0.014307394,0.009405155,0.004725658,0.013407994
12103,34684,0.026396464,0.021392800,0.029178560,0.026089438
12103,34689,0.025904893,0.035247518,0.021820488,0.026532155
12103,33701,0.024546369,0.043378876,0.050650174,0.027480834
12103,33705,0.027038187,0.014657384,0.034379956,0.026300770
12103,33758,0.004443801,0.011795704,0.000063432,0.004880682
12103,33765,0.012451938,0.033589838,0.016777672,0.014530982
12103,33772,0.024367616,0.013435935,0.014081827,0.022900952
12103,33777,0.015490740,0.012476225,0.010371075,0.014975242
12103,33785,0.011538510,0.010015879,0.023660006,0.011993460
12103,33774,0.017875305,0.010347415,0.010688233,0.016860259
12103,34682,0.002177212,0.008497793,0.000063432,0.002633162
12103,34677,0.020967733,0.031338882,0.015921345,0.021639132
12103,34695,0.016357692,0.016978136,0.013384079,0.016267913
12103,34698,0.042380562,0.024359176,0.049666984,0.041141808
12103,33764,0.027215153,0.016855991,0.013320647,0.025623583
12103,33780,0.003280119,0.007276344,0.000063432,0.003476946
12103,33776,0.010011959,0.003472404,0.002949572,0.009090348
12103,33784,0.000536259,0.000663072,0.000031716,0.000522930
12103,34681,0.000000000,0.000000000,0.000063432,0.000003085
12103,34697,0.002895799,0.007712576,0.000063432,0.003183859
12103,33779,0.003290844,0.008986372,0.000063432,0.003637373
12103,33734,0.001524764,0.005740809,0.000063432,0.001826399
12103,33626,0.000000000,0.000017449,0.000000000,0.000001543
12105,33881,0.053574570,0.049221420,0.067670474,0.053489558
12105,33845,0.008419459,0.007519939,0.000346141,0.008239217
12105,33896,0.018919349,0.003418154,0.012807200,0.017782869
12105,33898,0.028321777,0.009874668,0.005884389,0.026744779
12105,33877,0.000002793,0.000000000,0.000173070,0.000005125
12105,33805,0.032893138,0.028484618,0.063516788,0.033049125
12105,33840,0.005752599,0.007709837,0.001384562,0.005819988
12105,33812,0.015640926,0.005355108,0.011249567,0.014881845
12105,33813,0.042491043,0.050436764,0.043440637,0.043041258
12105,33837,0.046263743,0.018875807,0.014884043,0.043951031
12105,33811,0.028034147,0.032168629,0.025787470,0.028279862
12105,33868,0.015266728,0.005165211,0.002076843,0.014389798
12105,33846,0.003219780,0.007747816,0.000692281,0.003487892
12105,33547,0.000175929,0.000037979,0.000173070,0.000166578
12105,33835,0.000008378,0.000000000,0.000173070,0.000010251
12105,33851,0.000005585,0.000000000,0.000173070,0.000007688
12105,33825,0.000167551,0.000303836,0.000000000,0.000174266
12105,33858,0.002409948,0.003228257,0.000519211,0.002437168
12105,33823,0.041845970,0.034713255,0.082727587,0.041970031
12105,33830,0.034954021,0.053361185,0.039806161,0.036267930
12105,33850,0.011482858,0.009836688,0.007615092,0.011314507
12105,33885,0.004833859,0.006532472,0.000346141,0.004882024
12105,33856,0.000893608,0.000037979,0.000173070,0.000825203
12105,33807,0.003434804,0.024192936,0.000346141,0.004789765
12105,33804,0.005473347,0.020508925,0.000346141,0.006411981
12105,33806,0.002016202,0.009760729,0.000346141,0.002514050
12105,33859,0.019980508,0.029472085,0.006057459,0.020414805
12105,33880,0.052627905,0.079718952,0.061439945,0.054586412
12105,33839,0.009447108,0.011393847,0.004326757,0.009502649
12105,34759,0.042532931,0.003076339,0.001384562,0.039261213
12105,33867,0.001655967,0.000000000,0.000173070,0.001522269
12105,33882,0.002094393,0.012153437,0.000346141,0.002747260
12105,33836,0.006989687,0.008127611,0.000173070,0.006965534
12105,33884,0.045255642,0.026851500,0.015403254,0.043571745
12105,34714,0.000000000,0.001671098,0.001557632,0.000135825
12105,33838,0.010122899,0.014052412,0.002249913,0.010271471
12105,33855,0.000000000,0.000000000,0.000346141,0.000005125
12105,33847,0.000000000,0.000000000,0.000346141,0.000005125
12105,33863,0.000000000,0.000000000,0.000173070,0.000002563
12105,33820,0.000036303,0.000000000,0.000173070,0.000035878
12105,34758,0.000000000,0.000037979,0.000000000,0.000002563
12105,33831,0.003931874,0.011203950,0.000346141,0.004369476
12105,33854,0.000907570,0.000000000,0.000173070,0.000835454
12105,33883,0.003649829,0.015989366,0.000346141,0.004433544
12105,33802,0.007939145,0.018609951,0.000346141,0.008546746
12105,33801,0.045079713,0.093809343,0.159224645,0.050058046
12105,33815,0.023334329,0.034181542,0.036690897,0.024264044
12105,33827,0.004007272,0.001177364,0.002769124,0.003797984
12105,33897,0.036297225,0.009115078,0.016441675,0.034169044
12105,33834,0.000284837,0.000265856,0.000000000,0.000279339
12105,33849,0.000846135,0.000151918,0.000346141,0.000791887
12105,33841,0.011340439,0.009646791,0.010730357,0.011217123
12105,33843,0.019494609,0.011127991,0.013672551,0.018843844
12105,33853,0.016766313,0.039954425,0.056767047,0.018923289
12105,33810,0.060921700,0.012115458,0.030979578,0.057185033
12105,33860,0.029653811,0.027345234,0.009865005,0.029205012
12105,33809,0.038081648,0.037333840,0.034787124,0.037982404
12105,33803,0.042167110,0.062286365,0.078920042,0.044068917
12105,33844,0.058050986,0.040638055,0.070785739,0.057064584
12107,32666,0.039606510,0.028208184,0.021321962,0.038522477
12107,32177,0.347908941,0.626539531,0.667377399,0.371579918
12107,32134,0.004764112,0.000794597,0.004264392,0.004516755
12107,32007,0.000000000,0.000000000,0.001066098,0.000023648
12107,32145,0.000257520,0.000000000,0.000000000,0.000236479
12107,32112,0.103831891,0.112038141,0.061833689,0.103388748
12107,32189,0.096260816,0.017083830,0.021321962,0.089885780
12107,32139,0.021013597,0.006754072,0.029850746,0.020360867
12107,32131,0.056602802,0.080651569,0.056503198,0.058032019
12107,32147,0.000000000,0.000397298,0.000000000,0.000023648
12107,32193,0.013983313,0.005959476,0.012793177,0.013479320
12107,32187,0.023975072,0.019467620,0.010660981,0.023411450
12107,32640,0.086732592,0.020262217,0.018123667,0.081254286
12107,32656,0.000077256,0.000000000,0.000000000,0.000070944
12107,32185,0.000000000,0.000397298,0.000000000,0.000023648
12107,32138,0.000000000,0.000397298,0.000000000,0.000023648
12107,32043,0.003141739,0.000794597,0.000000000,0.002932343
12107,32148,0.150674701,0.064362336,0.050106610,0.143306454
12107,32181,0.029331479,0.008740564,0.034115139,0.028211980
12107,32140,0.021837660,0.007151371,0.010660981,0.020715586
12109,32095,0.055685436,0.058068118,0.045165026,0.055613372
12109,32033,0.017945806,0.007537688,0.005500869,0.016906250
12109,32004,0.012928699,0.054904150,0.000579039,0.015670845
12109,32080,0.123275369,0.096221850,0.162709902,0.122237963
12109,32224,0.000059374,0.000000000,0.000000000,0.000053713
12109,32082,0.123327322,0.111855574,0.173132600,0.123654651
12109,32081,0.066558309,0.022613065,0.030689056,0.062555811
12109,32085,0.019593436,0.060022334,0.000579039,0.022069438
12109,32250,0.000089061,0.000000000,0.000000000,0.000080570
12109,32145,0.023259784,0.017680998,0.016792125,0.022707283
12109,32131,0.000089061,0.000186116,0.000000000,0.000093998
12109,32260,0.003183933,0.035920342,0.000579039,0.005485467
12109,32092,0.132448660,0.067094733,0.087145339,0.126682736
12109,32259,0.171271866,0.060394565,0.076143602,0.161065940
12109,32086,0.115823926,0.144984180,0.136363636,0.118404179
12109,32084,0.134459956,0.262516285,0.264620730,0.146717784
12111,34981,0.012149216,0.019211005,0.011526567,0.012600973
12111,34990,0.004804976,0.000711519,0.000000000,0.004347548
12111,34985,0.009080691,0.028223575,0.000281136,0.010036079
12111,34946,0.019398308,0.037947664,0.016868147,0.020551080
12111,34984,0.041930554,0.059214167,0.007168963,0.041777972
12111,34986,0.093179669,0.107439323,0.093758785,0.094161407
12111,34983,0.099536748,0.049331963,0.009136913,0.092735284
12111,34949,0.077176958,0.012649221,0.137053697,0.075100308
12111,34982,0.072728786,0.108467072,0.166010683,0.078665617
12111,34945,0.013076909,0.027670172,0.004919876,0.013750386
12111,34988,0.007379920,0.032097399,0.000281136,0.008774917
12111,34957,0.056702288,0.009407858,0.029097554,0.052473899
12111,34954,0.011614008,0.024191636,0.000281136,0.012031588
12111,34987,0.039397237,0.017867025,0.010120888,0.036839753
12111,34947,0.033765662,0.056684323,0.091509699,0.037494280
12111,34952,0.129752199,0.178433078,0.087152094,0.131416226
12111,34974,0.000017840,0.000079058,0.000000000,0.000021285
12111,34950,0.042727419,0.113131473,0.285633961,0.056661806
12111,34951,0.050392783,0.018973832,0.037109924,0.047775141
12111,34953,0.153943589,0.058344533,0.011526567,0.142117474
12111,34972,0.000178403,0.000079058,0.000000000,0.000164962
12111,34948,0.006636576,0.010593723,0.000281136,0.006662339
12111,34979,0.024429260,0.029251324,0.000281136,0.023839678
12113,32571,0.190536858,0.158906281,0.166373239,0.188479891
12113,32570,0.173361173,0.185654844,0.237676056,0.174846626
12113,32562,0.009637730,0.061818902,0.001760563,0.012434857
12113,32531,0.000601621,0.000000000,0.000000000,0.000560723
12113,32569,0.000117965,0.000000000,0.000000000,0.000109946
12113,32564,0.002382890,0.001188825,0.005281690,0.002352838
12113,32530,0.008870958,0.010303150,0.001760563,0.008861622
12113,32565,0.034304184,0.033485239,0.006161972,0.033907250
12113,32563,0.148104894,0.136318605,0.265845070,0.148921433
12113,32566,0.243432306,0.191995245,0.177816901,0.239758559
12113,32561,0.033985679,0.083415891,0.089788732,0.037425512
12113,32583,0.136567930,0.082425203,0.045774648,0.132429580
12113,32572,0.018095811,0.054487815,0.001760563,0.019911164
12115,34291,0.011455059,0.000619195,0.000187723,0.010167495
12115,34276,0.010105689,0.023452012,0.000187723,0.010875583
12115,34235,0.031443972,0.006617647,0.013422189,0.028761233
12115,34239,0.030448356,0.052902477,0.038013891,0.032575250
12115,34243,0.009321595,0.017182663,0.009480008,0.009980817
12115,34237,0.030266008,0.050348297,0.076590952,0.033524732
12115,34238,0.053289181,0.031888545,0.045241224,0.051233360
12115,34289,0.008355154,0.012538700,0.013516050,0.008880063
12115,34292,0.037957418,0.024651703,0.042988549,0.037023328
12115,34249,0.000000000,0.000464396,0.000375446,0.000051497
12115,34284,0.004595152,0.013506192,0.000187723,0.005185133
12115,34228,0.029387094,0.011919505,0.045147362,0.028474779
12115,34229,0.019500222,0.023877709,0.006758025,0.019427350
12115,34275,0.046721030,0.028753870,0.030786559,0.044680331
12115,34224,0.000091174,0.000000000,0.000000000,0.000080465
12115,34274,0.005441244,0.007739938,0.000187723,0.005452275
12115,34290,0.003825647,0.006927245,0.000187723,0.003958854
12115,34242,0.036046418,0.012538700,0.058851136,0.034873317
12115,34241,0.025740148,0.003831269,0.005162380,0.023212401
12115,34240,0.022381310,0.064357585,0.023183781,0.025899915
12115,34277,0.005127607,0.019620743,0.000187723,0.006163581
12115,34230,0.012855486,0.033204334,0.000187723,0.014113474
12115,34232,0.069496211,0.063312693,0.063544209,0.068777841
12115,34223,0.040911445,0.026393189,0.046649146,0.039900739
12115,34234,0.038529989,0.050503096,0.034728740,0.039395422
12115,34295,0.005291719,0.012151703,0.000187723,0.005687231
12115,34288,0.020473957,0.006695046,0.007790501,0.018893066
12115,34293,0.094576261,0.028057276,0.045992116,0.087378016
12115,34287,0.054427028,0.025193498,0.031725174,0.051217267
12115,34286,0.030495766,0.002321981,0.000657030,0.027129413
12115,34285,0.058836186,0.085410217,0.092265816,0.062192626
12115,34251,0.000288109,0.000077399,0.000000000,0.000260705
12115,34266,0.000072939,0.000077399,0.000000000,0.000070809
12115,34272,0.001863590,0.001818885,0.000281584,0.001805624
12115,34231,0.071494737,0.072794118,0.084475314,0.072047918
12115,34236,0.043788886,0.110913313,0.144640511,0.052829776
12115,34233,0.035098212,0.067337461,0.036230524,0.037818318
12117,32707,0.077567613,0.056161292,0.097215040,0.076407009
12117,32795,0.009312052,0.034278281,0.000147743,0.011401553
12117,32747,0.004290296,0.010558935,0.000073872,0.004712431
12117,32779,0.058408980,0.027162478,0.058875674,0.055205022
12117,32791,0.005917326,0.015264547,0.000147743,0.006574474
12117,32732,0.009987246,0.001338995,0.002880993,0.008713253
12117,32716,0.007014517,0.024561001,0.000147743,0.008460237
12117,32730,0.016331258,0.017177398,0.030656719,0.017185350
12117,32765,0.117221201,0.074256858,0.107113836,0.112240460
12117,32792,0.043038936,0.022915949,0.033611583,0.040454955
12117,32751,0.012800555,0.009717281,0.013518505,0.012520360
12117,32752,0.006789452,0.017598225,0.000147743,0.007550959
12117,32746,0.090808920,0.076514021,0.117899091,0.090781504
12117,32762,0.008228928,0.027621562,0.000147743,0.009800433
12117,32750,0.048871863,0.116186541,0.099135702,0.058517956
12117,32766,0.025432312,0.002907533,0.003693581,0.021941269
12117,32773,0.062877452,0.055204866,0.024746990,0.060043962
12117,32714,0.088530140,0.090324802,0.153726823,0.092204722
12117,32703,0.021723433,0.013581239,0.018246288,0.020695953
12117,32771,0.113831164,0.127548873,0.061830539,0.112465803
12117,32701,0.055923891,0.092428938,0.117603605,0.062997138
12117,32708,0.089069357,0.041126286,0.057915343,0.082447776
12117,32799,0.000000000,0.000038257,0.000000000,0.000003953
12117,32719,0.005659440,0.010711963,0.000147743,0.005886585
12117,32715,0.005392175,0.008033972,0.000073872,0.005380553
12117,32772,0.009241719,0.015455832,0.000147743,0.009397188
12117,32718,0.005729772,0.011324075,0.000147743,0.006009140
12119,33585,0.007244186,0.029442328,0.029085873,0.008246517
12119,33513,0.073717148,0.164530655,0.220221607,0.078335634
12119,33538,0.033854406,0.036369934,0.037396122,0.033977658
12119,34731,0.000157768,0.000000000,0.001385042,0.000163173
12119,33597,0.049736396,0.037409075,0.022160665,0.049039789
12119,34785,0.109477919,0.263249047,0.124653740,0.115187649
12119,33514,0.007638606,0.006927607,0.006925208,0.007606376
12119,32159,0.076530679,0.099411153,0.189750693,0.078385842
12119,32162,0.395616676,0.184967094,0.272853186,0.386870842
12119,34484,0.054114461,0.101143055,0.030470914,0.055604368
12119,33521,0.000000000,0.000346380,0.001385042,0.000025104
12119,34491,0.000026295,0.000000000,0.000000000,0.000025104
12119,32163,0.191885460,0.076203672,0.063711911,0.186531944
12121,32071,0.096496844,0.030492030,0.016393443,0.092014852
12121,32008,0.063065947,0.101178101,0.098360656,0.065596859
12121,32060,0.461584195,0.203049203,0.360655738,0.445136785
12121,32094,0.057989573,0.024255024,0.000000000,0.055610089
12121,32024,0.046784963,0.012474012,0.008196721,0.044471000
12121,32096,0.000731730,0.006237006,0.000000000,0.001066963
12121,32038,0.000045733,0.000000000,0.000000000,0.000042679
12121,32064,0.213756517,0.599445599,0.491803279,0.238956937
12121,32055,0.000045733,0.000000000,0.000000000,0.000042679
12121,32062,0.059498765,0.022869023,0.024590164,0.057061158
12123,32348,0.516017743,0.466435185,0.666666667,0.513338140
12123,32357,0.000000000,0.000000000,0.011494253,0.000090123
12123,32359,0.050862494,0.012731481,0.011494253,0.047584715
12123,32347,0.393987186,0.498842593,0.298850575,0.401405912
12123,32336,0.011729916,0.011574074,0.000000000,0.011625811
12123,32356,0.000000000,0.000000000,0.011494253,0.000090123
12123,32331,0.027402661,0.010416667,0.000000000,0.025865177
12125,32054,0.865242718,0.919614148,0.928571429,0.868798837
12125,32058,0.010679612,0.006430868,0.000000000,0.010357987
12125,32083,0.124077670,0.073954984,0.047619048,0.120661457
12125,32697,0.000000000,0.000000000,0.023809524,0.000181719
12127,32105,0.000000000,0.000036977,0.000000000,0.000002997
12127,32721,0.007912479,0.017896761,0.000182216,0.008467489
12127,32175,0.003995142,0.010316521,0.000182216,0.004382113
12127,32125,0.003890274,0.006212099,0.000182216,0.003956491
12127,32763,0.035438705,0.052654933,0.103771866,0.039082334
12127,32774,0.003504629,0.010612335,0.000182216,0.003971477
12127,32723,0.009888062,0.000036977,0.000182216,0.008770221
12127,32126,0.002814529,0.004696051,0.000182216,0.002880445
12127,32127,0.056419121,0.044704925,0.058855685,0.055549727
12127,32102,0.001681275,0.000739536,0.001275510,0.001591588
12127,32764,0.005473446,0.001885816,0.000637755,0.005023544
12127,32753,0.002523604,0.007173495,0.000182216,0.002823496
12127,32738,0.056510458,0.006507913,0.008928571,0.050891859
12127,32759,0.009702005,0.004289306,0.003462099,0.009057966
12127,32720,0.044937739,0.067260760,0.075619534,0.047756640
12127,32119,0.041852582,0.049216092,0.061680029,0.043101769
12127,32112,0.000094720,0.000000000,0.000000000,0.000083926
12127,32174,0.086147580,0.094364739,0.070790816,0.086308444
12127,32120,0.005382109,0.014938619,0.000182216,0.005985691
12127,32128,0.033023352,0.014236060,0.008381924,0.030689778
12127,32117,0.045810513,0.085268451,0.061133382,0.049513082
12127,32724,0.060671360,0.044741902,0.058400146,0.059305396
12127,32744,0.009732451,0.006988611,0.003826531,0.009315737
12127,32132,0.017668610,0.029729330,0.016034985,0.018592508
12127,32198,0.000000000,0.000036977,0.000000000,0.000002997
12127,32169,0.037542835,0.017822807,0.041362974,0.036070006
12127,32129,0.041108356,0.037568407,0.032525510,0.040539042
12127,32713,0.033429293,0.032169797,0.032161079,0.033285476
12127,32130,0.007831291,0.003549771,0.001639942,0.007280542
12127,32754,0.000957346,0.000036977,0.000182216,0.000857240
12127,32122,0.001535813,0.003032096,0.000182216,0.001612570
12127,32739,0.003842914,0.006729774,0.000182216,0.003956491
12127,32728,0.004174433,0.005694424,0.000182216,0.004166304
12127,32118,0.051030246,0.043780506,0.121993440,0.052777187
12127,32725,0.066341011,0.026364443,0.042820700,0.062326716
12127,32706,0.000000000,0.000036977,0.000000000,0.000002997
12127,32136,0.000490513,0.000036977,0.000091108,0.000440609
12127,32124,0.009414463,0.006951634,0.002642128,0.008992024
12127,32173,0.003061476,0.012165360,0.000182216,0.003704714
12127,32115,0.004827323,0.013533501,0.000182216,0.005380228
12127,32176,0.035012466,0.019967460,0.027332362,0.033540250
12127,32168,0.052180414,0.039158409,0.017492711,0.049983664
12127,32170,0.006292095,0.017157225,0.000364431,0.006977811
12127,32141,0.030181760,0.015234433,0.008837464,0.028267926
12127,32180,0.005382109,0.004806981,0.001822157,0.005218371
12127,32190,0.001671126,0.000998373,0.004555394,0.001711482
