county,zip,res_ratio,bus_ratio,oth_ratio,tot_ratio
01009,35049,0.066566243,0.056307912,0.017543860,0.065422450
01009,35952,0.059321426,0.072701354,0.030075188,0.059560706
01011,36053,0.131307651,0.047511312,0.117647059,0.125041514
01011,36005,0.060589618,0.038461538,0.000000000,0.058452341
01011,36860,0.004159884,0.004524887,0.000000000,0.004151445
01011,36052,0.005425936,0.004524887,0.000000000,0.005313849
01011,36029,0.081931633,0.015837104,0.019607843,0.076552640
01011,36031,0.000000000,0.002262443,0.000000000,0.000166058
01011,36830,0.000361729,0.000000000,0.000000000,0.000332116
01011,36081,0.031108700,0.011312217,0.000000000,0.029392228
01011,36089,0.685114849,0.875565611,0.862745098,0.700597808
01013,36456,0.062510602,0.019021739,0.037914692,0.057504731
01013,36033,0.198388465,0.073369565,0.457345972,0.204250983
01013,36474,0.000424088,0.000000000,0.000000000,0.000363954
01013,36030,0.030364716,0.018115942,0.000000000,0.027514922
01013,36071,0.002968617,0.000000000,0.000000000,0.002547678
01013,36037,0.649363868,0.879528986,0.181279621,0.639103217
01013,36032,0.028498728,0.005434783,0.322274882,0.044693551
01013,36015,0.000000000,0.000905797,0.000000000,0.000072791
01013,36042,0.027480916,0.003623188,0.001184834,0.023948173
01015,35905,0.004868970,0.002747253,0.001406470,0.004609394
01015,36279,0.020339488,0.005349913,0.004219409,0.018662746
01015,36206,0.085169744,0.063475998,0.081575246,0.083114784
01015,35096,0.002486599,0.000433777,0.000000000,0.002251715
01015,36260,0.020518166,0.007518797,0.004219409,0.019020371
01015,36201,0.170339488,0.283400810,0.131504923,0.179965032
01015,36272,0.073108993,0.063475998,0.052039381,0.071829717
01015,36250,0.030494342,0.025592828,0.031645570,0.030067022
01015,36207,0.156640858,0.118565645,0.196905767,0.153911362
01015,36254,0.000000000,0.000144592,0.000000000,0.000013245
01015,36257,0.006030375,0.004916136,0.000703235,0.005827969
01015,36204,0.010854675,0.013302487,0.000703235,0.010887706
01015,36271,0.049076831,0.014170040,0.010548523,0.045153514
01015,36203,0.127590828,0.207923655,0.197609001,0.136268510
01015,36277,0.039577129,0.007085020,0.016877637,0.036173144
01015,36265,0.160393091,0.079959514,0.221518987,0.154176270
01015,36205,0.014755807,0.012724118,0.047116737,0.015179210
01015,36202,0.027754616,0.088924234,0.001406470,0.032861798
01015,36253,0.000000000,0.000289184,0.000000000,0.000026491
01017,36863,0.363253785,0.378491620,0.417344173,0.365216574
01017,36855,0.048704131,0.019553073,0.024390244,0.046321526
01017,36862,0.177418527,0.191340782,0.295392954,0.180400263
01017,36879,0.016063639,0.007681564,0.008130081,0.015362210
01017,36850,0.009237875,0.005586592,0.005420054,0.008926055
01017,36276,0.010007698,0.004888268,0.000000000,0.009489806
01017,36274,0.016422889,0.014664804,0.008130081,0.016160857
01017,36854,0.334821658,0.361731844,0.227642276,0.334774030
01017,36852,0.016422889,0.014664804,0.010840108,0.016207836
01017,36801,0.007646908,0.001396648,0.002710027,0.007140844
01019,36275,0.000000000,0.001108647,0.000000000,0.000063926
01019,35901,0.002884417,0.003325942,0.000000000,0.002876686
01019,36272,0.102877550,0.041019956,0.033333333,0.098510516
01019,35983,0.144083511,0.111973392,0.122222222,0.141980439
01019,35903,0.003227800,0.001108647,0.000000000,0.003068465
01019,35961,0.019366802,0.011086475,0.000000000,0.018666496
01019,35973,0.110500652,0.026607539,0.022222222,0.104647446
01019,35967,0.012293112,0.005543237,0.000000000,0.011762450
01019,35984,0.011675022,0.000000000,0.011111111,0.010995333
01019,35959,0.199505528,0.077605322,0.216666667,0.192674040
01019,35960,0.393585605,0.720620843,0.594444444,0.414754203
01021,35040,0.021883463,0.005087209,0.033519553,0.021023355
01021,36758,0.011007251,0.005087209,0.000000000,0.010593480
01021,35046,0.131868612,0.063953488,0.039106145,0.127367172
01021,36793,0.005197868,0.001453488,0.011173184,0.005030881
01021,35115,0.056040884,0.004360465,0.050279330,0.053090106
01021,36750,0.063990565,0.039970930,0.067039106,0.062661050
01021,36792,0.010963571,0.004360465,0.000000000,0.010511677
01021,36051,0.011662444,0.002180233,0.000000000,0.011043396
01021,35045,0.327203634,0.690406977,0.581005587,0.349503047
01021,36091,0.086136106,0.041424419,0.044692737,0.083316291
01021,36790,0.005503625,0.000726744,0.000000000,0.005194486
01021,35085,0.191185463,0.098110465,0.094972067,0.185242750
01021,36006,0.008997991,0.005087209,0.022346369,0.008875619
01021,35171,0.068358522,0.037790698,0.055865922,0.066546689
01023,36912,0.141681285,0.012684989,0.030303030,0.133510168
01023,36913,0.003508298,0.006342495,0.000000000,0.003663004
01023,36910,0.005262448,0.004228330,0.000000000,0.005178729
01023,36916,0.043313993,0.035940803,0.000000000,0.042692939
01023,36922,0.046957226,0.006342495,0.000000000,0.044334975
01023,36904,0.309270004,0.672304440,0.848484848,0.333207023
01023,36921,0.086762920,0.031712474,0.000000000,0.083112290
01023,36915,0.053434084,0.014799154,0.060606061,0.051155741
01023,36558,0.016057212,0.008456660,0.000000000,0.015536188
01023,36908,0.150856834,0.124735729,0.060606061,0.148920045
01023,36919,0.142895696,0.082452431,0.000000000,0.138688897
01025,36482,0.046371707,0.009884679,0.003472222,0.042627718
01025,36451,0.184753100,0.121087315,0.236111111,0.180622563
01025,36446,0.000000000,0.000823723,0.000000000,0.000066089
01025,36545,0.365764179,0.432454695,0.388888889,0.371555086
01025,36751,0.005943209,0.000823723,0.000000000,0.005419338
01025,36436,0.020617800,0.005766063,0.003472222,0.019099861
01025,36540,0.036686477,0.004942339,0.000000000,0.033441279
01025,36727,0.008878128,0.000000000,0.006944444,0.008129007
01025,36784,0.282632622,0.402800659,0.347222222,0.293503404
01025,36524,0.048352777,0.021416804,0.013888889,0.045535655
01027,36276,0.014931695,0.017595308,0.000000000,0.014661879
01027,36268,0.003176956,0.000000000,0.000000000,0.002992220
01027,36266,0.320343111,0.363636364,0.219008264,0.319369639
01027,35082,0.000000000,0.002932551,0.000000000,0.000099741
01027,36256,0.004024145,0.002932551,0.000000000,0.003889886
01027,35160,0.048077941,0.002932551,0.004132231,0.045481747
01027,36267,0.000000000,0.002932551,0.000000000,0.000099741
01027,36251,0.361431748,0.407624633,0.768595041,0.372830640
01027,35089,0.000317696,0.005865103,0.000000000,0.000498703
01027,35072,0.098062057,0.035190616,0.000000000,0.093556752
01027,36255,0.072222811,0.035190616,0.000000000,0.069220028
01027,36258,0.077411839,0.123167155,0.008264463,0.077299023
01029,36273,0.181486437,0.185840708,0.114035088,0.180898876
01029,36207,0.003405912,0.000000000,0.000000000,0.003146067
01029,36264,0.552487532,0.669026549,0.728070175,0.562134831
01029,36272,0.025909257,0.007079646,0.000000000,0.024382022
01029,36268,0.000121640,0.000000000,0.000000000,0.000112360
01029,36262,0.099136358,0.076106195,0.052631579,0.097078652
01029,36261,0.000000000,0.001769912,0.000000000,0.000112360
01029,36258,0.047196205,0.037168142,0.043859649,0.046516854
01029,36269,0.090256660,0.023008850,0.061403509,0.085617978
01031,36010,0.015250382,0.005137786,0.000000000,0.014175301
01031,36311,0.004288005,0.000000000,0.000000000,0.003881332
01031,36346,0.030388903,0.009341429,0.002989537,0.028249350
01031,36079,0.008874306,0.002802429,0.000000000,0.008235175
01031,36360,0.000372870,0.000000000,0.000000000,0.000337507
01031,36477,0.006338790,0.004203643,0.001494768,0.006075129
01031,36318,0.007196391,0.000467071,0.000000000,0.006547639
01031,36330,0.623960625,0.746380196,0.798206278,0.636741031
01031,36323,0.164361087,0.148528725,0.182361734,0.163623477
01031,36322,0.002088072,0.000467071,0.000000000,0.001923791
01031,36453,0.024534845,0.014012144,0.002989537,0.023287995
01031,36316,0.017599463,0.008874358,0.000000000,0.016571602
01031,36467,0.007047243,0.000000000,0.000000000,0.006378886
01031,36351,0.078377270,0.058851004,0.002989537,0.075264099
01031,36034,0.007196391,0.000467071,0.007473842,0.006716393
01031,36009,0.002125359,0.000467071,0.001494768,0.001991292
01033,35660,0.178112696,0.230492197,0.215121512,0.184199385
01033,35672,0.002775447,0.000600240,0.000000000,0.002483841
01033,35646,0.074420706,0.034513806,0.026102610,0.069152389
01033,35582,0.000032273,0.000000000,0.000000000,0.000028225
01033,35616,0.077809333,0.036014406,0.009000900,0.071720907
01033,35653,0.006712709,0.000600240,0.002700270,0.006012024
01033,35661,0.300748725,0.357142857,0.315931593,0.306528550
01033,35674,0.341509069,0.326530612,0.425742574,0.342741822
01033,35654,0.017879042,0.014105642,0.005400540,0.017132857
01035,36401,0.574535622,0.861111111,0.896551724,0.599699345
01035,36502,0.005643075,0.001388889,0.000000000,0.005261462
01035,36456,0.031624735,0.008333333,0.000000000,0.029528616
01035,36426,0.012109099,0.008333333,0.000000000,0.011704070
01035,36768,0.000117564,0.000000000,0.000000000,0.000107377
01035,36432,0.227604044,0.072222222,0.045977011,0.213894556
01035,36473,0.013637432,0.001388889,0.022988506,0.012777837
01035,36033,0.010933459,0.002777778,0.000000000,0.010200795
01035,36421,0.013167176,0.004166667,0.000000000,0.012348330
01035,36330,0.000705384,0.000000000,0.000000000,0.000644261
01035,36460,0.003644486,0.012500000,0.000000000,0.004295071
01035,36475,0.085586645,0.022222222,0.022988506,0.080103082
01035,36454,0.005995768,0.004166667,0.011494253,0.005905723
01035,36471,0.006230896,0.000000000,0.000000000,0.005690970
01035,36474,0.008464613,0.001388889,0.000000000,0.007838505
01037,36026,0.057532622,0.040590406,0.064516129,0.057031608
01037,35183,0.086358244,0.103321033,0.032258065,0.086692625
01037,35151,0.204744958,0.143911439,0.000000000,0.202130096
01037,35010,0.165836299,0.062730627,0.193548387,0.162734769
01037,35150,0.015421115,0.033210332,0.000000000,0.015918461
01037,35046,0.017081851,0.018450185,0.000000000,0.017063674
01037,35089,0.141637011,0.180811808,0.225806452,0.143151626
01037,35072,0.173546856,0.206642066,0.322580645,0.175103069
01037,35136,0.136061684,0.210332103,0.161290323,0.138456253
01037,36080,0.001779359,0.000000000,0.000000000,0.001717820
01039,36483,0.008804650,0.002784407,0.000000000,0.008109674
01039,36476,0.000000000,0.000397772,0.000000000,0.000038617
01039,36442,0.125954198,0.136435959,0.246153846,0.128480402
01039,36467,0.233561763,0.227923628,0.261538462,0.233365515
01039,36028,0.028539209,0.006762132,0.000000000,0.026066808
01039,36456,0.004120402,0.001591090,0.000000000,0.003823132
01039,36453,0.000997571,0.000397772,0.000000000,0.000926820
01039,36421,0.226882373,0.100238663,0.138461538,0.213477505
01039,36420,0.301917071,0.506762132,0.344615385,0.322340220
01039,36455,0.000000000,0.000397772,0.000000000,0.000038617
01039,36477,0.000260236,0.000397772,0.000000000,0.000270322
01039,36401,0.000130118,0.000000000,0.000000000,0.000115852
01039,36474,0.068832408,0.015910899,0.003076923,0.062869280
01039,36038,0.000000000,0.000000000,0.006153846,0.000077235
01041,36042,0.060497811,0.010703364,0.013793103,0.056346945
01041,36049,0.401014059,0.733944954,0.668965517,0.428089058
01041,36037,0.002880848,0.003058104,0.000000000,0.002849003
01041,36046,0.065107168,0.019877676,0.000000000,0.060989765
01041,36323,0.002304678,0.006116208,0.006896552,0.002637966
01041,36036,0.051855266,0.025993884,0.000000000,0.049277197
01041,36028,0.072597373,0.032110092,0.041379310,0.069325736
01041,36035,0.026619037,0.009174312,0.013793103,0.025218951
01041,36032,0.000115234,0.000000000,0.000000000,0.000105519
01041,36071,0.050933395,0.027522936,0.055172414,0.049382716
01041,36467,0.000691404,0.000000000,0.000000000,0.000633112
01041,36041,0.103710532,0.068807339,0.020689655,0.100031656
01041,36009,0.154989629,0.059633028,0.172413793,0.148675741
01041,36034,0.006683568,0.003058104,0.006896552,0.006436636
01043,35621,0.001878180,0.000510725,0.000000000,0.001742781
01043,35053,0.046888991,0.009703779,0.019011407,0.043569533
01043,35179,0.102994169,0.041368744,0.076045627,0.097793797
01043,35019,0.020834698,0.012002043,0.012674271,0.020022181
01043,35033,0.043787809,0.010725230,0.007604563,0.040658296
01043,35540,0.001397716,0.000255363,0.000000000,0.001287282
01043,35670,0.000021839,0.000000000,0.000000000,0.000019804
01043,35098,0.015003603,0.003064351,0.002534854,0.013882838
01043,35057,0.154578611,0.079673136,0.110266160,0.148076999
01043,35622,0.016401319,0.001532176,0.008871990,0.015130511
01043,35056,0.032453209,0.132788560,0.001267427,0.039747297
01043,35619,0.000283911,0.000000000,0.000000000,0.000257456
01043,35541,0.000240232,0.000000000,0.000000000,0.000217848
01043,35055,0.224835659,0.461695608,0.472750317,0.247078861
01043,35087,0.011684029,0.003064351,0.008871990,0.010971601
01043,35083,0.034353229,0.012768131,0.012674271,0.032340476
01043,35077,0.151280875,0.106996936,0.154626109,0.147898760
01043,35976,0.000218393,0.000000000,0.000000000,0.000198043
01043,35070,0.000000000,0.000255363,0.000000000,0.000019804
01043,35016,0.023324379,0.010214505,0.012674271,0.022141245
01043,35058,0.117539147,0.113381001,0.100126743,0.116944587
01045,36303,0.020617470,0.043795620,0.070957096,0.023127329
01045,36330,0.065259387,0.029197080,0.049504950,0.062572273
01045,36360,0.382880826,0.461313869,0.480198020,0.389952460
01045,36374,0.020652594,0.011678832,0.000000000,0.019658229
01045,36350,0.105475747,0.041362530,0.150165017,0.102113581
01045,36362,0.099680377,0.008272506,0.026402640,0.092220224
01045,36010,0.000561975,0.000000000,0.003300330,0.000578183
01045,36322,0.167679393,0.254014599,0.202970297,0.174065270
01045,36311,0.034877595,0.014111922,0.009900990,0.033020686
01045,36352,0.029749570,0.009245742,0.003300330,0.027881280
01045,36371,0.000000000,0.000486618,0.000000000,0.000032121
01045,36317,0.000526852,0.000486618,0.000000000,0.000513941
01045,36345,0.005373889,0.001946472,0.000000000,0.005043043
01045,36353,0.009658951,0.003892944,0.000000000,0.009090325
01045,36361,0.057005374,0.120194647,0.003300330,0.060131055
01047,36749,0.010819740,0.003177485,0.006413994,0.009952725
01047,36701,0.553169523,0.599636859,0.636734694,0.561902392
01047,36758,0.017096841,0.006354970,0.000583090,0.015248996
01047,36785,0.006855255,0.002723559,0.000000000,0.006113817
01047,36759,0.040759860,0.013617794,0.001749271,0.036256354
01047,36773,0.008548420,0.001815706,0.002332362,0.007642271
01047,36703,0.288664051,0.346799818,0.331778426,0.295844737
01047,36775,0.019450754,0.007262823,0.002915452,0.017488359
01047,36767,0.038612430,0.006808897,0.015743440,0.034727900
01047,36761,0.016023126,0.011802088,0.001749271,0.014822451
01049,35954,0.001625658,0.000381098,0.000000000,0.001518027
01049,35983,0.000578624,0.000000000,0.000000000,0.000531309
01049,35765,0.003389083,0.000000000,0.003289474,0.003162555
01049,35981,0.032595817,0.024390244,0.054276316,0.032384567
01049,35771,0.002314496,0.000000000,0.003289474,0.002175838
01049,35951,0.029096520,0.005335366,0.004934211,0.027147375
01049,35968,0.102085802,0.205792683,0.072368421,0.108513599
01049,35971,0.064392583,0.034298780,0.062500000,0.062365591
01049,35979,0.012013336,0.004573171,0.000000000,0.011334598
01049,35962,0.088860111,0.037728659,0.064144737,0.085085389
01049,35957,0.026726917,0.005335366,0.006578947,0.024996837
01049,35978,0.071473838,0.052972561,0.032894737,0.069652119
01049,35984,0.030474196,0.014862805,0.009868421,0.029120810
01049,35963,0.023751137,0.002667683,0.013157895,0.022188488
01049,35961,0.055437688,0.020198171,0.036184211,0.052802024
01049,35967,0.218058579,0.431402439,0.475328947,0.236179633
01049,35986,0.108368005,0.099085366,0.103618421,0.107678684
01049,35959,0.000799052,0.000000000,0.000000000,0.000733713
01049,35989,0.045628634,0.012195122,0.009868421,0.042858950
01049,35988,0.025018599,0.010289634,0.027960526,0.024086022
01049,35956,0.000027554,0.000000000,0.000000000,0.000025300
01049,35966,0.019728322,0.011814024,0.011513158,0.019076534
01049,35975,0.014355385,0.001905488,0.000000000,0.013308033
01049,35974,0.023200066,0.024771341,0.008223684,0.023074004
01051,36054,0.195862634,0.234443746,0.084188912,0.197375700
01051,35010,0.009825643,0.002199874,0.032854209,0.009536875
01051,36093,0.120315962,0.062539283,0.024640657,0.115216958
01051,36025,0.043276178,0.037083595,0.036960986,0.042772111
01051,36024,0.087467489,0.060653677,0.043121150,0.085101675
01051,36066,0.023673057,0.064424890,0.199178645,0.028433607
01051,36080,0.034967730,0.010056568,0.133470226,0.034275220
01051,36078,0.107094692,0.125078567,0.088295688,0.108158343
01051,35136,0.000048165,0.000000000,0.000000000,0.000044255
01051,36020,0.012354301,0.005656820,0.012320329,0.011882371
01051,36051,0.004575667,0.001257071,0.000000000,0.004292700
01051,36067,0.000000000,0.000628536,0.000000000,0.000044255
01051,36022,0.094499567,0.025769956,0.028747433,0.088951829
01051,36026,0.006622676,0.001571339,0.002053388,0.006217777
01051,36092,0.259416241,0.368636078,0.314168378,0.267696325
01053,36483,0.007652034,0.005984766,0.002298851,0.007408411
01053,36562,0.004883206,0.000544070,0.011494253,0.004652844
01053,36426,0.442358035,0.455386289,0.441379310,0.443420518
01053,36441,0.100835683,0.056039173,0.078160920,0.096670732
01053,36475,0.000151027,0.000000000,0.000000000,0.000135520
01053,36432,0.013693113,0.006528836,0.000000000,0.012829200
01053,36502,0.427104309,0.470076170,0.466666667,0.431449609
01053,36543,0.000000000,0.000544070,0.000000000,0.000045173
01053,36420,0.003322594,0.002176279,0.000000000,0.003162127
01053,36503,0.000000000,0.002720348,0.000000000,0.000225866
01055,35990,0.000018054,0.000189970,0.000000000,0.000032415
01055,36272,0.010651742,0.003609422,0.000000000,0.009870340
01055,35907,0.071655533,0.023936170,0.044933078,0.067131280
01055,35954,0.119985557,0.111132219,0.096558317,0.118833063
01055,35952,0.040964073,0.008928571,0.007648184,0.037666126
01055,35901,0.189185774,0.308890578,0.406309751,0.203079417
01055,35902,0.023686586,0.091945289,0.001912046,0.029141005
01055,35121,0.000361076,0.000000000,0.000000000,0.000324149
01055,35904,0.133038455,0.106762918,0.113766730,0.130470016
01055,35903,0.169525185,0.147796353,0.111854685,0.166693679
01055,36271,0.000072215,0.000000000,0.000000000,0.000064830
01055,35961,0.004603719,0.000759878,0.000000000,0.004197731
01055,35972,0.008485286,0.002279635,0.000000000,0.007811994
01055,35905,0.053078173,0.029825228,0.045889101,0.050972447
01055,35906,0.095071313,0.129939210,0.154875717,0.099059968
01055,35956,0.078985376,0.034004559,0.016252390,0.074084279
01055,35957,0.000631883,0.000000000,0.000000000,0.000567261
01057,35545,0.000000000,0.001356852,0.000000000,0.000095575
01057,35563,0.006390111,0.000000000,0.000000000,0.005830068
01057,35559,0.000000000,0.001356852,0.000000000,0.000095575
01057,35555,0.561805992,0.823609227,0.922222222,0.586447482
01057,35542,0.077519380,0.017639077,0.000000000,0.071967887
01057,35554,0.036245548,0.010854817,0.011111111,0.034024658
01057,35579,0.000104756,0.000000000,0.000000000,0.000095575
01057,35549,0.019065577,0.000000000,0.000000000,0.017394629
01057,35574,0.013618269,0.002713704,0.000000000,0.012615885
01057,35594,0.124554787,0.035278155,0.011111111,0.116314633
01057,35546,0.160695579,0.107191316,0.055555556,0.155118035
01059,35564,0.005202312,0.000905797,0.000000000,0.004829495
01059,35565,0.012074502,0.004528986,0.016393443,0.011661464
01059,35581,0.167886962,0.090579710,0.232786885,0.164026150
01059,35654,0.230700064,0.129528986,0.209836066,0.223746982
01059,35616,0.000064226,0.000000000,0.000000000,0.000058896
01059,35593,0.054399486,0.019927536,0.016393443,0.051475352
01059,35582,0.133269107,0.116847826,0.095081967,0.131515401
01059,35653,0.316184971,0.586050725,0.419672131,0.335591024
01059,35585,0.050224791,0.034420290,0.003278689,0.048353849
01059,35651,0.000192678,0.000000000,0.000000000,0.000176689
01059,35571,0.027745665,0.017210145,0.006557377,0.026680016
01059,35674,0.002055234,0.000000000,0.000000000,0.001884681
01061,36318,0.029204021,0.003759398,0.000000000,0.027312775
01061,36314,0.025672372,0.013157895,0.058823529,0.025047199
01061,36442,0.000475414,0.000000000,0.000000000,0.000440529
01061,36375,0.219505569,0.119360902,0.166666667,0.212460667
01061,36477,0.191795708,0.288533835,0.088235294,0.197608559
01061,36322,0.003124151,0.000939850,0.000000000,0.002957835
01061,36340,0.203613149,0.327067669,0.431372549,0.213341724
01061,36313,0.000000000,0.000939850,0.000000000,0.000062933
01061,36467,0.000067916,0.000000000,0.000000000,0.000062933
01061,36453,0.033890247,0.012218045,0.000000000,0.032221523
01061,36301,0.006927465,0.000939850,0.000000000,0.006482064
01061,36316,0.038304808,0.012218045,0.000000000,0.036312146
01061,36344,0.216788916,0.212406015,0.235294118,0.216614223
01061,36305,0.027438196,0.007518797,0.019607843,0.026054122
01061,36349,0.000000000,0.000939850,0.000000000,0.000062933
01061,36352,0.003192067,0.000000000,0.000000000,0.002957835
01063,35443,0.208774865,0.086956522,0.068965517,0.201682145
01063,36740,0.226064324,0.083612040,0.000000000,0.217452252
01063,35462,0.514036066,0.785953177,0.931034483,0.530401262
01063,35480,0.014500837,0.003344482,0.000000000,0.013842649
01063,35448,0.000000000,0.003344482,0.000000000,0.000175223
01063,35463,0.004833612,0.000000000,0.000000000,0.004555809
01063,35491,0.000000000,0.003344482,0.000000000,0.000175223
01063,35464,0.005577245,0.003344482,0.000000000,0.005431926
01063,35469,0.026213051,0.030100334,0.000000000,0.026283511
01065,36738,0.013826991,0.004237288,0.009925558,0.013193434
01065,36744,0.451491258,0.718220339,0.928039702,0.484521089
01065,35441,0.084676037,0.038135593,0.004962779,0.079056721
01065,36786,0.001828362,0.000000000,0.000000000,0.001662165
01065,36756,0.003199634,0.002118644,0.000000000,0.003012674
01065,36776,0.104102388,0.029661017,0.000000000,0.096093912
01065,36765,0.061364415,0.023305085,0.009925558,0.057344691
01065,36742,0.029482345,0.027542373,0.002481390,0.028256804
01065,35474,0.250028568,0.156779661,0.044665012,0.236858508
01067,36345,0.345168410,0.392059553,0.159574468,0.345422689
01067,36350,0.009020248,0.003722084,0.000000000,0.008497591
01067,36373,0.031762787,0.014888337,0.005319149,0.030135786
01067,36310,0.455426543,0.531017370,0.808510638,0.466579063
01067,36317,0.024085980,0.008684864,0.010638298,0.022777048
01067,36319,0.050762883,0.017369727,0.005319149,0.047656592
01067,36353,0.081949909,0.032258065,0.010638298,0.077266754
01067,36303,0.001823242,0.000000000,0.000000000,0.001664477
01069,36319,0.013488380,0.004849522,0.008819206,0.012400478
01069,36303,0.272458063,0.391670232,0.372366487,0.288594354
01069,36321,0.014788465,0.004706889,0.010289074,0.013548958
01069,36350,0.006337914,0.000713165,0.000000000,0.005525119
01069,36376,0.021884762,0.003423192,0.006859383,0.019399997
01069,36352,0.028999115,0.012551704,0.006369427,0.026492636
01069,36312,0.055380004,0.011553273,0.054385105,0.050579672
01069,36302,0.030136689,0.117244330,0.000489956,0.038675834
01069,36345,0.007674112,0.001854229,0.001959824,0.006859839
01069,36375,0.012332749,0.003993724,0.004899559,0.011189918
01069,36301,0.340622235,0.320496363,0.378735914,0.339639626
01069,36305,0.136653365,0.111253744,0.137677609,0.133922059
01069,36343,0.015998267,0.003993724,0.000979912,0.014216318
01069,36370,0.008631119,0.000570532,0.000000000,0.007480639
