ACID,CCDD,CMSW,CRHW,ENRG,ETOX,EUTR,GHG,HAPS,HCAN,HNCN,HRSP,HTOX,JOBS,LAND,METL,MNRL,NNRG,OZON,PEST,RNRG,SMOG,VADD,WATR,Sectors,US_2007_Demand_$
2143192.42,14170713.33,133231160.34,9549902.39,79466043.04,5580944.8,136270.91,455379783.29,2133962.1,1.37,0.98,552905.17,2.35,130227.4,32158059.92,4821.03,0,0,1403.74,627.26,79466043.04,54184008.2,12287878876.65,31816056.47,"339990-gaskets, seals, musical instruments, fasteners, brooms, brushes, mop and other misc. goods-us",14264106748.1626
422602.68,6415249.92,50278147.94,108516.8,0,45743.91,343212.69,775919084.73,7132.1,0.01,0.05,318672.03,0.07,20184.68,3336185.15,139.02,0,0,2.5,0.02,0,10459840.14,5703200397.39,29096720.54,311111-dog and cat food-us,17708875389.0308
1166337.05,10906282.07,91837606.08,2427948.83,1245154.37,4529596.47,1300094.94,880624161.98,128057.58,0.08,1.84,918541.39,1.93,34726.67,4911789.84,9846.12,0,0,362.11,125.04,1245154.37,23192268.81,5809200965.56,30722087.88,311119-other animal food-us,4583940221.50701
9957713.62,5634233.29,44177307.46,8046326.26,4076.5,1151750.09,156151.63,1478984264.17,520920.97,0.02,1.01,1608014.54,1.03,13545.04,10695254.3,2530.18,0,0,4682.59,24.1,4076.5,37776066.22,2551972841.27,24306784.89,311210-flours and malts-us,4945070686.32871
24384787.1,3434035.9,26992083.68,27476630.25,0,20759351.7,2958645.71,10926154998.48,1930667.11,0.45,6.83,3712898.91,7.27,6592.48,9046290.89,19930.83,0,0,945.74,16.37,0,210879021.72,2348682646.25,33115548.04,311221-corn products-us,1575099392.60077
5124103.35,8366604.05,65562734.88,753364.18,92707.58,2859335.19,910635.17,1275568607.76,5805231.57,0.05,2.03,1955032.84,2.09,11715.79,9244855.49,556.07,0,0,36.77,0.35,92707.58,108916058.38,1573075390.81,18275184.64,31122a-vegetable oils and by-products-us,1824498268.25044
1186709.17,5364284.49,42038689.67,325843.8,40284.49,463955.62,2721044.2,913784876.96,1057169.13,0.01,0.53,394105.93,0.54,4852.18,4827669.79,293.4,0,0,9.86,0,40284.49,25221490.33,1469962667.75,13241554.9,"311225-refined vegetable, olive, and seed oils-us",5735418657.86579
390907.54,3645854.75,28574239.71,65538.27,55242908.06,78811.01,74612.43,1124635619.83,38130.26,0.01,0.07,611383.28,0.08,12163.99,11740121.88,44.33,0,0,27.96,0.67,55242908.06,12120059.47,4555992834.33,24243273.53,311230-breakfast cereals-us,9864660766.64598
24582976.55,11834957.54,92746858.32,292056.91,19757649.23,6072908.05,1956317.73,5042428127.49,1271112.53,1.1,2.87,20165056.72,3.97,70499.79,26231485.99,11375.81,0,0,82,0.26,19757649.23,420475822.16,10198651072.7,109102938.2,"311300-sugar, candy, and chocolate-us",20888416053.0618
1219628.09,10522388.14,82470786.62,181491.64,6754503.82,732773.15,2236825.39,1915217966.68,187070.45,0.03,2.52,533324.04,2.55,76275.34,42197071.44,345.23,0,0,20.57,0.12,6754503.82,30414586.11,5957462836.42,107142558.15,311410-frozen food-us,22695002773.1436
2996239.96,14638967.14,114726309.19,371702.33,182452134.18,485860.34,449164.89,4984491829.23,98593.72,0.09,1.31,713556.09,1.4,90180.55,52226055.01,1336.86,0,0,2804.07,0.14,182452134.18,48435385.16,7754567611.63,128163240.15,311420-fruit and vegetable preservation-us,26981768928.1084
383299.3,14154052.92,110928239.61,284789.88,4905737.75,156072.59,153529.67,1215949578.52,20227.66,0.01,0.03,219371.84,0.04,56452.68,36754927.58,93.61,0,0,17.98,0.11,4905737.75,10341899,6459436653.88,82002075,31151a-fluid milk and butter-us,22210973805.5726
623618.37,13578085.79,106413508.52,282433.04,714433.89,85384.87,419593.67,931153629.55,24292.3,0.01,0.01,298740.24,0.03,32129.64,17427964.07,181.2,0,0,0.89,0.01,714433.89,9608645.76,4126156656.22,45074478.08,311513-cheese-us,12511359350.265
409902.4,6136681.56,48093138.58,216490.45,8473808.21,170583.7,271299.82,920119282,27390.04,0.01,0.03,452159.58,0.04,18357.93,11286843.83,72.71,0,0,8.19,0.1,8473808.21,11074971.87,2458717671.39,26859451.47,"311514-dry, condensed, and evaporated dairy-us",8973486935.92559
95073.99,3826768.92,29993077.28,139653.48,13733.17,59727.98,11978.63,399359900.05,1926.46,0,0.01,19868.01,0.01,16552.3,14275426.15,16.02,0,0,0.3,0,13733.17,1439707.39,3076814285.78,37774453.72,311520-ice cream and frozen desserts-us,3385208492.4361
5272615.79,56427544.1,446007143.51,1067214.48,111142090.66,837617.38,11645726.97,4590383458.92,98808.45,0.09,0.68,1390388.02,0.77,304262.44,66265593.51,729.1,0,0,63.7,18.83,111142090.66,62945537.31,24144493839.37,244529223.24,31161a-packaged meat (except poultry)-us,78520513049.9627
1607598.38,22098547.42,173357055.18,371717.82,193216106.04,8173695.39,4704646.95,2300017731.6,11095.43,0.02,0.02,226207.75,0.04,178654.29,50813866.22,38.55,0,0,7.18,0.07,193216106.04,14036866.58,10930046563.82,217990632.73,311615-packaged poultry-us,38325753821.6898
1868743.82,4304867.7,33737916.82,377449.48,882342.48,38163.08,47628393.71,809642670.64,3392.69,0.01,0.02,133411.97,0.03,35073.78,5910464.64,24.91,0,0,157.2,0,882342.48,54770844.08,2883344110.11,44653207.52,311700-seafood-us,3125919811.06047
970250.17,60507122.07,1040783010.81,615707.23,11416015.53,1613733.51,418974.69,1997883934.9,59790.32,0.04,0.27,166758.45,0.31,500842.09,69765576.78,37.99,0,0,1036.11,8.69,11416015.53,50889628.26,23452897427.32,202817787.34,311810-bread and other baked goods-us,45037734392.3638
1307576.53,8958659.2,70208734.32,147730.32,9317380.57,174110.8,76346.36,1187861814.86,41999.98,0.02,0.09,286312.1,0.11,82157.63,10411689.93,175.15,0,0,247.69,1.39,9317380.57,19150245.02,8497857310.89,70747822.93,"3118a0-cookies, crackers, pastas, and tortillas-us",21815196593.07
1679991.15,10964835.35,86066024.2,226544.16,54814393.03,372397.46,194589.76,1660524214.06,75438.29,0.05,0.63,776246.58,0.68,51740.74,9974015.81,1336.75,0,0,1973.85,0.83,54814393.03,31938723.56,12494972182.24,68451935.6,311910-snack foods-us,27996885274.7554
410953.07,3094769.12,24255416.33,63585.97,0,236065.22,42189.76,266476898.94,20262.73,0.1,0.14,186631.87,0.24,13456.57,2060709.5,32.99,0,0,15.94,0,0,10450804.99,1979981623.15,16740505.43,311920-coffee and tea-us,5059562316.33913
343540.25,4402597.22,34534481.51,1947800.33,27070020.86,62934.07,28355.34,343583124.37,125900.58,0.01,0.03,48639.43,0.04,30333.54,7956949.28,38.84,0,0,24.66,0.42,27070020.86,4447301.96,7146654702.45,47332113.77,311930-flavored drink concentrates-us,-3547549578.72233
6951997.11,5904942.43,46340276.48,810933.13,122322828.66,1307580.08,727785.74,435582911.99,304373.93,0.03,0.13,835895.37,0.16,34218.71,6500925.81,1416.83,0,0,111.73,277.46,122322828.66,28337586.53,4101270609.57,47498025.87,311940-seasonings and dressings-us,9986048242.73941
5483651.82,8382210.44,65710183.67,986414.54,4111646946.35,2647437.36,1395330.87,971386082.88,259601.52,0.1,1.94,2024153.4,2.04,48651.71,9090423.81,1267.66,0,0,1869.21,205.59,4111646946.35,26653216.72,5002680313.54,80963688.41,311990-all other foods-us,17513518594.5274
243435.4,11197006.12,87781226.55,1240943.9,3069808.83,94406.21,33438.36,1149198270.48,8455.26,0.02,0.04,59161.06,0.06,100210.87,51821771.53,26.5,0,0,58.76,0.07,3069808.83,8075991.43,11093357090.71,173831472.95,"312110-soft drinks, bottled water, and ice-us",42425497626.0044
6229438.43,6826956.53,53499241.83,7795494.2,86923623.71,2445550.82,337191.52,877080897.66,162960.66,0.07,0.12,658699.77,0.19,39866.37,15386674.45,342.33,0,0,440.17,0,86923623.71,59871965.44,12663610754.76,64977766.73,312120-breweries and beer-us,25184399660.0085
86437.84,3216635.76,25210615.39,84404.01,0,23667.18,881432.84,178531263.92,3617.71,0.01,0.04,35880.58,0.04,30507.51,13316189.84,32.04,0,0,0.4,0,0,16791070.61,4511960588.71,56674369.27,312130-wineries and wine-us,9946469918.20041
4957299.21,2840581.67,22507973.86,86724525.88,47053.59,3494729.41,1127507.68,731183673.68,162150.56,0.13,4.49,741155.23,4.61,12638.63,6215040.71,908.43,0,0,1536.69,52.04,47053.59,133584652.03,7758757104.9,26315474.29,312140-distilleries and spirits-us,6112130878.72297
2192523.12,18059002.45,141876230.14,615610.26,636055.02,17392645.19,114191.65,551138516.77,143383.66,0.05,0.33,213763.97,0.38,19205.66,11447780.61,630.29,0,0,1.19,0.21,636055.02,30646338.31,55394292739.51,47310335.17,312200-tobacco products-us,68581899075.3761
102609.13,2924875.48,27505665.06,97322.43,4989.9,24890.08,13928.29,176907114.63,23465.77,0.01,0.01,33588.02,0.01,19366.62,15157641.05,9.72,0,0,0.41,0.26,4989.9,2906220.02,1321610068.16,5819460.94,"313100-fiber, yarn, and thread-us",439154372.80952
1122772.57,7306610.62,68710033.45,403446.1,2057092082.48,603777.94,250402.78,1001664611.88,225341,0.18,0.3,212478.58,0.49,56671.67,37606583.21,310.89,0,0,43.48,19.01,2057092082.48,28351410.35,5340336169.04,21151685.66,313200-fabric-us,-688422336.931018
2963008.18,5555037.51,52203806.62,4482584.3,102486427.37,1147477.23,1758161.01,1230017186.93,1486151.37,0.18,0.58,547835.93,0.76,52234.7,35931882.95,2443.18,0,0,179.32,45.47,102486427.37,60549223.26,4110760266.72,26415974.78,313300-finished and coated fabric-us,122068063.853718
1840912.88,9224961.35,86759275.83,291148.68,310524.47,209075.68,324032.52,796861812.19,24750.5,0.02,0.03,281917.65,0.06,50261.03,34481461.97,718.48,0,0,1.43,0.37,310524.47,28987905.8,4007123911.65,19836240.18,314110-carpets and rugs-us,12385197658.0497
94789.85,3777739.58,35526932.78,134643.76,268321149.86,72789.02,25977.09,184236430.91,101549.61,0.02,0.06,16855.18,0.07,34587.08,17385931.35,48.68,0,0,724.9,1.36,268321149.86,3582968,2510159736.18,6131052.65,314120-curtains and linens-us,1725141583.42621
297709.2,6840165.36,64323800.02,1597665.56,68134068.58,2002686.92,31574.09,284722518.83,1360547.05,0.07,0.3,50822.94,0.37,63106.4,28401214.41,558.42,0,0,99.39,23.72,68134068.58,22738676.99,4632401812.84,11215686.1,314900-other textiles-us,488237620.249995
185873.75,14919944.58,139785398.9,580212.95,1612710.62,123162.25,44563.03,207801205.57,73586.94,0.02,0.08,22925.91,0.1,124138.72,39959293.18,1041.18,0,0,4.84,0.75,1612710.62,6140336.58,7934651993.55,24626281.37,315000-clothing-us,11744591091.314
95256.02,3050779.88,28616185.41,142170.63,175611.19,43949.89,176317.93,59791326.14,71893.6,0,0.01,43514.8,0.02,23668.27,6112925.06,598.87,0,0,80.22,0,175611.19,3575395.15,1262364013.73,4735640.32,316000-leather-us,1824242183.17512
59018984.48,2011743.31,18920672.29,173011.87,717528737229,53381185.14,8088240.33,4067452452.75,14033693.81,3.48,42.24,10205236.85,45.72,9495.04,14186608.11,30900.2,0,0,6516.03,597.03,717528737229,1047196453.5,2517846833.96,218336960.94,322110-wood pulp-us,275303986.945222
207142935.48,13561753.94,127516142.42,5461661.55,1225600995361.94,162223198.35,41075894.82,36744313972.59,26371355.68,6.57,103.03,27416902.7,109.62,82627.31,90217898.93,58265.24,0,0,17058.96,1393.53,1225600995361.94,2391079989.97,19236785883.27,1759642994.03,322120-paper-us,12133896368.0178
71625316.04,7315635.31,68790521.21,300750.55,666630892360.14,59425144.04,38573549.19,18078619530.13,15784075.71,3.5,73.11,11918251.85,76.62,32386.01,35415018.67,43737.8,0,0,6368.72,1673.26,666630892360.14,1229769241.72,9997710323.68,638083721.31,322130-cardboard-us,-3495504014.45828
1247038.56,14639315.82,137696958.85,996816.26,122996207311.97,1101363.46,193079.05,2835333162.96,1163190.05,0.26,1.36,365939,1.62,148108.65,60646985.84,470.8,0,0,395.05,3.55,122996207311.97,59551751.54,14776325252.42,2079877850.23,322210-cardboard containers-us,1033353524.3117
4272113.68,6128275.35,57508426.5,7634713.43,11917172054.56,4694595.39,695307.05,1702907257.69,3105931.93,0.68,2.38,651207.67,3.05,59987.91,28104705.12,2572.32,0,0,458.71,30.54,11917172054.56,102066388.84,7671653581.15,908744946.78,322220-paper bags and coated paper-us,296066327.234155
91012.12,2394648.2,22504136.11,594616.99,566004.42,102089.41,13567.66,141104891.55,205313.68,0.02,0.04,12613.4,0.05,26290.85,13806000.96,525.46,0,0,133.81,0.09,566004.42,5657750.02,3454223529.71,441303753.19,322230-stationery-us,1254922843.00087
25159391.67,3185706.8,29959078.95,1550120.17,138506465594.36,18660007.31,4803164.99,4467808897.45,3093960.82,0.75,11.64,3340326.53,12.39,28170.35,18727792.19,6677.57,0,0,2007.48,167.88,138506465594.36,304210726.06,5382618474.99,496652300.49,"322291-sanitary paper (tissues, napkins, diapers, etc.)-us",6291075382.24092
610703.52,1481377.98,13901384.45,834310.97,174888551.95,370423.18,54309.72,362396827.93,157014.82,0.12,0.07,213402.32,0.2,13707.63,6674257.66,267.85,0,0,38.8,0.81,174888551.95,13532087.77,2013797134.51,231760090.43,322299-all other converted paper products-us,247779389.312977
3802587.05,52553180.68,503645574.81,16437805.17,273034134.35,2072056.02,486882.45,7165184126.85,3366049.84,0.4,0.97,461874.37,1.38,426142.85,131557150.39,2619.05,0,0,906.27,1.17,273034134.35,204493447.38,35051633613.12,93714641.4,"323110-books, newspapers, magazines, and other print media-us",2346565675.19635
170917.72,4999388.53,47019495.22,3803598.44,0,179001.71,21055.1,272350170.9,94742.27,0.01,0.03,16615.23,0.04,52846.22,19620398,112.21,0,0,24.34,0.01,0,8356670.41,4076206503.33,9226662.94,323120-printing support-us,76673282.6576577
176040398.13,11863693.36,115460249.22,3644260348.18,3057004371535.63,1324837410.2,38194880.8,161578555914.18,16050913.83,22.49,125.85,27491592.84,148.39,82858.41,16309602149.98,127631.65,6466039.9,3057004371535.63,1096.2,2448.59,0,5242487273.14,215847392947.82,3633790160.81,"324110-gasoline, fuels, and by-products of petroleum refining-us",209182963503.65
11642058.34,294295.42,2911217.14,2471218.36,0,5998674.58,1195105.62,8149941813.55,449016.31,2.18,1.43,2944501.21,3.62,8679.64,9377128.5,8741.19,25671759279.77,0,161.74,22.47,0,329405848.02,6649481921.96,411477914.11,324121-asphalt pavement-us,-215087637.925984
4201268.73,177927.86,1675826.5,162868.37,0,1520341.12,2226279.79,5908101126.51,329026.35,0.62,0.67,991279.8,1.29,7501.78,1577538.34,579.19,0,0,4.95,0.24,0,128208859.18,4423638283.84,374404628.02,324122-asphalt shingles-us,44349720.3930558
67365466.58,458447.92,4311714.03,73194774.72,577273.67,65017131.21,1835621.22,5837230347.5,1425504.76,0.46,1.82,7434111.86,2.29,8729.32,2536009.53,26362.82,13643211.78,0,505.36,273,577273.67,324564719.43,12215905126.7,376908539.52,324190-other petroleum and coal products-us,8867226566.05889
49638005.81,10409107.2,97906335.13,1039767237.35,0,172585489.7,15003825.15,26293711761.52,6834519.36,3.84,11.41,10914373.34,15.25,34871.55,10282635.26,12445.12,0,0,13273.12,31121.17,0,1467794560.85,29341821372.83,363340940.44,325110-petrochemicals-us,-3728580188.52801
6776841.53,1317829.41,12412345.76,47437879,15348949599.36,2359472.7,5743445.44,13425311859.11,398787.43,0.68,1.8,1086102.96,2.48,18663.54,88181617.14,9831.05,0,15223921033.99,124819.84,174.55,125028565.37,134120626.56,5981954304.47,118330541.33,325120-compressed gases-us,286847662.240204
11661353.86,1158497.21,10896032.51,1558703499.95,1239554.95,8821780.05,1698567.87,6890038981.39,4605624.37,0.38,1.93,2187453.32,2.31,12895.86,2799269.27,51267.4,0,0,2930,26620.27,1239554.95,174117724.42,3353778471.07,58704340.6,325130-synthetic dyes and pigments-us,271936981.185687
128874374.33,4598246.16,44280427.51,4985387613.87,10495364.12,114860973.02,75408161.17,24452992988.35,2801412.31,1.99,21.34,17191236.55,23.33,45019.52,165077140.46,59225.96,9935494600.9,0,59987.2,1933.44,10495364.12,1043434605.35,17712967175.9,282272978.31,325180-other basic inorganic chemicals-us,4934253453.01909
82460300.4,14739772.23,137274789.84,6740562318.67,17036216523.64,248653486.26,22380843.72,49713827380.77,7495682.2,3.68,67.13,13820965.02,70.82,49132.83,87673455.06,22340.58,0,9335189515.75,122040.72,9058.12,7701027007.89,1438423180.53,22032431140.82,646791473.79,325190-other basic organic chemicals-us,11745730846.7162
29224184.2,12729300.98,119707156.08,613708422.54,53987615.48,166955004.75,10148462.81,28091047825.56,7216678.37,3.45,30.48,5034661.27,33.94,70017.04,52795865.13,5164.78,0,0,44834.76,14461.24,53987615.48,689963256.96,22816103790.33,344033339.59,325211-plastics-us,16947217020.6916
16130815.31,4939273.11,46085170.09,185868493.85,81531.53,24857268.9,3149422.24,8160732074.3,4825653.69,1.24,31.77,2116203.35,33.02,46160.05,30530578.45,5296.06,0,0,254304.72,4879.43,81531.53,315580459.93,6253241157.09,127797047.71,3252a0-synthetic rubber and artificial and synthetic fibers-us,1786363104.56492
74019774.16,2567890.63,24196207.57,71744415.39,41498812696.79,49973152.31,15869644.68,32587478419.81,1637083.61,0.78,3.29,6229754.61,4.08,16673.35,226016345.33,4522.78,0,41498812696.79,970.54,1988.16,0,508675289.77,7472219540.37,54236057.47,325310-fertilizers-us,-6537859259.75401
8936868.19,1838852.88,17294538.71,218722772.69,4136425.19,1896705261.07,3601563.22,1781162160.85,896724.66,0.65,2,1007010.6,2.65,14447.82,2516908.46,4124.93,0,0,6340.22,57424.89,4136425.19,112580395.97,8766291548.15,76692493.03,325320-pesticides-us,4717918611.89835
2623948.46,1842477.88,17314601.41,88895001.6,1966920.74,9390355.56,857853.77,1023102065.55,170144.31,0.05,0.38,240345.96,0.44,18500.5,8806453.08,236.06,0,0,542.86,162.51,1966920.74,35741805.4,8913300743.69,170131316.26,325411-medicinal and botanical ingredients-us,-430586358.831843
5588854.98,22618136,212423398.81,144008596.93,494872213.34,1891576.55,1602514.8,2311236581.86,318850.05,0.09,0.23,683623.69,0.32,220834.76,122956173.4,1177.13,0,0,2602.59,951.47,494872213.34,120482625.28,119994880760.77,1592637022.34,"325412-pharmaceutical products (pills, powders, solutions, etc.)-us",127354541120.302
89111.15,1450624.26,13359776.85,1902252.11,2029517.3,54114.68,11463.07,173852598.54,17948.35,0.02,0.02,10770.94,0.04,15859.88,6081978.24,8.36,0,0,14.97,10.2,2029517.3,2989928,7131055991.76,104701205.87,"325413-blood sugar, pregnancy, and other diagnostic test kits-us",153651172.951886
663505.9,2914297.43,27406703.87,4123154.8,4392487.17,133914.44,5868512.01,792180616.32,34974.55,0.05,0.06,76401.88,0.1,20699.03,8578676.27,83.46,0,0,391.11,21.97,4392487.17,12946233.03,17728125667.35,158176981.9,325414-vaccines and other biological medical products-us,1411527624.28064
1183174.81,3152454.87,29620995.14,67259826.52,4078920.46,4844038.84,314885.89,2489126192.33,129330530.12,1,12.06,290648.34,13.06,37097.05,5194689.31,5816.94,0,0,15613.35,380.06,4078920.46,1489539005.53,9525450878.26,127913045.51,325510-paints and coatings-us,1408308918.5938
1567003.9,1554345.09,14469449.23,16171851.48,2290478.98,1587694.53,338155.73,3494351706.33,590794.39,0.27,0.49,195065.21,0.76,19544.71,2872600.9,806.09,0,0,167.22,153.35,2290478.98,59442806.55,4021942247.92,71241845.15,325520-adhesives-us,2165350190.34435
13446689.79,6996074.52,65742614.27,134477867.25,10343479.57,11108423.06,1630307.05,11164899827.72,1008067.86,0.31,1.91,2391321.76,2.22,71468.56,9620767.51,5357.51,0,0,3025.63,1350.58,10343479.57,292884416.06,32912847687.14,219718648.58,325610-soap and cleaning compounds-us,31481869606.9032
1188367.32,5179419.06,48640781.62,4923924.97,12242903.09,710334.19,124674.45,2126994028.73,52976.31,0.06,0.13,191529.83,0.19,53369.76,7608200.7,375.78,0,0,34.2,120.52,12242903.09,32324199.07,25017465953.36,178960610.48,325620-toiletries-us,34629427213.2374
564508.69,672725.69,6309653.01,4570329.39,1638759.21,598952.66,78809.61,1074730738.01,96409.07,0.06,0.11,63155.6,0.17,8602.8,1389705.38,64.99,0,0,7.94,82.9,1638759.21,22549060.64,2140720708.05,33396418.72,325910-ink and ink cartridges-us,409099736.744873
37969158.01,5380429.03,50486297.16,183131452.51,1378598896.61,78987820.79,12092780,5946089801.71,3185325.87,1.38,5.24,5807462.7,6.62,72917.75,27109596.13,21429.18,0,0,2709.1,56161.18,1378598896.61,375704465.65,15509519078.91,292570954.39,"3259a0-chemicals (except basic chemicals, agrichemicals, polymers, paints, pharmaceuticals,soaps, cleaning compounds)-us",5397736913.06517
2394886.32,14885430.54,139884976.07,40144824.22,3003863.54,6408199.56,4554386.98,2124236601.93,1194712.6,0.38,1.51,539521.42,1.89,94048.09,45421538.22,1422.49,0,0,1147.78,514.44,3003863.54,82885036.67,12613068047.22,56942226.48,"326110-plastic bags, films, and sheets-us",3594212456.05224
1311234.39,5929294.14,55741320.79,934075.77,804036.02,2781531.49,61301.3,315708710.03,2910098.11,0.71,48.43,196201.28,49.14,56959.11,32153006.98,341.42,0,0,208.41,15.93,804036.02,28802074.62,5427692954.56,17496689.15,"326120-plastic pipe, fittings, and sausage casings-us",371295854.383514
239326.22,1537794.26,14463625.52,1925675.22,77970.21,5044493.24,38894.24,249172508.24,986355.55,0.32,0.31,103388.42,0.63,17633.26,10366059.18,77.43,0,0,1.55,9.16,77970.21,15070692.5,1780424700.97,6059924.53,326130-laminated plastic plates and shapes-us,47037206.436724
466087.17,3156088.64,29680071.54,1649621.8,177811084.54,837292.72,79261.22,804851708.59,374860.95,0.1,1.04,144730.73,1.14,25165.13,12861645.96,151.49,0,0,154.39,62.09,177811084.54,47737063.29,2816872773.7,10531069.76,326140-polystyrene foam products-us,722207312.781907
817239.95,3969431.29,37329798.26,1054648.93,75018349.64,359993.79,103298.64,2150484721.81,217646.21,0.13,11.01,182591.44,11.13,29100.91,17747666.79,29.51,0,0,1121.72,51.7,75018349.64,46614946.16,3203553932.8,10572709.95,326150-urethane and other foam products-us,813214117.621775
50691.9,4961817.92,46668508.48,507338.85,802172.43,617187.48,11447.41,199521403.81,171101.05,0.09,0.59,31855.35,0.68,32791.51,17206124.36,18.57,0,0,31.56,17.3,802172.43,4124506.91,4405657082.51,7847319.55,326160-plastic bottles-us,-228288638.719616
2207731.5,36152251.67,339751364.5,21130247.42,1693391816.23,8706033.93,355155.19,2910135248.61,8475683.2,2.38,114.71,994507.31,117.09,287899.91,159888838.43,2865.26,0,0,2337.95,692.27,1693391816.23,122226900.01,28181878279.1,126811045.22,326190-other plastic products-us,5266707808.45739
1275681.85,7199324.15,67700541.54,275577.91,0,20480748.57,387078.88,1164191533.56,747656.73,0.12,4.24,600409.55,4.36,61169.73,35960498.06,1293.13,0,0,576.55,833.64,0,68196857.3,6041812403.45,23335244.18,326210-rubber tires-us,4020340091.98249
202301.85,1778285.69,16724584.7,625439.28,4448312.92,1088316.98,171353.69,169079318.11,297924.6,0.02,0.65,71741.64,0.67,20917.55,10901959.29,269.99,0,0,15.06,189.08,4448312.92,7024758.3,1859111846.57,6065464.5,326220-rubber and plastic belts and hoses-us,-390607096.192836
664655.96,6480382.92,60944447.05,9175308.32,1632842.72,8923195.73,70451.16,671491320.13,1130212.16,0.13,1.71,339577.94,1.85,47683.23,27426514.37,1484.74,0,0,446.76,952.7,1632842.72,25421655.6,6084565249.85,20981465.95,326290-other rubber products-us,426136606.23609
15790532.49,822882293.77,10081743141.8,197427759.58,40218961198.76,57759335.73,8137837.39,10016472893.84,12802544.48,2.17,10.67,5178786.23,12.85,6173311.63,414742933.25,16805.12,4326781234.22,37227785938.8,29940.51,3739.25,2991175259.96,947753834.01,995665860945.24,655916518.79,420000-wholesale trade-us,821478139166.299
198945.71,246727126.84,2029201297.77,4636254.2,0,183033.87,24104.64,745881665.62,89702.52,0.07,0.14,30680.9,0.22,1076895.96,270628118.63,150,0,0,647.92,0,0,8886834.05,106381639009.93,51278096.63,441000-vehicles and parts sales-us,136564678352.594
352608.22,642759905.95,15328591082.28,2354432.56,0,747008.89,44227.88,1171996392.08,135084.85,0.13,3.72,48207.21,3.85,5386722.64,708272264.82,14.31,0,0,18543.8,0,0,14342355.94,129836877872.63,158897159.76,445000-food and beverage stores-us,190910752228.665
231312.09,667700971,5491339856.02,14312415.23,0,193557.51,29042.21,1166570760.64,75363.76,0.08,0.15,27127.48,0.23,0,345378662.26,9.11,0,0,883.36,0,0,10432178.92,142302537764.22,67765084.86,452000-general merchandise stores-us,208158356221.101
2817100.33,1263988998.29,11082125075.22,43961431.14,1388702009.52,8967046.91,2620078.23,4575077671.13,25306842.52,2.43,6.36,1154090.62,8.79,6580877.56,3033060348.95,5533.1,0,548528444.94,3158.77,2.01,840173564.58,1559796922.09,466447050427.04,518214893.3,4a0000-other retail-us,656712973560.641
617859.61,30966842.31,453043150.86,2413714.41,111836064.19,712091.81,77961.01,147768831588.41,1888301.28,0.25,1.53,220117.47,1.78,446757.3,12096561137.15,226204.71,0,0,1056.63,0.02,111836064.19,135622524.55,94844632073.41,15926243.63,481000-air transport-us,114859429188.937
453994452.28,60762.73,889402.78,2134805.15,51197.08,71452378.35,56626077.54,39385113230.66,3929279.27,23.12,77.82,24999821.56,100.99,367.66,13540140140.77,3511.92,0,0,405.55,0.03,51197.08,15981916380.5,41082065754.3,5663585.79,482000-rail transport-us,21855441568.8932
1170396655.92,4430771.81,64784848.27,3704717.29,64115048.21,42623995.34,100032820.46,22134812036.17,3071969.06,17.21,26.14,95740211.53,43.39,63655.38,4114311.4,371650.03,0,0,289.29,0.07,64115048.21,28070415661.64,16555795611.9,249044340.6,"483000-water transport (boats, ships, ferries)-us",37735024326.7538
2127239657.88,223313053.78,3448226832.2,6854931.12,52967584.19,1907490522.64,266072871.75,412504553294.74,135240677.34,313.6,1242.26,161106751.36,1556.53,1383580.18,43739326071.61,5690.59,0,0,1806.33,0.08,52967584.19,76279070901.29,139362785865.88,39599018.99,484000-truck transport-us,154279631137.115
75286257,46225342.22,675979135.77,1529039.46,120866490.71,85708552.17,9554428.88,17719365852.1,3048774.83,12.73,46.99,7359886.96,59.75,566860.18,15808832740.47,12738.84,0,0,308.85,2.37,120866490.71,2716487422.37,31481917328.37,310931336.63,485000-passenger ground transport-us,37171151655.4986
183670425.02,3335932.55,48675344.9,5301974.08,4022932480.97,223371856.59,23045608.64,57741448405.13,13729949.96,73.92,513.28,7969417.18,587.36,46310.36,3930359.93,3884.3,0,2402697488.16,2281.04,277.48,1620234992.81,7012780988.72,24684365361.69,41267312.78,486000-pipeline transport-us,3507589214.95855
168853165.45,49976245.71,693799020.2,20984236.48,8743743.79,173857783.53,21027394.39,2714372125.68,8731114.59,40.97,397.54,14444057.63,438.61,607481.33,360156328.83,235733.51,0,0,652.37,5.26,8743743.79,5400437201.17,59931484231.16,124920560.35,48a000-scenic and sightseeing transportation and support activities for transportation-us,18032719736.1383
7533103.86,104282584.88,1613510651.17,1254409.17,719368.21,6721261.22,1083240.55,2262746479.33,492465.54,1.1,4.41,579992.49,5.51,628699.92,238531937.13,54,0,0,559.86,0.01,719368.21,271033467.18,53239430532.21,2435091.28,492000-couriers and messengers-us,21861784223.4368
38666208.48,116577789.82,1798173720.79,123200069.27,404225906.46,36990423.13,8388038.14,6735516333.65,3072911.97,6.87,39.85,3161371.45,46.73,673060.42,4877815181.81,12777.41,0,0,1700.93,4.27,404225906.46,1399653072.99,51253063334.03,35174033.69,493000-warehousing-us,3811276678.2716
