	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
2	48001	48	1	Anderson County, Texas	2111	Oil and gas extraction	21	6.2	24.2	1460.4
3	48001	48	1	Anderson County, Texas	2131	Support activities for mining	21	27.6	720.8	41837.0
6	48001	48	1	Anderson County, Texas	2213	Water, sewage and other systems	22	12.0	31.2	1158.4
7	48001	48	1	Anderson County, Texas	2361	Residential building construction	23	11.2	24.8	1078.4
9	48001	48	1	Anderson County, Texas	2371	Utility system construction	23	5.2	91.4	5366.4
13	48001	48	1	Anderson County, Texas	2381	Foundation, structure, and building exterior contractors	23	5.2	7.4	232.2
14	48001	48	1	Anderson County, Texas	2382	Building equipment contractors	23	21.0	150.8	5913.6
15	48001	48	1	Anderson County, Texas	2383	Building finishing contractors	23	3.2	5.2	140.0
16	48001	48	1	Anderson County, Texas	2389	Other specialty trade contractors	23	13.4	184.6	8863.2
24	48001	48	1	Anderson County, Texas	3231	Printing and related support activities	32	2.0	1.0	14.8
42	48001	48	1	Anderson County, Texas	4237	Hardware, plumbing and heating equipment and supplies merchant wholesalers	42	5.0	107.4	7072.0
43	48001	48	1	Anderson County, Texas	4238	Machinery, equipment, and supplies merchant wholesalers	42	11.8	68.2	6433.8
53	48001	48	1	Anderson County, Texas	4411	Automobile dealers	44	12.6	200.4	8924.0
55	48001	48	1	Anderson County, Texas	4413	Automotive parts, accessories, and tire stores	44	15.0	100.8	2665.4
56	48001	48	1	Anderson County, Texas	4421	Furniture stores	44	3.2	13.6	603.0
57	48001	48	1	Anderson County, Texas	4422	Home furnishings stores	44	2.6	3.4	137.0
58	48001	48	1	Anderson County, Texas	4431	Electronics and appliance stores	44	5.4	28.0	543.8
59	48001	48	1	Anderson County, Texas	4441	Building material and supplies dealers	44	9.0	165.6	5346.2
60	48001	48	1	Anderson County, Texas	4442	Lawn and garden equipment and supplies stores	44	6.8	27.6	776.8
61	48001	48	1	Anderson County, Texas	4451	Grocery stores	44	8.8	240.2	4524.8
64	48001	48	1	Anderson County, Texas	4461	Health and personal care stores	44	11.8	112.8	3634.6
65	48001	48	1	Anderson County, Texas	4471	Gasoline stations	44	26.8	133.8	2832.6
66	48001	48	1	Anderson County, Texas	4481	Clothing stores	44	10.8	125.0	1544.4
67	48001	48	1	Anderson County, Texas	4482	Shoe stores	44	4.0	59.2	1174.4
69	48001	48	1	Anderson County, Texas	4511	Sporting goods, hobby, and musical instrument stores	45	2.0	1.8	75.6
70	48001	48	1	Anderson County, Texas	4529	Other general merchandise stores	45	13.2	203.6	5246.0
71	48001	48	1	Anderson County, Texas	4531	Florists	45	3.0	6.0	74.4
72	48001	48	1	Anderson County, Texas	4532	Office supplies, stationery, and gift stores	45	3.6	5.6	74.6
73	48001	48	1	Anderson County, Texas	4533	Used merchandise stores	45	3.4	4.4	99.4
74	48001	48	1	Anderson County, Texas	4539	Other miscellaneous store retailers	45	9.4	61.4	1638.8
76	48001	48	1	Anderson County, Texas	4543	Direct selling establishments	45	4.8	4.8	109.2
78	48001	48	1	Anderson County, Texas	4841	General freight trucking	48	9.2	83.6	5956.2
79	48001	48	1	Anderson County, Texas	4842	Specialized freight trucking	48	10.2	56.8	2922.0
82	48001	48	1	Anderson County, Texas	4884	Support activities for road transportation	48	1.4	1.6	37.2
92	48001	48	1	Anderson County, Texas	5221	Depository credit intermediation	52	15.0	167.8	6749.6
93	48001	48	1	Anderson County, Texas	5222	Nondepository credit intermediation	52	13.4	43.4	1550.2
94	48001	48	1	Anderson County, Texas	5223	Activities related to credit intermediation	52	6.4	9.0	403.6
96	48001	48	1	Anderson County, Texas	5239	Other financial investment activities	52	6.6	6.2	207.8
98	48001	48	1	Anderson County, Texas	5242	Agencies, brokerages, and other insurance related activities	52	18.0	23.8	1887.8
99	48001	48	1	Anderson County, Texas	5311	Lessors of real estate	53	16.0	39.6	1077.8
100	48001	48	1	Anderson County, Texas	5312	Offices of real estate agents and brokers	53	7.8	4.0	313.6
101	48001	48	1	Anderson County, Texas	5313	Activities related to real estate	53	5.2	3.0	356.4
103	48001	48	1	Anderson County, Texas	5322	Consumer goods rental	53	2.8	19.4	604.4
105	48001	48	1	Anderson County, Texas	5324	Commercial and industrial machinery and equipment rental and leasing	53	3.6	32.2	3399.6
106	48001	48	1	Anderson County, Texas	5411	Legal services	54	21.4	33.8	1629.4
107	48001	48	1	Anderson County, Texas	5412	Accounting, tax preparation, bookkeeping, and payroll services	54	16.8	51.2	2280.0
108	48001	48	1	Anderson County, Texas	5413	Architectural, engineering, and related services	54	7.4	20.0	1282.8
110	48001	48	1	Anderson County, Texas	5415	Computer systems design and related services	54	2.2	1.0	18.8
111	48001	48	1	Anderson County, Texas	5416	Management, scientific, and technical consulting services	54	17.8	22.4	2698.6
112	48001	48	1	Anderson County, Texas	5418	Advertising, public relations, and related services	54	2.0	0.6	24.2
113	48001	48	1	Anderson County, Texas	5419	Other professional, scientific, and technical services	54	8.0	25.8	977.2
114	48001	48	1	Anderson County, Texas	5511	Management of companies and enterprises	55	5.8	55.2	2625.2
115	48001	48	1	Anderson County, Texas	5611	Office administrative services	56	1.4	0.4	20.2
117	48001	48	1	Anderson County, Texas	5614	Business support services	56	4.2	99.6	2709.0
119	48001	48	1	Anderson County, Texas	5617	Services to buildings and dwellings	56	15.0	32.6	726.6
124	48001	48	1	Anderson County, Texas	6116	Other schools and instruction	61	2.2	1.4	7.0
126	48001	48	1	Anderson County, Texas	6211	Offices of physicians	62	60.2	329.4	24372.2
127	48001	48	1	Anderson County, Texas	6212	Offices of dentists	62	13.6	76.0	2912.8
128	48001	48	1	Anderson County, Texas	6213	Offices of other health practitioners	62	17.2	62.6	3532.4
129	48001	48	1	Anderson County, Texas	6214	Outpatient care centers	62	5.4	29.8	1429.8
130	48001	48	1	Anderson County, Texas	6215	Medical and diagnostic laboratories	62	2.8	12.4	506.8
131	48001	48	1	Anderson County, Texas	6216	Home health care services	62	7.2	222.6	6834.2
134	48001	48	1	Anderson County, Texas	6231	Nursing care facilities (skilled nursing facilities)	62	6.2	600.4	15089.2
139	48001	48	1	Anderson County, Texas	6244	Child day care services	62	8.6	58.6	1163.2
142	48001	48	1	Anderson County, Texas	7139	Other amusement and recreation industries	71	9.4	103.0	1457.2
143	48001	48	1	Anderson County, Texas	7211	Traveler accommodation	72	12.8	111.2	1624.8
148	48001	48	1	Anderson County, Texas	7225	Restaurants and other eating places	72	54.6	983.6	13398.2
149	48001	48	1	Anderson County, Texas	8111	Automotive repair and maintenance	81	23.2	163.8	5670.6
151	48001	48	1	Anderson County, Texas	8113	Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance	81	3.2	1.8	329.6
153	48001	48	1	Anderson County, Texas	8121	Personal care services	81	6.8	18.0	446.4
154	48001	48	1	Anderson County, Texas	8122	Death care services	81	2.2	3.2	200.0
155	48001	48	1	Anderson County, Texas	8123	Drycleaning and laundry services	81	4.0	16.2	256.4
157	48001	48	1	Anderson County, Texas	8131	Religious organizations	81	50.6	290.4	4311.0
159	48001	48	1	Anderson County, Texas	8134	Civic and social organizations	81	5.8	20.6	471.8
160	48001	48	1	Anderson County, Texas	8139	Business, professional, labor, political, and similar organizations	81	2.8	2.0	211.2
161	48003	48	3	Andrews County, Texas	2111	Oil and gas extraction	21	19.2	151.6	14610.8
163	48003	48	3	Andrews County, Texas	2131	Support activities for mining	21	72.2	1141.0	78352.0
166	48003	48	3	Andrews County, Texas	2213	Water, sewage and other systems	22	2.2	0.4	23.4
169	48003	48	3	Andrews County, Texas	2371	Utility system construction	23	7.6	254.4	17523.4
172	48003	48	3	Andrews County, Texas	2381	Foundation, structure, and building exterior contractors	23	2.2	1.2	50.4
173	48003	48	3	Andrews County, Texas	2382	Building equipment contractors	23	11.0	182.2	12013.0
174	48003	48	3	Andrews County, Texas	2383	Building finishing contractors	23	3.0	2.4	146.4
175	48003	48	3	Andrews County, Texas	2389	Other specialty trade contractors	23	10.4	104.8	5439.2
191	48003	48	3	Andrews County, Texas	4238	Machinery, equipment, and supplies merchant wholesalers	42	9.2	134.2	7579.6
197	48003	48	3	Andrews County, Texas	4411	Automobile dealers	44	2.4	43.6	2830.4
198	48003	48	3	Andrews County, Texas	4413	Automotive parts, accessories, and tire stores	44	3.0	19.8	710.6
201	48003	48	3	Andrews County, Texas	4441	Building material and supplies dealers	44	2.6	3.6	138.8
205	48003	48	3	Andrews County, Texas	4471	Gasoline stations	44	9.0	95.0	2722.2
208	48003	48	3	Andrews County, Texas	4529	Other general merchandise stores	45	4.8	54.4	1010.6
215	48003	48	3	Andrews County, Texas	4841	General freight trucking	48	7.0	33.6	1872.0
216	48003	48	3	Andrews County, Texas	4842	Specialized freight trucking	48	24.4	389.2	22922.4
217	48003	48	3	Andrews County, Texas	4861	Pipeline transportation of crude oil	48	2.2	8.2	258.0
226	48003	48	3	Andrews County, Texas	5221	Depository credit intermediation	52	7.0	31.6	3409.6
227	48003	48	3	Andrews County, Texas	5222	Nondepository credit intermediation	52	3.0	3.0	209.0
231	48003	48	3	Andrews County, Texas	5242	Agencies, brokerages, and other insurance related activities	52	4.2	8.0	280.6
232	48003	48	3	Andrews County, Texas	5311	Lessors of real estate	53	2.8	1.8	41.6
237	48003	48	3	Andrews County, Texas	5324	Commercial and industrial machinery and equipment rental and leasing	53	10.2	89.2	7879.0
238	48003	48	3	Andrews County, Texas	5411	Legal services	54	4.0	5.0	601.4
239	48003	48	3	Andrews County, Texas	5412	Accounting, tax preparation, bookkeeping, and payroll services	54	6.4	12.0	499.0
240	48003	48	3	Andrews County, Texas	5413	Architectural, engineering, and related services	54	5.0	66.2	6343.2
243	48003	48	3	Andrews County, Texas	5416	Management, scientific, and technical consulting services	54	4.4	0.2	641.8
249	48003	48	3	Andrews County, Texas	5617	Services to buildings and dwellings	56	2.0	1.8	35.2
250	48003	48	3	Andrews County, Texas	5621	Waste collection	56	2.5	10.75	432.75
252	48003	48	3	Andrews County, Texas	5629	Remediation and other waste management services	56	2.6	15.4	1128.4
255	48003	48	3	Andrews County, Texas	6211	Offices of physicians	62	3.2	0.0	161.4
256	48003	48	3	Andrews County, Texas	6212	Offices of dentists	62	3.6	13.6	595.0
257	48003	48	3	Andrews County, Texas	6213	Offices of other health practitioners	62	5.4	8.8	398.0
262	48003	48	3	Andrews County, Texas	6241	Individual and family services	62	3.4	8.8	168.2
264	48003	48	3	Andrews County, Texas	7139	Other amusement and recreation industries	71	3.0	9.0	455.6
265	48003	48	3	Andrews County, Texas	7211	Traveler accommodation	72	5.6	25.4	733.0
268	48003	48	3	Andrews County, Texas	7225	Restaurants and other eating places	72	22.4	326.2	4537.8
269	48003	48	3	Andrews County, Texas	8111	Automotive repair and maintenance	81	5.6	24.2	1297.0
271	48003	48	3	Andrews County, Texas	8113	Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance	81	8.8	105.2	7885.4
272	48003	48	3	Andrews County, Texas	8121	Personal care services	81	3.6	2.6	121.8
276	48003	48	3	Andrews County, Texas	8131	Religious organizations	81	11.0	87.0	1476.8
278	48005	48	5	Angelina County, Texas	1131	Timber tract operations	11	2.2	1.2	19.0
279	48005	48	5	Angelina County, Texas	1133	Logging	11	20.0	47.6	5195.2
281	48005	48	5	Angelina County, Texas	1153	Support activities for forestry	11	2.8	0.4	100.4
282	48005	48	5	Angelina County, Texas	2111	Oil and gas extraction	21	2.0	0.4	87.6
284	48005	48	5	Angelina County, Texas	2131	Support activities for mining	21	11.4	68.4	5714.8
287	48005	48	5	Angelina County, Texas	2213	Water, sewage and other systems	22	8.0	28.8	780.8
288	48005	48	5	Angelina County, Texas	2361	Residential building construction	23	18.2	37.4	1502.2
289	48005	48	5	Angelina County, Texas	2362	Nonresidential building construction	23	10.8	160.6	7257.6
290	48005	48	5	Angelina County, Texas	2371	Utility system construction	23	6.6	49.6	2193.2
292	48005	48	5	Angelina County, Texas	2373	Highway, street, and bridge construction	23	4.6	151.2	7978.4
294	48005	48	5	Angelina County, Texas	2381	Foundation, structure, and building exterior contractors	23	7.4	90.2	4665.0
295	48005	48	5	Angelina County, Texas	2382	Building equipment contractors	23	43.0	381.2	14937.6
296	48005	48	5	Angelina County, Texas	2383	Building finishing contractors	23	18.2	98.4	3203.6
297	48005	48	5	Angelina County, Texas	2389	Other specialty trade contractors	23	16.8	189.2	9442.8
301	48005	48	5	Angelina County, Texas	3118	Bakeries and tortilla manufacturing	31	4.2	12.6	203.8
305	48005	48	5	Angelina County, Texas	3211	Sawmills and wood preservation	32	3.2	115.0	6809.2
307	48005	48	5	Angelina County, Texas	3219	Other wood product manufacturing	32	4.2	130.6	6197.2
316	48005	48	5	Angelina County, Texas	3273	Cement and concrete product manufacturing	32	3.4	34.8	2368.6
319	48005	48	5	Angelina County, Texas	3323	Architectural and structural metals manufacturing	33	2.4	10.6	170.8
321	48005	48	5	Angelina County, Texas	3327	Machine shops; turned product; and screw, nut, and bolt manufacturing	33	8.2	70.0	2654.8
324	48005	48	5	Angelina County, Texas	3335	Metalworking machinery manufacturing	33	1.8	1.8	122.0
332	48005	48	5	Angelina County, Texas	3391	Medical equipment and supplies manufacturing	33	2.4	0.8	27.8
334	48005	48	5	Angelina County, Texas	4231	Motor vehicle and motor vehicle parts and supplies merchant wholesalers	42	6.4	112.4	6466.2
335	48005	48	5	Angelina County, Texas	4233	Lumber and other construction materials merchant wholesalers	42	3.2	3.2	219.0
337	48005	48	5	Angelina County, Texas	4235	Metal and mineral (except petroleum) merchant wholesalers	42	4.6	14.4	725.6
338	48005	48	5	Angelina County, Texas	4236	Household appliances and electrical and electronic goods merchant wholesalers	42	3.8	21.6	1339.2
339	48005	48	5	Angelina County, Texas	4237	Hardware, plumbing and heating equipment and supplies merchant wholesalers	42	5.8	106.8	5313.4
340	48005	48	5	Angelina County, Texas	4238	Machinery, equipment, and supplies merchant wholesalers	42	18.0	225.2	13402.0
341	48005	48	5	Angelina County, Texas	4239	Miscellaneous durable goods merchant wholesalers	42	10.6	119.0	4436.8
344	48005	48	5	Angelina County, Texas	4244	Grocery and related product merchant wholesalers	42	7.4	213.2	7644.2
346	48005	48	5	Angelina County, Texas	4247	Petroleum and petroleum products merchant wholesalers	42	4.6	31.4	1619.6
347	48005	48	5	Angelina County, Texas	4249	Miscellaneous nondurable goods merchant wholesalers	42	4.4	9.2	213.6
348	48005	48	5	Angelina County, Texas	4251	Wholesale electronic markets and agents and brokers	42	4.2	25.2	826.2
