	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	COUNTY	id	GEO_TTL	estab	emp	payann	estimate
0	11	Fishing	9	1141	1	09001	Fairfield County, Connecticut	2.0	3.657142857142857	238.86666666666665	1.0
1	11	Fishing	9	1141	7	09007	Middlesex County, Connecticut	1.0	2.0	256.66666666666663	1.0
2	11	Fishing	9	1141	9	09009	New Haven County, Connecticut	2.8	2.257142857142857	517.6	0.2
3	11	Fishing	9	1141	11	09011	New London County, Connecticut	3.0	4.457142857142857	218.56666666666666	1.0
4	11	Fishing	9	1141	13	09013	Tolland County, Connecticut	1.0	1.8285714285714285	119.43333333333332	1.0
5	11	Forest nurseries and gathering of forest products	9	1132	5	09005	Litchfield County, Connecticut	1.0	0.0	0.0	1.0
6	11	Hunting and trapping	9	1142	5	09005	Litchfield County, Connecticut	1.0	0.0	0.0	1.0
7	11	Hunting and trapping	9	1142	9	09009	New Haven County, Connecticut	1.0	0.0	0.0	1.0
8	11	Logging	9	1133	3	09003	Hartford County, Connecticut	1.6	3.2714285714285714	136.19920634920635	1.0
9	11	Logging	9	1133	5	09005	Litchfield County, Connecticut	2.6	4.842857142857143	243.63730158730158	1.0
10	11	Logging	9	1133	7	09007	Middlesex County, Connecticut	1.0	1.5	38.75	1.0
11	11	Logging	9	1133	11	09011	New London County, Connecticut	1.0	2.464285714285714	77.30357142857143	1.0
12	11	Logging	9	1133	13	09013	Tolland County, Connecticut	1.0	2.4214285714285717	89.58531746031746	1.0
13	11	Logging	9	1133	15	09015	Windham County, Connecticut	1.8	5.485714285714286	171.64603174603175	1.0
14	11	Support activities for animal production	9	1152	1	09001	Fairfield County, Connecticut	13.0	96.4	5006.8	0.0
15	11	Support activities for animal production	9	1152	3	09003	Hartford County, Connecticut	6.6	14.545454545454543	491.2909090909091	0.2
16	11	Support activities for animal production	9	1152	5	09005	Litchfield County, Connecticut	9.6	17.4	718.0	0.0
17	11	Support activities for animal production	9	1152	7	09007	Middlesex County, Connecticut	2.8	8.571428571428571	82.45714285714286	0.4
18	11	Support activities for animal production	9	1152	9	09009	New Haven County, Connecticut	5.8	16.0	257.2	0.0
19	11	Support activities for animal production	9	1152	11	09011	New London County, Connecticut	6.4	9.8	306.8	0.0
20	11	Support activities for animal production	9	1152	13	09013	Tolland County, Connecticut	6.0	48.883116883116884	388.4519480519481	0.6
21	11	Support activities for crop production	9	1151	1	09001	Fairfield County, Connecticut	1.6	10.425	273.6833333333333	1.0
22	11	Support activities for crop production	9	1151	7	09007	Middlesex County, Connecticut	1.0	7.375	168.25	1.0
