zcta,JobsTotal,JobsAgriculture,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport,Population,Poverty,Poverty_Under18,Poverty_18to65,Poverty_Over65,Education,Work_Experience,Working_Fulltime,Working_Fulltime_Poverty,y
76363,5,0,0,0,0,0,0,0,1,1,266,97,26,37,33,766,830,142,0,0
76364,3,0,0,0,0,0,0,0,0,0,175,11,0,11,0,731,840,68,0,0
76365,88,0,1,7,10,1,13,4,0,1,4596,168,66,78,24,688,790,58,2,0
76366,41,0,0,2,3,2,4,0,1,1,2494,137,27,87,22,696,836,32,6,0
76367,167,0,4,17,19,11,14,6,8,7,9809,86,7,66,12,671,787,44,0,0
76370,7,1,0,2,0,1,0,0,1,0,251,19,0,19,0,848,936,91,0,0
76371,37,1,2,3,2,0,4,0,4,4,1624,211,104,82,24,681,768,72,0,0
76372,16,0,0,1,0,0,1,0,0,2,850,118,10,57,50,787,851,56,8,0
76373,5,1,0,0,0,0,0,0,0,1,169,0,0,0,0,692,692,82,0,0
76374,101,1,4,4,13,9,11,3,1,1,3918,221,89,97,33,625,779,53,4,0
76377,8,0,0,0,1,0,2,0,1,0,824,120,36,69,14,706,825,23,0,0
76379,8,0,0,6,0,0,1,0,0,0,707,56,9,32,14,601,782,12,0,1
76380,116,1,4,10,14,4,17,2,7,11,3624,170,30,105,33,739,822,61,0,0
76384,281,2,11,20,31,12,43,9,10,8,12409,201,61,115,24,658,781,83,5,1
76388,3,2,0,0,0,0,0,0,0,1,245,248,53,114,81,685,832,93,8,0
76389,35,0,0,3,0,1,5,3,2,8,1193,119,14,98,7,703,823,66,15,0
76401,742,4,25,83,69,33,105,34,24,14,26225,285,54,202,27,560,811,91,15,0
76424,254,0,5,23,13,14,32,7,9,9,8218,209,90,105,13,642,775,47,3,0
76426,309,0,5,19,18,9,42,14,27,29,10489,132,53,70,8,663,774,52,0,1
76427,22,0,0,0,1,1,1,1,1,2,1060,396,157,230,8,579,754,57,0,0
76429,5,0,1,0,0,0,0,0,0,0,187,26,0,0,26,764,839,32,0,0
76430,117,0,4,8,3,6,10,6,7,3,2730,168,41,101,25,650,761,62,15,0
76431,52,0,1,5,0,5,4,4,1,9,3292,144,55,85,3,691,837,35,0,0
76432,19,0,0,8,0,0,0,0,1,3,1207,178,60,87,30,750,821,29,0,0
76433,25,0,1,7,1,2,4,0,1,1,1643,104,18,73,12,651,782,35,3,0
76435,12,0,0,4,1,0,1,0,1,1,540,209,72,118,18,681,829,3,0,0
76436,2,0,0,1,0,0,0,1,0,0,101,128,79,49,0,920,920,118,0,0
76437,118,0,3,9,11,5,16,4,4,4,5204,254,56,172,24,686,807,34,0,0
76442,156,3,3,10,16,6,22,6,14,8,7659,269,124,131,13,663,771,36,1,1
76443,47,0,3,1,1,4,6,1,0,2,1983,203,58,91,52,677,794,33,1,0
76444,88,2,2,10,6,1,14,1,6,8,3186,193,55,94,43,698,774,54,5,0
76445,1,0,0,0,0,0,0,0,0,0,291,99,41,44,13,783,783,0,0,0
76446,154,2,2,17,8,9,18,4,13,8,8433,184,65,108,10,637,790,50,0,0
76448,229,1,6,11,30,9,34,12,3,6,5135,204,47,120,36,786,870,61,3,0
76449,79,0,3,18,0,0,11,7,1,2,2410,112,19,76,15,751,829,52,0,0
76450,479,0,12,49,45,14,54,17,25,18,13288,153,60,74,18,693,779,45,0,0
76452,1,0,0,1,0,0,0,0,0,0,88,352,170,181,0,443,602,34,34,0
76453,27,0,1,2,0,1,2,3,0,4,1106,85,12,56,17,766,856,61,6,1
76454,26,0,0,4,3,1,3,0,1,3,1542,195,21,68,105,677,790,14,3,0
76455,8,0,0,0,0,0,1,0,2,1,1027,265,139,117,8,689,781,62,0,0
76457,56,1,1,5,3,4,7,1,1,3,4527,94,7,70,16,673,803,42,0,0
76458,194,1,5,27,8,1,21,8,6,15,4754,163,70,85,7,661,782,79,13,0
76459,4,0,0,0,0,1,0,0,1,0,155,335,174,135,25,709,735,70,0,1
76460,3,0,0,0,0,0,0,0,0,0,461,69,0,43,26,691,832,15,0,0
76462,51,4,2,5,1,2,10,0,7,1,3352,137,83,51,2,653,745,46,0,0
76463,10,0,3,0,0,0,0,0,2,0,578,169,36,86,46,737,856,62,0,1
76464,7,0,0,1,0,0,1,1,1,1,452,141,33,86,22,785,887,97,19,0
76466,4,0,0,0,0,1,1,1,0,0,206,24,0,0,24,1000,1000,0,0,0
76469,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,807,1000,76,0,0
76470,56,2,2,4,4,0,5,0,4,3,3252,146,60,69,16,614,716,33,3,0
76471,21,0,2,2,1,2,2,0,1,1,1933,215,84,99,31,656,804,51,1,1
76472,29,0,0,5,1,2,2,0,2,4,1566,52,0,0,52,712,831,7,0,0
76474,2,0,0,0,0,0,1,0,0,0,300,276,93,96,86,730,810,33,0,0
76475,19,0,2,2,0,1,1,0,1,2,824,172,31,110,30,832,884,123,0,0
76476,36,1,1,5,2,1,2,0,1,3,3018,108,50,55,2,655,759,44,0,0
76481,2,0,0,0,0,0,1,0,1,0,311,369,0,369,0,482,675,0,0,1
76483,41,0,1,3,5,0,4,0,2,0,982,108,19,60,29,746,851,64,0,0
76484,10,0,1,2,0,0,0,1,0,0,851,119,61,49,9,795,880,44,0,0
76486,10,0,0,1,0,0,1,0,0,2,1210,167,8,126,33,780,864,36,0,1
76487,23,1,0,6,1,0,0,0,2,1,2150,114,28,52,33,749,846,44,7,0
76491,9,0,0,1,0,1,1,0,3,1,399,117,42,50,25,631,791,102,12,0
76501,401,0,12,26,24,26,74,11,28,14,17280,215,79,115,20,661,781,51,4,0
76502,593,0,19,55,110,4,91,27,13,11,33228,82,29,43,9,678,780,67,0,0
76504,632,0,23,46,74,29,77,37,25,14,22526,215,78,121,15,660,781,98,3,0
76511,25,0,0,2,2,0,2,0,1,2,1734,138,36,74,27,666,742,53,0,0
76513,614,0,17,83,68,32,82,24,22,22,34250,170,67,89,12,608,749,54,3,0
76518,8,1,0,0,0,0,2,0,0,0,1536,322,159,143,19,606,704,3,0,0
76519,6,0,0,1,0,0,1,0,1,0,737,199,120,78,0,640,819,93,0,0
76520,161,1,8,14,19,5,25,7,3,6,7310,171,66,74,30,694,781,56,0,1
76522,408,0,11,31,42,3,70,31,1,4,36120,93,36,52,5,629,750,67,4,0
76524,18,0,1,6,1,0,0,0,4,1,3490,174,60,112,2,610,733,49,0,0
76525,16,0,0,3,1,1,0,0,1,3,993,159,43,86,29,718,852,49,6,0
76527,55,1,2,20,0,6,1,2,0,1,4154,95,45,46,4,681,791,83,1,1
76528,254,0,7,37,18,10,37,8,7,9,15494,164,60,89,14,679,783,59,3,1
76530,27,0,0,5,3,0,6,1,3,0,2489,159,44,75,39,744,811,52,2,0
76531,152,2,5,15,12,11,17,1,6,2,4370,124,19,88,17,763,836,22,0,0
76534,27,1,1,4,1,1,2,1,4,2,2135,124,44,72,8,662,761,43,3,0
76537,79,0,1,14,1,5,3,5,8,7,3938,98,37,56,4,653,769,68,1,0
76538,6,0,0,2,1,0,1,0,1,0,755,66,21,30,14,682,833,59,0,0
76539,65,0,1,25,2,5,5,2,4,0,8065,88,41,47,0,674,790,35,0,0
76541,550,0,23,12,48,3,89,47,5,9,17585,263,94,162,7,624,781,104,5,0
76542,508,0,13,33,64,5,61,42,14,14,43754,90,37,47,4,601,726,75,1,0
76543,490,0,12,18,55,3,45,38,6,10,29910,211,91,107,12,561,727,94,5,0
76544,139,0,2,0,8,1,72,2,1,4,22889,131,76,54,0,393,548,7,0,1
76548,431,0,24,21,54,6,59,29,3,1,27634,140,59,78,2,591,729,63,1,0
76549,208,1,0,20,59,2,14,15,2,1,48371,132,64,64,3,540,707,86,3,1
76550,301,0,9,52,24,13,50,15,7,4,11598,188,66,93,28,689,787,49,0,1
76554,23,0,0,2,2,2,2,3,0,0,1984,149,66,67,15,638,781,45,4,1
76556,13,1,0,0,1,1,1,0,1,1,1427,265,103,144,18,698,818,53,19,0
76557,53,0,2,15,2,1,5,1,4,5,4418,200,50,134,15,674,827,34,8,0
76559,36,0,1,7,0,2,1,0,1,3,5014,185,98,84,2,558,662,61,0,0
76561,7,0,0,1,0,1,1,0,1,0,974,132,62,54,15,708,819,75,2,0
76566,1,0,0,0,0,0,0,0,0,1,345,359,34,315,8,739,808,5,0,0
76567,195,0,5,14,21,8,32,9,6,2,8869,236,91,139,5,653,771,64,0,0
76569,31,0,1,6,1,4,3,1,0,2,2193,65,17,33,14,646,751,38,0,1
76570,37,2,2,1,2,1,4,0,3,3,2750,174,58,96,19,688,788,21,0,0
76571,161,0,8,20,13,4,24,8,3,2,5760,52,8,35,8,746,830,60,0,0
76573,2,0,0,0,0,0,1,0,0,0,34,0,0,0,0,794,1000,0,0,0
76574,342,0,9,42,29,25,55,10,18,12,17753,135,45,80,9,664,788,68,0,0
76577,36,0,0,7,0,2,5,3,3,2,3305,52,5,28,18,690,813,55,0,0
76578,13,0,0,1,2,0,2,1,0,1,1381,108,23,64,20,710,822,33,0,0
76579,43,0,2,4,1,5,0,1,4,3,4240,75,19,39,16,663,757,66,2,0
76621,17,1,0,1,0,2,0,1,0,3,1145,89,31,55,1,720,811,40,1,0
76622,11,1,0,1,1,1,0,1,1,1,1006,81,15,44,20,697,801,52,0,0
76623,3,0,0,1,0,0,0,0,1,0,141,212,85,127,0,673,751,177,0,0
76624,23,0,0,5,2,1,2,0,2,1,2096,103,46,55,0,682,828,17,0,0
76626,12,0,1,2,0,1,1,0,0,0,1632,123,26,83,14,685,826,31,5,0
76627,11,0,0,2,0,0,0,0,1,1,1610,173,59,90,23,700,770,43,3,0
76628,2,0,0,0,0,0,0,1,0,0,79,544,265,253,25,443,632,25,0,1
76629,29,0,3,2,4,1,4,2,0,0,1770,150,40,81,28,715,828,41,0,0
76630,15,0,0,3,2,0,0,0,4,1,1355,22,0,18,4,657,814,0,0,1
76631,6,0,0,2,0,0,1,0,0,2,481,31,16,6,8,746,841,14,0,0
76632,6,0,0,1,0,0,1,0,1,1,1597,209,81,95,33,615,726,65,6,0
76633,51,0,2,16,4,3,6,1,0,3,5759,132,38,93,1,649,777,53,0,0
76634,137,0,5,8,8,7,17,5,5,4,6378,101,32,52,16,724,818,36,0,0
76635,7,0,1,2,0,1,1,0,0,0,1369,298,92,180,25,661,797,62,3,1
76636,10,0,0,1,0,0,0,0,0,2,1401,144,47,79,17,721,827,52,0,0
76637,16,1,0,2,0,0,4,0,2,0,603,127,39,72,14,689,771,48,0,0
76638,27,0,2,4,3,0,3,0,3,0,3183,84,38,38,7,686,789,67,0,0
76639,8,0,0,1,0,1,1,0,0,0,1376,191,66,98,25,731,815,70,0,0
76640,64,0,2,12,1,10,1,1,6,7,2481,123,32,87,3,731,775,87,0,0
76641,15,1,0,2,0,1,5,2,1,0,1844,234,101,110,22,662,775,29,1,0
76642,106,0,3,7,12,2,20,0,3,3,6483,259,119,107,32,641,751,37,0,0
76643,216,0,2,32,18,12,32,10,16,7,13836,48,16,31,0,667,808,68,0,1
76645,320,0,9,20,23,19,48,17,8,7,10487,268,125,121,21,604,736,72,6,0
76648,33,0,1,0,4,1,6,1,3,0,2533,145,45,88,11,678,771,33,1,0
76649,9,0,2,1,0,0,2,0,1,1,786,174,50,96,26,735,854,30,6,0
76651,41,0,1,3,3,3,4,1,2,0,3321,135,44,83,7,687,806,67,10,0
76652,12,0,0,2,0,0,3,0,1,1,953,134,18,111,4,689,791,38,6,0
76653,23,0,0,2,0,1,2,2,0,3,921,104,29,69,5,799,896,77,0,1
76654,5,0,0,2,0,0,0,0,0,0,131,68,0,68,0,778,793,129,0,0
76655,90,0,3,24,3,6,9,5,3,3,9302,43,19,20,3,662,742,54,0,0
76656,24,0,0,5,1,3,2,0,2,0,2630,182,60,98,23,640,789,36,0,0
76657,148,0,4,14,10,16,14,10,11,6,8904,141,58,70,13,646,766,35,0,0
76660,8,0,0,1,1,1,1,0,1,1,502,173,65,97,9,663,776,63,0,1
76661,123,0,5,2,21,3,19,4,2,2,6384,296,106,151,39,643,795,53,3,0
76664,30,0,2,2,2,0,5,0,1,2,3023,163,59,88,15,677,790,44,2,0
76665,66,0,3,6,4,4,12,2,3,2,2531,188,86,87,14,639,781,50,0,0
76666,2,0,0,0,0,0,0,0,0,1,198,176,126,45,5,787,818,45,0,0
76667,256,0,5,9,38,7,37,10,11,5,10732,207,93,107,6,660,771,40,2,0
76670,15,0,0,3,0,2,3,0,1,1,1357,128,47,63,18,668,779,56,12,1
76671,12,0,0,1,1,2,0,0,0,0,2078,232,71,118,41,739,828,20,0,0
76673,5,0,0,0,0,0,0,0,1,0,1376,143,53,71,18,709,819,47,0,0
76676,2,0,0,0,0,1,0,0,0,0,443,176,58,90,27,681,738,85,0,1
76678,3,0,0,0,0,0,0,0,0,0,238,138,46,63,29,819,873,29,0,0
76679,8,0,1,0,0,0,0,1,0,2,1398,249,104,130,15,679,797,97,15,1
76680,3,0,0,0,1,1,0,0,0,0,314,0,0,0,0,649,649,25,0,0
76681,4,0,0,0,0,0,1,0,0,0,723,161,12,146,2,663,733,80,5,0
76682,37,0,2,7,0,0,4,0,0,4,2484,192,69,100,22,658,797,47,1,0
76685,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1000,1000,1000,0,0
76686,3,0,0,0,1,0,0,0,0,0,244,237,102,135,0,774,856,196,8,1
76687,9,0,0,0,0,1,1,1,0,2,1594,211,31,155,23,788,921,57,0,0
76689,44,0,1,13,6,2,2,2,0,6,3579,96,22,58,15,711,808,41,0,0
76690,11,0,0,1,1,0,0,0,0,0,1036,222,110,103,9,643,754,28,0,0
76691,148,1,2,27,16,5,22,3,9,3,6186,114,37,64,12,676,791,48,5,0
76692,159,0,3,12,22,13,16,7,7,3,9588,191,52,120,18,748,826,53,7,0
76693,24,0,1,2,3,2,3,1,1,2,1474,152,60,71,20,644,755,52,0,0
76701,367,0,12,18,29,16,103,16,18,2,1557,342,3,325,13,552,866,163,53,0
76704,87,0,5,4,11,6,5,2,9,5,7847,420,168,206,45,562,723,43,2,1
76705,443,0,7,42,39,33,36,12,24,15,27645,253,116,124,12,618,741,76,0,0
76706,542,1,10,53,25,20,35,29,35,21,33564,414,105,298,10,473,791,46,1,0
76707,114,0,4,8,17,4,14,9,2,0,16210,282,116,151,13,551,734,45,3,0
76708,285,2,8,30,60,8,31,10,3,11,25546,220,95,110,13,602,751,62,3,0
76710,1254,0,50,41,134,29,259,76,51,14,22313,182,54,113,14,688,801,101,10,0
76711,186,0,5,11,11,4,13,7,8,5,8469,336,147,163,25,613,759,72,2,1
76712,851,0,31,81,175,59,132,39,64,28,24119,50,11,33,5,672,790,67,1,0
76801,687,1,21,51,113,25,94,33,25,13,22981,227,95,118,13,673,780,74,10,0
76802,136,0,3,10,16,5,12,5,8,6,5440,112,36,59,17,660,798,49,14,0
76821,132,1,5,13,10,10,19,2,3,6,4553,302,146,143,12,638,787,65,5,0
76823,37,0,0,5,4,0,3,1,1,3,3133,143,44,70,28,705,783,39,0,1
76825,202,0,8,18,14,12,32,5,7,11,7033,200,77,97,25,688,771,63,1,0
76827,2,0,0,0,0,0,0,0,0,0,337,103,23,71,8,765,908,56,0,0
76831,2,0,1,0,0,0,0,0,0,1,82,0,0,0,0,682,1000,0,0,0
76832,8,0,0,1,1,0,0,0,0,1,621,103,3,74,25,832,871,66,0,0
76834,171,1,4,14,12,8,27,7,9,9,5686,195,92,90,12,698,789,34,0,0
76837,36,0,1,1,7,1,3,1,0,0,1821,122,54,59,8,656,768,43,9,1
76842,3,0,0,0,0,0,0,0,1,0,101,0,0,0,0,891,891,198,0,0
76844,96,0,7,9,12,5,13,3,2,2,3596,117,33,62,21,663,750,27,3,0
76845,3,0,0,0,0,0,3,0,0,0,201,208,134,74,0,631,860,39,0,1
76849,129,0,5,15,8,6,16,3,2,2,3990,229,60,145,24,749,848,59,6,0
76852,2,0,0,1,0,0,0,0,1,0,222,112,27,76,9,851,864,63,22,1
76853,29,0,0,4,2,4,7,0,1,1,1540,282,127,142,12,651,770,46,3,0
76854,6,0,0,4,0,0,1,0,0,0,185,86,0,48,37,751,751,0,0,0
76856,135,0,5,12,9,7,24,6,6,7,3640,123,27,67,28,745,842,53,0,0
76857,13,0,0,3,0,1,2,0,0,0,1870,91,18,58,14,801,845,31,0,0
76858,3,0,0,0,0,0,0,0,2,0,301,189,49,109,29,754,794,76,0,0
76859,46,0,3,6,1,1,9,0,3,0,1998,166,56,79,30,665,740,27,0,1
76861,30,0,1,7,0,2,3,0,2,3,2393,142,45,77,19,649,800,55,7,0
76862,3,0,0,1,0,0,0,0,0,0,115,226,147,78,0,834,834,69,0,0
76864,7,1,0,2,0,1,0,0,0,0,663,131,51,69,10,752,868,13,0,0
76865,1,1,0,0,0,0,0,0,0,0,129,410,0,232,178,914,914,0,0,0
76866,4,0,0,1,0,1,1,0,0,0,608,154,34,92,27,764,876,9,3,0
76869,1,0,0,1,0,0,0,0,0,0,103,0,0,0,0,815,815,0,0,0
76870,7,0,0,2,0,0,0,0,0,1,227,136,22,26,88,550,674,26,0,0
76871,8,0,0,1,0,2,0,0,0,0,774,109,15,58,36,713,811,32,0,0
76872,4,0,0,1,0,0,0,1,0,0,662,46,0,15,31,814,861,61,0,0
76873,3,0,0,1,0,0,2,0,0,0,61,0,0,0,0,1000,1000,213,0,0
76875,13,0,0,4,0,1,2,0,0,0,673,176,31,108,37,644,766,19,0,0
76877,138,1,1,9,13,5,24,2,8,7,3810,166,64,75,27,695,782,72,0,0
76878,24,1,2,4,0,0,3,2,0,1,1604,295,104,155,35,721,815,52,8,1
76882,5,0,0,0,0,0,0,0,0,1,291,147,41,51,54,903,924,0,0,0
76884,3,0,0,1,0,0,0,0,0,0,170,94,76,17,0,664,858,0,0,1
76887,6,0,0,2,0,0,0,0,0,0,78,0,0,0,0,1000,1000,102,0,0
76888,2,0,0,0,0,0,1,0,0,0,84,107,0,0,107,904,976,0,0,0
76890,11,0,0,3,0,0,0,0,1,1,961,203,104,79,20,696,774,32,0,0
76901,600,0,22,58,59,17,81,27,27,8,27182,126,35,74,16,670,798,97,7,0
76903,1110,0,29,105,93,49,198,61,59,34,31576,260,96,145,18,641,772,63,3,0
76904,867,5,36,79,115,18,113,61,40,21,31016,89,15,63,11,666,808,100,1,0
76905,117,2,3,20,12,11,4,7,8,8,13533,174,77,84,11,599,702,39,3,0
76930,10,1,0,3,0,0,0,0,0,1,175,165,51,114,0,851,948,17,0,1
76932,131,0,2,14,5,1,11,1,6,11,3593,184,70,95,18,641,738,43,2,0
76933,26,0,1,2,0,1,2,0,1,1,1218,74,14,40,19,732,844,81,7,0
76934,10,0,0,1,1,0,0,0,0,0,1203,123,5,118,0,730,824,54,8,1
76935,25,0,1,7,0,1,5,1,0,2,1452,108,32,72,4,701,765,6,0,0
76936,57,0,2,5,2,2,10,0,3,5,3241,225,105,97,22,576,731,29,8,1
76937,5,0,1,0,0,0,0,0,0,1,42,476,0,476,0,761,1000,523,0,0
76939,1,0,0,0,0,0,1,0,0,0,92,250,130,119,0,673,1000,0,0,0
76940,1,0,0,0,0,0,0,0,0,0,54,148,0,148,0,907,1000,240,0,0
76941,55,1,1,10,1,0,8,1,3,6,1374,92,29,58,4,657,752,59,7,0
76943,121,0,5,17,6,1,9,3,5,4,3672,159,60,76,22,674,772,74,5,0
76945,37,0,4,4,0,0,5,1,0,2,1611,153,29,103,20,763,835,18,1,0
76949,1,0,0,0,0,0,0,0,0,0,21,142,0,142,0,904,1000,142,0,0
76950,140,0,6,13,5,3,18,5,12,11,3969,62,19,22,20,646,768,39,3,0
76951,60,1,1,4,2,2,13,3,2,4,1312,203,100,92,9,655,754,21,5,0
76953,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1000,1000,129,0,0
76955,1,0,0,1,0,0,0,0,0,0,64,0,0,0,0,1000,1000,0,0,0
76958,7,1,0,1,0,0,1,0,0,0,230,73,13,60,0,660,817,0,0,0
77002,2629,1,109,25,146,22,1075,132,91,68,4477,170,13,153,4,853,970,447,1,0
77003,361,0,9,12,28,47,25,13,66,15,10727,386,144,218,23,674,805,174,3,0
77004,736,0,25,9,200,11,135,44,16,4,26748,271,63,185,22,713,857,152,4,1
77005,999,0,29,39,149,14,267,46,22,6,23511,31,7,18,4,701,770,80,1,0
77006,990,0,32,24,99,15,298,43,32,6,20709,114,8,93,12,820,927,338,8,0
77007,1456,1,36,93,117,55,445,86,105,30,31940,92,20,62,9,809,893,314,1,0
77008,1498,0,43,112,194,66,378,78,98,25,31170,91,28,51,11,782,848,224,4,0
77009,698,0,13,119,43,36,102,28,70,25,39117,282,107,151,23,652,787,113,3,0
77010,343,0,14,3,7,2,173,19,20,2,724,81,0,81,0,881,951,263,0,0
77011,334,0,3,13,26,40,43,5,34,16,19089,330,133,166,31,615,749,44,3,0
77012,182,0,1,4,6,22,11,7,29,19,20985,279,102,158,18,617,757,70,4,1
77013,225,0,3,12,7,15,15,12,34,49,20057,276,130,134,11,552,703,63,3,0
77014,430,0,7,25,45,14,114,29,14,10,31732,260,115,133,11,569,711,82,7,0
77015,862,0,11,54,102,57,122,37,50,66,55356,231,99,123,8,558,718,67,3,0
77016,170,0,1,12,23,8,7,5,3,12,26213,254,77,147,28,700,808,55,2,0
77017,545,0,7,45,41,36,79,26,47,32,34043,220,85,114,21,588,744,49,2,1
77018,873,0,13,106,50,68,155,40,91,24,26769,161,53,94,13,731,802,117,5,1
77019,935,0,35,22,67,10,361,57,21,7,20297,94,13,68,13,771,869,253,2,0
77020,443,0,6,23,26,51,29,10,102,41,26535,338,142,172,23,602,738,59,2,0
77021,341,0,9,17,46,18,38,20,23,6,25674,311,99,177,35,658,800,98,5,0
77022,513,0,9,62,37,44,59,18,50,15,27238,306,114,159,33,631,760,64,2,1
77023,464,0,7,29,40,38,66,14,72,17,29046,285,114,155,15,610,756,83,8,1
77024,2386,0,62,75,376,25,697,155,133,29,36567,38,9,18,10,714,783,78,1,0
77025,593,0,20,28,93,13,111,41,29,7,27333,102,22,71,8,712,804,133,2,0
77026,202,0,3,8,16,17,7,4,22,7,23116,443,178,231,34,618,744,48,5,1
77027,2023,2,69,52,215,18,710,170,71,22,15473,56,0,50,6,796,917,351,7,0
77028,263,0,4,11,19,22,17,8,54,18,15048,278,104,146,26,671,778,64,5,0
77029,603,0,5,27,43,48,52,17,135,94,17599,357,152,177,27,620,736,49,4,0
77030,726,0,16,1,375,5,87,21,10,0,10412,133,5,116,11,706,839,172,2,0
77031,331,0,3,16,39,10,51,22,27,10,17666,274,119,150,4,586,722,69,0,0
77032,922,0,21,50,14,58,69,62,124,240,12185,392,183,190,18,485,659,49,3,0
77033,159,0,1,8,13,11,9,8,31,8,27039,327,126,177,24,635,769,39,2,0
77034,675,0,15,36,65,30,125,35,37,21,37785,207,106,96,3,562,708,61,0,0
77035,404,0,10,24,45,11,78,32,19,12,35665,299,132,154,12,627,750,95,3,0
77036,2572,0,62,53,373,51,459,158,413,26,72580,360,165,183,11,571,721,80,5,0
77037,495,0,12,49,18,29,54,23,37,15,20910,345,165,169,9,557,694,36,4,0
77038,225,0,7,22,11,20,14,8,33,8,28010,270,131,128,11,545,689,50,0,1
77039,418,0,9,57,18,76,34,16,36,15,28522,311,139,162,8,543,710,37,0,0
77040,1503,1,47,142,71,130,264,62,260,63,46766,144,66,73,4,639,766,107,2,0
77041,1803,0,27,219,41,330,176,49,446,77,37081,118,39,66,12,626,749,51,2,1
77042,1859,1,53,49,101,37,666,123,159,25,38227,187,76,102,8,679,800,196,2,0
77043,998,0,26,119,36,84,152,61,178,32,24598,195,84,104,6,659,789,89,1,0
77044,234,0,3,22,23,17,30,8,18,19,35684,137,69,64,3,570,670,42,0,1
77045,281,0,5,23,29,28,19,13,33,8,33785,287,137,137,12,581,728,43,3,0
77046,462,0,16,15,17,7,227,19,25,8,967,77,18,58,0,871,961,369,0,0
77047,223,0,5,23,15,25,18,15,31,8,23213,149,61,77,11,642,771,95,1,0
77048,93,0,2,18,7,11,3,4,9,9,16514,216,90,111,14,610,759,55,4,0
77049,337,0,2,24,16,30,40,8,20,41,30332,162,64,92,5,549,734,58,4,1
77050,35,0,0,8,0,3,2,1,7,0,4919,219,99,111,8,662,746,66,33,0
77051,166,0,1,10,14,7,14,4,10,4,15114,379,129,218,30,624,780,52,0,0
77053,166,0,4,17,10,17,22,5,6,6,31183,205,92,105,7,568,731,47,1,0
77054,802,1,16,21,244,25,121,45,68,23,22398,242,28,211,2,684,873,223,7,0
77055,1538,0,28,117,161,77,268,96,161,27,43825,276,124,140,10,622,731,93,4,0
77056,2759,1,94,60,129,19,993,201,175,32,17388,52,2,41,7,818,906,227,1,0
77057,2179,2,58,70,193,32,671,156,120,35,39901,192,50,133,8,738,839,236,14,1
77058,1041,0,19,23,164,15,392,69,39,16,16451,193,40,146,7,722,860,206,14,0
77059,188,0,2,8,38,2,64,9,12,1,18667,16,2,14,0,663,784,39,0,0
77060,1123,1,22,63,62,52,276,54,119,82,43533,413,195,210,7,523,681,71,4,0
77061,463,0,5,32,25,43,46,43,41,61,25258,275,120,145,9,578,741,90,2,1
77062,383,0,10,12,61,1,87,30,19,10,25645,81,19,57,4,705,814,70,3,0
77063,1433,0,30,62,192,44,331,95,102,32,35995,218,75,130,12,701,810,199,5,0
77064,849,3,22,102,38,67,135,34,94,30,46117,108,45,55,8,650,763,89,1,0
77065,870,0,15,66,152,27,150,37,40,15,38497,111,44,57,10,627,759,97,5,0
77066,447,0,6,56,25,42,60,25,68,12,32394,146,64,74,6,620,750,43,1,0
77067,366,0,8,15,30,13,70,24,25,19,31199,266,124,130,12,547,697,65,3,1
77068,413,0,11,15,36,7,130,31,28,5,10768,73,25,42,5,692,811,76,6,0
77069,694,0,13,34,60,10,193,40,46,3,16751,92,32,52,7,747,851,134,2,0
77070,1738,0,38,103,220,30,392,84,102,26,47877,97,37,53,6,664,778,114,1,0
77071,291,0,4,18,52,8,47,20,22,7,27080,197,68,110,18,639,786,82,2,0
77072,793,0,18,31,119,20,121,29,34,5,59251,275,115,142,17,597,758,57,2,0
77073,506,0,14,45,18,43,54,20,89,52,41123,166,83,81,1,551,683,60,0,1
77074,1421,0,37,52,387,25,277,67,79,22,34969,318,134,166,17,634,747,99,8,0
77075,471,0,10,52,27,39,43,17,39,24,40881,180,81,96,2,563,711,65,4,0
77076,442,0,2,46,70,20,53,13,19,6,34791,376,183,178,15,524,682,33,0,0
77077,1312,0,41,39,114,18,363,81,70,15,53424,105,31,69,4,722,815,161,3,0
77078,84,0,0,4,7,7,5,1,17,14,15527,355,136,199,20,583,737,28,4,1
77079,1557,0,40,51,170,12,518,110,100,20,30953,63,22,35,5,685,777,81,2,0
77080,663,0,9,102,52,49,87,29,61,12,47060,290,130,152,7,604,757,94,9,1
77081,945,0,11,76,120,75,171,57,64,12,43818,407,187,209,10,595,710,113,11,0
77082,792,0,17,38,148,17,149,50,55,11,51730,132,46,74,10,676,793,136,1,0
77083,637,0,9,34,99,14,91,30,25,12,73021,163,62,90,10,601,752,40,1,0
77084,1609,0,39,124,139,48,347,77,119,41,101270,122,53,64,4,618,750,80,1,1
77085,114,0,2,26,9,4,4,6,6,11,16276,128,49,72,7,586,738,41,0,1
77086,423,0,0,47,24,53,44,14,60,12,28872,253,111,126,16,573,713,39,1,0
77087,685,0,12,56,50,102,84,21,83,16,36944,290,126,141,22,586,732,51,0,0
77088,255,0,3,17,31,11,39,8,13,10,53754,237,107,119,10,601,725,51,1,0
77089,506,0,4,40,130,7,74,24,16,9,51701,114,47,57,9,635,768,69,1,1
77090,849,0,18,25,211,20,117,44,56,18,34274,208,90,111,7,596,741,111,1,0
