zcta,JobsTotal,JobsAgriculture,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport,Population,Poverty,Poverty_Under18,Poverty_18to65,Poverty_Over65,Education,Work_Experience,Working_Fulltime,Working_Fulltime_Poverty
84302,570.0,0.0,16.0,76.0,99.0,28.0,75.0,34.0,11.0,30.0,24684.0,88.0,28.0,51.0,8.0,607.0,738.0,40.0,1.0
84305,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,785.0,15.0,7.0,3.0,2.0,583.0,717.0,14.0,0.0
84306,15.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0,314.0,0.0,0.0,0.0,0.0,671.0,821.0,197.0,0.0
84307,31.0,0.0,1.0,6.0,0.0,2.0,4.0,0.0,3.0,10.0,1328.0,60.0,7.0,51.0,1.0,611.0,741.0,58.0,0.0
84309,11.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,488.0,116.0,29.0,86.0,0.0,719.0,826.0,41.0,0.0
84310,153.0,1.0,8.0,34.0,10.0,0.0,23.0,21.0,4.0,1.0,4313.0,20.0,11.0,4.0,4.0,671.0,791.0,40.0,0.0
84311,9.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,827.0,116.0,47.0,45.0,23.0,585.0,729.0,24.0,0.0
84312,59.0,0.0,0.0,11.0,1.0,6.0,7.0,4.0,3.0,11.0,3727.0,116.0,55.0,55.0,4.0,581.0,700.0,29.0,1.0
84314,19.0,0.0,1.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,927.0,109.0,54.0,47.0,7.0,639.0,753.0,38.0,0.0
84315,119.0,0.0,2.0,48.0,3.0,6.0,18.0,13.0,3.0,4.0,8469.0,35.0,13.0,18.0,3.0,608.0,720.0,43.0,4.0
84316,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,252.0,33.0,20.0,11.0,0.0,686.0,798.0,67.0,6.0
84317,62.0,1.0,3.0,9.0,6.0,2.0,13.0,4.0,2.0,2.0,2265.0,151.0,76.0,65.0,6.0,675.0,778.0,55.0,0.0
84318,127.0,0.0,2.0,24.0,8.0,12.0,20.0,7.0,10.0,3.0,4348.0,39.0,17.0,21.0,1.0,559.0,696.0,44.0,1.0
84319,130.0,0.0,6.0,34.0,9.0,13.0,15.0,3.0,4.0,11.0,8143.0,127.0,56.0,64.0,2.0,510.0,642.0,29.0,6.0
84320,45.0,1.0,1.0,14.0,2.0,3.0,3.0,2.0,3.0,2.0,2620.0,174.0,83.0,78.0,6.0,564.0,708.0,34.0,0.0
84321,1436.0,1.0,50.0,156.0,116.0,93.0,295.0,122.0,75.0,28.0,43704.0,230.0,53.0,172.0,5.0,484.0,745.0,74.0,6.0
84324,8.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,644.0,37.0,0.0,23.0,14.0,765.0,842.0,63.0,0.0
84325,47.0,0.0,1.0,10.0,2.0,3.0,5.0,8.0,2.0,2.0,2195.0,32.0,15.0,17.0,0.0,567.0,672.0,17.0,0.0
84326,42.0,0.0,1.0,15.0,0.0,3.0,4.0,1.0,0.0,1.0,1918.0,48.0,18.0,26.0,0.0,559.0,718.0,12.0,0.0
84327,21.0,0.0,0.0,5.0,1.0,2.0,1.0,2.0,0.0,5.0,941.0,55.0,33.0,18.0,0.0,660.0,763.0,29.0,0.0
84328,40.0,0.0,3.0,17.0,1.0,1.0,7.0,3.0,4.0,0.0,1723.0,45.0,17.0,19.0,6.0,599.0,728.0,28.0,0.0
84329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,549.0,217.0,321.0,0.0,625.0,671.0,0.0,0.0
84330,13.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,1.0,437.0,111.0,58.0,52.0,0.0,677.0,726.0,14.0,0.0
84331,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,128.0,50.0,69.0,5.0,560.0,745.0,21.0,0.0
84332,243.0,0.0,8.0,34.0,34.0,8.0,60.0,24.0,6.0,1.0,7448.0,72.0,17.0,44.0,10.0,564.0,696.0,22.0,0.0
84333,66.0,3.0,3.0,13.0,5.0,7.0,10.0,2.0,2.0,4.0,2962.0,63.0,15.0,43.0,4.0,560.0,694.0,45.0,2.0
84334,14.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,434.0,0.0,0.0,0.0,0.0,612.0,608.0,0.0,0.0
84335,278.0,2.0,11.0,54.0,21.0,21.0,48.0,14.0,8.0,8.0,12456.0,78.0,33.0,41.0,3.0,544.0,688.0,36.0,2.0
84336,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,309.0,477.0,295.0,172.0,0.0,533.0,638.0,55.0,0.0
84337,285.0,3.0,7.0,44.0,23.0,14.0,29.0,12.0,13.0,39.0,12153.0,149.0,75.0,65.0,4.0,525.0,651.0,25.0,0.0
84338,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,90.0,56.0,26.0,8.0,684.0,783.0,35.0,0.0
84339,109.0,0.0,3.0,32.0,6.0,2.0,20.0,4.0,7.0,7.0,4915.0,59.0,24.0,15.0,17.0,550.0,686.0,36.0,0.0
84340,59.0,0.0,2.0,22.0,2.0,8.0,3.0,4.0,4.0,4.0,3631.0,107.0,33.0,57.0,15.0,611.0,713.0,32.0,0.0
84341,807.0,3.0,30.0,58.0,186.0,31.0,145.0,32.0,16.0,10.0,22036.0,197.0,53.0,139.0,4.0,481.0,749.0,90.0,8.0
84401,1470.0,2.0,39.0,185.0,81.0,127.0,280.0,76.0,89.0,53.0,36493.0,207.0,62.0,130.0,12.0,612.0,756.0,107.0,5.0
84403,886.0,0.0,11.0,51.0,239.0,11.0,201.0,68.0,16.0,8.0,37784.0,172.0,49.0,109.0,12.0,614.0,774.0,66.0,3.0
84404,1047.0,1.0,23.0,185.0,79.0,75.0,124.0,49.0,60.0,50.0,59090.0,133.0,50.0,68.0,10.0,622.0,735.0,73.0,2.0
84405,844.0,0.0,18.0,81.0,130.0,19.0,117.0,44.0,26.0,18.0,31896.0,98.0,35.0,55.0,6.0,614.0,762.0,60.0,4.0
84414,405.0,1.0,7.0,96.0,51.0,9.0,69.0,47.0,9.0,6.0,29244.0,36.0,11.0,18.0,5.0,618.0,727.0,33.0,0.0
84501,398.0,1.0,11.0,26.0,69.0,11.0,56.0,16.0,26.0,19.0,12925.0,158.0,46.0,106.0,5.0,631.0,758.0,71.0,4.0
84511,108.0,0.0,2.0,11.0,17.0,2.0,15.0,3.0,3.0,6.0,4605.0,194.0,86.0,91.0,12.0,523.0,680.0,28.0,0.0
84512,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,922.0,319.0,142.0,114.0,61.0,710.0,779.0,43.0,2.0
84513,60.0,0.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,1769.0,139.0,78.0,54.0,1.0,611.0,683.0,16.0,2.0
84518,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,850.0,84.0,42.0,33.0,7.0,578.0,702.0,60.0,0.0
84520,6.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1140.0,262.0,81.0,155.0,25.0,684.0,809.0,82.0,11.0
84522,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,124.0,33.0,83.0,6.0,725.0,866.0,31.0,0.0
84523,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1507.0,110.0,60.0,28.0,17.0,653.0,734.0,7.0,0.0
84525,31.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1229.0,306.0,137.0,152.0,10.0,543.0,708.0,31.0,15.0
84526,64.0,0.0,4.0,10.0,1.0,8.0,6.0,0.0,6.0,5.0,3955.0,141.0,36.0,84.0,20.0,700.0,796.0,65.0,2.0
84528,52.0,0.0,0.0,4.0,3.0,2.0,9.0,0.0,2.0,0.0,2436.0,81.0,19.0,56.0,4.0,631.0,754.0,43.0,4.0
84530,9.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,352.0,262.0,0.0,266.0,0.0,894.0,1010.0,287.0,142.0
84531,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,997.0,475.0,161.0,272.0,42.0,534.0,720.0,5.0,0.0
84532,472.0,0.0,35.0,55.0,26.0,8.0,41.0,34.0,14.0,13.0,9639.0,175.0,41.0,116.0,17.0,726.0,814.0,78.0,3.0
84533,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,184.0,267.0,0.0,271.0,0.0,538.0,766.0,0.0,0.0
84534,10.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2403.0,465.0,163.0,234.0,62.0,573.0,735.0,17.0,0.0
84535,71.0,2.0,2.0,8.0,6.0,2.0,8.0,1.0,1.0,4.0,3048.0,141.0,61.0,57.0,21.0,578.0,700.0,39.0,1.0
84536,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2073.0,447.0,177.0,235.0,32.0,560.0,723.0,22.0,1.0
84537,15.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1594.0,47.0,13.0,33.0,0.0,599.0,693.0,1.0,0.0
84539,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,387.0,196.0,39.0,157.0,0.0,633.0,717.0,64.0,9.0
84540,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,476.0,470.0,0.0,0.0
84542,32.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,5.0,3.0,1789.0,176.0,83.0,86.0,1.0,634.0,740.0,60.0,1.0
84601,810.0,0.0,45.0,58.0,65.0,30.0,148.0,45.0,17.0,19.0,34197.0,211.0,66.0,134.0,7.0,490.0,723.0,72.0,5.0
84604,1252.0,3.0,63.0,56.0,244.0,20.0,351.0,57.0,25.0,9.0,40531.0,231.0,36.0,190.0,3.0,474.0,791.0,62.0,5.0
84606,461.0,0.0,28.0,30.0,31.0,36.0,104.0,32.0,25.0,5.0,33728.0,425.0,40.0,385.0,4.0,344.0,852.0,83.0,9.0
84620,22.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,2.0,8.0,985.0,54.0,25.0,19.0,4.0,722.0,750.0,4.0,0.0
84621,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,204.0,0.0,0.0,0.0,0.0,623.0,733.0,0.0,0.0
84622,18.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,5.0,1568.0,98.0,22.0,64.0,10.0,581.0,704.0,14.0,0.0
84623,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,482.0,229.0,111.0,111.0,0.0,645.0,812.0,0.0,0.0
84624,145.0,2.0,7.0,13.0,13.0,5.0,20.0,0.0,8.0,9.0,5571.0,98.0,22.0,58.0,17.0,636.0,757.0,31.0,1.0
84626,8.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,246.0,131.0,0.0,57.0,77.0,620.0,754.0,28.0,0.0
84627,101.0,0.0,5.0,11.0,12.0,6.0,10.0,5.0,3.0,2.0,6645.0,300.0,52.0,247.0,0.0,412.0,745.0,76.0,0.0
84628,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,753.0,146.0,43.0,102.0,0.0,740.0,847.0,25.0,0.0
84629,32.0,0.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,2.0,2686.0,26.0,1.0,9.0,14.0,649.0,774.0,29.0,0.0
84631,81.0,1.0,1.0,2.0,6.0,5.0,7.0,2.0,3.0,5.0,3240.0,148.0,92.0,43.0,7.0,582.0,702.0,50.0,0.0
84632,19.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,0.0,3.0,1011.0,169.0,48.0,113.0,7.0,653.0,798.0,4.0,2.0
84633,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1097.0,70.0,34.0,33.0,1.0,628.0,761.0,48.0,0.0
84634,58.0,0.0,4.0,2.0,15.0,5.0,9.0,1.0,2.0,1.0,1126.0,96.0,35.0,49.0,11.0,515.0,679.0,28.0,0.0
84635,6.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,758.0,171.0,104.0,53.0,8.0,608.0,726.0,13.0,0.0
84636,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,422.0,99.0,63.0,26.0,4.0,641.0,690.0,53.0,2.0
84637,10.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,697.0,86.0,25.0,40.0,16.0,642.0,789.0,33.0,5.0
84638,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,309.0,136.0,57.0,65.0,0.0,543.0,625.0,12.0,0.0
84639,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,748.0,117.0,39.0,69.0,9.0,710.0,811.0,21.0,0.0
84642,60.0,0.0,4.0,8.0,5.0,3.0,10.0,1.0,1.0,4.0,3388.0,114.0,42.0,60.0,12.0,595.0,762.0,14.0,0.0
84643,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,111.0,51.0,22.0,36.0,700.0,806.0,24.0,0.0
84645,45.0,0.0,0.0,16.0,2.0,6.0,5.0,1.0,2.0,2.0,3120.0,161.0,100.0,57.0,0.0,467.0,600.0,17.0,0.0
84646,27.0,0.0,0.0,2.0,3.0,6.0,2.0,0.0,0.0,2.0,1927.0,226.0,125.0,95.0,1.0,547.0,699.0,22.0,3.0
84647,88.0,0.0,2.0,19.0,13.0,5.0,8.0,3.0,1.0,0.0,4124.0,191.0,43.0,137.0,10.0,644.0,793.0,56.0,12.0
84648,147.0,1.0,1.0,19.0,19.0,8.0,22.0,3.0,3.0,5.0,5685.0,144.0,58.0,75.0,7.0,573.0,718.0,29.0,0.0
84649,7.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1082.0,34.0,13.0,20.0,0.0,470.0,609.0,16.0,0.0
84651,472.0,2.0,11.0,87.0,77.0,16.0,77.0,23.0,15.0,19.0,24868.0,94.0,37.0,50.0,6.0,531.0,682.0,31.0,0.0
84652,8.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,706.0,162.0,56.0,88.0,15.0,597.0,776.0,31.0,0.0
84653,189.0,0.0,4.0,40.0,21.0,6.0,43.0,14.0,5.0,6.0,8589.0,77.0,23.0,48.0,5.0,542.0,690.0,16.0,0.0
84654,75.0,0.0,1.0,7.0,5.0,0.0,9.0,1.0,4.0,11.0,2681.0,143.0,30.0,104.0,8.0,636.0,754.0,36.0,0.0
84655,132.0,2.0,3.0,35.0,10.0,4.0,14.0,5.0,6.0,4.0,11528.0,96.0,44.0,48.0,2.0,496.0,636.0,34.0,1.0
84656,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,352.0,33.0,0.0,15.0,21.0,764.0,827.0,15.0,0.0
84657,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,681.0,264.0,143.0,90.0,25.0,549.0,710.0,46.0,0.0
84660,784.0,1.0,20.0,98.0,78.0,42.0,156.0,50.0,25.0,24.0,40116.0,76.0,32.0,42.0,2.0,518.0,642.0,26.0,1.0
84662,11.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1144.0,119.0,62.0,56.0,0.0,679.0,783.0,34.0,0.0
84663,684.0,1.0,17.0,100.0,84.0,56.0,123.0,30.0,35.0,12.0,32439.0,76.0,32.0,38.0,6.0,508.0,665.0,39.0,0.0
84664,221.0,0.0,4.0,60.0,20.0,17.0,33.0,16.0,7.0,3.0,9117.0,50.0,21.0,22.0,1.0,551.0,697.0,6.0,0.0
84665,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,310.0,49.0,9.0,39.0,0.0,675.0,753.0,33.0,3.0
84667,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,180.0,85.0,89.0,0.0,584.0,696.0,6.0,0.0
84701,329.0,0.0,9.0,20.0,49.0,13.0,54.0,13.0,7.0,18.0,8624.0,193.0,69.0,102.0,23.0,586.0,705.0,42.0,2.0
84710,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,154.0,249.0,218.0,19.0,0.0,531.0,607.0,6.0,0.0
84711,10.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,766.0,55.0,24.0,27.0,0.0,560.0,648.0,3.0,0.0
84712,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,215.0,14.0,0.0,0.0,14.0,859.0,856.0,47.0,0.0
84713,127.0,1.0,1.0,12.0,17.0,3.0,14.0,2.0,0.0,5.0,3510.0,119.0,57.0,50.0,10.0,608.0,699.0,41.0,0.0
84714,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,389.0,183.0,0.0,125.0,63.0,921.0,1012.0,0.0,0.0
84715,17.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,441.0,264.0,78.0,150.0,36.0,709.0,854.0,2.0,0.0
84716,15.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,224.0,326.0,0.0,267.0,67.0,932.0,979.0,97.0,0.0
84718,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,250.0,44.0,24.0,12.0,4.0,669.0,853.0,24.0,0.0
84719,16.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,89.0,282.0,113.0,189.0,0.0,615.0,827.0,93.0,0.0
84720,861.0,1.0,23.0,128.0,102.0,33.0,134.0,68.0,22.0,30.0,20904.0,251.0,50.0,192.0,7.0,536.0,773.0,65.0,3.0
84721,382.0,1.0,11.0,56.0,51.0,35.0,60.0,17.0,16.0,19.0,21488.0,227.0,96.0,117.0,9.0,544.0,700.0,48.0,6.0
84722,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,775.0,88.0,14.0,74.0,0.0,771.0,900.0,59.0,0.0
84723,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,940.0,217.0,90.0,92.0,28.0,696.0,763.0,17.0,0.0
84724,11.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1108.0,149.0,62.0,46.0,39.0,648.0,789.0,27.0,0.0
84725,37.0,1.0,0.0,9.0,4.0,1.0,3.0,2.0,0.0,4.0,1777.0,93.0,49.0,38.0,3.0,514.0,633.0,26.0,0.0
84726,27.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,751.0,169.0,51.0,83.0,34.0,744.0,870.0,57.0,0.0
84728,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,987.0,1006.0,0.0,0.0
84729,5.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,220.0,226.0,75.0,100.0,56.0,784.0,863.0,0.0,0.0
84730,6.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,239.0,8.0,0.0,8.0,0.0,749.0,826.0,11.0,0.0
84733,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,172.0,0.0,0.0,0.0,0.0,794.0,786.0,0.0,0.0
84734,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,131.0,266.0,0.0,139.0,145.0,753.0,902.0,137.0,0.0
84735,12.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,252.0,8.0,0.0,8.0,0.0,815.0,840.0,9.0,0.0
84736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,10.0,0.0,10.0,0.0,708.0,787.0,5.0,0.0
84737,408.0,0.0,15.0,87.0,28.0,30.0,51.0,26.0,22.0,22.0,15846.0,153.0,64.0,77.0,9.0,644.0,736.0,38.0,0.0
84738,108.0,0.0,5.0,27.0,5.0,2.0,14.0,5.0,5.0,5.0,7958.0,122.0,25.0,82.0,13.0,715.0,792.0,24.0,0.0
84739,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,506.0,80.0,22.0,52.0,6.0,697.0,788.0,10.0,0.0
84740,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191.0,174.0,96.0,72.0,0.0,707.0,810.0,5.0,5.0
84741,202.0,1.0,10.0,15.0,12.0,5.0,28.0,12.0,3.0,9.0,5853.0,82.0,16.0,48.0,20.0,709.0,800.0,108.0,0.0
84742,6.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,253.0,29.0,0.0,29.0,0.0,769.0,838.0,27.0,0.0
84744,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,246.0,77.0,12.0,65.0,0.0,665.0,755.0,13.0,0.0
84745,42.0,0.0,1.0,14.0,5.0,3.0,4.0,0.0,0.0,3.0,4249.0,279.0,125.0,131.0,21.0,613.0,724.0,33.0,2.0
84746,21.0,0.0,2.0,6.0,0.0,1.0,3.0,2.0,0.0,1.0,1353.0,45.0,16.0,25.0,0.0,704.0,752.0,37.0,0.0
84747,23.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,1.0,1028.0,171.0,55.0,92.0,22.0,601.0,709.0,51.0,0.0
84749,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,379.0,39.0,14.0,9.0,16.0,554.0,650.0,0.0,0.0
84750,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,541.0,157.0,24.0,50.0,86.0,850.0,926.0,3.0,0.0
84751,33.0,0.0,0.0,5.0,2.0,3.0,1.0,0.0,1.0,4.0,1813.0,150.0,65.0,74.0,6.0,537.0,712.0,39.0,0.0
84752,14.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,871.0,107.0,26.0,58.0,24.0,633.0,807.0,67.0,0.0
84754,48.0,0.0,2.0,11.0,5.0,3.0,5.0,0.0,1.0,8.0,3965.0,119.0,29.0,76.0,14.0,649.0,755.0,17.0,0.0
84755,12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,664.0,903.0,74.0,0.0
84756,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,354.0,109.0,0.0,113.0,0.0,988.0,1016.0,0.0,0.0
84757,24.0,1.0,1.0,7.0,2.0,1.0,4.0,2.0,1.0,0.0,1075.0,84.0,30.0,26.0,15.0,766.0,832.0,40.0,13.0
84758,14.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,726.0,134.0,35.0,88.0,6.0,601.0,778.0,9.0,0.0
84759,75.0,0.0,1.0,7.0,8.0,2.0,6.0,2.0,3.0,2.0,1979.0,170.0,75.0,81.0,8.0,602.0,735.0,21.0,0.0
84760,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,672.0,113.0,7.0,88.0,21.0,722.0,783.0,26.0,0.0
84761,80.0,1.0,0.0,22.0,4.0,5.0,8.0,6.0,3.0,2.0,3075.0,114.0,13.0,88.0,11.0,622.0,817.0,41.0,12.0
84762,17.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,757.0,874.0,0.0,0.0
84763,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,114.0,39.0,75.0,0.0,772.0,957.0,72.0,0.0
84764,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,235.0,240.0,0.0,246.0,0.0,491.0,745.0,44.0,41.0
84765,140.0,0.0,5.0,33.0,12.0,0.0,30.0,10.0,7.0,2.0,6760.0,43.0,5.0,24.0,10.0,580.0,734.0,21.0,0.0
84767,77.0,0.0,3.0,0.0,2.0,0.0,5.0,3.0,1.0,0.0,575.0,220.0,0.0,216.0,7.0,746.0,987.0,85.0,0.0
84770,1810.0,0.0,78.0,202.0,237.0,43.0,366.0,141.0,72.0,33.0,41501.0,201.0,62.0,123.0,15.0,631.0,778.0,67.0,3.0
84772,5.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,174.0,0.0,0.0,0.0,0.0,635.0,860.0,45.0,0.0
84773,6.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,312.0,71.0,0.0,38.0,31.0,749.0,748.0,17.0,0.0
84774,22.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,4.0,1945.0,93.0,54.0,33.0,2.0,640.0,715.0,16.0,1.0
84775,27.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,424.0,54.0,9.0,29.0,12.0,847.0,897.0,53.0,0.0
84776,18.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,673.0,70.0,22.0,34.0,13.0,582.0,715.0,22.0,0.0
84779,15.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,1.0,422.0,130.0,48.0,68.0,9.0,773.0,828.0,45.0,0.0
84780,509.0,1.0,11.0,126.0,35.0,12.0,69.0,62.0,18.0,19.0,22871.0,154.0,69.0,64.0,16.0,627.0,740.0,56.0,5.0
84781,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,656.0,1008.0,0.0,0.0
84782,13.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,851.0,157.0,42.0,70.0,45.0,718.0,766.0,9.0,0.0
84783,19.0,0.0,0.0,8.0,0.0,3.0,4.0,1.0,2.0,0.0,511.0,0.0,0.0,0.0,0.0,995.0,1003.0,39.0,0.0
84784,57.0,0.0,1.0,29.0,2.0,12.0,2.0,2.0,1.0,4.0,2917.0,423.0,260.0,152.0,1.0,299.0,485.0,4.0,0.0
84790,1558.0,0.0,46.0,210.0,229.0,52.0,291.0,138.0,50.0,47.0,39680.0,114.0,39.0,62.0,12.0,650.0,763.0,46.0,4.0
85003,488.0,0.0,30.0,14.0,63.0,7.0,163.0,23.0,9.0,6.0,8120.0,236.0,55.0,162.0,23.0,787.0,877.0,256.0,12.0
85004,1280.0,1.0,88.0,18.0,122.0,17.0,423.0,55.0,73.0,12.0,4481.0,383.0,47.0,298.0,41.0,808.0,920.0,293.0,8.0
85006,477.0,0.0,11.0,15.0,147.0,19.0,67.0,9.0,5.0,6.0,27791.0,472.0,184.0,258.0,25.0,613.0,748.0,142.0,11.0
85007,431.0,1.0,10.0,42.0,33.0,44.0,59.0,17.0,55.0,17.0,14497.0,425.0,134.0,249.0,41.0,649.0,766.0,107.0,3.0
85008,774.0,0.0,45.0,43.0,79.0,18.0,155.0,45.0,45.0,17.0,59455.0,340.0,136.0,187.0,12.0,604.0,772.0,165.0,6.0
85009,1175.0,0.0,11.0,124.0,30.0,187.0,63.0,54.0,225.0,97.0,42636.0,521.0,209.0,276.0,30.0,558.0,711.0,55.0,5.0
85012,1016.0,0.0,43.0,16.0,106.0,10.0,465.0,53.0,21.0,4.0,6386.0,131.0,5.0,110.0,16.0,803.0,889.0,193.0,2.0
