STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,lon,lat,state,ABBR
31,039,31039,Cuming,Cuming County,-96.7885168,41.9158651,Nebraska,NE
31,109,31109,Lancaster,Lancaster County,-96.6886584,40.7835474,Nebraska,NE
31,129,31129,Nuckolls,Nuckolls County,-98.0468422,40.1764918,Nebraska,NE
31,101,31101,Keith,Keith County,-101.6444493,41.1942448,Nebraska,NE
31,137,31137,Phelps,Phelps County,-99.4065568,40.5163647,Nebraska,NE
31,181,31181,Webster,Webster County,-98.4985897,40.1806461,Nebraska,NE
31,043,31043,Dakota,Dakota County,-96.5613555,42.3916449,Nebraska,NE
31,015,31015,Boyd,Boyd County,-98.7730221,42.8944477,Nebraska,NE
31,171,31171,Thomas,Thomas County,-100.5247028,41.8557296,Nebraska,NE
31,089,31089,Holt,Holt County,-98.784766200000007,42.4592867,Nebraska,NE
31,017,31017,Brown,Brown County,-99.9239198,42.3595618,Nebraska,NE
31,103,31103,Keya Paha,Keya Paha County,-99.7183514,42.8754803,Nebraska,NE
31,007,31007,Banner,Banner County,-103.7262626,41.5397495,Nebraska,NE
31,077,31077,Greeley,Greeley County,-98.5305655,41.5675715,Nebraska,NE
31,095,31095,Jefferson,Jefferson County,-97.1431027,40.1757356,Nebraska,NE
31,151,31151,Saline,Saline County,-97.131755,40.5168024,Nebraska,NE
31,057,31057,Dundy,Dundy County,-101.6811327,40.180165,Nebraska,NE
31,157,31157,Scotts Bluff,Scotts Bluff County,-103.7015494,41.8503306,Nebraska,NE
31,001,31001,Adams,Adams County,-98.5000441,40.5206322,Nebraska,NE
31,131,31131,Otoe,Otoe County,-96.1310274,40.6379916,Nebraska,NE
31,099,31099,Kearney,Kearney County,-98.9476019,40.5091198,Nebraska,NE
31,087,31087,Hitchcock,Hitchcock County,-101.044217,40.1768964,Nebraska,NE
31,105,31105,Kimball,Kimball County,-103.7031528,41.1992736,Nebraska,NE
31,127,31127,Nemaha,Nemaha County,-95.8527214,40.3873891,Nebraska,NE
31,041,31041,Custer,Custer County,-99.7268662,41.3938927,Nebraska,NE
31,025,31025,Cass,Cass County,-96.1406086,40.9098778,Nebraska,NE
31,143,31143,Polk,Polk County,-97.5706627,41.1879253,Nebraska,NE
31,045,31045,Dawes,Dawes County,-103.1348721,42.7112144,Nebraska,NE
31,179,31179,Wayne,Wayne County,-97.1262433,42.210746,Nebraska,NE
31,071,31071,Garfield,Garfield County,-98.951231,41.9068675,Nebraska,NE
31,055,31055,Douglas,Douglas County,-96.1540664,41.2970908,Nebraska,NE
31,139,31139,Pierce,Pierce County,-97.6109917,42.2714129,Nebraska,NE
31,141,31141,Platte,Platte County,-97.5134673,41.5768655,Nebraska,NE
31,013,31013,Box Butte,Box Butte County,-103.0817795,42.2103804,Nebraska,NE
31,173,31173,Thurston,Thurston County,-96.5339428,42.1540613,Nebraska,NE
31,011,31011,Boone,Boone County,-98.0704764,41.7039345,Nebraska,NE
31,119,31119,Madison,Madison County,-97.6068564,41.9099293,Nebraska,NE
31,117,31117,McPherson,McPherson County,-101.1208507,41.6484137,Nebraska,NE
31,145,31145,Red Willow,Red Willow County,-100.4685764,40.1694196,Nebraska,NE
31,149,31149,Rock,Rock County,-99.4208512,42.394749,Nebraska,NE
31,073,31073,Gosper,Gosper County,-99.8232058,40.5090947,Nebraska,NE
31,067,31067,Gage,Gage County,-96.6834528,40.2552337,Nebraska,NE
31,047,31047,Dawson,Dawson County,-99.8151537,40.8673784,Nebraska,NE
31,005,31005,Arthur,Arthur County,-101.6959166,41.5719297,Nebraska,NE
31,085,31085,Hayes,Hayes County,-101.0479627,40.5372337,Nebraska,NE
31,097,31097,Johnson,Johnson County,-96.2653668,40.3950099,Nebraska,NE
31,003,31003,Antelope,Antelope County,-98.0580367,42.1832253,Nebraska,NE
31,165,31165,Sioux,Sioux County,-103.7321705,42.4706681,Nebraska,NE
31,111,31111,Lincoln,Lincoln County,-100.7444808,41.0503221,Nebraska,NE
31,163,31163,Sherman,Sherman County,-98.9728492,41.2187425,Nebraska,NE
31,113,31113,Logan,Logan County,-100.4436647,41.5421555,Nebraska,NE
31,121,31121,Merrick,Merrick County,-98.0310573,41.1697896,Nebraska,NE
31,161,31161,Sheridan,Sheridan County,-102.3682795,42.5122888,Nebraska,NE
