"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Magdalena","","Dunhill Ranch All-Natural Grass-Fed Lamb","nm","Mile 1, Forest Rd 234","red-meat non-poultry-meat","","farm","www.dunhillranch.com","-107.287484","34.012144","87825"
"Espanola","www.facebook.com/pages/J-L-Gardens/253306811388712","J&L Gardens","nm","","","","farm","http://www.jandlgardens.com","-106.065805","36.003598",""
"Mayhill","https://www.facebook.com/pages/Potters-Ranch/241999489144780?ref=bookmarks","Potter's Ranch","nm","3757 US Hwy 82 ","bedding plants cut-flowers eggs fresh-fruits fresh-vegetables","","farm","","-105.449651","32.916604","88339"
"VELARDE","","The Fruit Basket","nm","Highway 68, 1413, box 4","baked-goods canned preserved coffee tea cut-flowers dry beans herbs fresh-fruits fresh-vegetables grains flour honey juices ciders nuts prepared foods soap body-care","","farm","","-105.969742","36.165529","87582"
"Corrales","https://www.facebook.com/Wagnerfarms?ref=hl","Wagner Farms","nm","5000 Corrales rd.","canned preserved fresh-fruits fresh-vegetables","","farm","www.wagnerfarmscorrales.com","-106.6114190","35.2317680","83646"
"Clovis","https://www.facebook.com/WindrushAlpacas","Windrush Alpacas","nm","770 Curry Road M","","https://twitter.com/WindrushAlpacas","farm","www.windrushalpacas.com","-103.249837","34.374628","88101"
"Albququerque","","ABQ Uptown Growers' Market","nm","NE parking lot of ABQ Uptown shopping center","baked goods cheese crafts eggs vegetables honey fruits","","market","http://www.abquptowngrowersmarket.org","-106.565838","35.103988",""
"Alamogordo ","https://www.facebook.com/AlamogordoFarmersMarket/","Alamogordo Farmers' Market in Alameda Park","nm","1987 White Sands Blvd (next to Toy Train Depot)","organic baked goods crafts flowers eggs herbs vegetables jams nuts prepared soap trees fruits pet food","","market","https://www.localharvest.org/alamogordo-farmers-market-in-alameda-park-M37997","-105.9609907","32.9140955","88310"
"Alamogordo","","Alamogordo Otero County Farmers' Market","nm","401 Fairgrounds Rd","vegetables fruits","","market","http://farmersmarketsnm.org/Shoppers/FindMarket/find.php","-105.9606","32.92649",""
"Albuquerque ","https://www.facebook.com/downtowngrowers?focus_composer=true&ref_type=bookmark","Albuquerque Downtown Growers' Market","nm","800 Central Ave","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams meat nuts plants prepared soap trees coffee beans fruits grains juices mushrooms pet food tofu wild","","market","http://DowntownGrowers.com","-106.656893","35.085972","87102"
"Albuquerque","https://www.facebook.com/abqnemarket?fref=ts","Albuquerque Northeast Farmers' Market","nm","6400 Wyoming Blvd","vegetables fruits","","market","http://www.abqnemarket.org","-106.557620","35.150600",""
"Albuquerque","","Albuquerque VA Growers' Market","nm","1501 San Pedro Drive SE","","","market","","-106.578","35.0553",""
"Albuquerque","","Armijo Village Growers' Market","nm","1635 Islata Blvd SW     ","organic crafts flowers eggs vegetables honey plants soap trees fruits","","market","","-106.6776259","35.0526489","87105"
"Capitan","https://www.facebook.com/pages/Capitan-Farmers-Market/160832100703579","ATACs Capitan Farmers Market","nm","115 Smokey Bear Blvd.","","","market","http://www.ataclincolncounty.org","-105.573","33.5455","88316"
"Aztec","","Aztec Farmers' Market","nm","401 NE Aztec Blvd.","flowers vegetables honey jams meat poultry soap fruits","","market","","-107.9890960","36.8278990",""
"Belen","https://www.facebook.com/pages/Belen-Farmers-Market/125777090774908","Belen Farmers' Market","nm","Anna Becker Park","vegetables honey fruits","","market","http://farmersmarketsnm.org/Shoppers/FindMarket/find.php","-106.7752","34.66278",""
"Capitan","","Capitan Farmers' Market","nm","100 Lincoln Ave.","","","market","http://www.ataclincolncounty.org","-105.573184","33.545383",""
