	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp_reported	payann_reported	emp_est1	payann_est1	estimate_est1	emp_est3	payann_est3	estimate_est3
0	5001	5	1	Arkansas County, Arkansas	1133	Logging	11	1.0	0.0	0.0	8.335504469987228	122.00005108556832	1.0	6.2903175123334325	239.7299669894897	1.0
1	5001	5	1	Arkansas County, Arkansas	1142	Hunting and trapping	11	1.0	0.0	0.0	1.6800000000000002	47.64666666666667	1.0	2.9454545454545453	87.02121212121212	1.0
2	5001	5	1	Arkansas County, Arkansas	1151	Support activities for crop production	11	13.0	104.8	5288.4	104.8	5288.4	0.0	103.2093023255814	5813.86046511628	0.8604651162790697
3	5001	5	1	Arkansas County, Arkansas	2211	Electric power generation, transmission and distribution	22	2.0	0.0	0.0	61.137842558859326	5447.2198853441605	1.0	54.88599588224874	5614.598176911852	1.0
4	5001	5	1	Arkansas County, Arkansas	2212	Natural gas distribution	22	1.0	0.0	0.0	10.638117647058824	712.8258039215686	1.0	24.387368421052646	1581.0064912280716	1.0
5	5001	5	1	Arkansas County, Arkansas	2361	Residential building construction	23	2.0	0.75	14.5	8.26591637767454	138.70595869048398	0.75	3.3097597869220317	62.74740933473434	0.9705882352941176
6	5001	5	1	Arkansas County, Arkansas	2362	Nonresidential building construction	23	3.0	21.2	1168.2	46.074294670846385	1916.564184952978	0.6	57.06830427115987	3016.762826949452	0.953125
7	5001	5	1	Arkansas County, Arkansas	2371	Utility system construction	23	5.8	19.8	445.2	120.46593864468865	5542.493086080586	0.8	121.83483904987564	6392.518347766946	0.9838709677419356
8	5001	5	1	Arkansas County, Arkansas	2381	Foundation, structure, and building exterior contractors	23	5.2	24.0	1304.8	44.812281835811255	1835.3594053005813	0.4	49.64467683806928	3511.7369455685325	0.9452054794520548
9	5001	5	1	Arkansas County, Arkansas	2382	Building equipment contractors	23	13.6	42.8	1864.8	42.8	1864.8	0.0	47.66666666666666	1717.1153846153845	0.9230769230769232
10	5001	5	1	Arkansas County, Arkansas	2383	Building finishing contractors	23	3.2	10.6	56.2	21.485442464512232	284.2842041679251	0.6	42.319809139142706	161.87195553491978	0.9552238805970148
11	5001	5	1	Arkansas County, Arkansas	2389	Other specialty trade contractors	23	4.6	2.0	191.4	10.852941176470587	433.4441176470588	0.2	6.319272445820434	78.96342879256966	0.9342105263157896
12	5001	5	1	Arkansas County, Arkansas	3112	Grain and oilseed milling	31	9.0	502.4	24274.0	859.8949404761903	39338.079464285714	0.6	1192.5858566252589	55586.53901397517	0.8695652173913043
13	5001	5	1	Arkansas County, Arkansas	3114	Fruit and vegetable preserving and specialty food manufacturing	31	1.0	0.0	0.0	245.52941176470588	10785.882352941175	1.0	245.52941176470588	10785.882352941175	1.0
14	5001	5	1	Arkansas County, Arkansas	3116	Animal slaughtering and processing	31	1.2	0.0	0.0	533.7926315789474	14968.030546251995	1.0	454.9595567867039	13669.990861348942	1.0
15	5001	5	1	Arkansas County, Arkansas	3118	Bakeries and tortilla manufacturing	31	1.0	0.0	0.0	52.48008728859793	2211.6290234588105	1.0	52.48008728859793	2211.6290234588105	1.0
16	5001	5	1	Arkansas County, Arkansas	3169	Other leather and allied product manufacturing	31	1.0	0.0	0.0	53.780555555555544	1721.62	1.0	76.42162698412699	1913.65	1.0
17	5001	5	1	Arkansas County, Arkansas	3211	Sawmills and wood preservation	32	1.0	0.0	0.0	33.907407407407405	1591.8703703703702	1.0	35.01236427485044	1545.3566789399188	1.0
18	5001	5	1	Arkansas County, Arkansas	3219	Other wood product manufacturing	32	1.0	0.0	0.0	28.119869888665	801.9288764120853	1.0	23.738424814713078	724.1993054129007	1.0
19	5001	5	1	Arkansas County, Arkansas	3231	Printing and related support activities	32	1.0	0.0	0.0	20.21942611079459	776.5157626946971	1.0	15.418529826639874	720.3788573310097	1.0
20	5001	5	1	Arkansas County, Arkansas	3259	Other chemical product and preparation manufacturing	32	1.0	0.0	0.0	39.29484864121087	2155.143618851049	1.0	40.720182809966076	2206.3871443314174	1.0
21	5001	5	1	Arkansas County, Arkansas	3261	Plastics product manufacturing	32	1.25	0.0	0.0	82.132759406921	3095.093942177403	1.0	82.132759406921	3095.093942177403	1.0
22	5001	5	1	Arkansas County, Arkansas	3279	Other nonmetallic mineral product manufacturing	32	1.0	0.0	0.0	19.472494172494173	854.8469502719503	1.0	15.522001390422439	633.0883787265367	1.0
23	5001	5	1	Arkansas County, Arkansas	3324	Boiler, tank, and shipping container manufacturing	33	1.0	0.0	0.0	47.96410256410256	2261.374358974359	1.0	48.098039215686285	2137.906485671192	1.0
24	5001	5	1	Arkansas County, Arkansas	3327	Machine shops; turned product; and screw, nut, and bolt manufacturing	33	1.0	0.0	0.0	13.28	472.33333333333337	1.0	13.28	472.33333333333337	1.0
25	5001	5	1	Arkansas County, Arkansas	3331	Agriculture, construction, and mining machinery manufacturing	33	3.0	0.0	0.0	277.563473236441	9253.034569301666	1.0	272.6616246166177	10986.094471587321	1.0
26	5001	5	1	Arkansas County, Arkansas	3332	Industrial machinery manufacturing	33	1.0	0.0	0.0	31.111290043290037	1135.3951417278372	1.0	40.02179653679653	1745.985098971077	1.0
27	5001	5	1	Arkansas County, Arkansas	3334	Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing	33	1.0	0.0	0.0	235.7926190476191	9824.297976190475	1.0	220.09586834733898	9477.69548319328	1.0
28	5001	5	1	Arkansas County, Arkansas	3339	Other general purpose machinery manufacturing	33	1.0	0.0	0.0	67.44142602767603	3167.5934467846973	1.0	62.1852090550941	3186.365851059575	1.0
29	5001	5	1	Arkansas County, Arkansas	3391	Medical equipment and supplies manufacturing	33	1.0	0.0	0.0	39.27016810189245	1454.7387789408551	1.0	30.42437724239288	1303.4635264269145	1.0
30	5001	5	1	Arkansas County, Arkansas	3399	Other miscellaneous manufacturing	33	2.4	0.0	0.0	80.46542427497316	2542.8857357679917	1.0	64.70499181439028	2273.697089600097	1.0
31	5001	5	1	Arkansas County, Arkansas	4236	Household appliances and electrical and electronic goods merchant wholesalers	42	4.0	27.8	2618.2	27.8	2618.2	0.0	35.72222222222222	3480.8611111111113	0.8333333333333334
32	5001	5	1	Arkansas County, Arkansas	4237	Hardware, plumbing and heating equipment and supplies merchant wholesalers	42	1.0	0.0	0.0	10.240247873471557	377.3533481747297	1.0	11.04247580060192	555.0468117538445	1.0
33	5001	5	1	Arkansas County, Arkansas	4238	Machinery, equipment, and supplies merchant wholesalers	42	10.0	140.6	6946.6	140.6	6946.6	0.0	124.2054794520548	5962.369863013699	0.9178082191780822
