	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
324573	23001	23	1	Androscoggin County, Maine	113310	Logging	11	9.6	14.0	1626.2
324574	23001	23	1	Androscoggin County, Maine	115210	Support activities for animal production	11	4.4	5.6	129.8
324575	23001	23	1	Androscoggin County, Maine	115310	Support activities for forestry	11	1.0	0.0	0.0
324576	23001	23	1	Androscoggin County, Maine	212311	Dimension stone mining and quarrying	21	1.0	0.0	0.0
324577	23001	23	1	Androscoggin County, Maine	212313	Crushed and broken granite mining and quarrying	21	1.0	0.0	0.0
324578	23001	23	1	Androscoggin County, Maine	221111	Hydroelectric power generation	22	2.2	0.0	0.0
324579	23001	23	1	Androscoggin County, Maine	221118	Other electric power generation	22	1.0	0.0	0.0
324580	23001	23	1	Androscoggin County, Maine	221122	Electric power distribution	22	2.2	0.0	1255.8
324581	23001	23	1	Androscoggin County, Maine	236115	New single-family housing construction (except for-sale builders)	23	17.2	53.4	1499.8
324582	23001	23	1	Androscoggin County, Maine	236116	New multifamily housing construction (except for-sale builders)	23	1.0	0.0	0.0
324583	23001	23	1	Androscoggin County, Maine	236117	New housing for-sale builders	23	2.6	0.0	0.0
324584	23001	23	1	Androscoggin County, Maine	236118	Residential remodelers	23	38.0	88.2	2592.4
324585	23001	23	1	Androscoggin County, Maine	236210	Industrial building construction	23	1.8	0.0	0.0
324586	23001	23	1	Androscoggin County, Maine	236220	Commercial and institutional building construction	23	10.6	97.4	4722.2
324587	23001	23	1	Androscoggin County, Maine	237110	Water and sewer line and related structures construction	23	9.6	88.4	9260.2
324588	23001	23	1	Androscoggin County, Maine	237120	Oil and gas pipeline and related structures construction	23	2.4	4.2	663.8
324589	23001	23	1	Androscoggin County, Maine	237130	Power and communication line and related structures construction	23	2.25	0.0	96.0
324590	23001	23	1	Androscoggin County, Maine	237210	Land subdivision	23	1.4	0.0	0.0
324591	23001	23	1	Androscoggin County, Maine	237310	Highway, street, and bridge construction	23	6.0	33.8	4644.8
324592	23001	23	1	Androscoggin County, Maine	237990	Other heavy and civil engineering construction	23	3.8	1.6	383.2
324593	23001	23	1	Androscoggin County, Maine	238110	Poured concrete foundation and structure contractors	23	6.6	16.2	578.8
324594	23001	23	1	Androscoggin County, Maine	238120	Structural steel and precast concrete contractors	23	1.0	0.0	0.0
324595	23001	23	1	Androscoggin County, Maine	238130	Framing contractors	23	3.6	2.8	136.0
324596	23001	23	1	Androscoggin County, Maine	238140	Masonry contractors	23	14.4	74.0	3781.6
324597	23001	23	1	Androscoggin County, Maine	238160	Roofing contractors	23	11.8	132.8	6170.8
324598	23001	23	1	Androscoggin County, Maine	238170	Siding contractors	23	4.8	0.0	0.0
324599	23001	23	1	Androscoggin County, Maine	238190	Other foundation, structure, and building exterior contractors	23	2.2	0.0	0.0
324600	23001	23	1	Androscoggin County, Maine	238210	Electrical contractors and other wiring installation contractors	23	38.8	283.2	13577.2
324601	23001	23	1	Androscoggin County, Maine	238220	Plumbing, heating, and air-conditioning contractors	23	57.4	371.8	17741.2
324602	23001	23	1	Androscoggin County, Maine	238290	Other building equipment contractors	23	2.4	0.0	0.0
324603	23001	23	1	Androscoggin County, Maine	238310	Drywall and insulation contractors	23	10.0	122.0	4985.4
324604	23001	23	1	Androscoggin County, Maine	238320	Painting and wall covering contractors	23	12.8	39.8	1382.8
324605	23001	23	1	Androscoggin County, Maine	238330	Flooring contractors	23	7.6	7.8	447.2
324606	23001	23	1	Androscoggin County, Maine	238340	Tile and terrazzo contractors	23	3.6	0.6	46.4
324607	23001	23	1	Androscoggin County, Maine	238350	Finish carpentry contractors	23	12.8	35.6	1213.6
324608	23001	23	1	Androscoggin County, Maine	238390	Other building finishing contractors	23	5.2	29.4	1727.0
324609	23001	23	1	Androscoggin County, Maine	238910	Site preparation contractors	23	32.0	171.0	9307.4
324610	23001	23	1	Androscoggin County, Maine	238990	All other specialty trade contractors	23	15.6	72.4	5075.6
324611	23001	23	1	Androscoggin County, Maine	311119	Other animal food manufacturing	31	1.0	0.0	0.0
324612	23001	23	1	Androscoggin County, Maine	311213	Malt manufacturing	31	1.0	0.0	0.0
324613	23001	23	1	Androscoggin County, Maine	311340	Nonchocolate confectionery manufacturing	31	1.0	0.0	0.0
324614	23001	23	1	Androscoggin County, Maine	311411	Frozen fruit, juice, and vegetable manufacturing	31	1.0	0.0	0.0
324615	23001	23	1	Androscoggin County, Maine	311611	Animal (except poultry) slaughtering	31	2.0	0.0	0.0
324616	23001	23	1	Androscoggin County, Maine	311612	Meat processed from carcasses	31	2.0	0.0	0.0
324617	23001	23	1	Androscoggin County, Maine	311710	Seafood product preparation and packaging	31	1.5	0.0	0.0
324618	23001	23	1	Androscoggin County, Maine	311811	Retail bakeries	31	2.2	0.0	0.0
324619	23001	23	1	Androscoggin County, Maine	311812	Commercial bakeries	31	3.8	0.0	0.0
324620	23001	23	1	Androscoggin County, Maine	311824	Dry pasta, dough, and flour mixes manufacturing from purchased flour	31	2.0	0.0	0.0
324621	23001	23	1	Androscoggin County, Maine	311941	Mayonnaise, dressing, and other prepared sauce manufacturing	31	1.0	0.0	0.0
324622	23001	23	1	Androscoggin County, Maine	312112	Bottled water manufacturing	31	1.0	0.0	0.0
324623	23001	23	1	Androscoggin County, Maine	312120	Breweries	31	1.0	0.0	0.0
324624	23001	23	1	Androscoggin County, Maine	312140	Distilleries	31	1.4	0.0	0.0
324625	23001	23	1	Androscoggin County, Maine	313110	Fiber, yarn, and thread mills	31	1.0	0.0	0.0
324626	23001	23	1	Androscoggin County, Maine	313210	Broadwoven fabric mills	31	5.0	105.6	4590.2
324627	23001	23	1	Androscoggin County, Maine	313230	Nonwoven fabric mills	31	1.0	0.0	0.0
324628	23001	23	1	Androscoggin County, Maine	314110	Carpet and rug mills	31	1.0	0.0	0.0
324629	23001	23	1	Androscoggin County, Maine	314120	Curtain and linen mills	31	2.4	9.2	207.6
324630	23001	23	1	Androscoggin County, Maine	314910	Textile bag and canvas mills	31	3.2	6.6	295.2
324631	23001	23	1	Androscoggin County, Maine	314999	All other miscellaneous textile product mills	31	1.0	0.0	0.0
324632	23001	23	1	Androscoggin County, Maine	316210	Footwear manufacturing	31	3.8	87.6	3229.4
324633	23001	23	1	Androscoggin County, Maine	316998	All other leather good and allied product manufacturing	31	1.0	0.0	0.0
324634	23001	23	1	Androscoggin County, Maine	321113	Sawmills	32	3.0	5.0	449.2
324635	23001	23	1	Androscoggin County, Maine	321114	Wood preservation	32	1.0	0.0	0.0
324636	23001	23	1	Androscoggin County, Maine	321911	Wood window and door manufacturing	32	1.0	0.0	0.0
