	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
0	45001	45	1	Abbeville County, South Carolina	113310	Logging	11	2.2	3.4	112.0
2	45001	45	1	Abbeville County, South Carolina	236115	New single-family housing construction (except for-sale builders)	23	4.0	13.2	502.8
4	45001	45	1	Abbeville County, South Carolina	236118	Residential remodelers	23	4.0	2.0	82.4
5	45001	45	1	Abbeville County, South Carolina	236220	Commercial and institutional building construction	23	3.8	5.6	342.6
10	45001	45	1	Abbeville County, South Carolina	238110	Poured concrete foundation and structure contractors	23	2.2	0.8	19.0
14	45001	45	1	Abbeville County, South Carolina	238160	Roofing contractors	23	2.2	1.6	45.0
15	45001	45	1	Abbeville County, South Carolina	238210	Electrical contractors and other wiring installation contractors	23	3.4	5.8	301.4
16	45001	45	1	Abbeville County, South Carolina	238220	Plumbing, heating, and air-conditioning contractors	23	1.75	0.75	30.0
20	45001	45	1	Abbeville County, South Carolina	238350	Finish carpentry contractors	23	1.8	0.6	18.6
21	45001	45	1	Abbeville County, South Carolina	238910	Site preparation contractors	23	5.0	15.0	622.6
40	45001	45	1	Abbeville County, South Carolina	332710	Machine shops	33	3.4	31.6	1237.0
49	45001	45	1	Abbeville County, South Carolina	337110	Wood kitchen cabinet and countertop manufacturing	33	4.0	39.0	1513.4
61	45001	45	1	Abbeville County, South Carolina	441120	Used car dealers	44	4.8	7.0	327.0
63	45001	45	1	Abbeville County, South Carolina	441310	Automotive parts and accessories stores	44	4.0	20.4	602.2
68	45001	45	1	Abbeville County, South Carolina	444130	Hardware stores	44	3.0	2.6	60.8
71	45001	45	1	Abbeville County, South Carolina	445110	Supermarkets and other grocery (except convenience) stores	44	5.0	102.0	1434.6
74	45001	45	1	Abbeville County, South Carolina	445310	Beer, wine, and liquor stores	44	1.6	1.4	16.6
75	45001	45	1	Abbeville County, South Carolina	446110	Pharmacies and drug stores	44	3.8	8.0	322.8
76	45001	45	1	Abbeville County, South Carolina	447110	Gasoline stations with convenience stores	44	12.6	76.2	1605.6
81	45001	45	1	Abbeville County, South Carolina	452990	All other general merchandise stores	45	5.2	27.8	365.6
89	45001	45	1	Abbeville County, South Carolina	484110	General freight trucking, local	48	2.4	3.0	61.6
100	45001	45	1	Abbeville County, South Carolina	522110	Commercial banking	52	9.2	34.8	1593.6
103	45001	45	1	Abbeville County, South Carolina	522291	Consumer lending	52	8.0	12.0	590.8
107	45001	45	1	Abbeville County, South Carolina	524210	Insurance agencies and brokerages	52	5.4	7.4	203.6
112	45001	45	1	Abbeville County, South Carolina	541110	Offices of lawyers	54	5.0	7.6	373.8
115	45001	45	1	Abbeville County, South Carolina	541219	Other accounting services	54	2.2	1.0	23.4
123	45001	45	1	Abbeville County, South Carolina	551114	Corporate, subsidiary, and regional managing offices	55	3.0	3.4	291.2
127	45001	45	1	Abbeville County, South Carolina	561730	Landscaping services	56	8.0	32.0	716.6
134	45001	45	1	Abbeville County, South Carolina	621111	Offices of physicians (except mental health specialists)	62	5.4	22.8	1144.2
145	45001	45	1	Abbeville County, South Carolina	623312	Assisted living facilities for the elderly	62	2.2	0.0	21.8
151	45001	45	1	Abbeville County, South Carolina	624410	Child day care services	62	2.2	4.8	101.2
155	45001	45	1	Abbeville County, South Carolina	721110	Hotels (except casino hotels) and motels	72	2.4	3.4	38.0
160	45001	45	1	Abbeville County, South Carolina	722511	Full-service restaurants	72	10.0	88.8	1210.2
161	45001	45	1	Abbeville County, South Carolina	722513	Limited-service restaurants	72	9.8	128.4	1329.6
164	45001	45	1	Abbeville County, South Carolina	811111	General automotive repair	81	4.0	8.6	263.2
165	45001	45	1	Abbeville County, South Carolina	811121	Automotive body, paint, and interior repair and maintenance	81	2.2	0.0	13.2
172	45001	45	1	Abbeville County, South Carolina	812210	Funeral homes and funeral services	81	5.2	15.0	527.4
176	45001	45	1	Abbeville County, South Carolina	813110	Religious organizations	81	26.2	163.8	2322.4
182	45003	45	3	Aiken County, South Carolina	113310	Logging	11	6.2	38.4	1607.6
185	45003	45	3	Aiken County, South Carolina	115210	Support activities for animal production	11	13.4	49.8	1919.0
193	45003	45	3	Aiken County, South Carolina	236115	New single-family housing construction (except for-sale builders)	23	26.2	84.8	3493.2
195	45003	45	3	Aiken County, South Carolina	236117	New housing for-sale builders	23	4.2	2.6	173.0
196	45003	45	3	Aiken County, South Carolina	236118	Residential remodelers	23	12.8	41.6	1350.0
198	45003	45	3	Aiken County, South Carolina	236220	Commercial and institutional building construction	23	10.8	208.6	12617.4
199	45003	45	3	Aiken County, South Carolina	237110	Water and sewer line and related structures construction	23	6.2	28.6	1199.2
201	45003	45	3	Aiken County, South Carolina	237210	Land subdivision	23	10.0	53.8	2099.2
202	45003	45	3	Aiken County, South Carolina	237310	Highway, street, and bridge construction	23	5.0	93.8	4005.0
206	45003	45	3	Aiken County, South Carolina	238130	Framing contractors	23	2.0	0.0	29.4
207	45003	45	3	Aiken County, South Carolina	238140	Masonry contractors	23	3.0	4.6	78.8
208	45003	45	3	Aiken County, South Carolina	238160	Roofing contractors	23	5.4	14.4	338.8
209	45003	45	3	Aiken County, South Carolina	238170	Siding contractors	23	8.8	66.2	2980.6
211	45003	45	3	Aiken County, South Carolina	238210	Electrical contractors and other wiring installation contractors	23	26.6	194.8	6991.6
212	45003	45	3	Aiken County, South Carolina	238220	Plumbing, heating, and air-conditioning contractors	23	47.6	351.4	14130.8
213	45003	45	3	Aiken County, South Carolina	238290	Other building equipment contractors	23	3.2	8.6	503.4
215	45003	45	3	Aiken County, South Carolina	238320	Painting and wall covering contractors	23	9.2	28.6	608.0
216	45003	45	3	Aiken County, South Carolina	238330	Flooring contractors	23	5.2	6.2	279.8
218	45003	45	3	Aiken County, South Carolina	238350	Finish carpentry contractors	23	8.8	39.6	1094.8
219	45003	45	3	Aiken County, South Carolina	238910	Site preparation contractors	23	15.0	69.4	4646.0
220	45003	45	3	Aiken County, South Carolina	238990	All other specialty trade contractors	23	14.2	81.2	2582.6
232	45003	45	3	Aiken County, South Carolina	323111	Commercial printing (except screen and books)	32	4.8	43.4	1431.6
233	45003	45	3	Aiken County, South Carolina	323113	Commercial screen printing	32	1.6	0.0	34.2
248	45003	45	3	Aiken County, South Carolina	327212	Other pressed and blown glass and glassware manufacturing	32	3.0	3.6	134.2
250	45003	45	3	Aiken County, South Carolina	327320	Ready-mix concrete manufacturing	32	3.4	27.0	1024.4
259	45003	45	3	Aiken County, South Carolina	332710	Machine shops	33	9.2	135.6	6427.4
272	45003	45	3	Aiken County, South Carolina	336390	Other motor vehicle parts manufacturing	33	3.0	380.8	14806.8
276	45003	45	3	Aiken County, South Carolina	337110	Wood kitchen cabinet and countertop manufacturing	33	4.2	11.2	314.6
284	45003	45	3	Aiken County, South Carolina	423120	Motor vehicle supplies and new parts merchant wholesalers	42	5.6	14.0	566.6
295	45003	45	3	Aiken County, South Carolina	423610	Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers	42	4.0	17.8	1836.0
300	45003	45	3	Aiken County, South Carolina	423820	Farm and garden machinery and equipment merchant wholesalers	42	3.0	34.0	1035.6
302	45003	45	3	Aiken County, South Carolina	423840	Industrial supplies merchant wholesalers	42	3.0	4.6	149.8
307	45003	45	3	Aiken County, South Carolina	423990	Other miscellaneous durable goods merchant wholesalers	42	2.8	14.0	314.0
