STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,lon,lat,state,ABBR
45,023,45023,Chester,Chester County,-81.1612488,34.6893424,South Carolina,SC
45,081,45081,Saluda,Saluda County,-81.7279033,34.0052784,South Carolina,SC
45,089,45089,Williamsburg,Williamsburg County,-79.716474,33.6264617,South Carolina,SC
45,035,45035,Dorchester,Dorchester County,-80.4046966,33.0821859,South Carolina,SC
45,015,45015,Berkeley,Berkeley County,-79.9536554,33.2077,South Carolina,SC
45,047,45047,Greenwood,Greenwood County,-82.1278759,34.1557959,South Carolina,SC
45,069,45069,Marlboro,Marlboro County,-79.6794351,34.60167,South Carolina,SC
45,009,45009,Bamberg,Bamberg County,-81.0531607,33.2030211,South Carolina,SC
45,031,45031,Darlington,Darlington County,-79.9621155,34.3321854,South Carolina,SC
45,003,45003,Aiken,Aiken County,-81.632983,33.5500134,South Carolina,SC
45,059,45059,Laurens,Laurens County,-82.0054976,34.4836761,South Carolina,SC
45,071,45071,Newberry,Newberry County,-81.5996761,34.2898805,South Carolina,SC
45,063,45063,Lexington,Lexington County,-81.2662769,33.8994765,South Carolina,SC
45,007,45007,Anderson,Anderson County,-82.6386029,34.521235,South Carolina,SC
45,013,45013,Beaufort,Beaufort County,-80.6894218,32.358112,South Carolina,SC
45,077,45077,Pickens,Pickens County,-82.7233774,34.8853677,South Carolina,SC
45,055,45055,Kershaw,Kershaw County,-80.5908847,34.3383561,South Carolina,SC
45,045,45045,Greenville,Greenville County,-82.3720772,34.8926452,South Carolina,SC
45,041,45041,Florence,Florence County,-79.7102329,34.0285346,South Carolina,SC
45,085,45085,Sumter,Sumter County,-80.3823757,33.9161395,South Carolina,SC
45,075,45075,Orangeburg,Orangeburg County,-80.8029131,33.436135,South Carolina,SC
45,083,45083,Spartanburg,Spartanburg County,-81.9910522,34.9332708,South Carolina,SC
45,067,45067,Marion,Marion County,-79.3540014,34.0836195,South Carolina,SC
45,019,45019,Charleston,Charleston County,-79.94248,32.8004582,South Carolina,SC
45,037,45037,Edgefield,Edgefield County,-81.9682452,33.7764976,South Carolina,SC
45,073,45073,Oconee,Oconee County,-83.0615395,34.7487656,South Carolina,SC
45,029,45029,Colleton,Colleton County,-80.6552438,32.8350184,South Carolina,SC
45,049,45049,Hampton,Hampton County,-81.1438217,32.7783341,South Carolina,SC
45,001,45001,Abbeville,Abbeville County,-82.4540577,34.229041,South Carolina,SC
45,051,45051,Horry,Horry County,-78.9766749,33.9092694,South Carolina,SC
45,021,45021,Cherokee,Cherokee County,-81.6076469,35.0497962,South Carolina,SC
45,057,45057,Lancaster,Lancaster County,-80.7036885,34.6868182,South Carolina,SC
45,005,45005,Allendale,Allendale County,-81.3632651,32.9797573,South Carolina,SC
45,061,45061,Lee,Lee County,-80.2512086,34.1586401,South Carolina,SC
45,027,45027,Clarendon,Clarendon County,-80.2178886,33.6646821,South Carolina,SC
45,039,45039,Fairfield,Fairfield County,-81.1270007,34.3956685,South Carolina,SC
45,033,45033,Dillon,Dillon County,-79.3749638,34.3901723,South Carolina,SC
45,053,45053,Jasper,Jasper County,-81.021627,32.43059,South Carolina,SC
45,065,45065,McCormick,McCormick County,-82.3161961,33.8975992,South Carolina,SC
45,087,45087,Union,Union County,-81.6158961,34.6903965,South Carolina,SC
45,079,45079,Richland,Richland County,-80.8980371,34.0290952,South Carolina,SC
45,017,45017,Calhoun,Calhoun County,-80.7803468,33.6747804,South Carolina,SC
45,091,45091,York,York County,-81.1831873,34.9701875,South Carolina,SC
45,011,45011,Barnwell,Barnwell County,-81.4342278,33.2605516,South Carolina,SC
45,043,45043,Georgetown,Georgetown County,-79.2963325,33.4175309,South Carolina,SC
45,025,45025,Chesterfield,Chesterfield County,-80.1592269,34.6370178,South Carolina,SC
