	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
721	46	46	0	South Dakota	11	Agriculture, forestry, fishing and hunting	11	143.6	400.2	15367.6
722	46	46	0	South Dakota	21	Mining, quarrying, and oil and gas extraction	21	67.8	1108.0	69450.0
723	46	46	0	South Dakota	22	Utilities	22	157.6	2183.4	173381.2
724	46	46	0	South Dakota	23	Construction	23	3273.4	18694.8	880762.4
725	46	46	0	South Dakota	42	Wholesale trade	42	1509.2	18556.0	930605.2
726	46	46	0	South Dakota	51	Information	51	448.2	6844.2	303477.4
727	46	46	0	South Dakota	52	Finance and insurance	52	1971.8	26367.0	1344176.6
728	46	46	0	South Dakota	53	Real estate and rental and leasing	53	1022.0	3880.6	125270.6
729	46	46	0	South Dakota	54	Professional, scientific, and technical services	54	1901.6	11694.2	544860.8
730	46	46	0	South Dakota	55	Management of companies and enterprises	55	149.6	6187.0	464868.8
731	46	46	0	South Dakota	56	Administrative and support and waste management and remediation services	56	1091.8	10875.2	344904.4
732	46	46	0	South Dakota	61	Educational services	61	231.4	7908.0	191565.8
733	46	46	0	South Dakota	62	Health care and social assistance	62	2313.0	65405.8	2972135.2
734	46	46	0	South Dakota	71	Arts, entertainment, and recreation	71	678.8	6104.4	113444.8
735	46	46	0	South Dakota	72	Accommodation and food services	72	2399.8	39642.8	605974.0
736	46	46	0	South Dakota	81	Other services (except public administration)	81	2739.4	14602.8	343710.8
737	46	46	0	South Dakota	99	Industries not classified	99	40.8	29.8	794.8
