	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	COUNTY	id	GEO_TTL	estab	emp	payann	estimate
0	11	Crop harvesting, primarily by machine	53	115113	1	53001	Adams County, Washington	1.0	2.7388888888888885	264.0122222222222	1.0
1	11	Crop harvesting, primarily by machine	53	115113	5	53005	Benton County, Washington	1.2	3.2944444444444443	284.4344444444444	1.0
2	11	Crop harvesting, primarily by machine	53	115113	7	53007	Chelan County, Washington	1.0	5.916666666666666	329.16666666666663	1.0
3	11	Crop harvesting, primarily by machine	53	115113	21	53021	Franklin County, Washington	3.0	21.35	1466.7533333333333	0.8
4	11	Crop harvesting, primarily by machine	53	115113	25	53025	Grant County, Washington	1.2	3.2944444444444443	284.4344444444444	1.0
5	11	Crop harvesting, primarily by machine	53	115113	37	53037	Kittitas County, Washington	1.0	2.5	283.94166666666666	1.0
6	11	Crop harvesting, primarily by machine	53	115113	57	53057	Skagit County, Washington	1.0	3.4236111111111107	251.31527777777777	1.0
7	11	Crop harvesting, primarily by machine	53	115113	65	53065	Stevens County, Washington	1.0	5.916666666666666	329.16666666666663	1.0
8	11	Crop harvesting, primarily by machine	53	115113	73	53073	Whatcom County, Washington	2.0	6.477777777777777	514.461111111111	1.0
9	11	Crop harvesting, primarily by machine	53	115113	75	53075	Whitman County, Washington	1.0	5.0	253.08333333333331	1.0
10	11	Crop harvesting, primarily by machine	53	115113	77	53077	Yakima County, Washington	1.2	2.7388888888888885	328.1922222222222	1.0
11	11	Farm labor contractors and crew leaders	53	115115	1	53001	Adams County, Washington	3.4	52.32857142857142	2531.9	0.4
12	11	Farm labor contractors and crew leaders	53	115115	5	53005	Benton County, Washington	1.8	20.613066933066932	547.5445354645354	1.0
13	11	Farm labor contractors and crew leaders	53	115115	21	53021	Franklin County, Washington	6.0	130.12307692307692	15494.784615384615	0.2
14	11	Farm labor contractors and crew leaders	53	115115	25	53025	Grant County, Washington	1.25	14.959515484515485	387.368981018981	1.0
15	11	Farm labor contractors and crew leaders	53	115115	33	53033	King County, Washington	1.0	13.236929736929737	387.75258075258074	1.0
16	11	Farm labor contractors and crew leaders	53	115115	41	53041	Lewis County, Washington	1.6	18.802157842157843	494.69726273726275	1.0
17	11	Farm labor contractors and crew leaders	53	115115	47	53047	Okanogan County, Washington	1.0	13.678571428571427	318.17857142857144	1.0
18	11	Farm labor contractors and crew leaders	53	115115	53	53053	Pierce County, Washington	1.0	10.063636363636364	193.10909090909092	1.0
19	11	Farm labor contractors and crew leaders	53	115115	57	53057	Skagit County, Washington	1.0	8.271428571428572	252.23571428571427	1.0
20	11	Farm labor contractors and crew leaders	53	115115	63	53063	Spokane County, Washington	1.0	8.271428571428572	252.23571428571427	1.0
21	11	Farm labor contractors and crew leaders	53	115115	65	53065	Stevens County, Washington	1.0	11.25072927072927	333.54583416583415	1.0
22	11	Farm labor contractors and crew leaders	53	115115	67	53067	Thurston County, Washington	1.0	15.470779220779221	259.05194805194805	1.0
23	11	Farm labor contractors and crew leaders	53	115115	73	53073	Whatcom County, Washington	1.0	13.678571428571427	318.17857142857144	1.0
24	11	Farm labor contractors and crew leaders	53	115115	77	53077	Yakima County, Washington	2.0	24.798861138861138	683.9851748251749	1.0
25	11	Farm management services	53	115116	5	53005	Benton County, Washington	1.4	0.0	19.675	1.0
26	11	Farm management services	53	115116	7	53007	Chelan County, Washington	1.0	0.0	19.675	1.0
27	11	Farm management services	53	115116	11	53011	Clark County, Washington	1.0	0.0	49.1875	1.0
28	11	Farm management services	53	115116	17	53017	Douglas County, Washington	1.0	0.0	0.0	1.0
29	11	Farm management services	53	115116	21	53021	Franklin County, Washington	1.0	0.0	0.0	1.0
30	11	Farm management services	53	115116	25	53025	Grant County, Washington	1.0	0.0	0.0	1.0
31	11	Farm management services	53	115116	33	53033	King County, Washington	1.0	0.0	19.675	1.0
32	11	Farm management services	53	115116	47	53047	Okanogan County, Washington	1.0	0.0	19.675	1.0
33	11	Farm management services	53	115116	65	53065	Stevens County, Washington	1.0	0.0	0.0	1.0
34	11	Farm management services	53	115116	71	53071	Walla Walla County, Washington	1.0	0.0	32.791666666666664	1.0
35	11	Farm management services	53	115116	73	53073	Whatcom County, Washington	1.8	0.0	39.35	1.0
36	11	Finfish fishing	53	114111	9	53009	Clallam County, Washington	5.8	3.2	494.0	0.0
37	11	Finfish fishing	53	114111	11	53011	Clark County, Washington	2.0	13.662121212121212	124.49469696969697	0.75
38	11	Finfish fishing	53	114111	15	53015	Cowlitz County, Washington	1.0	3.2383838383838377	49.7540404040404	1.0
39	11	Finfish fishing	53	114111	17	53017	Douglas County, Washington	1.0	13.411111111111111	61.3579365079365	1.0
40	11	Finfish fishing	53	114111	25	53025	Grant County, Washington	1.0	17.900000000000002	61.800000000000004	1.0
