STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,lon,lat,state,ABBR
18,073,18073,Jasper,Jasper County,-87.1188137,41.0176883,Indiana,IN
18,151,18151,Steuben,Steuben County,-85.0024051,41.643467,Indiana,IN
18,115,18115,Ohio,Ohio County,-84.9642994,38.940527,Indiana,IN
18,123,18123,Perry,Perry County,-86.6265397,38.0814361,Indiana,IN
18,007,18007,Benton,Benton County,-87.3147862,40.6009394,Indiana,IN
18,069,18069,Huntington,Huntington County,-85.4785975,40.8263938,Indiana,IN
18,169,18169,Wabash,Wabash County,-85.7951915,40.8437475,Indiana,IN
18,003,18003,Allen,Allen County,-85.0717907,41.0919086,Indiana,IN
18,099,18099,Marshall,Marshall County,-86.2690363,41.3250032,Indiana,IN
18,117,18117,Orange,Orange County,-86.489257,38.5473812,Indiana,IN
18,111,18111,Newton,Newton County,-87.4021716,40.9623985,Indiana,IN
18,173,18173,Warrick,Warrick County,-87.2720486,38.0977282,Indiana,IN
18,179,18179,Wells,Wells County,-85.2129742,40.7352727,Indiana,IN
18,171,18171,Warren,Warren County,-87.3758466,40.3526584,Indiana,IN
18,089,18089,Lake,Lake County,-87.3743368,41.472247,Indiana,IN
18,157,18157,Tippecanoe,Tippecanoe County,-86.8935538,40.3891334,Indiana,IN
18,091,18091,LaPorte,LaPorte County,-86.7447386,41.5490129,Indiana,IN
18,057,18057,Hamilton,Hamilton County,-86.0217126,40.053507,Indiana,IN
18,129,18129,Posey,Posey County,-87.8686526,38.0276138,Indiana,IN
18,031,18031,Decatur,Decatur County,-85.499831,39.3059799,Indiana,IN
18,037,18037,Dubois,Dubois County,-86.8733845,38.3733441,Indiana,IN
18,143,18143,Scott,Scott County,-85.7518981,38.6794309,Indiana,IN
18,137,18137,Ripley,Ripley County,-85.2604937,39.1002257,Indiana,IN
18,161,18161,Union,Union County,-84.9251523,39.6231109,Indiana,IN
18,047,18047,Franklin,Franklin County,-85.0669641,39.409762,Indiana,IN
18,005,18005,Bartholomew,Bartholomew County,-85.8979988,39.205843,Indiana,IN
18,017,18017,Cass,Cass County,-86.3551685,40.7537986,Indiana,IN
18,015,18015,Carroll,Carroll County,-86.5651412,40.5849801,Indiana,IN
18,107,18107,Montgomery,Montgomery County,-86.8927145,40.0402962,Indiana,IN
18,051,18051,Gibson,Gibson County,-87.5805231,38.3173981,Indiana,IN
18,165,18165,Vermillion,Vermillion County,-87.4620713,39.8540452,Indiana,IN
18,065,18065,Henry,Henry County,-85.3973629,39.9295911,Indiana,IN
18,049,18049,Fulton,Fulton County,-86.265006,41.0503837,Indiana,IN
18,127,18127,Porter,Porter County,-87.0713128,41.5099144,Indiana,IN
18,055,18055,Greene,Greene County,-87.0047712,39.0471466,Indiana,IN
18,139,18139,Rush,Rush County,-85.4664463,39.6223785,Indiana,IN
18,163,18163,Vanderburgh,Vanderburgh County,-87.5861659,38.0200703,Indiana,IN
18,081,18081,Johnson,Johnson County,-86.0942641,39.496092,Indiana,IN
18,119,18119,Owen,Owen County,-86.8388453,39.3173394,Indiana,IN
18,023,18023,Clinton,Clinton County,-86.4775665,40.305944,Indiana,IN
18,059,18059,Hancock,Hancock County,-85.7731503,39.8225286,Indiana,IN
18,135,18135,Randolph,Randolph County,-85.0057896,40.1640793,Indiana,IN
18,077,18077,Jefferson,Jefferson County,-85.44009,38.7836039,Indiana,IN
18,167,18167,Vigo,Vigo County,-87.3903754,39.4291426,Indiana,IN
18,039,18039,Elkhart,Elkhart County,-85.8639864,41.6006928,Indiana,IN
18,043,18043,Floyd,Floyd County,-85.9118469,38.3180811,Indiana,IN
18,087,18087,LaGrange,LaGrange County,-85.4278448,41.6424623,Indiana,IN
18,061,18061,Harrison,Harrison County,-86.1037661,38.1864535,Indiana,IN
18,083,18083,Knox,Knox County,-87.4203544,38.688391,Indiana,IN
18,131,18131,Pulaski,Pulaski County,-86.6925383,41.0452718,Indiana,IN
18,013,18013,Brown,Brown County,-86.2301205,39.1951133,Indiana,IN
18,019,18019,Clark,Clark County,-85.7111221,38.4762174,Indiana,IN
18,109,18109,Morgan,Morgan County,-86.4474573,39.4826458,Indiana,IN
18,053,18053,Grant,Grant County,-85.6549455,40.5157575,Indiana,IN
18,141,18141,St. Joseph,St. Joseph County,-86.2880476,41.6177233,Indiana,IN
18,149,18149,Starke,Starke County,-86.6446359,41.2844785,Indiana,IN
18,045,18045,Fountain,Fountain County,-87.2348725,40.1212366,Indiana,IN
18,159,18159,Tipton,Tipton County,-86.0562066,40.3102294,Indiana,IN
18,025,18025,Crawford,Crawford County,-86.4408711,38.2894327,Indiana,IN
18,155,18155,Switzerland,Switzerland County,-85.029681,38.8258545,Indiana,IN
18,035,18035,Delaware,Delaware County,-85.3992617,40.2275433,Indiana,IN
18,147,18147,Spencer,Spencer County,-87.0103746,38.0096966,Indiana,IN
18,085,18085,Kosciusko,Kosciusko County,-85.8615754,41.2442928,Indiana,IN
18,011,18011,Boone,Boone County,-86.4690137,40.0508916,Indiana,IN
18,075,18075,Jay,Jay County,-85.0023313,40.434956,Indiana,IN
18,153,18153,Sullivan,Sullivan County,-87.4158429,39.0892251,Indiana,IN
18,181,18181,White,White County,-86.8642934,40.7509496,Indiana,IN
18,113,18113,Noble,Noble County,-85.4172708,41.4046794,Indiana,IN
18,021,18021,Clay,Clay County,-87.1158582,39.3939279,Indiana,IN
18,079,18079,Jennings,Jennings County,-85.628103,38.9962289,Indiana,IN
18,027,18027,Daviess,Daviess County,-87.076943,38.6960898,Indiana,IN
18,033,18033,DeKalb,DeKalb County,-85.0001854,41.4011894,Indiana,IN
18,067,18067,Howard,Howard County,-86.1141178,40.4835368,Indiana,IN
18,125,18125,Pike,Pike County,-87.2325472,38.3979613,Indiana,IN
18,029,18029,Dearborn,Dearborn County,-84.9734976,39.14832,Indiana,IN
18,071,18071,Jackson,Jackson County,-86.0425161,38.9119571,Indiana,IN
18,101,18101,Martin,Martin County,-86.8018468,38.705322,Indiana,IN
18,177,18177,Wayne,Wayne County,-85.0067351,39.8630908,Indiana,IN
18,145,18145,Shelby,Shelby County,-85.7921742,39.5241345,Indiana,IN
18,105,18105,Monroe,Monroe County,-86.52331,39.1607286,Indiana,IN
18,103,18103,Miami,Miami County,-86.0442575,40.7728833,Indiana,IN
18,095,18095,Madison,Madison County,-85.7224543,40.166203,Indiana,IN
18,133,18133,Putnam,Putnam County,-86.8533729,39.6655479,Indiana,IN
18,097,18097,Marion,Marion County,-86.1357939,39.7829759,Indiana,IN
18,121,18121,Parke,Parke County,-87.1969502,39.7742496,Indiana,IN
18,183,18183,Whitley,Whitley County,-85.5018918,41.1364261,Indiana,IN
18,041,18041,Fayette,Fayette County,-85.1850315,39.6396552,Indiana,IN
18,001,18001,Adams,Adams County,-84.9361303,40.7457327,Indiana,IN
18,175,18175,Washington,Washington County,-86.1047512,38.6006126,Indiana,IN
18,009,18009,Blackford,Blackford County,-85.3237297,40.4726717,Indiana,IN
18,063,18063,Hendricks,Hendricks County,-86.5099075,39.7689632,Indiana,IN
18,093,18093,Lawrence,Lawrence County,-86.4878198,38.8398148,Indiana,IN
