address,city,id,name,state,type,lat,lon,zip,first_appearance,final_appearance,block_fips,tract_fips
329 Main St.,Evansville,1553,Little Cheers Restaurant & Pub,IN,BrewPub,-87.5719,37.9712,47708,2007,2009,1.82E+14,18163001800
141 Steiner Ave.,Neptune City,5382,Little Dog Brewing,NJ,Brewery,-74.022525,40.202138,7753,2015,2015,3.40E+14,34025808100
800 17th Ave. West,Bradenton,2732,Little Giant Brewery,FL,Brewery,-82.570086,27.484424,34205,2012,2013,1.21E+14,12081000103
301 Seventh St. East,Bradenton,2732,Little Giant Brewery,FL,Brewery,-82.556725,27.496749,34208,2014,2015,1.21E+14,12081000703
30 Oldham St.,Nashville,4654,Little Harpeth Brewing,TN,Brewery,-86.77607,36.174107,37213,2015,2015,4.70E+14,47037019300
9374 Chillicothe Rd.,Kirtland,4043,Little Mountain Brewing Co.,OH,Brewery,-81.356374,41.61602,44094,2014,2015,3.91E+14,39085203700
345 E. Main St.,Laurens,,Little River Brewing Co.,SC,BrewPub,-82.007206,34.499785,29360,2005,2007,4.51E+14,45059920400
200 N. Bullard St.,Silver City,4723,Little Toad Creek Brewery & Distillery,NM,BrewPub,-108.2764462,32.7698699,88061,2014,2015,3.50E+14,35017964400
1122 Highway 35,Mimbres,4045,Little Toad Creek Inn and Tavern,NM,BrewPub,-107.932339,32.79882,88049,2014,2015,3.50E+14,35017964100
12581 Dallas Lane (off M Highway),Cabool,754,Little Yeoman Brewery,MO,Brewery,-92.13624,37.17481651,65689,2008,2014,2.92E+14,29215480400
Rte. 1 Box 187,Willow Springs,,Little Yeoman Brewery,MO,Brewery,-91.9698742,36.9922768,65793,2005,2007,2.91E+14,29091090100
3301 E. 5th Street ,Austin,,Live Oak Brewing Company ,TX,Brewery,-97.7056538,30.2543061,78702,2005,2015,4.85E+14,48453000902
112 Pleasant St.,Brunswick,4975,Lively Brewing @ Ebenezer's Brewpub,ME,BrewPub,-69.9801857,43.912786,4011,2015,2015,2.30E+14,23005011201
190 5th St.,Benton Harbor,1596,"Livery, The",MI,BrewPub,-86.4535,42.1182,49022,2006,2015,2.60E+14,26021000400
12305 Dumont Way,Littleton,4767,Living the Dream Brewing Co. ,CO,Brewery,-105.0398331,39.5403328,80125,2015,2015,8.04E+13,8035014131
697 Bear Swamp Rd.,Peru,4820,Livingood's Restaurant & Brewery,NY,BrewPub,-73.5115738,44.5760803,12972,2015,2015,3.60E+14,36019101900
9800 Montgomery Blvd. NE,Albuquerque,5630,Lizard Tail Brewing,NM,Brewery,-106.53186,35.129833,87111,2015,2015,3.50E+14,35001000109
2038 Meeting St.,Charleston,5797,Lo-Fi Brewing,SC,Brewery,-79.953522,32.833923,29403,2015,2015,4.50E+14,45019005400
1102 W. Webster Ave.,Chicago,3575,Local Option,IL,BrewHouse,-87.65607,41.921666,60614,2013,2015,1.70E+14,17031071000
1427 Railroad Ave.,Bellingham,5141,Local Public House (Menace Brewing),WA,BrewHouse,-122.4762699,48.7505054,98225,2015,2015,5.31E+14,53073000600
5950 Platte Canyon Rd.,Littleton,4998,Locavore Beer Works,CO,Brewery,-105.0369339,39.6085701,80123,2015,2015,8.01E+13,8005005622
1035 S. Main St.,Centerville,4359,Lock 27 Brewing,OH,Brewery,-84.160737,39.608699,45459,2014,2015,3.91E+14,39113040406
10 Schoen Pl,Pittsford,5113,Lock 32 Brewing Co.,NY,Brewery,-77.51379,43.0927636,14534,2015,2015,3.61E+14,36055012202
317 Leidesdorf St.,Folsom,1867,Lockdown Brewing Co.,CA,Brewery,-121.170146,38.682578,95630,2008,2015,6.07E+13,6067008404
105 S. School St.,Lodi,,Lodi Beer Company,CA,BrewPub,-121.2739602,38.1327338,95240,2005,2015,6.08E+13,6077004204
2033 N. Center St.,Hickory,3157,Loe's Brewing Co.,NC,Brewery,-81.334537,35.759701,28601,2013,2014,3.70E+14,37035010501
N-10096 Kings Rd.,Tomahawk,853,Logjam Microbrewery,WI,Brewery,-89.68679856,45.48411964,54487,2006,2006,5.51E+14,55069960200
4785 Booth Hill Rd.,Hood River,3061,Logsdon Farmhouse Ales (by appt only),OR,Brewery,-121.536232,45.588505,97031,2012,2015,4.10E+14,41027950400
6201 Brewery Way,Lolo,4649,Lolo Peak Brewing Co.,MT,Brewery,-114.081318,46.757382,59847,2015,2015,3.01E+14,30063001500
1620 NW 23rd  Ave. ,Portland,881,Lompoc Tavern,OR,BrewPub,-122.698759,45.534336,97210,2014,2015,4.11E+14,41051004900
58 Market Place,Big Sky,2050,Lone Peak Brewery,MT,BrewPub,-111.295405,45.262131,59716,2008,2015,3.00E+14,30031001600
507 Commerce St.,Magnolia,3684,Lone Pint Brewery,TX,Brewery,-95.751524,30.208685,77355,2013,2015,4.83E+14,48339690201
8222 Park Meadows Dr.,Littleton,3191,Lone Tree Brewing Co.,CO,Brewery,-104.892171,39.562575,80124,2012,2015,8.04E+13,8035014114
"29 Mill St., Unit C1",Wolfeboro,5313,Lone Wolfe Brewing Co.,NH,Brewery,-71.216218,43.5869412,3894,2015,2015,3.30E+14,33003956100
8816 Gulf Ct.,Raleigh,2265,LoneRider Brewing Co.,NC,Brewery,-78.761643,35.903139,27617,2009,2015,3.72E+14,37183053717
"3040 N Windsong Dr., Suite 101",Prescott Valley,5392,Lonesome Valley Brewing,AZ,BrewPub,-112.327255,34.587212,86314,2015,2015,4.03E+13,4025000606
817 Pulaski St.,Riverhead,2880,Long Ireland Beer Co.,NY,Brewery,-72.6747488,40.9199574,11901,2012,2015,3.61E+14,36103169800
1 Fairmount Rd.,Long Valley,,Long Valley Pub & Brewery,NJ,BrewPub,-74.7801415,40.7843672,7853,2005,2015,3.40E+14,34027046298
950 SE Indian St.,Stuart,5954,Longneck Brew House,FL,Brewery,-80.2407148,27.1605467,34997,2015,2015,1.21E+14,12085001104
S68 W22665 National Ave.,Big Bend,2087,Longnecks Brewpub & Restaurant,WI,BrewPub,-88.210692,42.889571,53103,2009,2011,5.51E+14,55133202002
600 Longs Peak Ave.,Longmont,5667,Longs Peak Pub,CO,BrewHouse,-105.1027197,40.1706947,80501,2015,2015,8.01E+13,8013013302
103 S. Ridgeway Ave.,Black Mountain,,Lookout Brewing Co.,NC,Brewery,-82.317863,35.6192619,28711,2014,2015,3.70E+14,37021003102
3277 Swetzer Rd.,Loomis,3053,Loomis Basin Brewing Co.,CA,Brewery,-121.190453,38.831939,95650,2012,2015,6.06E+13,6061021203
404 W. A St.,McCook,3436,Loop Brewing Co.,NE,BrewPub,-100.630277,40.197798,69001,2012,2015,3.11E+14,31145963300
507 Columbia St.,Vancouver,3011,Loowit Brewing,WA,Brewery,-122.673838,45.625069,98660,2014,2015,5.30E+14,53011042400
471 Whirlaway Dr.,Danville,3120,Lore Brewing Co.,KY,Brewery,-84.7985218,37.6574582,40422,2012,2014,2.10E+14,21021930500
163 W. Santa Clara St.,San Jose,2792,Los Gatos Brewing Co. ,CA,BrewPub,-121.893423,37.335106,95110,2011,2014,6.09E+13,6085500800
130 N. Santa Cruz Ave. ,Los Gatos,856,Los Gatos Brewing Company ,CA,BrewPub,-121.9825482,37.22479171,95030,2006,2015,6.09E+13,6085507001
512 McLean St.,Little Rock,4811,Lost 40 Brewing Co.,AR,BrewPub,-92.2589672,34.7426614,72202,2015,2015,5.12E+13,5119000200
543 Atlantic Ave.,Rochester,4950,Lost Borough Brewing Co.,NY,Brewery,-77.5695618,43.1564071,14609,2015,2015,3.61E+14,36055005900
617 4th St.,Eureka,,Lost Coast Brewery,CA,BrewPub,-124.164704,40.803233,95501,2005,2015,6.02E+13,6023000100
723-725 Avenue H,Fort Madison,,Lost Duck Brewery,IA,BrewPub,-91.3107626,40.6301768,52627,2005,2015,1.91E+14,19111490200
347 W. 2nd St.,Colville,,Lost Falls Brewing Co.,WA,Brewery,-117.9095298,48.5454788,99114,2005,2015,5.31E+14,53065950300
520 E. Colfax Ave.,Denver,3892,Lost Highway Brewing,CO,Brewery,-104.980755,39.740019,80203,2015,2015,8.03E+13,8031002701
2155 E. Church St.,Lodi,5434,Lost Kingdom Brewery @ Eremita Winery,NY,Brewery,-76.8220476,42.6151601,14860,2015,2015,3.61E+14,36099950900
130 N. Depot St.,Boone,5637,Lost Province Brewing Co.,NC,BrewPub,-81.683281,36.219208,28607,2015,2015,3.72E+14,37189920400
21730 Red Rum Dr.,Ashburn,2429,Lost Rhino Brewing Co.,VA,Brewery,-77.4748333,39.0140833,20147,2011,2015,5.11E+14,51107611019
155 W. Main St.,Wardensville,3476,Lost River Brewing Co.,WV,BrewPub,-78.596634,39.075684,26851,2012,2015,5.40E+14,54031970100
604 Neches St. ,Austin,860,Lovejoy's Tap Room & Brewery ,TX,BrewPub,-97.73842975,30.26701191,78701,2005,2013,4.85E+14,48453001100
118 W. 4th St.,Loveland,3427,Loveland Ale Works,CO,Brewery,-105.076922,40.395485,80537,2013,2015,8.07E+13,8069002007
800 Lincoln St.,Denver,4107,Lowdown Brewery + Kitchen,CO,BrewPub,-104.98614,39.729234,80203,2015,2015,8.03E+13,8031002702
203 Cabot St.,Lowell,2434,Lowell Beer Works,MA,BrewPub,-71.316362,42.651036,1854,2010,2015,2.50E+14,25017388300
201 Cabot St.,Lowell,,Lowell Brewing Co. Brewhouse Cafe & Grille ,MA,BrewPub,-71.3167495,42.6506593,1854,2005,2008,2.50E+14,25017388300
8103 8th Ave. South,Seattle,,Lowercase Brewing,WA,Brewery,-122.3231782,47.5303889,98108,2014,2015,5.30E+14,53033011200
715 Main St.,Hopkins,4851,LTD Brewing,MN,Brewery,-93.2644577,44.9953232,55343,2015,2015,2.71E+14,27053103000
910 Hudson Rd.,Menomonie,3830,Lucette Brewing Co.,WI,Brewery,-91.943244,44.87768,54751,2013,2015,5.50E+14,55033970700
6020 Culligan Way,Minnetonka,2342,Lucid Brewing Co.,MN,Brewery,-93.448207,44.895227,55345,2012,2015,2.71E+14,27053026208
11941 Centennial Rd.,La Vista,2333,Lucky Bucket Brewing Co.,NE,Brewery,-96.099633,41.169549,68128,2011,2015,3.12E+14,31153010629
,Santa Cruz,3516,Lucky Hand Brewing,CA,Brewery,100.7730417,18.7756318,,2013,2013,,
1945 NW Quimby St.,Portland,1517,Lucky Labrador Beer Hall,OR,BrewPub,-122.6915,45.5335,97209,2007,2015,4.11E+14,41051005000
915 SE Hawthorne Blvd. ,Portland,862,Lucky Labrador Brewpub,OR,BrewPub,-122.6560868,45.51225943,97214,2005,2015,4.11E+14,41051001101
7675 SW Capitol Highway ,Portland,,Lucky Labrador Public House ,OR,BrewPub,-122.7096446,45.4689151,97219,2005,2015,4.11E+14,41051006602
1700 N. Killingsworth St.,Portland,2670,Lucky Labrador Tap Room,OR,BrewHouse,-122.685083,45.562554,97219,2011,2015,4.11E+14,41051003501
219 S. Second St.,Miamisburg,4816,Lucky Star Brewery,OH,BrewPub,-84.2881241,39.639122,45342,2015,2015,3.91E+14,39113050502
1710 N. Mill St.,Jackson,4855,Lucky Town Brewing,MS,Brewery,-90.1878738,32.3198776,39202,2015,2015,2.80E+14,28049001600
804 E. Midland St.,Bay City,1580,Lumber Barons' Charcoal Grill & Brewpub,MI,BrewPub,-83.8983,43.6019,48706,2007,2015,2.60E+14,26017286600
5 S. San Francisco St.,Flagstaff,2270,Lumberyard Brewing Co. Taproom & Grille,AZ,BrewPub,-111.648539,35.19626,86001,2011,2015,4.01E+13,4005000800
54 E. St. Charles Road ,Villa Park,,Lunar Brewing ,IL,BrewPub,-87.9766096,41.8899874,60181,2005,2015,1.70E+14,17043843100
8920 N. Seneca St.,Weedsport,5310,Lunkenheimer Craft Brewing Co.,NY,Brewery,-76.5627256,43.0491905,13166,2015,2015,3.60E+14,36011040400
125 W. Shiawassee Ave.,Fenton,4931,Lynchpin Beer Co. @ The Laundry,MI,BrewPub,-83.7065506,42.7926903,48430,2015,2015,2.60E+14,26049013204
2934 Lyndale Ave. South,Minneapolis,4706,LynLake Brewery,MN,Brewery,-93.2885056,44.9488983,55408,2015,2015,2.71E+14,27053007700
138 Water St.,Penn Yann,5971,LyonSmith Brewing Co.,NY,Brewery,-77.0547371,42.6590618,14527,2015,2015,3.61E+14,36123150200
"10400 NW 33rd St., Suite 150",Miami,4480,M.I.A. Brewing Co.,FL,Brewery,-80.3662491,25.8037281,33172,2015,2015,1.21E+14,12086009010
621 21st St.,Lewiston,865,M.J. Barleyhoppers,ID,BrewPub,-117.0014728,46.4140806,83501,2005,2015,1.61E+14,16069960300
98 W. Main St.,West Dundee,1927,M.T. Barrels,IL,BrewPub,-88.277009,42.098237,60110,2008,2009,1.71E+14,17089850500
27307 - 159th Ave E,Graham,3336,M.T. Head Brewing Co.,WA,Brewery,-122.220123,47.008399,98338,2012,2015,5.31E+14,53053073119
17825 NE 65th Street ,Redmond,,Mac & Jack's Brewery,WA,Brewery,-122.1025491,47.6637249,98052,2005,2015,5.30E+14,53033032313
202-B Harrison St. SE,Leesburg,3653,Macdowell Brew Kitchen,VA,BrewPub,-77.562561,39.112699,20175,2013,2014,5.11E+14,51107610505
9118 West State Road 84,Fort Lauderdale,3738,Mack House - Holy Mackerel Nanobrewery,FL,Brewery,-80.271581,26.103885,33324,2013,2015,1.20E+14,12011070207
161 East Front Street,Traverse City,,Mackinaw Brewing Co.,MI,BrewPub,-85.6212413,44.7642992,49684,2005,2015,2.61E+14,26055551200
14741 Calvert St.,Van Nuys,4838,Macleod Ale Brewing,CA,Brewery,-118.4540755,34.1816868,91411,2015,2015,6.04E+13,6037128303
345 Oglethorpe St.,Macon,4002,Macon Beer Co.,GA,Brewery,-83.630227,32.828148,31210,2015,2015,1.30E+14,13021013700
2730 NW 31st Ave.,Portland,,MacTarnahan's Brewing Company ,OR,BrewPub,-122.7130471,45.5414409,97210,2005,2015,4.11E+14,41051004300
114 N. Main St.,Auburn  ,869,Mad Anthony Tap Room,IN,BrewPub,-85.05561772,41.36702088,46706,2005,2015,1.80E+14,18033020500
113 E. Center St.,Warsaw,1522,Mad Anthony's Lake City Tap House,IN,BrewPub,-85.8564,41.2381,46580,2007,2015,1.81E+14,18085961900
4080 N 300W,Angola,4270,Mad Anthony's Lakeview Alehouse,IN,BrewHouse,-85.048025,41.701688,46703,2014,2015,1.82E+14,18151971100
526 S. Main St.,Elkhart,2499,Mad Anthony's Old State Alehouse,IN,BrewPub,-85.971074,41.682754,46516,2010,2011,1.80E+14,18039002900
2002 Broadway,Fort Wayne,,Mad Anthony's Original Munchie,IN,BrewPub,-85.152766,41.067636,46802,2005,2015,1.80E+14,18003002100
12945 Village Blvd.,Madeira Beach,4812,Mad Beach Craft Brewing,FL,Brewery,-82.7833986,27.7864382,33708,2015,2015,1.21E+14,12103027802
4706 S. Highway 17,North Myrtle Beach,,Mad Boar Brewhouse,SC,BrewPub,-78.7391585,33.7987296,29582,2005,2006,4.51E+14,45051040500
9265 N. Government Way,Hayden,4279,Mad Bomber Brewing Co.,ID,Brewery,-116.78663,47.755931,83835,2015,2015,1.61E+14,16055001001
1525 4th St.,Sarasota,2984,Mad Crow Brewery & Grill,FL,BrewPub,-82.5398849,27.3397336,34236,2011,2015,1.21E+14,12115000101
444 W. Broad St.,Falls Church,2222,Mad Fox Brewing Co.,VA,BrewPub,-77.17701,38.886248,22046,2011,2015,5.16E+14,51610500100
393 La Fata St.,St. Helena,5622,Mad Fritz Brewing,CA,Brewery,-122.4573436,38.4991206,94574,2015,2015,6.06E+13,6055201601
34 Broad Way,Lovettsville,3712,Mad Horse Brewpub,VA,Brewery,-77.635647,39.271734,20180,2013,2015,5.11E+14,51107610102
"6120 Business Center Ct., F-700",San Diego,3033,Mad Lab Craft Brewing,CA,Brewery,-117.004268,32.56931,92154,2013,2013,6.07E+13,6073010014
724 W. Maxwell St.,Chicago,4140,Mad Mouse Brewery @ Moxee Kitchen,IL,BrewPub,-87.645579,41.864802,60607,2015,2015,1.70E+14,17031841900
101 Taylor Way ,Blue Lake,774,Mad River Brewing Co.,CA,Brewery,-123.9919289,40.8786025,95525,2005,2015,6.02E+13,6023010300
403 W. 4th St. N.,Newton,2742,Madhouse Brewing Co.,IA,Brewery,-93.057429,41.702499,50208,2013,2015,1.91E+14,19099040300
428 Main Street,Bennington,,Madison Brewing Co.,VT,BrewPub,-73.196419,42.8783839,5201,2005,2015,5.00E+14,50003971200
5164 Kennedy Ave.,Cincinnati,4031,Madtree Brewing Co.,OH,Brewery,-84.420374,39.166499,45213,2014,2015,3.91E+14,39061010800
5 Bartlett Bay Rd. ,South Burlington,874,Magic Hat Brewing Company ,VT,Brewery,-73.21179913,44.42859105,5403,2005,2015,5.00E+14,50007003304
2505 3rd St.,San Francisco,2877,Magnolia Brewing & Smokestack BBQ,CA,BrewPub,-122.388126,37.757722,94107,2015,2015,6.08E+13,6075022600
1398 Haight Street ,San Francisco,,Magnolia Pub & Brewery ,CA,BrewPub,-122.4451741,37.7703879,94117,2005,2015,6.08E+13,6075016600
352 B Ave.,Lake Oswego,3862,Maher's Irish Brew Pub (Feckin Brewery),OR,BrewPub,-122.667091,45.421015,97034,2013,2014,4.10E+14,41005020100
435 Lincoln Ave.,Steamboat Springs,,Mahogany Ridge Brewery & Grill,CO,BrewPub,-106.8313355,40.4837578,80488,2005,2015,8.11E+13,8107000500
333 N. Main Ave.,Gresham,877,Main Street Ale House,OR,BrewPub,-122.4307329,45.49977357,97030,2006,2008,4.11E+14,41051010001
1911 W. Main St.,Richmond,,Main Street Beer Co.,VA,BrewPub,-77.465552,37.5488043,23220,2005,2006,5.18E+14,51760041100
21 E. Main St.,Cortez,,Main Street Brewery ,CO,BrewPub,-108.584576,37.348308,81321,2005,2015,8.08E+13,8083969400
830 Main St. ,Pleasanton,879,Main Street Brewery ,CA,BrewPub,-121.8741528,37.66453976,94566,2006,2015,6.00E+13,6001450607
300 N. Main St.,Corona  ,,Main Street Brewery/Lamppost Pizza,CA,BrewPub,-117.5656867,33.8838076,92880,2005,2014,6.07E+13,6065041500
525 US Route 1,Freeport,2521,Maine Beer Co.,ME,Brewery,-70.121407,43.839144,4032,2015,2015,2.30E+14,23005004502
1 Industrial Way,Portland,2521,Maine Beer Co.,ME,Brewery,-70.3197516,43.7031978,4103,2010,2015,2.30E+14,23005002102
102 Eden St.,Bar Harbor,881,Maine Coast Brewing Co./Jack Russell Brewpub,ME,BrewPub,-68.23103973,44.39995715,4609,2006,2015,2.30E+14,23009965900
6193 Edison St. NE,Hartville,5538,Maize Valley Brewing Co.,OH,Brewery,-81.2795715,40.9556541,44632,2015,2015,3.92E+14,39151710900
800 New Loudon Rd. ,Latham,882,Malt River Brewing Company ,NY,BrewPub,-73.76150927,42.74689988,12110,2006,2006,3.60E+14,36001013507
29215 Northwestern Hwy,Southfield,3042,Malty Dog Brewery & Supplies,MI,Brewery,-83.31076,42.5018659,48034,2012,2013,2.61E+14,26125160400
24 Minaret Rd.,Mammoth Lakes,,Mammoth Brewing Co./Whiskey Creek,CA,BrewPub,-118.998166,37.6498911,93546,2005,2015,6.05E+13,6051000200
4120 Main Street ,Manayunk,,Manayunk Brewery & Restaurant ,PA,BrewPub,-75.2193379,40.0226381,19127,2005,2015,4.21E+14,42101021000
119 Old Turnpike Road #3G,Concord,2365,Manchester Brewing,NH,Brewery,-71.514097,43.203641,3301,2009,2010,3.30E+14,33013044100
124 Manhattan Beach Blvd. ,Manhattan Beach,885,Manhattan Beach Brewing Company ,CA,BrewPub,-118.4112891,33.88414055,90266,2006,2010,6.04E+13,6037620904
725 Manitou Ave.,Manitou Springs,5055,Manitou Brewing Co.,CO,BrewPub,-104.9156494,38.8570213,80829,2015,2015,8.04E+13,8041006700
1119 Center St.,North Mankato,3370,Mankato Brewery,MN,Brewery,-94.013692,44.181409,56003,2012,2015,2.71E+14,27103480600
"191 S Oak Park Blvd., Ste 3",Grover Beach,5050,ManRock Brewing Co.,CA,Brewery,-120.6086578,35.1197395,93433,2015,2015,6.08E+13,6079012000
105 E. 5th St.,Mantorville,886,Mantorville Brewing Co.,MN,Brewery,-92.75655998,44.06656172,55955,2006,2015,2.70E+14,27039950100
10151 Prospect Ave.,Santee,3159,Manzanita Brewing Co.,CA,Brewery,-116.976498,32.831159,92071,2013,2015,6.07E+13,6073016202
9962 Prospect Ave.,Santee,2747,Manzanita Brewing Co.,CA,Brewery,-116.979582,32.832114,92071,2011,2015,6.07E+13,6073016617
518 Main St.,Osage,5212,Maple City Brewing Co.,IA,Brewery,-92.8141791,43.2840179,50461,2015,2015,1.91E+14,19131560300
3 N. Main Street,Wilmington,,Maple Leaf Malt & Brewing,VT,BrewPub,-72.8706801,42.8684739,5363,2005,2009,5.00E+14,50025968000
1st St NW & Marble Ave.,Albuquerque,1871,Marble Brewery,NM,Brewery,-106.6464,35.0925,87102,2009,2015,3.50E+14,35001002700
5740 Night Whisper Rd. NW,Albuquerque,3848,Marble Brewery Taproom,NM,BrewHouse,-106.699679,35.216362,87114,2013,2015,3.50E+14,35001004746
60 E. San Francisco St.,Santa Fe,2648,Marble Brewery Taproom,NM,BrewHouse,-105.9381399,35.6869435,87501,2010,2014,3.50E+14,35049000400
"505 Cerrillos Rd., Suite A105",Santa Fe,2648,Marble Brewery Taproom,NM,BrewHouse,-105.9447552,35.6824377,87501,2015,2015,3.50E+14,35049000400
R.R. 1 Box 105,Fontanelle,,Marckmann Brewery,IA,Brewery,-94.5616359,41.2897097,50846,2005,2006,1.90E+14,19001960300
289 Mare Island Way,Vallejo,5456,Mare Island Brewing Co.,CA,Brewery,-122.263161,38.100582,94590,2015,2015,6.10E+13,6095250900
167 Front St.,Marietta,889,Marietta Brewing Co.,OH,BrewPub,-81.45351032,39.41174604,45750,2005,2015,3.92E+14,39167020500
1809 Larkspur Landing Circle ,Larkspur,,Marin Brewing Co.,CA,BrewPub,-122.5096228,37.9475367,94939,2005,2015,6.04E+13,6041121200
5004 Fairgrounds Dr.,Mariposa,2605,Mariposa Brewing Co.,CA,Brewery,-119.9489545,37.4636979,95338,2010,2011,6.04E+13,6043000101
1514 NW Leary Way ,Seattle,,Maritime Pacific Brewing / Jolly Roger Taproom,WA,BrewPub,-122.3770908,47.6638963,98107,2005,2010,5.30E+14,53033004700
1111 N.W. Ballard Way,Seattle,790,Maritime Pacific Brewing's Jolly Roger Taproom,WA,BrewPub,-122.371713,47.662702,98107,2011,2015,5.30E+14,53033004700
422 Nth St.,Hannibal,5132,Mark Twain Co. at Moses Bates Public House,MO,BrewPub,-91.360521,39.711789,63401,2015,2015,2.91E+14,29127960500
113 N. Hanover St.,Carlisle,,Market Cross Pub,PA,BrewPub,-77.188478,40.203378,17013,2005,2015,4.20E+14,42041012200
105 W. King St.,Shippensburg,1482,Market Cross Pub & Inn,PA,BrewPub,-77.5219,40.0499,17257,2007,2014,4.20E+14,42041013200
1947 W. 25th St.,Cleveland,2649,Market Garden Brewery,OH,BrewPub,-81.703513,41.484985,44113,2012,2015,3.90E+14,39035103602
134 2nd Ave. N,Nashville,893,Market Street Brewery & Public House,TN,BrewPub,-86.7760917,36.16359394,37201,2005,2006,4.70E+14,47037019500
63 W. Market St.,Corning,1604,Market Street Brewing Co. & Restaurant,NY,BrewPub,-77.0604,42.1447,14830,2006,2015,3.61E+14,36101962600
1526 SW 10th Ave.,Portland,,Market Street Pub,OR,BrewPub,-122.6849552,45.5142566,97201,2005,2015,4.11E+14,41051005600
120 SW First Avenue,Gainesville,,Market Street Pub Brewery & Eatery,FL,BrewPub,-82.3264372,29.6512983,32601,2005,2010,1.20E+14,12001000500
18 W. Main St.,Bloomsburg,3330,Marley's Brewery & Grille,PA,BrewPub,-76.456944,41.002972,17815,2012,2015,4.20E+14,42037051200
618 S. Wheeling Ave.,Tulsa,1988,Marshall Brewing Co.,OK,Brewery,-95.964806,36.151746,74104,2008,2015,4.01E+14,40143002301
26 Marshall Wharf,Belfast,1917,Marshall Wharf Brewing Co.,ME,Brewery,-69.005481,44.428492,4915,2008,2015,2.30E+14,23027043000
185 Main Street ,Nashua,,Martha's Exchange Restaurant & Brewing Co.,NH,BrewPub,-71.4654801,42.760417,3060,2005,2015,3.30E+14,33011010700
500 E 135th St.,Kansas City,4328,Martin City Brewing Co.,MO,BrewPub,-94.589815,38.882562,64145,2014,2015,2.91E+14,29095013405
"220 S. Sylvania Ave., Suite 209",Fort Worth,4078,Martin House Brewing Co.,TX,Brewery,-97.309031,32.763999,76111,2014,2015,4.84E+14,48439123200
3315 S. Halsted St.,Chicago,5460,Marz Community Brewing,IL,Brewery,-87.645826,41.833886,60608,2015,2015,1.70E+14,17031839700
170 Patchway Rd.,Duncansville,,Marzoni's Brick Oven & Brewing Co.,PA,BrewPub,-78.4117774,40.4298074,16648,2005,2015,4.20E+14,42013011100
4150 Sycamore Dairy Rd.,Fayetteville,898,Mash House Restaurant & Brewery,NC,BrewPub,-78.95342506,35.06931642,28303,2005,2015,3.71E+14,37051002001
2204 NE Alberta St,Portland,1465,"Mash Tun, The",OR,BrewPub,-122.6426025,45.55890293,97211,2007,2015,4.11E+14,41051003200
1140 N. Indiana 135,Greenwood,4850,Mashcraft Brewing,IN,Brewery,-86.067268,38.86311,46142,2015,2015,1.81E+14,18071968200
28 E. State St.,Mason City,4705,Mason City Brewing,IA,Brewery,-93.1998138,43.1520615,50401,2014,2015,1.90E+14,19033950402
3000 S. Jefferson Ave.,St. Louis,2165,Mattingly Brewing Co.,MO,BrewPub,-90.223936,38.599879,63118,2009,2010,2.95E+14,29510124300
605 Lipoa Pkwy,Kihei,4810,Maui Brewing Co.,HI,Brewery,-156.437346,20.749519,96753,2015,2015,1.50E+14,15009030705
910 Honoapi'ilani Highway,Lahaina,2413,Maui Brewing Co.,HI,BrewPub,-156.678679,20.879348,96761,2010,2015,1.50E+14,15009031405
4405 Honoapi'ilani Highway,Lahaina,798,Maui Brewing Co. Fish & Game Rotisserie,HI,BrewPub,-156.6768325,20.97181937,96761,2006,2015,1.50E+14,15009031502
27 Broadway,Toledo,,Maumee Bay Brewing Co.,OH,BrewPub,-83.538217,41.643183,43602,2005,2015,3.91E+14,39095010300
320 Peachtree St. ,Atlanta,901,Max Lager's American Grill & Brewery ,GA,BrewPub,-84.3858779,33.76389015,30308,2006,2015,1.31E+14,13121001900
3333 Buford Dr.,Buford,902,Max Lager's American Grill & Brewery ,GA,BrewPub,-83.98526908,34.07300218,30519,2006,2008,1.31E+14,13135050106
12568 SW Main St.,Tigard,1542,Max's on Fanno Creek,OR,BrewPub,-122.7746,45.429,97223,2007,2015,4.11E+14,41067030801
521 Old Salem Highway,Murfreesboro,4094,Mayday Brewery,TN,Brewery,-86.395417,35.841708,37129,2014,2015,4.71E+14,47149041800
12 Resnik Rd.,Plymouth,2010,Mayflower Brewing Co.,MA,Brewery,-70.711262,41.949171,2360,2009,2015,2.50E+14,25023530100
33930-A Eastgate Circle,Corvallis,3964,Mazama Brewing,OR,Brewery,-123.225212,44.562947,97333,2014,2015,4.10E+14,41043030700
807 N. 3rd Street,McCall,,McCall Brewing Co.,ID,BrewPub,-116.0975814,44.9088994,83638,2005,2015,1.61E+14,16085970200
3320 3rd St. N.,St. Cloud,928,McCann?۪s Food and Brew,MN,BrewPub,-94.198585,45.558478,56303,2009,2012,2.71E+14,27145000601
413 Main St.,Canon City,1926,McClellan's Grill & Brewing Co.,CO,BrewPub,-105.241821,38.440162,81212,2008,2015,8.04E+13,8043978600
4057 Pennsylvania Avenue ,Kansas City,,McCoy's Public House & Brewkitchen ,MO,BrewPub,-94.5915451,39.0531397,64111,2005,2015,2.91E+14,29095016800
3801 Grand Way,St. Louis Park,,McCoy's Public House & Brewkitchen ,MN,BrewPub,-93.3399077,44.9342039,55416,2005,2010,2.71E+14,27053022901
33 Highway 98,Destin,,McGuire's Irish Pub,FL,BrewPub,-86.5119925,30.3955681,32541,2005,2015,1.21E+14,12091023306
