zcta,HouseCount,HouseMedianIncome,House0to10K,House10to15K,House15to25K,JobCount
67452,74,61250,5.4,1.4,14.9,12
67454,263,42604,4.2,9.5,16,20
67455,825,52939,4.8,8.2,11.4,142
67456,1773,59846,4.7,3.7,8.9,228
67457,344,46442,2.6,9.3,12.2,46
67458,82,72500,1.2,6.1,18.3,18
67459,116,50500,8.6,2.6,17.2,22
67460,6449,56143,3,5.2,6.7,1068
67464,516,55865,6.2,0.6,8.7,26
67466,426,46667,6.1,7.5,8.9,28
67467,1068,49722,8.7,2.3,5.1,158
67468,105,53125,6.7,1,1.9,20
67470,150,43750,3.3,0,26,16
67473,828,39250,8.9,9.9,14.5,138
67474,94,51750,1.1,4.3,0,8
67478,28,48571,7.1,10.7,14.3,8
67480,661,60288,3.6,3.2,7.9,52
67481,221,40547,8.6,2.3,13.1,24
67482,36,56750,0,0,0,8
67483,155,42422,10.3,0,8.4,20
67484,349,43363,1.4,6.6,6.3,34
67485,170,50938,12.4,10,10,34
67487,579,57188,5.5,2.8,6.2,36
67490,403,41607,16.1,9.7,9.2,52
67491,157,61250,5.1,0,5.7,22
67492,97,65586,0,0,15.5,14
67501,9715,38863,9.4,6.5,16,4878
67502,10087,61229,3.1,4.1,8.1,906
67505,1045,35046,7.9,9.6,15.4,162
67510,127,49688,7.1,2.4,3.1,16
67511,152,53182,2.6,2,5.3,16
67512,82,47143,3.7,11,17.1,14
67513,22,36250,13.6,27.3,0,2
67514,370,42000,4.6,9.7,9.7,28
67515,15,14464,13.3,46.7,13.3,2
67516,174,43393,8.6,8.6,10.3,22
67518,31,-,0,0,0,2
67519,108,43462,0,4.6,10.2,8
67520,143,56875,7.7,0.7,7,12
67521,72,50000,18.1,0,11.1,10
67522,791,57721,3.2,4,9.9,94
67523,183,48906,4.9,1.6,6,18
67524,256,41875,9.4,3.5,14.5,32
67525,427,47232,9.8,3,16.4,108
67526,1204,56167,5.9,4.4,6.1,170
67529,166,32357,13.3,4.8,7.2,10
67530,8066,44477,6.4,6.5,14.4,1432
67543,807,54509,2.7,1.9,8.9,96
67544,1165,49119,7.9,5.9,8.8,154
67545,93,50625,3.2,1.1,11.8,12
67546,1031,60341,4.6,5.9,7.7,132
67547,769,49879,8.1,3,11.2,124
67548,636,36833,8.6,4.6,18.4,124
67550,2096,46795,3.7,4.6,10.4,274
67552,261,53456,8.8,1.9,5.4,20
67553,75,36563,0,5.3,17.3,2
67554,1663,51964,5.6,6.1,14,246
67556,151,47188,9.3,2,19.9,10
67557,219,48750,4.6,5.5,5,36
67560,742,56250,3,4.9,10,178
67561,511,49922,1.6,8.2,13.9,48
67563,138,51905,2.2,2.9,6.5,16
67564,100,62917,0,4,21,12
67565,220,54063,0.9,5.5,8.6,24
67566,200,59500,0,0.5,10.5,32
67567,271,39911,10.3,11.1,4.8,8
67568,118,36500,10.2,5.1,15.3,8
67570,524,50395,2.9,4,13.2,38
67572,218,42778,5.5,9.6,11.5,28
67573,89,52813,9,0,2.2,2
67574,115,50625,0,14.8,6.1,10
67575,203,42656,2,7.9,17.2,22
67576,867,53250,5.8,4,7.4,134
67578,563,37938,7.8,9.2,16,80
67579,1207,54183,8.7,7.8,8.2,164
67581,122,52143,9,0,9,10
67583,351,41141,11.4,7.1,11.1,30
67584,144,41964,7.6,8.3,10.4,32
67601,9705,47006,8.5,6.2,12.6,3944
67621,164,46000,6.7,8.5,11.6,26
67622,305,40662,2,3.6,13.4,26
67623,101,36094,3,4,20.8,20
67625,172,34583,11.6,2.3,9.3,6
67626,69,42750,7.2,10.1,13,12
67629,84,44762,2.4,9.5,8.3,4
67631,75,47417,0,1.3,4,6
67632,88,38750,5.7,9.1,17,14
67634,120,52500,4.2,9.2,5,8
67635,59,24375,3.4,1.7,49.2,6
67637,1134,56382,7,3.4,9.6,134
67638,133,56354,15,4.5,13.5,8
67639,73,45781,4.1,1.4,9.6,6
67640,246,59500,3.7,2,3.3,32
67642,846,42344,7.8,5,17.3,164
67643,123,65208,3.3,0.8,10.6,14
67644,119,51875,4.2,5,12.6,12
67645,285,46103,1.1,2.5,27.4,18
67646,341,45947,2.6,4.1,14.7,58
67647,129,43646,0,3.1,12.4,22
67648,274,37125,4.4,3.3,13.1,36
67649,108,36000,3.7,9.3,7.4,22
67650,109,49432,11,8.3,7.3,20
67651,221,52708,8.6,5.9,14.9,38
67653,145,34250,0.7,17.9,17.9,12
67654,1274,53559,1.9,6.5,7.5,320
67656,25,28125,0,0,40,6
67657,161,37188,6.2,5,17.4,22
67658,70,83750,0,2.9,10,6
67659,54,45714,0,0,11.1,6
67660,17,-,0,23.5,0,4
67661,1354,46806,5.2,3.3,15.4,332
67663,1070,51775,5.8,2.8,11.5,214
67664,131,60329,1.5,3.1,8.4,12
67665,2268,49220,3.4,9.2,10.1,404
67667,67,66875,1.5,1.5,7.5,12
67669,770,45658,7.1,7.9,11.3,130
67671,697,63011,3.6,2.7,9.5,104
67672,1192,55208,2.2,2.9,10.6,236
67673,39,43438,0,10.3,20.5,2
67674,27,42614,7.4,0,7.4,2
67675,68,27000,10.3,5.9,27.9,4
67701,2679,51619,8.1,7.7,12.2,586
67730,767,50848,3.1,3.1,18.1,180
67731,317,49583,5.4,15.1,7.9,42
67732,225,56563,4.9,4.4,6.7,32
67733,110,52045,0,0,0,12
67734,137,47679,23.4,0.7,10.9,6
67735,2455,52708,4.9,2.9,16.7,480
67736,105,53250,4.8,3.8,6.7,10
67737,203,49896,9.4,4.4,13.8,36
67738,261,54018,2.7,1.1,14.2,38
67739,73,46042,6.8,5.5,13.7,6
67740,798,66667,2.3,3.6,14.4,186
67741,139,33438,9.4,17.3,20.9,14
67743,58,77656,0,0,0,10
67744,93,44583,5.4,11.8,3.2,10
67745,143,46250,3.5,1.4,23.8,16
67747,95,52708,9.5,0,3.2,8
67748,979,49258,6.3,4.9,7.6,230
67749,1103,41025,6.5,9.4,11.9,172
67751,121,36518,9.9,6.6,14.9,14
67752,548,51000,3.3,4.9,8,144
67753,185,57679,5.4,5.9,2.7,26
67756,925,46103,6.1,5.8,10.7,168
67757,230,46406,7.8,0,5.7,32
67758,423,51625,5.9,3.5,20.1,94
67761,94,58750,4.3,6.4,9.6,8
67762,88,68750,2.3,5.7,2.3,10
67764,182,55000,8.8,1.6,6.6,32
67801,9931,48474,5,4.8,11.6,1422
67831,428,41500,6.8,6.1,11.4,86
67834,392,63523,1.8,5.9,6.4,40
67835,999,61081,6.8,3,6.4,204
67836,44,26250,11.4,15.9,20.5,4
67837,338,54762,3.8,2.4,9.2,78
67838,346,52188,5.2,11.8,4.6,28
67839,638,49167,8.9,5.8,15,110
67840,39,27875,17.9,15.4,10.3,6
67841,123,51563,5.7,0,14.6,4
67842,189,56750,5.3,2.6,11.1,18
67844,381,46042,3.1,3.1,10,38
67846,11584,51016,5.5,2.5,9.1,1876
67849,163,55313,6.1,2.5,17.2,20
67850,200,56875,2.5,2.5,10.5,20
67851,827,76728,0.7,4.5,6.3,96
67853,301,63906,0,3.3,8.6,44
67854,569,54904,1.6,2.5,10.7,68
67855,657,42675,9.9,4.3,14.2,124
67857,48,41750,0,0,0,4
67859,257,45341,0.8,0.8,8.2,26
67860,842,50234,5.5,5.3,12.5,142
67861,768,55000,0.9,7.9,10,150
67862,149,38281,3.4,14.1,4.7,8
67863,129,45750,9.3,0,9.3,14
67864,779,54183,4.6,6.5,13,144
67865,459,54792,2.6,5.2,6.1,36
67867,652,58300,4.9,2.9,8,146
67868,144,-,6.9,0,36.1,4
67869,534,60347,4.3,2.8,14.2,62
67870,430,54405,5.3,5.6,9.3,58
67871,2118,63167,4.4,2.3,6.6,408
67876,473,84676,0,5.7,4.2,48
67877,816,50238,4.8,2.6,6.9,158
67878,786,49198,3.1,5.1,10.1,128
67879,494,47045,4,7.3,7.9,78
67880,2663,57461,7.4,1.1,8.9,418
67882,157,48472,11.5,16.6,5.7,12
67901,7252,47675,7.3,4.5,9.9,2016
67950,816,45357,7.2,2.7,14.7,146
67951,1749,58007,10.1,6.6,6.7,286
67952,196,55385,5.1,0,4.1,20
67953,73,40917,21.9,0,19.2,14
67954,255,48393,10.2,2,11.4,26
68001,41,70875,4.9,0,4.9,12
68002,932,73538,1.8,2.7,1.8,98
68003,1809,70679,2.6,4.5,4.9,226
68004,385,59531,4.7,4.4,6.8,70
68005,9371,54301,6.7,3.7,9.3,1904
68007,3287,104320,3.2,1.6,3.3,322
68008,4995,59015,7.5,3,8.6,1644
68010,10,56250,20,0,0,10
68014,144,45000,1.4,1.4,18.8,8
68015,467,59602,2.6,3.6,6.9,48
68016,201,67083,1.5,0,10,14
68017,688,69576,2.3,1.7,1.7,64
68018,226,77083,11.5,0,1.8,22
68019,205,45313,2,4.4,25.9,6
68020,290,36591,10,12.8,16.9,34
68022,7903,103385,1.6,2.3,2.3,1064
68023,1044,87000,1.3,0.7,3.4,134
68025,12213,51116,5.5,5.6,9.6,3324
68028,4168,99091,0.9,1.3,4.2,884
68029,366,51250,4.6,3.6,11.5,28
68030,359,57188,3.1,2.8,6.1,50
68031,788,66333,4.4,1.3,6,84
68033,147,59063,5.4,1.4,14.3,22
68034,272,79583,2.9,8.5,4,40
68036,94,-,13.8,1.1,0,4
68037,806,77000,1.5,3.6,10.4,134
68038,623,44250,5.8,8,10.9,94
68039,319,24792,19.4,12.2,18.5,4
68040,153,76719,9.8,12.4,0,20
68041,418,65313,2.9,2.2,8.6,44
68042,37,47917,5.4,5.4,16.2,4
68044,211,54837,2.8,3.8,7.1,18
68045,713,57454,5.8,5.6,10.8,140
68046,9815,88151,2.3,1.7,5.1,1346
68047,715,64135,6,2.9,7.1,128
68048,4920,66823,3.3,3.3,6.9,502
68050,286,51250,4.9,2.4,10.8,18
68055,114,50833,4.4,6.1,23.7,2
68057,707,52292,6.5,5.7,9.2,88
68058,117,89271,8.5,0.9,6.8,4
68059,1187,74676,0.7,3.8,5.3,178
68061,982,53140,3.9,4.9,12.5,144
68062,116,61389,4.3,0.9,6.9,4
68063,107,43194,12.1,1.9,9.3,16
68064,1548,58690,10,6.7,7.8,198
68065,631,58309,6.2,1.6,6.8,46
68066,2150,57115,6.5,3.1,7.3,418
68067,314,39667,10.5,9.2,12.7,34
68068,24,58750,0,0,16.7,8
68069,1166,82143,4.5,2.1,8,142
68070,235,50694,6.8,0.4,12.8,34
68071,543,38558,12.5,5.2,20.4,62
68072,28,32500,0,0,17.9,4
68073,702,69881,1.1,1.7,5.3,78
68102,3447,48950,15.5,7.1,13.6,8556
68104,14016,42945,6.7,6.8,14.5,738
68105,9492,40712,12.8,8.9,11,1216
68106,9560,54044,6.5,4.2,9.5,1086
68107,9382,40519,8,6.2,11.9,926
68108,5170,38966,12.7,6.4,13.4,1584
68110,3111,27107,17.9,13.1,15.6,840
68111,8001,26284,16.9,10.9,19.6,272
68112,4336,48024,6.7,4.5,15.9,376
68113,196,37321,5.6,0,8.2,130
68114,8075,52987,8,4.1,12.2,2576
68116,10816,96807,1.7,1.9,3,1068
68117,3157,45603,4.2,3.4,11.4,736
68118,3515,122765,2.2,0.3,4.1,654
68122,4022,70653,8,0.7,4.1,434
68123,11520,74267,1.7,2.1,5.7,748
68124,6583,68311,5.8,4.5,11.1,2232
68127,10233,50352,4.8,3.7,11.6,2100
68128,7654,64988,2.5,2.2,7,932
68130,7719,100676,1.1,1.4,2.4,1502
68131,5495,35630,16.1,8.4,11.2,2448
68132,5991,53826,9.1,4.8,13,1048
68133,3526,108806,1.2,1,1.9,308
68134,12405,48990,7.9,5.7,10.4,1538
68135,9448,106875,1.2,0.6,2,810
68136,5756,98660,1.1,1.1,1.5,542
68137,10293,66183,2.5,3,6.2,6900
68138,4641,73821,2.7,2.3,3.7,908
68142,1403,82260,2.2,1.2,4.3,112
68144,10144,64940,4.1,2.7,9.1,2796
68147,3712,59244,4.3,2.3,6.2,188
68152,2460,66739,2.3,3.6,11.7,276
68154,10075,70795,3.2,1.9,5.1,2328
68157,2349,67846,4.6,2.3,6.6,94
68164,11869,66980,3.8,3.3,5.3,1164
68178,0,-,-,-,-,54
68301,562,66818,6.2,2.3,6.6,88
68303,128,41667,6.3,7,21.1,4
68304,157,77344,3.8,1.3,3.2,12
68305,1697,56103,6.1,5.1,9.4,294
68307,162,46250,9.9,1.2,8,24
68309,53,47813,3.8,5.7,17,2
68310,6126,48393,5.2,4.8,13.3,968
68313,270,63542,1.9,0.4,3.7,40
68314,228,43750,4.4,0.9,16.7,10
68315,36,-,13.9,0,0,8
68316,210,67813,2.4,1.9,0.5,24
68317,657,81979,0,7.6,7.5,76
68318,201,39375,17.9,2.5,10.9,10
68319,226,61932,0.9,1.8,2.7,28
68320,161,49375,4.3,3.1,20.5,8
68321,157,34911,4.5,8.3,21,14
68322,215,50313,11.6,1.9,16.3,44
68323,147,47375,9.5,1.4,14.3,6
68324,71,-,0,33.8,4.2,6
68325,105,67159,1.9,4.8,5.7,20
68326,100,47500,2,14,2,26
68327,122,44722,4.1,3.3,12.3,20
68328,211,64306,2.8,2.4,11.8,20
68329,226,46364,6.2,2.2,14.6,28
68331,335,57438,3,2.7,11,52
68332,55,26406,18.2,0,23.6,4
68333,2935,48194,9.6,2.7,9.6,360
68335,198,39643,7.6,3,10.6,38
68336,203,88393,3,0,1.5,20
68337,149,43125,4,4.7,17.4,14
68338,129,46875,3.1,7,15.5,16
68339,481,94766,0,1,8.7,60
68340,387,47198,1.8,4.4,9,72
68341,409,68021,3.4,2.7,4.6,34
68342,202,57083,3,3,6.4,30
68343,410,53833,1.2,0.7,5.4,38
68344,179,70179,4.5,1.1,1.1,14
68345,126,50441,0.8,8.7,10.3,16
68346,202,60000,7.9,1,11.9,6
68347,946,81526,5.7,1.4,2.9,94
68348,137,61150,4.4,2.9,6.6,24
68349,420,70833,4,5.2,7.1,58
68350,103,48750,1,11.7,22.3,8
68351,360,59375,6.4,4.4,10.3,46
68352,2268,42500,8.2,7.5,14.7,724
68354,386,58929,3.4,2.6,13,42
68355,2316,48125,9.5,6.1,13,396
68357,165,58542,0,3.6,16.4,28
68358,609,107250,1.1,2.1,1.5,84
68359,572,60278,4.2,4.2,8.9,188
68360,207,93661,3.4,4.8,2.4,16
68361,984,56447,6.5,5.1,10.1,240
68362,37,-,0,0,18.9,6
68364,41,60313,12.2,2.4,2.4,14
68365,115,70625,7,1.7,7,10
68366,378,52500,0.8,6.1,8.5,62
68367,123,68250,2.4,7.3,8.1,26
68368,189,88472,0.5,0,3.2,24
68370,1010,49884,2.7,6.5,10.8,176
68371,663,63109,3.2,3.2,6.3,126
68372,1069,90038,1,2.3,3.6,94
68375,39,-,46.2,7.7,20.5,4
68376,670,44714,4.6,6.1,9.3,56
68377,186,48393,2.2,10.8,8.1,12
68378,307,58646,2.3,4.2,7.8,32
68380,41,42708,0,12.2,12.2,6
68381,72,38906,0,4.2,15.3,6
68382,8,72500,0,0,0,4
68401,285,67031,3.5,4.9,4.9,40
68402,503,86250,1.6,1.8,5.6,52
68403,56,60000,0,0,3.6,8
68404,354,98929,0,5.4,4.2,56
68405,1272,54571,6.9,5.7,8.2,198
68406,224,38750,21.9,6.7,6.7,24
68407,300,61875,6.3,4.3,11,30
68409,311,71042,5.8,2.3,9,28
68410,3625,47684,4.5,1.4,15.4,584
68413,242,70000,0.4,3.3,9.9,20
68415,304,52292,3.3,4.3,6.6,32
68416,106,41500,3.8,1.9,12.3,8
68417,122,59773,0.8,4.1,6.6,14
68418,463,68958,3.7,2.4,5.2,56
68419,102,73750,6.9,0,1,8
68420,623,36655,8.7,8.8,18.3,66
68421,334,58750,9.3,5.7,4.8,16
68422,192,72500,0,0,7.3,38
68423,407,76910,2.5,0,12,40
68424,355,50893,3.1,5.6,13,42
68428,456,93750,0.2,0.2,7.7,74
68430,552,82375,0.5,5.8,6.2,124
68431,214,46500,1.4,21,6.5,26
68433,95,24688,26.3,10.5,13.7,10
68434,3233,64538,4.9,3.6,6.4,496
68436,241,56458,2.9,5.8,9.1,60
68437,118,42500,0,14.4,16.9,10
68438,50,73750,0,4,8,12
68439,206,54628,1,2.9,2.9,14
68440,46,38750,21.7,4.3,8.7,6
68441,78,88750,3.8,5.1,2.6,16
68442,143,51354,3.5,8.4,13.3,18
68443,477,55813,0.4,3.6,11.3,38
68444,27,74375,18.5,0,3.7,10
68445,39,55417,2.6,0,5.1,4
68446,1140,59861,5.4,2.8,7.9,174
68447,228,43750,8.3,4.4,22.4,20
68448,153,44583,2,8.5,5.9,14
68450,949,47802,7.2,7.4,16.4,148
68452,37,33438,5.4,21.6,5.4,4
68453,144,68750,10.4,4.9,0.7,2
68454,229,70288,1.3,2.2,9.6,16
68455,241,58523,2.5,13.7,5,26
68456,461,66375,3.9,3.3,6.9,72
68457,112,61667,0,1.8,15.2,8
68458,67,64792,6,3,6,8
68460,328,65000,0.3,1.8,8.5,46
68461,242,104265,5.8,0,6.2,46
68462,1456,85104,1,1.7,8.1,278
68463,616,59375,7.5,2.9,7.1,84
68464,234,56250,0,2.6,18.8,20
68465,859,56950,4.1,5.2,7.5,94
68466,779,42697,9.6,7.8,7.8,82
68467,3824,55152,6.4,6.8,13,738
68502,11529,49430,7.7,7.4,11.3,2328
68503,6120,33503,11.2,7.5,18.8,840
68504,7734,37784,10.7,5.8,13.4,1104
68505,7109,54048,4.8,3.8,10.1,840
68506,12960,55255,5,3.3,8.9,1580
68507,6060,53496,4.2,5.5,8.9,1492
68508,4812,20018,21.5,16.9,18.1,7168
68510,9193,50843,5.4,3,13.1,1562
68512,5240,74200,3,1.8,5.8,1844
68514,75,151088,0,0,0,26
68516,16687,79824,2.8,3.2,5.7,2620
68517,133,144917,0,0,0,60
68520,618,108750,1.6,0,0.8,72
68521,13169,53833,4.7,4,10.9,1294
68522,4322,65337,1.9,3.4,7.8,364
68523,505,99635,0,5.3,0,100
68524,2021,60932,7.1,3,5.3,138
68526,2262,111296,2.4,2.2,1.7,324
68527,299,133542,2,0,0,54
68528,2545,60960,5,5.4,10.3,360
68531,36,71058,0,0,0,8
68532,236,96875,0,0,5.9,22
68601,11192,58627,4.9,4.9,9.6,3332
68620,1128,55200,3.7,7.3,9.1,262
68621,262,61806,0,3.1,0,4
68622,164,57083,1.8,6.7,7.9,24
68623,109,35729,13.8,11,17.4,12
68624,373,62533,7.2,0.5,11,28
68626,291,53125,6.2,7.9,8.6,28
68627,306,55208,5.9,3.3,14.7,32
68628,325,51150,3.7,3.7,11.7,50
68629,585,49340,5.5,6.7,6.2,88
68631,171,37083,9.4,3.5,16.4,42
68632,1626,50208,5.1,5.8,8.4,270
68633,502,49392,3.4,3.2,6.6,74
68634,189,51875,0,10.6,13.2,18
68635,197,75972,3.6,10.7,6.6,12
68636,588,55238,5.3,5.6,13.4,106
68637,150,46500,2.7,3.3,11.3,18
68638,794,43611,5.3,8.9,19.4,118
68640,621,50125,9.5,2.9,10.6,78
68641,460,61029,4.1,7.4,3.5,86
68642,718,59714,4.2,2.9,6.8,122
68643,469,65972,3.4,5.1,5.5,48
68644,268,61250,4.5,3.7,13.4,36
68647,270,60000,0,6.3,8.1,40
68648,155,89432,1.9,1.3,14.8,22
68649,803,73750,2,4,8.8,112
68651,555,61838,4,1.1,8.8,102
68652,276,48929,1.8,1.4,12.7,52
68653,267,51313,7.9,4.5,15.7,50
68654,213,60139,2.8,3.3,8,22
68655,69,72569,2.9,0,10.1,8
68658,319,57344,6.3,0.9,8.2,26
68659,64,46250,7.8,0,4.7,8
68660,515,53272,4.3,5.6,12.8,52
68661,2282,54730,1,2.9,10.4,310
68662,515,65417,5.6,4.5,10.3,52
68663,318,42273,10.7,7.2,10.1,28
68664,165,41125,9.1,8.5,4.8,26
68665,378,54750,6.6,6.9,11.4,62
68666,587,63661,4.6,4.8,5.5,116
68667,60,56500,0,8.3,3.3,4
68669,173,51146,4,3.5,5.2,22
68701,12537,49622,8.4,5.2,11.1,6858
68710,311,53250,5.1,3.5,7.4,28
68711,126,-,2.4,0,11.9,2
68713,963,51660,4.4,5.9,4.5,228
68714,566,53000,3.4,4.8,6.2,94
68715,600,75313,4.5,2.3,9.8,72
68716,429,47679,11.2,5.6,6.3,64
68717,85,67875,7.1,2.4,5.9,10
68718,763,47875,4.7,6.2,12.5,130
68719,54,48750,16.7,1.9,9.3,6
68720,116,55833,11.2,1.7,18.1,18
68722,240,54667,6.7,6.3,16.3,30
68723,203,60313,4.4,6.4,8.4,18
68724,58,41000,6.9,0,6.9,10
68725,223,55179,2.2,7.2,9,16
68726,279,44234,5,7.5,9.7,46
68727,311,65625,4.5,3.9,9,40
68728,103,43125,7.8,3.9,15.5,8
68729,844,51452,4,5.6,8.1,118
68730,772,59559,4.7,4.7,9.3,92
68731,993,69464,1.8,2.6,10.2,108
68732,110,53056,0.9,1.8,16.4,12
68733,550,56818,4.5,4.7,14.5,34
68734,34,75000,0,5.9,0,14
68735,366,49907,3.6,3.6,9.8,54
68736,206,55250,9.2,2.9,4.9,30
68739,1204,61429,3.1,3.1,14.5,276
68740,412,78333,4.4,0,1.2,16
68741,303,68594,1,5,11.6,22
68742,67,33125,13.4,6,16.4,4
68743,223,78125,2.2,1.3,5.4,40
68745,666,51855,5,8.1,10.2,116
68746,197,38036,7.1,9.6,13.2,24
68747,63,55972,0,14.3,9.5,8
68748,1014,52714,3.6,6,10.6,166
68749,28,46250,0,7.1,10.7,6
68751,29,45938,0,6.9,0,4
68752,342,60000,4.7,2.3,9.9,18
68755,125,63750,4,4.8,4.8,6
68756,819,44188,7.8,10.6,10.6,192
68757,322,47000,11.2,4.3,13,20
68758,564,48077,7.1,9.6,10.3,64
68760,526,32372,16.7,6.7,13.7,30
68761,149,42813,8.1,6,18.1,12
68763,2087,51990,3.7,7.1,13,442
68764,367,47011,11.4,0.8,10.4,50
68765,567,53125,7.6,6.3,8.3,100
68766,230,51389,7,3.9,22.2,14
68767,1266,62353,2.8,3.7,4.3,174
68768,239,46964,5,6.3,9.6,30
68769,809,47102,4.2,7.7,15.2,136
68770,606,51667,5.4,6.6,10.1,70
68771,617,50750,2.9,7.1,6.8,84
68773,64,78036,0,9.4,9.4,10
68774,105,59750,2.9,0,13.3,12
68776,5308,50489,11.8,4.7,10.8,650
68777,334,43182,10.5,12.3,9.6,80
68778,247,50313,4.9,4,4,44
68779,1048,55500,3,6.6,6.8,112
68780,466,58289,1.9,9.9,8.6,84
68781,620,50242,4.5,3.1,12.3,74
68783,408,40417,6.1,8.1,19.6,62
68784,726,64375,0.6,4.5,5.5,72
68785,102,108333,7.8,3.9,2,8
68786,450,62500,2.7,5.6,5.3,76
68787,2406,48318,6.4,9.4,11.5,396
68788,1998,46855,3.7,3.8,12.9,394
68789,66,-,0,19.7,6.1,6
68790,354,65294,1.7,2.3,9,22
68791,761,48934,2.2,3.9,7.9,170
68792,171,62768,2.9,5.3,10.5,22
68801,10884,50727,6.5,3.9,11.1,2944
68803,9580,57112,6.6,5.9,11.4,1816
68810,357,46719,2.5,2,22.4,72
68812,247,64844,0.8,0.4,11.3,22
68813,222,68000,7.7,1.4,9,18
68814,400,51094,3,3.3,11.5,60
68815,279,38607,5,3.6,11.5,42
68816,113,53417,14.2,0,3.5,12
68817,150,36458,1.3,12,11.3,22
68818,2207,63665,3.5,0.8,12,406
68820,185,46750,5.4,8.1,7.6,16
68821,37,41875,5.4,0,8.1,4
68822,2082,49922,7.2,6.7,7.7,480
68823,997,48151,6.8,8.8,9.4,198
68824,503,72279,1.6,0.4,14.9,62
68825,449,46318,5.3,5.6,9.4,54
68826,1616,53104,2.9,3.5,11.6,268
68827,278,65000,2.5,3.6,10.1,42
68828,113,64063,8,0,8,4
68831,303,65750,1.7,6.6,7.9,36
68832,800,75682,1.9,2.5,7.8,114
68833,182,52000,0,5.5,4.4,6
68834,69,41607,7.2,4.3,10.1,8
68835,238,59500,5.5,2.9,7.6,24
68836,628,62554,4,2.9,7.5,124
68837,77,70688,2.6,6.5,0,6
68838,125,61750,2.4,4,12,14
68840,1165,57466,3.5,5.5,8,124
68841,243,63281,5.8,0.8,8.6,36
68842,243,48125,6.2,5.3,13.6,26
68843,317,61250,5,0.6,4.4,76
68844,92,45625,1.1,0,6.5,16
68845,7882,56295,6.7,3.6,9.7,754
68846,131,67917,2.3,1.5,14.5,16
68847,7051,52777,6.1,5.1,11.4,3488
68849,0,-,-,-,-,10
68850,4196,51355,3.9,3.3,13.3,614
68852,251,56964,2,1.6,14.3,26
68853,703,47216,8.1,5,12.5,108
68854,354,50345,1.1,2.5,3.1,38
68855,194,46250,9.8,1.5,12.9,14
68856,260,51250,5.4,3.1,13.1,32
68858,126,52500,9.5,9.5,15.1,12
68859,296,47143,6.1,11.8,18.9,32
68860,146,48500,8.9,8.2,7.5,14
68861,36,-,0,0,25,6
68862,1313,50990,4,11.3,11.9,296
68863,456,52188,2.6,3.7,15.1,56
68864,458,60395,3.1,2,9.6,52
68865,367,84375,1.1,2.2,9.8,42
68866,371,56635,2.7,3.2,5.4,64
68869,880,48571,4.3,5.1,10,136
68870,209,69375,4.3,0,3.8,20
68871,102,55000,5.9,5.9,3.9,4
68872,311,51875,2.3,4.8,8.7,22
68873,1474,54153,4.8,7.3,8.5,214
68874,425,34375,5.9,6.6,21.4,40
68875,286,45769,3.1,4.5,9.4,36
68876,628,55385,4.9,11.3,10,80
68878,164,52500,7.9,8.5,6.7,18
68879,161,56563,3.1,3.7,12.4,16
68881,19,41625,0,0,0,4
68882,170,37037,8.8,6.5,12.9,10
68883,977,56691,3.4,3.4,5.5,130
68901,10594,48889,7.3,4.2,13.2,3364
68920,763,47326,7.6,5,14.3,126
68922,551,49432,7.4,2.4,13.8,114
68923,39,59375,5.1,5.1,5.1,2
68924,492,59808,5.5,1,6.1,52
68925,231,64306,0,0.9,9.5,8
68926,356,35556,9.8,11.2,14.6,30
68927,557,59821,1.6,5,16.2,50
68928,156,56346,3.8,1.9,13.5,16
68930,578,49444,6.6,4.5,11.2,60
68932,189,42132,10.6,7.9,7.4,22
68933,413,56477,3.1,3.1,12.8,50
68934,48,58750,4.2,8.3,10.4,10
68935,308,48152,3.2,6.8,20.1,44
68936,131,40865,5.3,9.2,9.9,4
68937,723,58750,2.9,1.9,11.1,108
68938,242,52143,4.1,2.9,20.2,28
68939,529,47132,6.2,3,10.8,82
68940,240,70833,0.4,0,0.8,10
68941,329,68393,2.7,0.9,6.1,22
68942,151,45750,2.6,4.6,22.5,14
68943,125,50234,3.2,0.8,26.4,16
68944,486,49457,8.2,2.5,9.1,26
68945,103,54432,1.9,3.9,13.6,6
68946,9,-,33.3,0,0,2
68947,313,59107,1.3,3.8,5.8,30
68948,145,40341,13.8,7.6,17.2,28
68949,2783,53114,7.1,4.9,11.7,556
68950,172,58947,2.3,0,14.5,16
68952,49,42813,8.2,0,20.4,2
68954,21,48472,0,0,0,2
68955,769,69875,6.6,1.7,4.2,56
68956,512,59444,5.3,5.9,5.5,46
68957,282,54750,0,3.9,15.6,36
68958,249,62375,1.6,0.8,9.2,30
68959,1683,50080,6.1,3.9,12.9,240
68960,76,34375,7.9,3.9,5.3,4
68961,366,45147,3.6,2.5,13.1,34
68966,355,41354,9.3,3.1,14.1,28
68967,401,43036,5,6.5,9.5,70
68969,27,62292,7.4,0,3.7,2
68970,615,36442,7.3,8,20,102
68971,183,39063,2.2,14.8,8.7,28
68972,62,30000,3.2,3.2,40.3,2
68973,152,57500,0,2,11.2,32
68974,81,49375,0,7.4,9.9,20
68975,45,82583,0,0,0,6
68976,128,85000,3.9,1.6,3.9,6
68977,112,41875,0,10.7,26.8,8
68978,997,37591,3,10.7,14.2,254
68979,807,59076,6.7,2.2,9.5,170
68980,157,57321,0,2.5,3.8,34
68981,140,55500,9.3,0,15.7,10
68982,287,55956,2.4,3.1,8.4,48
