STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,longitude,latitude,state,ABBR,sq_miles,totalpop18
06,091,06091,Sierra,Sierra County,-120.5219926,39.5769252,California,CA,962.164242921009,2930
06,067,06067,Sacramento,Sacramento County,-121.3404408,38.4500161,California,CA,994.37116729614,1510023
06,083,06083,Santa Barbara,Santa Barbara County,-120.0399729,34.5370572,California,CA,3789.13555807797,443738
06,009,06009,Calaveras,Calaveras County,-120.5614415,38.1838996,California,CA,1036.92637682235,45235
06,111,06111,Ventura,Ventura County,-119.1331432,34.3587415,California,CA,2208.24708834409,848112
06,037,06037,Los Angeles,Los Angeles County,-118.2618616,34.1963983,California,CA,4751.12129279935,10098052
06,097,06097,Sonoma,Sonoma County,-122.9261095,38.5251824,California,CA,1767.94125133736,501317
06,031,06031,Kings,Kings County,-119.8155301,36.072478,California,CA,1391.53021266956,150075
06,073,06073,San Diego,San Diego County,-116.7761174,33.0236041,California,CA,4525.80413418586,3302833
06,061,06061,Placer,Placer County,-120.7227181,39.0620323,California,CA,1502.23595510079,380077
06,075,06075,San Francisco,San Francisco County,-123.0322294,37.7272391,California,CA,231.889995361753,870044
06,041,06041,Marin,Marin County,-122.7459738,38.0518169,California,CA,828.191520917298,260295
06,043,06043,Mariposa,Mariposa County,-119.9128613,37.5700295,California,CA,1462.82451792055,17540
06,035,06035,Lassen,Lassen County,-120.6299518,40.7210862,California,CA,4720.11536328928,31185
06,055,06055,Napa,Napa County,-122.3259045,38.5070999,California,CA,788.529548964828,140530
06,089,06089,Shasta,Shasta County,-122.0435556,40.7605142,California,CA,3847.39619426793,179085
06,053,06053,Monterey,Monterey County,-121.3155723,36.240107,California,CA,3771.22115433258,433212
06,105,06105,Trinity,Trinity County,-123.114476,40.6478033,California,CA,3207.61080361776,12862
06,045,06045,Mendocino,Mendocino County,-123.4428811,39.4323876,California,CA,3878.15444713538,87422
06,027,06027,Inyo,Inyo County,-117.4039269,36.561977,California,CA,10226.9188693801,18085
06,051,06051,Mono,Mono County,-118.8751668,37.9158363,California,CA,3131.88108992814,14174
06,109,06109,Tuolumne,Tuolumne County,-119.9647335,38.0214344,California,CA,2274.45156699728,53932
06,095,06095,Solano,Solano County,-121.939594,38.2672255,California,CA,906.243809349759,438530
06,071,06071,San Bernardino,San Bernardino County,-116.1811967,34.8572198,California,CA,20105.1095856625,2135413
06,013,06013,Contra Costa,Contra Costa County,-121.9515431,37.919479,California,CA,804.063791534759,1133247
06,003,06003,Alpine,Alpine County,-119.7983522,38.6217831,California,CA,743.188746315921,1146
06,017,06017,El Dorado,El Dorado County,-120.5342245,38.7856116,California,CA,1786.35655972784,186661
06,113,06113,Yolo,Yolo County,-121.9024413,38.6795955,California,CA,1023.56586204235,214977
06,115,06115,Yuba,Yuba County,-121.3442587,39.27013,California,CA,644.007569547581,75493
06,069,06069,San Benito,San Benito County,-121.0858108,36.6116507,California,CA,1390.473845097,59416
06,023,06023,Humboldt,Humboldt County,-123.9261757,40.7066554,California,CA,4052.25505188657,135768
06,065,06065,Riverside,Riverside County,-116.0022389,33.7298275,California,CA,7303.15970665229,2383286
06,029,06029,Kern,Kern County,-118.7295064,35.3466288,California,CA,8162.671848674,883053
06,011,06011,Colusa,Colusa County,-122.2375629,39.1777385,California,CA,1156.35352291901,21464
06,015,06015,Del Norte,Del Norte County,-124.003614,41.763958,California,CA,1229.68173892106,27424
06,049,06049,Modoc,Modoc County,-120.7183704,41.5929185,California,CA,4203.25560500468,8938
06,019,06019,Fresno,Fresno County,-119.6550193,36.7610058,California,CA,6011.12795478007,978130
06,039,06039,Madera,Madera County,-119.7498023,37.2098213,California,CA,2153.23914506435,155013
06,085,06085,Santa Clara,Santa Clara County,-121.6905097,37.2206954,California,CA,1304.05484696583,1922200
06,103,06103,Tehama,Tehama County,-122.2322737,40.1261573,California,CA,2962.174800676,63373
06,077,06077,San Joaquin,San Joaquin County,-121.272244,37.9349815,California,CA,1426.73930188376,732212
06,001,06001,Alameda,Alameda County,-121.912488,37.6471385,California,CA,821.054692255576,1643700
06,057,06057,Nevada,Nevada County,-120.7713429,39.2975082,California,CA,973.795767156124,99092
06,007,06007,Butte,Butte County,-121.60191880000001,39.6659588,California,CA,1677.13106404218,227075
06,047,06047,Merced,Merced County,-120.7228019,37.1948063,California,CA,1978.65197823673,269075
06,107,06107,Tulare,Tulare County,-118.7810551,36.2288339,California,CA,4838.66981240146,460477
06,099,06099,Stanislaus,Stanislaus County,-121.0028311,37.5623162,California,CA,1513.91409176752,539301
06,059,06059,Orange,Orange County,-117.7772068,33.6756872,California,CA,947.996506577387,3164182
06,025,06025,Imperial,Imperial County,-115.3554001,33.0408143,California,CA,4480.64335001539,180216
06,101,06101,Sutter,Sutter County,-121.7039397,39.0361898,California,CA,608.414844638093,95872
06,005,06005,Amador,Amador County,-120.6538563,38.4435501,California,CA,605.950385427547,37829
06,033,06033,Lake,Lake County,-122.7467569,39.0948019,California,CA,1329.42741173402,64148
