STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,longitude,latitude,state,ABBR,sq_miles,totalpop18
47,065,47065,Hamilton,Hamilton County,-85.2018432,35.163472,Tennessee,TN,575.792517733372,357546
47,115,47115,Marion,Marion County,-85.618399,35.1334215,Tennessee,TN,512.341212404734,28417
47,185,47185,White,White County,-85.4557854,35.9270486,Tennessee,TN,379.424730899126,26580
47,129,47129,Morgan,Morgan County,-84.6392616,36.138697,Tennessee,TN,522.497687558209,21596
47,013,47013,Campbell,Campbell County,-84.1592495,36.4015922,Tennessee,TN,498.114505258603,39687
47,123,47123,Monroe,Monroe County,-84.249705,35.4478181,Tennessee,TN,652.5868877629,45876
47,149,47149,Rutherford,Rutherford County,-86.4172127,35.8433688,Tennessee,TN,624.056698593693,307128
47,159,47159,Smith,Smith County,-85.9419149,36.2566451,Tennessee,TN,325.372495133014,19458
47,169,47169,Trousdale,Trousdale County,-86.1566909,36.3930297,Tennessee,TN,116.643125409229,9573
47,165,47165,Sumner,Sumner County,-86.4597975,36.473443,Tennessee,TN,543.216750551693,179473
47,061,47061,Grundy,Grundy County,-85.7103793,35.3933855,Tennessee,TN,361.121845475059,13331
47,003,47003,Bedford,Bedford County,-86.4582939,35.5136604,Tennessee,TN,474.790063991549,47558
47,027,47027,Clay,Clay County,-85.5457173,36.5457493,Tennessee,TN,259.343865708139,7686
47,097,47097,Lauderdale,Lauderdale County,-89.6277318,35.7629507,Tennessee,TN,507.577804055656,26297
47,105,47105,Loudon,Loudon County,-84.3140848,35.7350854,Tennessee,TN,247.36846520183,51610
47,041,47041,DeKalb,DeKalb County,-85.8335959,35.9822191,Tennessee,TN,328.986219065528,19601
47,081,47081,Hickman,Hickman County,-87.4671159,35.8023275,Tennessee,TN,612.627724666125,24678
47,141,47141,Putnam,Putnam County,-85.4961801,36.1409404,Tennessee,TN,402.5649274583,76440
47,177,47177,Warren,Warren County,-85.7773428,35.6782498,Tennessee,TN,434.034459373283,40454
47,095,47095,Lake,Lake County,-89.4855365,36.3339054,Tennessee,TN,193.893167426228,7526
47,089,47089,Jefferson,Jefferson County,-83.4411426,36.0483379,Tennessee,TN,314.316317041073,53247
47,075,47075,Haywood,Haywood County,-89.2826913,35.5866782,Tennessee,TN,534.061948868051,17779
47,099,47099,Lawrence,Lawrence County,-87.396546,35.2204764,Tennessee,TN,617.986459174847,42937
47,073,47073,Hawkins,Hawkins County,-82.931485,36.4520892,Tennessee,TN,499.620058446958,56402
47,173,47173,Union,Union County,-83.8360878,36.2841401,Tennessee,TN,247.137477454434,19293
47,009,47009,Blount,Blount County,-83.9229731,35.6881849,Tennessee,TN,566.603212414199,128443
47,023,47023,Chester,Chester County,-88.6113533,35.420253,Tennessee,TN,285.958482323968,17150
47,087,47087,Jackson,Jackson County,-85.6741278,36.3542499,Tennessee,TN,319.524836952529,11615
47,127,47127,Moore,Moore County,-86.358684,35.2888885,Tennessee,TN,130.416935097101,6322
47,163,47163,Sullivan,Sullivan County,-82.3013363,36.5096806,Tennessee,TN,429.70634415312,156734
47,019,47019,Carter,Carter County,-82.1265932,36.2847441,Tennessee,TN,347.694710096554,56391
47,179,47179,Washington,Washington County,-82.4950374,36.2956649,Tennessee,TN,329.824418768638,127055
47,161,47161,Stewart,Stewart County,-87.8118894,36.4584642,Tennessee,TN,493.012822472842,13301
47,111,47111,Macon,Macon County,-86.0009596,36.5377572,Tennessee,TN,307.238892845879,23487
47,069,47069,Hardeman,Hardeman County,-88.988697,35.2187853,Tennessee,TN,670.380930525047,25562
47,017,47017,Carroll,Carroll County,-88.4523791,35.9657478,Tennessee,TN,600.093385322669,28018
47,181,47181,Wayne,Wayne County,-87.8198433,35.2428473,Tennessee,TN,735.662684652164,16649
47,107,47107,McMinn,McMinn County,-84.6199488,35.4244722,Tennessee,TN,432.178764585219,52773
47,175,47175,Van Buren,Van Buren County,-85.4584092,35.6992335,Tennessee,TN,274.532510972451,5704
47,083,47083,Houston,Houston County,-87.7055983,36.2857824,Tennessee,TN,206.97454763463,8176
47,055,47055,Giles,Giles County,-87.035319,35.2027228,Tennessee,TN,611.179443500936,29167
47,085,47085,Humphreys,Humphreys County,-87.7904526,36.0408218,Tennessee,TN,556.702548965706,18318
47,153,47153,Sequatchie,Sequatchie County,-85.410082,35.3723358,Tennessee,TN,266.043389867215,14730
47,145,47145,Roane,Roane County,-84.5239292,35.8472504,Tennessee,TN,394.976923299831,52897
47,125,47125,Montgomery,Montgomery County,-87.3808865,36.5003535,Tennessee,TN,543.828985552466,196387
47,079,47079,Henry,Henry County,-88.3002878,36.325295,Tennessee,TN,593.401441228592,32279
47,043,47043,Dickson,Dickson County,-87.3641546,36.1455325,Tennessee,TN,491.320141768438,51988
47,059,47059,Greene,Greene County,-82.8475235,36.1794867,Tennessee,TN,624.137817118667,68669
47,171,47171,Unicoi,Unicoi County,-82.4182181,36.1001287,Tennessee,TN,186.382608231555,17780
47,031,47031,Coffee,Coffee County,-86.0782018,35.4887654,Tennessee,TN,434.554084285753,54531
47,135,47135,Perry,Perry County,-87.8693256,35.6637521,Tennessee,TN,422.867136908685,7912
47,187,47187,Williamson,Williamson County,-86.8980679,35.8948075,Tennessee,TN,584.027770198746,218648
47,035,47035,Cumberland,Cumberland County,-84.9947614,35.9523984,Tennessee,TN,684.819240613535,58634
47,093,47093,Knox,Knox County,-83.9377209,35.9927265,Tennessee,TN,525.921606701829,456185
47,029,47029,Cocke,Cocke County,-83.1192242,35.916198,Tennessee,TN,443.058917505222,35336
47,067,47067,Hancock,Hancock County,-83.2274928,36.5213528,Tennessee,TN,223.477822785379,6585
47,071,47071,Hardin,Hardin County,-88.1856958,35.2018926,Tennessee,TN,596.29251677213,25771
47,025,47025,Claiborne,Claiborne County,-83.6606975,36.501572,Tennessee,TN,441.574199555366,31613
47,143,47143,Rhea,Rhea County,-84.9495484,35.60059,Tennessee,TN,336.405582986985,32628
47,133,47133,Overton,Overton County,-85.2830756,36.3448504,Tennessee,TN,434.833801616049,22004
47,131,47131,Obion,Obion County,-89.1500236,36.3579958,Tennessee,TN,555.44554486975,30520
47,147,47147,Robertson,Robertson County,-86.8693538,36.5275092,Tennessee,TN,476.491024293392,69344
47,189,47189,Wilson,Wilson County,-86.2912423,36.149527,Tennessee,TN,583.471076270411,132663
47,057,47057,Grainger,Grainger County,-83.5095458,36.2775091,Tennessee,TN,302.440070424407,23013
47,011,47011,Bradley,Bradley County,-84.8594137,35.1539144,Tennessee,TN,331.44873592954,104557
47,157,47157,Shelby,Shelby County,-89.895397,35.1837942,Tennessee,TN,785.031330200781,937005
47,121,47121,Meigs,Meigs County,-84.8161015,35.512203,Tennessee,TN,216.747969400076,11962
47,103,47103,Lincoln,Lincoln County,-86.5934033,35.1427838,Tennessee,TN,570.717048874584,33711
47,037,47037,Davidson,Davidson County,-86.7847898,36.1691287,Tennessee,TN,525.339517377039,684017
47,007,47007,Bledsoe,Bledsoe County,-85.2059104,35.5935612,Tennessee,TN,406.748676746581,14602
47,183,47183,Weakley,Weakley County,-88.7211938,36.3035963,Tennessee,TN,581.784530087118,33626
47,117,47117,Marshall,Marshall County,-86.765865,35.4683433,Tennessee,TN,376.157820150276,32269
47,091,47091,Johnson,Johnson County,-81.8612467,36.4532029,Tennessee,TN,302.690202249314,17789
47,155,47155,Sevier,Sevier County,-83.5184957,35.7953454,Tennessee,TN,597.696888495766,96287
47,139,47139,Polk,Polk County,-84.5411124,35.1094371,Tennessee,TN,442.291504077166,16782
47,077,47077,Henderson,Henderson County,-88.3876742,35.6539945,Tennessee,TN,525.885081378184,27859
47,109,47109,McNairy,McNairy County,-88.5637397,35.1753751,Tennessee,TN,563.612027235764,25903
47,049,47049,Fentress,Fentress County,-84.9377641,36.3698921,Tennessee,TN,498.931542016356,17994
47,005,47005,Benton,Benton County,-88.0712321,36.0709478,Tennessee,TN,436.230555433201,16112
47,137,47137,Pickett,Pickett County,-85.075741,36.5593638,Tennessee,TN,174.49347441955,5088
47,051,47051,Franklin,Franklin County,-86.0992032,35.1559259,Tennessee,TN,575.751055419848,41512
47,167,47167,Tipton,Tipton County,-89.766803,35.5002588,Tennessee,TN,473.313551191492,61446
47,001,47001,Anderson,Anderson County,-84.1954177,36.1167307,Tennessee,TN,344.79603790762,75775
47,015,47015,Cannon,Cannon County,-86.0624044,35.808394,Tennessee,TN,265.695667898777,13976
47,033,47033,Crockett,Crockett County,-89.1324936,35.8187949,Tennessee,TN,265.738926132831,14499
47,021,47021,Cheatham,Cheatham County,-87.1008077,36.2551687,Tennessee,TN,307.089193442605,39929
47,113,47113,Madison,Madison County,-88.8334238,35.6060563,Tennessee,TN,558.624792562991,97682
47,045,47045,Dyer,Dyer County,-89.3983058,36.054196,Tennessee,TN,526.533452155595,37576
47,053,47053,Gibson,Gibson County,-88.9338117,35.9916316,Tennessee,TN,603.65061668384,49175
47,151,47151,Scott,Scott County,-84.50352,36.435234,Tennessee,TN,533.234510706515,21954
