	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
10	47001	47	1	Anderson County, Tennessee	236115	New single-family housing construction (except for-sale builders)	23	6.8	12.6	765.4
12	47001	47	1	Anderson County, Tennessee	236118	Residential remodelers	23	8.8	10.4	454.2
14	47001	47	1	Anderson County, Tennessee	236220	Commercial and institutional building construction	23	8.2	53.6	3589.0
15	47001	47	1	Anderson County, Tennessee	237310	Highway, street, and bridge construction	23	3.8	40.6	1977.4
17	47001	47	1	Anderson County, Tennessee	238110	Poured concrete foundation and structure contractors	23	3.8	11.6	539.2
19	47001	47	1	Anderson County, Tennessee	238130	Framing contractors	23	3.8	5.6	298.6
25	47001	47	1	Anderson County, Tennessee	238210	Electrical contractors and other wiring installation contractors	23	7.2	44.8	2881.4
26	47001	47	1	Anderson County, Tennessee	238220	Plumbing, heating, and air-conditioning contractors	23	15.2	122.8	5162.0
29	47001	47	1	Anderson County, Tennessee	238320	Painting and wall covering contractors	23	3.6	14.6	527.2
34	47001	47	1	Anderson County, Tennessee	238910	Site preparation contractors	23	7.2	52.4	3047.0
35	47001	47	1	Anderson County, Tennessee	238990	All other specialty trade contractors	23	2.8	3.6	107.6
45	47001	47	1	Anderson County, Tennessee	321920	Wood container and pallet manufacturing	32	4.0	36.2	1252.6
49	47001	47	1	Anderson County, Tennessee	323111	Commercial printing (except screen and books)	32	4.2	19.0	757.6
66	47001	47	1	Anderson County, Tennessee	332710	Machine shops	33	9.6	139.0	7941.2
67	47001	47	1	Anderson County, Tennessee	332721	Precision turned product manufacturing	33	4.6	87.8	5620.4
73	47001	47	1	Anderson County, Tennessee	332999	All other miscellaneous fabricated metal product manufacturing	33	4.4	34.0	1564.4
86	47001	47	1	Anderson County, Tennessee	334516	Analytical laboratory instrument manufacturing	33	3.0	8.6	426.4
87	47001	47	1	Anderson County, Tennessee	334519	Other measuring and controlling device manufacturing	33	4.0	159.0	12061.0
105	47001	47	1	Anderson County, Tennessee	423120	Motor vehicle supplies and new parts merchant wholesalers	42	2.4	2.0	146.8
112	47001	47	1	Anderson County, Tennessee	423610	Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers	42	3.0	25.2	1051.2
118	47001	47	1	Anderson County, Tennessee	423830	Industrial machinery and equipment merchant wholesalers	42	2.8	4.8	209.0
120	47001	47	1	Anderson County, Tennessee	423930	Recyclable material merchant wholesalers	42	2.6	12.4	516.8
135	47001	47	1	Anderson County, Tennessee	425120	Wholesale trade agents and brokers	42	4.8	13.4	512.6
136	47001	47	1	Anderson County, Tennessee	441110	New car dealers	44	5.4	261.2	13106.8
137	47001	47	1	Anderson County, Tennessee	441120	Used car dealers	44	4.2	10.2	382.0
141	47001	47	1	Anderson County, Tennessee	441310	Automotive parts and accessories stores	44	10.0	94.2	1919.6
